('AC04652-2022-11-02-200','A12-2','efxi', 'LB')
('SL22517-2022-11-02-6899','S288-11','tiQLmUouQdIqUow', 'UB')
('AC04652-2022-11-01-7262','A404-8','fKkqL', 'LB')
('AC12058-2022-11-01-7005','A390-3','nigFpdSL', 'UB')
('AC22517-2022-11-02-7021','A391-1','OXgGWHumrztxwF', 'LB')
('AC12058-2022-11-01-7029','A391-9','naftNoFvJsVLpm', 'UB')
('SL04652-2022-11-01-6955','S290-19','qqgTVXFtT', 'UB')
('AC04652-2022-11-01-7293','A406-3','eczRUNFKcXVwBvs', 'UB')
('AC22517-2022-11-02-7051','A392-13','Il', 'LB')
('AC22517-2022-11-02-7052','A392-14','vkWNYIWEYu', 'LB')
('SL22517-2022-11-01-6897','S288-9','yOao', 'LB')
('AC22517-2022-11-02-7057','A393-1','M', 'LB')
('SL04652-2022-11-01-6983','S291-23','mPlTMa', 'SL')
('SL22517-2022-11-01-6908','S288-20','NSgeMXJsHC', 'LB')
('AC04652-2022-11-02-7044','A392-6','GBVfUebNFBpXsiM', 'SU')
('AC22517-2022-11-02-7068','A393-12','AiVLkUNFxXxw', 'SU')
('SL04652-2022-11-01-6984','S291-24','QMEUJ', 'SU')
('SL12058-2022-11-01-6849','S286-9','AgrhC', 'LB')
('SL22517-2022-11-01-6910','S288-22','uXgYjoRaw', 'UB')
('SL22517-2022-11-02-7001','S292-17','FrzohqAFlt', 'LB')
('AC22517-2022-11-02-7069','A393-13','fuvxCzJeOwVs', 'LB')
('SL04652-2022-11-02-7020','S293-12','hALbejEKkMmx', 'LB')
('AC04652-2022-11-02-7051','A392-13','CQAvnjFl', 'LB')
('SL04652-2022-11-01-6986','S292-2','Wwg', 'MB')
('AC12058-2022-11-01-7065','A393-9','CtqKih', 'UB')
('AC12058-2022-11-01-7067','A393-11','QgRvnd', 'SL')
('SL22517-2022-11-02-7003','S292-19','BtbzNHHFwys', 'UB')
('SL04652-2022-11-01-6989','S292-5','PmM', 'MB')
('AC12058-2022-11-01-7069','A393-13','cCHEdMDjk', 'LB')
('AC12058-2022-11-01-7070','A393-14','IbYyJhWvTmIGe', 'LB')
('AC04652-2022-11-02-7059','A393-3','MWm', 'UB')
('AC12058-2022-11-01-7072','A393-16','ZvF', 'UB')
('AC04652-2022-11-01-7339','A408-13','cRZYPS', 'LB')
('SL12058-2022-11-01-6925','S289-13','FDvc', 'MB')
('AC04652-2022-11-02-7114','A396-4','WMOagVYGPFOtbHmC', 'UB')
('SL22517-2022-11-02-7066','S295-10','KS', 'MB')
('AC04652-2022-11-02-7116','A396-6','UYwMnh', 'SU')
('AC22517-2022-11-01-7123','A396-13','Xj', 'LB')
('AC12058-2022-11-01-7135','A397-7','Ewm', 'LB')
('SL12058-2022-11-01-6933','S289-21','hnqrQRt', 'MB')
('SL22517-2022-11-02-7076','S295-20','aYCOUs', 'LB')
('SL04652-2022-11-02-7098','S296-18','UBS', 'MB')
('AC22517-2022-11-02-7155','A398-9','SQzYpXWGJ', 'UB')
('AC22517-2022-11-02-7181','A399-17','X', 'SL')
('AC12058-2022-11-01-7167','A399-3','AB', 'UB')
('SL22517-2022-11-01-7022','S293-14','xCwnOyi', 'UB')
('AC22517-2022-11-02-7186','A400-4','oOfhKFykzl', 'UB')
('SL22517-2022-11-02-7111','S297-7','XtMh', 'SL')
('SL04652-2022-11-01-7109','S297-5','bfTTow', 'MB')
('AC22517-2022-11-01-7185','A400-3','InXVYo', 'UB')
('SL12058-2022-11-01-6992','S292-8','c', 'SU')
('AC04652-2022-11-01-7459','A415-7','zGtrRGX', 'LB')
('AC04652-2022-11-02-7173','A399-9','nnRmjRkzpjWl', 'UB')
('SL22517-2022-11-01-7045','S294-13','VrAdDIIQem', 'MB')
('SL04652-2022-11-02-7139','S298-11','tK', 'UB')
('SL22517-2022-11-01-7047','S294-15','gBqmEt', 'SL')
('AC22517-2022-11-01-7218','A401-18','SPaSOJiPbzpF', 'SU')
('SL12058-2022-11-01-7024','S293-16','ooc', 'SU')
('AC04652-2022-11-01-7500','A417-12','NfhonPGIUTzc', 'SU')
('SL22517-2022-11-02-7167','S299-15','modx', 'SL')
('SL12058-2022-11-01-7041','S294-9','I', 'LB')
('AC12058-2022-11-01-7229','A402-11','aQWMQDvF', 'SL')
('AC12058-2022-11-01-7230','A402-12','XpmmploNHeLBXW', 'SU')
('AC04652-2022-11-01-7527','A419-3','sFzB', 'UB')
('AC22517-2022-11-02-7280','A405-8','IYuBe', 'LB')
('SL04652-2022-11-01-7176','S299-24','rnbiPzf', 'SU')
('AC22517-2022-11-02-7324','A407-16','hMBvancRESoZ', 'UB')
('SL04652-2022-11-02-7242','S302-18','sJabJfE', 'MB')
('AC22517-2022-11-02-7326','A407-18','mvB', 'SU')
('SL04652-2022-11-02-7244','S302-20','QWsZLZwdV', 'LB')
('SL12058-2022-11-01-7088','S296-8','OGrx', 'SU')
('SL04652-2022-11-02-7248','S302-24','ZXjdVSZXNUwULbT', 'SU')
('SL22517-2022-11-01-7156','S299-4','aD', 'LB')
('SL04652-2022-11-02-7250','S303-2','qwuePyemAIheHhr', 'MB')
('AC12058-2022-11-01-7301','A406-11','D', 'SL')
('SL12058-2022-11-01-7091','S296-11','Nd', 'UB')
('AC04652-2022-11-01-7576','A421-16','mgCmabjKx', 'UB')
('AC22517-2022-11-01-7309','A407-1','RPQDmpIYdUhqcTrU', 'LB')
('AC12058-2022-11-01-7304','A406-14','F', 'LB')
('SL22517-2022-11-02-7245','S302-21','R', 'MB')
('SL22517-2022-11-01-7167','S299-15','nXdjWU', 'SL')
('AC12058-2022-11-01-7312','A407-4','jXcRMW', 'UB')
('SL04652-2022-11-01-7234','S302-10','uaXbqmrKYW', 'MB')
('SL04652-2022-11-02-7263','S303-15','XGLCeIgLpddMqyaH', 'SL')
('SL12058-2022-11-01-7103','S296-23','KjQUIsYY', 'SL')
('AC12058-2022-11-01-7313','A407-5','gaIXeFOwsuXec', 'SL')
('AC22517-2022-11-01-7318','A407-10','HP', 'UB')
('AC22517-2022-11-01-7319','A407-11','tj', 'SL')
('AC22517-2022-11-02-7347','A409-3','GbYcvSjXt', 'UB')
('AC12058-2022-11-01-7315','A407-7','x', 'LB')
('SL12058-2022-11-01-7111','S297-7','peNFHEbhgZFpU', 'SL')
('AC22517-2022-11-02-7352','A409-8','kKN', 'LB')
('SL04652-2022-11-02-7267','S303-19','JpETpoCfc', 'UB')
('SL04652-2022-11-02-7268','S303-20','rauGKf', 'LB')
('AC12058-2022-11-01-7329','A408-3','RVOrvVN', 'UB')
('SL22517-2022-11-02-7277','S304-5','eu', 'MB')
('SL04652-2022-11-02-7283','S304-11','MW', 'UB')
('AC22517-2022-11-02-7366','A410-4','rylbsV', 'UB')
('AC04652-2022-11-01-7612','A423-16','ANNc', 'UB')
('SL04652-2022-11-01-7262','S303-14','xjIYO', 'UB')
('SL12058-2022-11-01-7129','S298-1','KFffMcVxktKO', 'LB')
('AC12058-2022-11-01-7339','A408-13','QVuxDcGEPLVEd', 'LB')
('SL22517-2022-11-01-7192','S300-16','JlwJKUQBaHsMqldO', 'SU')
('AC04652-2022-11-02-7316','A407-8','iOrCuGnlZJRZE', 'LB')
('SL04652-2022-11-02-7290','S304-18','EIIQyMptitQNIja', 'MB')
('SL12058-2022-11-01-7135','S298-7','iFClGRRePcRCL', 'SL')
('SL12058-2022-11-01-7136','S298-8','qb', 'SU')
('AC04652-2022-11-02-7350','A409-6','HeeAhxtLINHxgbbD', 'SU')
('AC22517-2022-11-02-7455','A415-3','COojlrdFZaDEqXwz', 'UB')
('SL04652-2022-11-02-7342','S306-22','CxDtzlvjatHxihVr', 'UB')
('AC04652-2022-11-02-7388','A411-8','zgyiLcCbUyjgQRwJ', 'LB')
('AC12058-2022-11-01-7420','A413-4','ZIWhIKi', 'UB')
('AC04652-2022-11-02-7410','A412-12','ENtLdoUDdZprTGf', 'SU')
('AC22517-2022-11-01-7431','A413-15','UebgLoNOSZCUAT', 'UB')
('SL04652-2022-11-02-7375','S308-7','WAAkr', 'SL')
('SL04652-2022-11-02-7376','S308-8','sLQQYRYpkUVihVV', 'SU')
('SL22517-2022-11-01-7294','S304-22','AoOfPOJFZcthwCQ', 'UB')
('AC22517-2022-11-01-7440','A414-6','jfeqSAoRwOi', 'SU')
('SL22517-2022-11-01-7297','S305-1','kEQKIkS', 'LB')
('SL04652-2022-11-01-7376','S308-8','BPCD', 'SU')
('SL12058-2022-11-01-7246','S302-22','BVjACqczKhx', 'UB')
('AC04652-2022-11-02-7485','A416-15','jiQoMwkJUgbPJd', 'UB')
('SL22517-2022-11-01-7344','S306-24','XlHnQo', 'SU')
('SL22517-2022-11-02-7450','S311-10','dBMjyLZW', 'MB')
('SL22517-2022-11-01-7348','S307-4','bjMIQXipRrIcMHN', 'LB')
('AC04652-2022-11-01-7751','A431-11','GxROymf', 'SL')
('AC22517-2022-11-02-7560','A420-18','QwCDVrkiXnB', 'SU')
('SL22517-2022-11-02-7458','S311-18','NtkBqtvYyJRJdD', 'MB')
('AC22517-2022-11-01-7497','A417-9','F', 'UB')
('AC04652-2022-11-02-7499','A417-11','FlBc', 'SL')
('AC22517-2022-11-02-7568','A421-8','pimewLrAaJLWB', 'LB')
('SL12058-2022-11-01-7294','S304-22','u', 'UB')
('SL04652-2022-11-02-7448','S311-8','OWztrb', 'SU')
('SL04652-2022-11-01-7453','S311-13','pPeAOKUgPxLeP', 'MB')
('SL22517-2022-11-01-7371','S308-3','fXnRCEAlmljdvXPW', 'UB')
('SL12058-2022-11-01-7316','S305-20','A', 'LB')
('SL12058-2022-11-01-7317','S305-21','tKpaFqndL', 'MB')
('SL22517-2022-11-01-7374','S308-6','a', 'UB')
('SL04652-2022-11-01-7456','S311-16','wOHVmWYwqR', 'SU')
('AC22517-2022-11-01-7518','A418-12','uWpjqv', 'SU')
('SL04652-2022-11-02-7482','S312-18','NnCuwuXGyT', 'MB')
('SL22517-2022-11-01-7388','S308-20','vmuLqMVcXStSm', 'LB')
('SL04652-2022-11-01-7465','S312-1','OWnvnmDuIpAsaA', 'LB')
('AC04652-2022-11-01-7796','A434-2','SyUnEAtzPyrTd', 'LB')
('SL04652-2022-11-01-7467','S312-3','bPWmHFtfBPOibdP', 'UB')
('SL12058-2022-11-01-7339','S306-19','NayWMUVsnojGL', 'UB')
('SL04652-2022-11-02-7495','S313-7','SEWnVVuhpxfG', 'SL')
('AC04652-2022-11-01-7840','A436-10','ZdvVoGz', 'UB')
('SL04652-2022-11-01-7506','S313-18','bJRVZ', 'MB')
('AC04652-2022-11-02-7585','A422-7','nqTBJERPoZJwpk', 'LB')
('SL12058-2022-11-01-7376','S308-8','PJZstmmOcxUXBadq', 'SU')
('SL04652-2022-11-01-7512','S313-24','nAgHFrRZoLIluz', 'SU')
('SL04652-2022-11-01-7513','S314-1','J', 'LB')
('SL12058-2022-11-01-7380','S308-12','isvMnPmfR', 'LB')
('SL22517-2022-11-02-7554','S315-18','s', 'MB')
('AC04652-2022-11-02-7598','A423-2','jyjuNFyYxevktSp', 'LB')
('SL04652-2022-11-01-7522','S314-10','CwduIn', 'MB')
('AC04652-2022-11-01-7856','A437-8','U', 'LB')
('AC04652-2022-11-02-7604','A423-8','r', 'LB')
('AC12058-2022-11-01-7604','A423-8','NAt', 'LB')
('AC04652-2022-11-02-7616','A424-2','eReXsZNhICVDB', 'LB')
('SL04652-2022-11-01-7539','S315-3','mjWVVztBML', 'UB')
('AC22517-2022-11-01-7613','A423-17','dHXLdZxwrRWmZyZK', 'SL')
('SL22517-2022-11-02-7571','S316-11','pyMOKvCKB', 'UB')
('AC04652-2022-11-01-7879','A438-13','EzgJzPqgKXtY', 'LB')
('SL04652-2022-11-01-7562','S316-2','aSeh', 'MB')
('SL22517-2022-11-01-7488','S312-24','bV', 'SU')
('AC12058-2022-11-01-7639','A425-7','YVPc', 'LB')
('AC22517-2022-11-02-7700','A428-14','tqfYWVIqHaK', 'LB')
('AC22517-2022-11-02-7752','A431-12','l', 'SU')
('SL04652-2022-11-01-7607','S317-23','NhGyIHEqXeJbdfeM', 'SL')
('SL12058-2022-11-01-7471','S312-7','XdX', 'SL')
('SL22517-2022-11-01-7533','S314-21','T', 'MB')
('AC12058-2022-11-01-7684','A427-16','Xf', 'UB')
('AC04652-2022-11-01-7943','A442-5','ieTtDf', 'SL')
('AC22517-2022-11-01-7688','A428-2','lIlRyyCcFfKf', 'LB')
('AC22517-2022-11-02-7759','A432-1','VoFQMOuHOPKRXod', 'LB')
('SL22517-2022-11-01-7539','S315-3','VBActQmjeFxW', 'UB')
('AC22517-2022-11-01-7691','A428-5','sTsXUrNQfc', 'SL')
('AC12058-2022-11-01-7687','A428-1','YOamwtodbR', 'LB')
('SL04652-2022-11-02-7627','S318-19','rzZms', 'UB')
('SL22517-2022-11-02-7646','S319-14','UtSwnKjXmkghViA', 'UB')
('AC04652-2022-11-01-7949','A442-11','KgGCsIXU', 'SL')
('SL22517-2022-11-01-7543','S315-7','buxiAjSinJTQBZv', 'SL')
('AC12058-2022-11-01-7691','A428-5','fvToakKntfvvT', 'SL')
('SL22517-2022-11-01-7544','S315-8','DpAgJOyEigj', 'SU')
('AC22517-2022-11-01-7699','A428-13','pXZYkiWPcs', 'LB')
('AC22517-2022-11-01-7700','A428-14','Vtq', 'LB')
('AC04652-2022-11-02-7716','A429-12','oCxPKgPPzEY', 'SU')
('SL04652-2022-11-01-7626','S318-18','arvyRPcPhxm', 'MB')
('AC04652-2022-11-01-7964','A443-8','j', 'LB')
('SL04652-2022-11-02-7644','S319-12','qIqBGWXZVfeliXq', 'LB')
('SL22517-2022-11-02-7659','S320-3','pvsLGcsccKiwuM', 'UB')
('SL12058-2022-11-01-7485','S312-21','VEbhopZWSQiqidq', 'MB')
('SL22517-2022-11-02-7664','S320-8','Z', 'SU')
('SL22517-2022-11-01-7560','S315-24','Vmms', 'SU')
('SL12058-2022-11-01-7490','S313-2','qfbX', 'MB')
('AC22517-2022-11-02-7789','A433-13','SDemNykofYGLbmRi', 'LB')
('AC04652-2022-11-01-7982','A444-8','zZrESiyFdEeIDj', 'LB')
('AC04652-2022-11-01-7995','A445-3','DmoLGjn', 'UB')
('AC22517-2022-11-01-7738','A430-16','viupJ', 'UB')
('SL04652-2022-11-01-7656','S319-24','jn', 'SU')
('SL22517-2022-11-02-7690','S321-10','UEZji', 'MB')
('SL04652-2022-11-02-7678','S320-22','rRuvRWLWdv', 'UB')
('AC22517-2022-11-01-7747','A431-7','qVZyx', 'LB')
('AC04652-2022-11-01-8004','A445-12','ZSLOU', 'SU')
('AC04652-2022-11-02-7766','A432-8','bxCYgxoGJGXUlQZ', 'LB')
('AC12058-2022-11-01-7740','A430-18','qdHjJ', 'SU')
('SL04652-2022-11-01-7668','S320-12','Xrwrn', 'LB')
('AC22517-2022-11-01-7752','A431-12','aPF', 'SU')
('SL22517-2022-11-02-7697','S321-17','G', 'LB')
('AC22517-2022-11-01-7754','A431-14','NFJybdbXYxlzG', 'LB')
('AC04652-2022-11-01-8012','A446-2','TSaF', 'LB')
('AC04652-2022-11-02-7787','A433-11','nVkyzoXzsdhrco', 'SL')
('AC22517-2022-11-01-7769','A432-11','H', 'SL')
('SL12058-2022-11-01-7537','S315-1','xKaeVq', 'LB')
('AC22517-2022-11-02-7841','A436-11','ZlbWMvnib', 'SL')
('AC04652-2022-11-02-7790','A433-14','lFWcZBvzqNHutx', 'LB')
('SL04652-2022-11-02-7700','S321-20','eLjWyalNxo', 'LB')
('SL12058-2022-11-01-7540','S315-4','TvKWDCjAbacGjQz', 'LB')
('SL22517-2022-11-01-7614','S318-6','RdQ', 'UB')
('AC12058-2022-11-01-7761','A432-3','RsfJIRcCz', 'UB')
('AC22517-2022-11-01-7774','A432-16','Xfj', 'UB')
('SL04652-2022-11-02-7704','S321-24','QXQHgOyEYdRjH', 'SU')
('AC22517-2022-11-02-7847','A436-17','ipekSjcyIZVt', 'SL')
('SL22517-2022-11-01-7620','S318-12','AorymcWBPEBJ', 'LB')
('AC22517-2022-11-01-7777','A433-1','Bt', 'LB')
('SL04652-2022-11-01-7693','S321-13','QjIHinFASXKs', 'MB')
('SL04652-2022-11-01-7694','S321-14','lFNoaZ', 'UB')
('SL22517-2022-11-01-7623','S318-15','nMWWTZFjC', 'SL')
('SL04652-2022-11-01-7698','S321-18','AnlwkE', 'MB')
('AC22517-2022-11-01-7781','A433-5','NcNlh', 'SL')
('AC04652-2022-11-02-7799','A434-5','DbNGNsFkyais', 'SL')
('AC22517-2022-11-01-7783','A433-7','ZXJsjCWPuDPVA', 'LB')
('SL04652-2022-11-01-7701','S321-21','KcUIiiOQxUsFu', 'MB')
('AC04652-2022-11-01-8037','A447-9','WDV', 'UB')
('SL04652-2022-11-01-7702','S321-22','UBfoQIettUrq', 'UB')
('SL22517-2022-11-02-7718','S322-14','GNWHDXeaDNf', 'UB')
('AC12058-2022-11-01-7804','A434-10','PdD', 'UB')
('AC22517-2022-11-02-7899','A439-15','NoUwFZfoExNPOtU', 'UB')
('SL04652-2022-11-02-7756','S324-4','Qter', 'LB')
('SL04652-2022-11-02-7763','S324-11','FBIHA', 'UB')
('SL04652-2022-11-02-7791','S325-15','YkkQakbSBSDtik', 'SL')
('AC22517-2022-11-02-7922','A441-2','ldTepfrl', 'LB')
('AC22517-2022-11-01-7853','A437-5','UKaaWFmXimQs', 'SL')
('SL04652-2022-11-01-7780','S325-4','lYfGzbNTE', 'LB')
('AC12058-2022-11-01-7835','A436-5','SKvKzFsifyD', 'SL')
('SL12058-2022-11-01-7623','S318-15','hOmMRrMMoqVFmXn', 'SL')
('SL04652-2022-11-02-7796','S325-20','OoKokOHprOtAd', 'LB')
('AC04652-2022-11-02-7874','A438-8','kmjSaWW', 'LB')
('AC04652-2022-11-02-7878','A438-12','pxYZ', 'SU')
('SL04652-2022-11-01-7795','S325-19','GWlPfxnL', 'UB')
('AC22517-2022-11-02-7937','A441-17','RYduWyCv', 'SL')
('AC04652-2022-11-02-7883','A438-17','ZLESUSslVEYK', 'SL')
('SL12058-2022-11-01-7631','S318-23','ezDCWKVB', 'SL')
('AC22517-2022-11-01-7868','A438-2','vIzSTTEfiDPqwDar', 'LB')
('SL12058-2022-11-01-7633','S319-1','bbQwv', 'LB')
('SL04652-2022-11-01-7822','S326-22','yzJ', 'UB')
('SL04652-2022-11-02-7830','S327-6','SzrpYSL', 'UB')
('SL22517-2022-11-01-7746','S323-18','kKs', 'MB')
('AC04652-2022-11-01-8172','A454-18','isWnWMQt', 'SU')
('SL22517-2022-11-01-7777','S325-1','AXobFRgW', 'LB')
('AC04652-2022-11-02-7939','A442-1','AqLiGSEnA', 'LB')
('SL04652-2022-11-02-7860','S328-12','oegbrr', 'LB')
('AC04652-2022-11-02-8011','A446-1','uPXHMdQROOpT', 'LB')
('AC12058-2022-11-01-7998','A445-6','SbSjgzom', 'SU')
('SL04652-2022-11-02-7945','S332-1','z', 'LB')
('SL04652-2022-11-01-7951','S332-7','qfwm', 'SL')
('AC22517-2022-11-01-7991','A444-17','RsCTcRIt', 'SL')
('SL04652-2022-11-01-7955','S332-11','py', 'UB')
('SL12058-2022-11-01-7780','S325-4','AtzyLAgbTIglUto', 'LB')
('AC04652-2022-11-02-8142','A453-6','sYxBCRkdhdT', 'SU')
('AC22517-2022-11-01-8100','A450-18','lWXuB', 'SU')
('AC04652-2022-11-01-8378','A466-8','j', 'LB')
('AC22517-2022-11-01-8135','A452-17','KfJiy', 'SL')
('SL12058-2022-11-01-7942','S331-22','SNynvANy', 'UB')
('AC22517-2022-11-02-8215','A457-7','UXhDNcfNaMxUGpDh', 'LB')
('AC04652-2022-11-02-8194','A456-4','WXsjDglnFp', 'UB')
('SL04652-2022-11-02-8095','S338-7','nIcprSbg', 'SL')
('SL04652-2022-11-02-8096','S338-8','pGvT', 'SU')
('SL04652-2022-11-02-8097','S338-9','HhLQpxy', 'LB')
('SL12058-2022-11-01-7961','S332-17','P', 'LB')
('AC04652-2022-11-02-8197','A456-7','yLOTZJQmhroftUS', 'LB')
('AC04652-2022-11-02-8198','A456-8','PbrHFikgL', 'LB')
('SL04652-2022-11-02-8100','S338-12','wfckhwSTHyBTzJ', 'LB')
('SL22517-2022-11-01-8013','S334-21','dwDtAuw', 'MB')
('AC12058-2022-11-01-8217','A457-9','IBiqIF', 'UB')
('AC04652-2022-11-02-8256','A459-12','tVzvZ', 'SU')
('SL22517-2022-11-01-8077','S337-13','wYttiyutRsFHSl', 'MB')
('AC22517-2022-11-01-8249','A459-5','vIkeXEsGArPfB', 'SL')
('SL12058-2022-11-01-8056','S336-16','owXcI', 'SU')
('SL22517-2022-11-01-8127','S339-15','oCs', 'SL')
('AC12058-2022-11-01-8270','A460-8','xadajMEiX', 'LB')
('AC12058-2022-11-01-8277','A460-15','YqAZAnYTbXYGI', 'UB')
('AC22517-2022-11-02-8347','A464-13','fvffN', 'LB')
('AC04652-2022-11-02-8327','A463-11','kzaHMB', 'SL')
('SL04652-2022-11-02-8214','S343-6','I', 'UB')
('SL04652-2022-11-02-8215','S343-7','SZpRTcNstYWg', 'SL')
('AC22517-2022-11-02-8361','A465-9','hoDfnRxvYVvpWtt', 'UB')
('AC04652-2022-11-01-8563','A476-13','Ud', 'LB')
('AC04652-2022-11-01-8564','A476-14','vsCvwKgjIEyc', 'LB')
('SL22517-2022-11-01-8167','S341-7','GrxAEm', 'SL')
('AC04652-2022-11-02-8349','A464-15','m', 'UB')
('SL12058-2022-11-01-8098','S338-10','DE', 'MB')
('AC04652-2022-11-01-8577','A477-9','LjIwNcxLt', 'UB')
('AC22517-2022-11-01-8303','A462-5','JmQnPVVwkIzrz', 'SL')
('AC22517-2022-11-01-8304','A462-6','HpTRDMqgHzF', 'SU')
('AC04652-2022-11-01-8579','A477-11','VEduEVAvCkMzksUj', 'SL')
('SL22517-2022-11-02-8261','S345-5','V', 'MB')
('SL04652-2022-11-01-8278','S345-22','AWwhdKGEc', 'UB')
('SL04652-2022-11-01-8279','S345-23','SyHNsbXnPz', 'SL')
('SL22517-2022-11-02-8263','S345-7','tAZpwQ', 'SL')
('SL04652-2022-11-02-8247','S344-15','nL', 'SL')
('AC22517-2022-11-02-8418','A468-12','USJe', 'SU')
('AC22517-2022-11-02-8449','A470-7','Omqt', 'LB')
('SL04652-2022-11-02-8310','S347-6','u', 'UB')
('SL04652-2022-11-01-8327','S347-23','vpTFPuewW', 'SL')
('AC22517-2022-11-01-8376','A466-6','a', 'SU')
('SL22517-2022-11-01-8257','S345-1','GCOEHNOqqllXbHMW', 'LB')
('SL22517-2022-11-01-8258','S345-2','TawhVIbsJIEkFt', 'MB')
('AC04652-2022-11-02-8469','A471-9','BSELFvYbzavf', 'UB')
('SL22517-2022-11-02-8356','S349-4','MLGvViPY', 'LB')
('AC12058-2022-11-01-8412','A468-6','lzTrGArgo', 'SU')
('AC04652-2022-11-02-8474','A471-14','dkHRNgFBko', 'LB')
('SL04652-2022-11-01-8375','S349-23','tkj', 'SL')
('AC12058-2022-11-01-8415','A468-9','C', 'UB')
('SL04652-2022-11-02-8369','S349-17','nupJmuUsG', 'LB')
('SL22517-2022-11-01-8310','S347-6','NynpZkHdkwwTRpR', 'UB')
('AC12058-2022-11-01-8427','A469-3','qSsmIzq', 'UB')
('AC12058-2022-11-01-8428','A469-4','upafetlGuwsS', 'UB')
('AC22517-2022-11-02-8538','A475-6','pNkFEHo', 'SU')
('AC04652-2022-11-01-8707','A484-13','iXLyh', 'LB')
('SL12058-2022-11-01-8247','S344-15','sZkxeJYWS', 'SL')
('SL22517-2022-11-01-8331','S348-3','PwNXo', 'UB')
('AC22517-2022-11-01-8460','A470-18','N', 'SU')
('AC04652-2022-11-02-8513','A473-17','wokxDLCSjUg', 'SL')
('AC12058-2022-11-01-8453','A470-11','tnoETeKDtymW', 'SL')
('AC04652-2022-11-01-8733','A486-3','nzYSUmBoNCfPfbww', 'UB')
('AC04652-2022-11-02-8547','A475-15','LqkGWJZUoAjji', 'UB')
('AC04652-2022-11-02-8549','A475-17','lSLNYlFgkKXf', 'SL')
('AC12058-2022-11-01-8483','A472-5','lIjswurpo', 'SL')
('SL12058-2022-11-01-8283','S346-3','VDfUxuNJKhWiDwOx', 'UB')
('SL04652-2022-11-01-8449','S353-1','ClHgqgO', 'LB')
('SL22517-2022-11-02-8418','S351-18','XicErA', 'MB')
('SL22517-2022-11-02-8419','S351-19','WfauuoNtrmDZaztR', 'UB')
('AC22517-2022-11-01-8494','A472-16','CvmDmzPuEVdlh', 'UB')
('AC04652-2022-11-02-8556','A476-6','okURWuZM', 'SU')
('AC04652-2022-11-02-8557','A476-7','OZqztyYSks', 'LB')
('AC12058-2022-11-01-8490','A472-12','rzqRKCSp', 'SU')
('AC12058-2022-11-01-8491','A472-13','gOYUCfNDBC', 'LB')
('SL22517-2022-11-02-8446','S352-22','lkRWGYjaFKx', 'UB')
('AC04652-2022-11-01-8778','A488-12','eS', 'SU')
('AC04652-2022-11-02-8581','A477-13','WHzgTyw', 'LB')
('SL22517-2022-11-01-8408','S351-8','UDI', 'SU')
('SL04652-2022-11-01-8491','S354-19','aSBGyVHduSzNydQf', 'UB')
('AC04652-2022-11-02-8587','A478-1','F', 'LB')
('SL22517-2022-11-01-8412','S351-12','GiWWfx', 'LB')
('SL12058-2022-11-01-8322','S347-18','tRODns', 'MB')
('AC04652-2022-11-01-8791','A489-7','LjYO', 'LB')
('AC22517-2022-11-01-8529','A474-15','cLbrAqzwPlGgZjdI', 'UB')
('SL04652-2022-11-02-8468','S353-20','AsZ', 'LB')
('SL22517-2022-11-01-8417','S351-17','epxuVCb', 'LB')
('SL04652-2022-11-02-8483','S354-11','tisgcc', 'UB')
('AC04652-2022-11-01-8809','A490-7','rzvuCkZyQRI', 'LB')
('SL04652-2022-11-02-8501','S355-5','GVJgu', 'MB')
('AC22517-2022-11-01-8586','A477-18','RokSdYt', 'SU')
('SL22517-2022-11-01-8472','S353-24','MzZduyUucFBA', 'SU')
('AC22517-2022-11-01-8592','A478-6','yDZauiuiFUjvTY', 'SU')
('AC04652-2022-11-02-8675','A482-17','vymkxOpoldw', 'SL')
('AC22517-2022-11-02-8702','A484-8','bZvBgiJXnZNsskn', 'LB')
('SL04652-2022-11-02-8606','S359-14','qbpfMrn', 'UB')
('SL04652-2022-11-02-8620','S360-4','GbUQGEJ', 'LB')
('AC04652-2022-11-01-8957','A498-11','qXtjrOeVzgsOfw', 'SL')
('SL22517-2022-11-02-8596','S359-4','OGel', 'LB')
('AC12058-2022-11-01-8693','A483-17','RZ', 'SL')
('AC04652-2022-11-02-8742','A486-12','UppGNZjQQF', 'SU')
('AC22517-2022-11-01-8698','A484-4','TbIXnlT', 'UB')
('SL04652-2022-11-01-8628','S360-12','ugMwmqVlIyf', 'LB')
('AC04652-2022-11-02-8747','A486-17','btROTwGSyZcQTSW', 'SL')
('AC04652-2022-11-01-8969','A499-5','xUAUozYTTf', 'SL')
('AC04652-2022-11-01-8971','A499-7','AMvYCOJ', 'LB')
('SL22517-2022-11-02-8610','S359-18','ZlHyx', 'MB')
('SL22517-2022-11-01-8599','S359-7','u', 'SL')
('SL22517-2022-11-02-8619','S360-3','DqsBrE', 'UB')
('AC04652-2022-11-02-8773','A488-7','UpMaXOuCaNHUOzOb', 'LB')
('AC22517-2022-11-01-8724','A485-12','Nr', 'SU')
('AC04652-2022-11-02-8803','A490-1','dgorlqXUPtKW', 'LB')
('SL22517-2022-11-02-8666','S362-2','UOJ', 'MB')
('AC04652-2022-11-02-8817','A490-15','sq', 'UB')
('SL22517-2022-11-01-8659','S361-19','kShtzNKklxB', 'UB')
('SL22517-2022-11-02-8681','S362-17','WmYAKKsbwgfV', 'LB')
