('SL04652-2022-11-02-3','S1-3','sTLPh', 'UB')
('SL12058-2022-11-01-5500','S230-4','VNBEhhbnKxtXJkj', 'LB')
('AC12058-2022-11-01-5507','A306-17','HEzVr', 'SL')
('AC22517-2022-11-01-5397','A300-15','f', 'UB')
('SL22517-2022-11-02-5578','S233-10','mdlUYJwdJceMN', 'MB')
('AC04652-2022-11-02-5424','A302-6','tc', 'SU')
('SL12058-2022-11-01-5505','S230-9','uGGolScV', 'LB')
('AC22517-2022-11-02-5615','A312-17','MKfzFkxKbz', 'SL')
('SL04652-2022-11-02-5494','S229-22','qAzVI', 'UB')
('SL22517-2022-11-01-5516','S230-20','zVHvEFNmIxcIgel', 'LB')
('AC12058-2022-11-01-5518','A307-10','ZrJcAB', 'UB')
('AC22517-2022-11-01-5405','A301-5','CkFogQrAbkaZR', 'SL')
('SL04652-2022-11-02-5539','S231-19','XSgyLJK', 'UB')
('AC12058-2022-11-01-5559','A309-15','hmuvhsLbjRhOdpQw', 'UB')
('AC22517-2022-11-02-5655','A315-3','Cbg', 'UB')
('AC12058-2022-11-01-5567','A310-5','yOMWspalZC', 'SL')
('SL22517-2022-11-01-5564','S232-20','cma', 'LB')
('SL22517-2022-11-02-5639','S235-23','PNoKeiRdwd', 'SL')
('AC12058-2022-11-01-5585','A311-5','OSPyoNzEV', 'SL')
('SL12058-2022-11-01-5574','S233-6','dRuovDaWWjNZXBqy', 'UB')
('AC22517-2022-11-02-5682','A316-12','eDilZKro', 'SU')
('AC12058-2022-11-01-5594','A311-14','uQhKrQXsH', 'LB')
('AC04652-2022-11-01-5627','A313-11','tBLEjamW', 'SL')
('AC04652-2022-11-02-5506','A306-16','vFELteJtBio', 'UB')
('SL22517-2022-11-01-5592','S233-24','YVKl', 'SU')
('AC22517-2022-11-02-5701','A317-13','uLOnAHDf', 'LB')
('AC12058-2022-11-01-5612','A312-14','TOaCxmZvcLZPTN', 'LB')
('AC04652-2022-11-01-5643','A314-9','fMnFQdeJcP', 'UB')
('AC22517-2022-11-02-5712','A318-6','fK', 'SU')
('AC04652-2022-11-02-5518','A307-10','iprPGyINCNj', 'UB')
('SL22517-2022-11-01-5607','S234-15','YIRZR', 'SL')
('AC22517-2022-11-02-5735','A319-11','DcxKseelnlEm', 'SL')
('SL22517-2022-11-02-5707','S238-19','QdoYm', 'UB')
('SL22517-2022-11-01-5620','S235-4','DOiYmGECdzng', 'LB')
('SL22517-2022-11-02-5710','S238-22','KUAwUwQVsYhFt', 'UB')
('AC12058-2022-11-01-5653','A315-1','tONYY', 'LB')
('AC22517-2022-11-02-5746','A320-4','A', 'UB')
('SL04652-2022-11-01-5648','S236-8','iLrUrKgplgKdG', 'SU')
('AC22517-2022-11-01-5525','A307-17','kzWNej', 'SL')
('SL04652-2022-11-02-5626','S235-10','IkgxNpkFDZck', 'MB')
('AC04652-2022-11-02-5560','A309-16','IsnXTXxYFXmsB', 'UB')
('AC04652-2022-11-01-5684','A316-14','RwRBoYsLJwGyyhKl', 'LB')
('AC22517-2022-11-01-5530','A308-4','zuoKjkclQHwq', 'UB')
('AC22517-2022-11-01-5531','A308-5','cdJplZFuhJkcB', 'SL')
('SL04652-2022-11-02-5631','S235-15','voWcXwyxiUzYjBS', 'SL')
('AC22517-2022-11-02-5753','A320-11','KhlclRSba', 'SL')
('AC12058-2022-11-01-5662','A315-10','Fwf', 'UB')
('AC12058-2022-11-01-5663','A315-11','Esov', 'SL')
('SL12058-2022-11-01-5640','S235-24','RXPpPdLynvcRccgY', 'SU')
('SL04652-2022-11-02-5635','S235-19','TzGdFbTeG', 'UB')
('SL04652-2022-11-01-5662','S236-22','Usq', 'UB')
('SL22517-2022-11-02-5727','S239-15','jUuwfEFb', 'SL')
('AC22517-2022-11-01-5540','A308-14','yXEMQuRNOOujcBi', 'LB')
('SL12058-2022-11-01-5642','S236-2','i', 'MB')
('AC22517-2022-11-01-5541','A308-15','WnQBzNEweMcI', 'UB')
('AC12058-2022-11-01-5673','A316-3','KboEWSUBLdXjAV', 'UB')
('AC22517-2022-11-02-5764','A321-4','VbhqNrtCQsP', 'UB')
('SL22517-2022-11-01-5646','S236-6','gey', 'UB')
('SL22517-2022-11-02-5730','S239-18','mrnTJbesEtFzG', 'MB')
('SL04652-2022-11-02-5648','S236-8','unJIrrAa', 'SU')
('AC12058-2022-11-01-5722','A318-16','lzoDWoJorxsiNtXF', 'UB')
('SL04652-2022-11-02-5687','S237-23','CdbqfgEQdJlHp', 'SL')
('AC12058-2022-11-01-5760','A320-18','jEGoARZHnfGR', 'SU')
('SL22517-2022-11-01-5718','S239-6','PAFjYFeHvIrvznE', 'UB')
('SL04652-2022-11-02-5715','S239-3','XONUSMZBCJNUNJl', 'UB')
('AC04652-2022-11-01-5777','A321-17','XWJdFfmiCOGRmxS', 'SL')
('SL22517-2022-11-01-5738','S240-2','zQiDYhyAlyKt', 'MB')
('AC04652-2022-11-02-5677','A316-7','hThuxTq', 'LB')
('SL04652-2022-11-01-5772','S241-12','LNyZtK', 'LB')
('AC12058-2022-11-01-5782','A322-4','yPzVgrHX', 'UB')
('SL04652-2022-11-01-5775','S241-15','KthWGoD', 'SL')
('AC22517-2022-11-02-5851','A326-1','vUIPovEl', 'LB')
('SL22517-2022-11-01-5746','S240-10','gCqdUiHASsBFDxCh', 'MB')
('AC22517-2022-11-02-5852','A326-2','JGUBgz', 'LB')
('SL12058-2022-11-01-5733','S239-21','CxeaUwpQTIijcwnr', 'MB')
('AC04652-2022-11-02-5684','A316-14','mgUpT', 'LB')
('AC22517-2022-11-02-5854','A326-4','hiWbrZsUUZmWfT', 'UB')
('SL22517-2022-11-02-5825','S243-17','LWJXn', 'LB')
('SL04652-2022-11-02-5745','S240-9','PxnVcsUhsdUCedl', 'LB')
('SL04652-2022-11-01-5785','S242-1','lzIXy', 'LB')
('AC04652-2022-11-01-5801','A323-5','hp', 'SL')
('AC04652-2022-11-01-5802','A323-6','iSgJRU', 'SU')
('AC04652-2022-11-01-5803','A323-7','xZzUtrBMx', 'LB')
('SL12058-2022-11-01-5742','S240-6','yKNVFwLHEGH', 'UB')
('AC22517-2022-11-01-5658','A315-6','XKXnnryXlFHP', 'SU')
('SL22517-2022-11-01-5763','S241-3','DSiQBABKbZNt', 'UB')
('SL22517-2022-11-01-5764','S241-4','wJcedvQjHcBsEJ', 'LB')
('SL04652-2022-11-02-5759','S240-23','MTEWATcrQwmJF', 'SL')
('SL04652-2022-11-02-5761','S241-1','tkq', 'LB')
('AC22517-2022-11-02-5878','A327-10','VEAmioBWeQODQ', 'UB')
('AC04652-2022-11-01-5815','A324-1','zMLnFL', 'LB')
('AC04652-2022-11-02-5711','A318-5','LUfHRUBfFFHIkVxV', 'SL')
('AC04652-2022-11-01-5817','A324-3','cnRt', 'UB')
('SL12058-2022-11-01-5763','S241-3','veedPGMX', 'UB')
('AC04652-2022-11-02-5712','A318-6','xX', 'SU')
('AC04652-2022-11-01-5827','A324-13','pIEwReBLUhH', 'LB')
('SL12058-2022-11-01-5768','S241-8','gtHSJrdQclZxPXZ', 'SU')
('SL12058-2022-11-01-5769','S241-9','Tq', 'LB')
('SL12058-2022-11-01-5772','S241-12','ILDnNlq', 'LB')
('SL04652-2022-11-02-5774','S241-14','YOLEeQhwWKJrWQJ', 'UB')
('AC04652-2022-11-02-5723','A318-17','f', 'SL')
('AC22517-2022-11-02-5889','A328-3','TYWEmAumqoFGYho', 'UB')
('AC04652-2022-11-01-5835','A325-3','Fsm', 'UB')
('SL12058-2022-11-01-5773','S241-13','rTQbxTSAUL', 'MB')
('AC22517-2022-11-01-5687','A316-17','jKiQpC', 'SL')
('SL04652-2022-11-01-5809','S243-1','w', 'LB')
('AC22517-2022-11-01-5690','A317-2','zBEWuHX', 'LB')
('SL04652-2022-11-02-5787','S242-3','kSJc', 'UB')
('SL22517-2022-11-01-5789','S242-5','o', 'MB')
('SL22517-2022-11-02-5859','S245-3','MSbp', 'UB')
('AC04652-2022-11-01-5845','A325-13','drTHuNgrPAlWt', 'LB')
('AC22517-2022-11-02-5896','A328-10','VlyMklMCoPNcVD', 'UB')
('SL04652-2022-11-02-5794','S242-10','VeYtdOWYhtvFT', 'MB')
('AC12058-2022-11-01-5830','A324-16','ZmmgieukZpW', 'UB')
('SL04652-2022-11-01-5820','S243-12','ZFjUNqVtM', 'LB')
('AC22517-2022-11-01-5700','A317-12','hYhVtRxZA', 'SU')
('SL22517-2022-11-02-5867','S245-11','YrqgbFDLNRdYBiN', 'UB')
('SL22517-2022-11-02-5868','S245-12','fzUox', 'LB')
('AC04652-2022-11-01-5852','A326-2','PsQwOILERMJZnoEs', 'LB')
('AC12058-2022-11-01-5835','A325-3','KhfvhEidmiesCTY', 'UB')
('AC22517-2022-11-02-5904','A328-18','bB', 'SU')
('AC22517-2022-11-02-5905','A329-1','RrxDvYvj', 'LB')
('SL04652-2022-11-02-5802','S242-18','iznjWSfET', 'MB')
('SL22517-2022-11-02-5877','S245-21','XTrPThtHLQCAsxm', 'MB')
('AC04652-2022-11-02-5749','A320-7','OkMHWE', 'LB')
('SL22517-2022-11-02-5883','S246-3','DwSJrLGs', 'UB')
('SL22517-2022-11-01-5807','S242-23','csFHs', 'SL')
('SL12058-2022-11-01-5801','S242-17','ADgiguY', 'LB')
('AC04652-2022-11-02-5753','A320-11','Vopvnaes', 'SL')
('SL04652-2022-11-02-5806','S242-22','IuwlqPByLRPWWjJ', 'UB')
('AC04652-2022-11-02-5757','A320-15','d', 'UB')
('AC22517-2022-11-02-5961','A332-3','h', 'UB')
('SL22517-2022-11-01-5834','S244-2','ioCuiDXHqCDK', 'MB')
('SL04652-2022-11-02-5841','S244-9','rInIxw', 'LB')
('AC22517-2022-11-01-5758','A320-16','YOogrgULaY', 'UB')
('SL22517-2022-11-01-5835','S244-3','cSLHJQUy', 'UB')
('SL04652-2022-11-01-5863','S245-7','fiV', 'SL')
('AC04652-2022-11-02-5797','A323-1','gMOBvjsbDKULnjuL', 'LB')
('SL22517-2022-11-01-5840','S244-8','pwtdJQuZXh', 'SU')
('AC22517-2022-11-01-5764','A321-4','bApAErAEgTaTnWH', 'UB')
('AC04652-2022-11-02-5799','A323-3','aIBM', 'UB')
('AC22517-2022-11-01-5765','A321-5','CMkrCN', 'SL')
('AC12058-2022-11-01-5902','A328-16','oJuRWxmKrHLl', 'UB')
('AC04652-2022-11-01-5916','A329-12','Z', 'SU')
('SL12058-2022-11-01-5848','S244-16','GCjao', 'SU')
('SL22517-2022-11-02-5944','S248-16','my', 'SU')
('SL04652-2022-11-02-5858','S245-2','bQhtghdjjeqq', 'MB')
('SL22517-2022-11-02-5945','S248-17','LTTeOXKvSGaDCQM', 'LB')
('SL12058-2022-11-01-5852','S244-20','mqQGOVelNjLVabdM', 'LB')
('AC04652-2022-11-02-5812','A323-16','rJL', 'UB')
('SL22517-2022-11-01-5849','S244-17','TE', 'LB')
('SL22517-2022-11-02-5950','S248-22','WdItXpEbKQdDzaCp', 'UB')
('AC22517-2022-11-02-5988','A333-12','TV', 'SU')
('AC22517-2022-11-01-5785','A322-7','IKbcnJYtP', 'LB')
('AC22517-2022-11-02-5992','A333-16','CTiyHqUwxyXiOK', 'UB')
('AC22517-2022-11-01-5787','A322-9','PeOgFuSnCGy', 'UB')
('AC04652-2022-11-01-5933','A330-11','JEu', 'SL')
('AC22517-2022-11-01-5800','A323-4','klYAkpj', 'UB')
('AC22517-2022-11-02-6004','A334-10','zsLnDhdz', 'UB')
('AC22517-2022-11-02-6005','A334-11','RkCyvDSmlHyme', 'SL')
('SL22517-2022-11-01-5871','S245-15','q', 'SL')
('AC04652-2022-11-02-5833','A325-1','DGNVajQYEJj', 'LB')
('SL12058-2022-11-01-5873','S245-17','fgDnNDyKVAhrATN', 'LB')
('AC22517-2022-11-02-6006','A334-12','pki', 'SU')
('SL04652-2022-11-01-5899','S246-19','AtIpHDmtPmFJfZX', 'UB')
('SL04652-2022-11-01-5900','S246-20','uO', 'LB')
('AC22517-2022-11-01-5808','A323-12','MhyfWjNGHC', 'SU')
('AC22517-2022-11-01-5809','A323-13','cYhFDLso', 'LB')
('AC22517-2022-11-02-6013','A335-1','yKUP', 'LB')
('AC04652-2022-11-02-5838','A325-6','qGgHafmTPAYmQ', 'SU')
('AC04652-2022-11-01-6000','A334-6','j', 'SU')
('AC22517-2022-11-01-5846','A325-14','MAFlOiUjoVCgH', 'LB')
('SL12058-2022-11-01-5918','S247-14','aDiXR', 'UB')
('SL22517-2022-11-02-6051','S253-3','WRMbdJhDTMttlnmj', 'UB')
('SL12058-2022-11-01-5934','S248-6','vjG', 'UB')
('SL22517-2022-11-01-5937','S248-9','uYUVfRpdvXEE', 'LB')
('AC22517-2022-11-01-5880','A327-12','hztTvUPXpUSGQkl', 'SU')
('AC04652-2022-11-01-6032','A336-2','lcBQ', 'LB')
('SL22517-2022-11-02-6054','S253-6','FmEAUe', 'UB')
('AC04652-2022-11-02-5909','A329-5','MCQNCKuRKbyfWm', 'SL')
('AC22517-2022-11-01-5883','A327-15','pjemRQElFe', 'UB')
('SL22517-2022-11-01-5945','S248-17','ouibqpnaC', 'LB')
('SL04652-2022-11-01-5962','S249-10','QYStZ', 'MB')
('SL04652-2022-11-01-5963','S249-11','utHblKTrz', 'UB')
('SL12058-2022-11-01-5939','S248-11','YYTz', 'UB')
('AC04652-2022-11-01-6041','A336-11','tUSIsOCAVslbccur', 'SL')
('SL22517-2022-11-02-6060','S253-12','aoIesxl', 'LB')
('AC12058-2022-11-01-6010','A334-16','RfZiFIxvXdSe', 'UB')
('SL12058-2022-11-01-5943','S248-15','EEOxFCEbTMjY', 'SL')
('SL12058-2022-11-01-5944','S248-16','RmpVxGWxGoofN', 'SU')
('AC12058-2022-11-01-6037','A336-7','jztrAnqChZX', 'LB')
('AC04652-2022-11-01-6068','A338-2','oYrbFYo', 'LB')
('SL22517-2022-11-01-5991','S250-15','KsOlVCnBdB', 'SL')
('AC04652-2022-11-02-5970','A332-12','CLECyBCkU', 'SU')
('AC04652-2022-11-02-5971','A332-13','XnhPcmUSl', 'LB')
('SL04652-2022-11-01-6010','S251-10','tKigHEmaDMKXY', 'MB')
('SL04652-2022-11-01-6011','S251-11','WDfDzKP', 'UB')
('AC22517-2022-11-01-5944','A331-4','btOgAEpiNTRoV', 'UB')
('SL22517-2022-11-01-6000','S250-24','DoDfvPVjGKpm', 'SU')
('SL22517-2022-11-02-6115','S255-19','igo', 'UB')
('SL22517-2022-11-02-6116','S255-20','duZ', 'LB')
('AC04652-2022-11-01-6098','A339-14','iORqMOKILkA', 'LB')
('AC22517-2022-11-01-5949','A331-9','fEgOlkkW', 'UB')
('AC12058-2022-11-01-6067','A338-1','Zh', 'LB')
