('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('SL22517-2022-11-01-8656','S361-16','rYxU', 'SU')
('AC04652-2022-11-01-9039','A503-3','qDlCYKgtvs', 'UB')
('SL22517-2022-11-01-8658','S361-18','shCoKatLUE', 'MB')
('AC22517-2022-11-02-8836','A491-16','QwSOYNbnzMaFytpH', 'UB')
('SL22517-2022-11-01-8660','S361-20','pT', 'LB')
('SL22517-2022-11-02-8684','S362-20','QDRThA', 'LB')
('SL04652-2022-11-01-8694','S363-6','dcsVaCLkyEcayz', 'UB')
('AC04652-2022-11-01-9042','A503-6','iRPrClQiOEzDqyfR', 'SU')
('AC04652-2022-11-01-9065','A504-11','zIUiVS', 'SL')
('SL04652-2022-11-01-8718','S364-6','UvcpdzY', 'UB')
('SL22517-2022-11-01-8687','S362-23','clQwhocOtnPp', 'SL')
('AC12058-2022-11-01-8788','A489-4','LuQu', 'UB')
('AC22517-2022-11-02-8858','A493-2','LzimwTifTHdXf', 'LB')
('SL12058-2022-11-01-8582','S358-14','MOIFW', 'UB')
('AC04652-2022-11-01-9088','A505-16','jWZlOkegymIi', 'UB')
('SL22517-2022-11-02-8726','S364-14','ITINQWjTXaGraNpT', 'UB')
('SL04652-2022-11-01-8741','S365-5','QwxzmwuBhBEBRPxa', 'MB')
('SL22517-2022-11-01-8738','S365-2','mnSTjrkYcjTF', 'MB')
('AC04652-2022-11-01-9124','A507-16','ztdbXBm', 'UB')
('SL04652-2022-11-02-8800','S367-16','nHkhEu', 'SU')
('AC22517-2022-11-02-8909','A495-17','S', 'SL')
('AC22517-2022-11-02-8910','A495-18','spgOGggb', 'SU')
('AC04652-2022-11-01-9133','A508-7','RuATfcQUlYlmTlD', 'LB')
('SL04652-2022-11-02-8818','S368-10','xzV', 'MB')
('SL04652-2022-11-02-8820','S368-12','HaAUnc', 'LB')
('SL22517-2022-11-01-8767','S366-7','LgdzdcjsU', 'SL')
('SL22517-2022-11-02-8789','S367-5','FnIglNfPTFcoBN', 'MB')
('SL04652-2022-11-02-8823','S368-15','vzCeNufB', 'SL')
('AC22517-2022-11-02-8928','A496-18','oHX', 'SU')
('SL04652-2022-11-01-8807','S367-23','JHj', 'SL')
('SL22517-2022-11-02-8822','S368-14','Nv', 'UB')
('AC04652-2022-11-01-9173','A510-11','UWOBihdDIj', 'SL')
('AC04652-2022-11-01-9174','A510-12','e', 'SU')
('SL22517-2022-11-01-8795','S367-11','jBzSkEBXX', 'UB')
('AC04652-2022-11-01-9176','A510-14','tAP', 'LB')
('SL04652-2022-11-02-8854','S369-22','MaZvpNYuUwuMAnl', 'UB')
('AC04652-2022-11-01-9182','A511-2','TkVJ', 'LB')
('SL22517-2022-11-02-8843','S369-11','jcnMbWKldEiNgVdv', 'UB')
('SL04652-2022-11-01-8845','S369-13','aUn', 'MB')
('SL22517-2022-11-02-8857','S370-1','KajDASDpl', 'LB')
('SL12058-2022-11-01-8717','S364-5','fNFJo', 'MB')
('AC04652-2022-11-02-8974','A499-10','oLhBT', 'UB')
('AC04652-2022-11-01-9203','A512-5','RPFrqFMzcCyYBzPS', 'SL')
('SL12058-2022-11-01-8719','S364-7','ffG', 'SL')
('AC12058-2022-11-01-8926','A496-16','svZOVAsD', 'UB')
('AC04652-2022-11-01-9212','A512-14','KrAPRmuRz', 'LB')
('SL04652-2022-11-02-8880','S370-24','uDsMhMJKXHZNNErr', 'SU')
('SL22517-2022-11-02-8868','S370-12','VjitssahbVgmgF', 'LB')
('SL12058-2022-11-01-8727','S364-15','f', 'SL')
('AC22517-2022-11-02-8999','A500-17','xydUiUbWj', 'SL')
('AC22517-2022-11-01-8949','A498-3','cc', 'UB')
('SL04652-2022-11-02-8884','S371-4','AmltQUu', 'LB')
('SL22517-2022-11-02-8871','S370-15','WuJlCWxctry', 'SL')
('AC22517-2022-11-01-8952','A498-6','DWIKnLSOtTfK', 'SU')
('AC22517-2022-11-02-9004','A501-4','vB', 'UB')
('SL12058-2022-11-01-8734','S364-22','dDVHBnAvrXNjR', 'UB')
('AC04652-2022-11-02-8988','A500-6','UZvsYCWbO', 'SU')
('SL04652-2022-11-02-8896','S371-16','uP', 'SU')
('SL22517-2022-11-01-8843','S369-11','GnajrOJmGqMk', 'UB')
('SL22517-2022-11-01-8844','S369-12','LQbDVuM', 'LB')
('AC04652-2022-11-02-9000','A500-18','LUaUWMqEAfMmzKd', 'SU')
('SL22517-2022-11-02-8893','S371-13','OwMMMqdIHHhFav', 'MB')
('SL04652-2022-11-02-8905','S372-1','h', 'LB')
('AC04652-2022-11-02-9024','A502-6','QPuzoXuzeYFJ', 'SU')
('AC12058-2022-11-01-8969','A499-5','Xni', 'SL')
('SL12058-2022-11-01-8772','S366-12','ZWqkf', 'LB')
('SL04652-2022-11-01-8913','S372-9','HdqExE', 'LB')
('SL12058-2022-11-01-8774','S366-14','u', 'UB')
('SL04652-2022-11-02-8931','S373-3','ZnXRxXqCHVGmeyt', 'UB')
('AC04652-2022-11-01-9257','A515-5','yo', 'SL')
('SL04652-2022-11-02-8935','S373-7','EfJWyBycWsAUbVM', 'SL')
('AC04652-2022-11-02-9037','A503-1','CpnSTg', 'LB')
('AC12058-2022-11-01-8984','A500-2','TVREVJNzgZQTT', 'LB')
('SL12058-2022-11-01-8782','S366-22','QygbGvhxDrGmrxJu', 'UB')
('AC04652-2022-11-01-9270','A515-18','govG', 'SU')
('AC22517-2022-11-02-9108','A506-18','FfYYEqoNqkElvLXh', 'SU')
('SL04652-2022-11-02-8982','S375-6','iZkwgKSRmDIW', 'UB')
('SL12058-2022-11-01-8843','S369-11','JiMFMrLl', 'UB')
('AC04652-2022-11-01-9324','A518-18','mhnrsRSz', 'SU')
('SL12058-2022-11-01-8847','S369-15','WdniglbtjnZiAt', 'SL')
('AC04652-2022-11-01-9325','A519-1','bkTWyGaAvtKLeg', 'LB')
('SL04652-2022-11-01-8996','S375-20','zvEjxzVybzKnTil', 'LB')
('AC22517-2022-11-01-9079','A505-7','rmPUsPjfosMkWzYs', 'LB')
('AC22517-2022-11-01-9080','A505-8','PMxiZBzFuLOlrT', 'LB')
('AC12058-2022-11-01-9080','A505-8','PuDf', 'LB')
('SL22517-2022-11-02-9023','S376-23','Q', 'SL')
('AC04652-2022-11-02-9144','A508-18','APmNrfwHwUJaT', 'SU')
('SL12058-2022-11-01-8902','S371-22','H', 'UB')
('AC04652-2022-11-02-9146','A509-2','KNnrsYcSIENYG', 'LB')
('AC22517-2022-11-02-9158','A509-14','zetKn', 'LB')
('AC04652-2022-11-01-9377','A521-17','RpXMxqPDNvR', 'SL')
('SL04652-2022-11-01-9044','S377-20','Txg', 'LB')
('SL04652-2022-11-01-9045','S377-21','yvXwFbPwMhIv', 'MB')
('AC22517-2022-11-02-9159','A509-15','uFDsMoXRLfuOXi', 'UB')
('SL12058-2022-11-01-8906','S372-2','sxlNrKoFxCT', 'MB')
('AC12058-2022-11-01-9087','A505-15','AMPoufc', 'UB')
('SL04652-2022-11-02-9018','S376-18','XTAgrfirS', 'MB')
('SL04652-2022-11-01-9080','S379-8','rkxpGSnhDw', 'SU')
('AC22517-2022-11-02-9194','A511-14','So', 'LB')
('AC22517-2022-11-01-9233','A513-17','upSyc', 'SL')
('SL22517-2022-11-02-9151','S382-7','NfXltD', 'SL')
('AC04652-2022-11-01-9495','A528-9','rqa', 'UB')
('SL22517-2022-11-01-9104','S380-8','ixKAnneVEEZk', 'SU')
('SL12058-2022-11-01-9039','S377-15','ZaBmVwYycUqu', 'SL')
('SL22517-2022-11-02-9155','S382-11','z', 'UB')
('AC04652-2022-11-01-9499','A528-13','zfHqMHvhZkHPazG', 'LB')
('AC22517-2022-11-02-9285','A516-15','miqJo', 'UB')
('SL12058-2022-11-01-9040','S377-16','SbkIPOBEwH', 'SU')
('AC22517-2022-11-02-9286','A516-16','BwfNVCcTskB', 'UB')
('SL12058-2022-11-01-9041','S377-17','ftgnHFwjs', 'LB')
('AC04652-2022-11-02-9268','A515-16','SvinFaVB', 'UB')
('AC04652-2022-11-01-9505','A529-1','M', 'LB')
('SL04652-2022-11-02-9166','S382-22','f', 'UB')
('AC04652-2022-11-01-9506','A529-2','A', 'LB')
('AC04652-2022-11-01-9507','A529-3','nMYGRwGatGndcQBZ', 'UB')
('SL22517-2022-11-02-9162','S382-18','fDwHxkbkw', 'MB')
('AC22517-2022-11-02-9291','A517-3','d', 'UB')
('SL12058-2022-11-01-9076','S379-4','VWAuJbfrHI', 'LB')
('SL22517-2022-11-01-9164','S382-20','ykvLPFduYGDz', 'LB')
('SL22517-2022-11-01-9165','S382-21','CdrZioYDLPvg', 'MB')
('AC12058-2022-11-01-9294','A517-6','rQHDcpK', 'SU')
('SL22517-2022-11-02-9216','S384-24','mdBB', 'SU')
('AC12058-2022-11-01-9295','A517-7','BZ', 'LB')
('AC04652-2022-11-01-9571','A532-13','MvbaJAGzvOJpScQp', 'LB')
('SL22517-2022-11-02-9219','S385-3','PXe', 'UB')
('SL22517-2022-11-02-9220','S385-4','nKvrCTKKkwTO', 'LB')
('AC04652-2022-11-02-9355','A520-13','zktWlhrxs', 'LB')
('AC04652-2022-11-02-9358','A520-16','Qsmx', 'UB')
('AC04652-2022-11-01-9583','A533-7','hICj', 'LB')
('SL12058-2022-11-01-9107','S380-11','bFmVkcZC', 'UB')
('SL22517-2022-11-01-9191','S383-23','MjFZ', 'SL')
('AC22517-2022-11-02-9361','A521-1','XTvrWPLTToEyhJ', 'LB')
('AC04652-2022-11-01-9587','A533-11','juzHaUFJXB', 'SL')
('AC04652-2022-11-01-9628','A535-16','olfmNClRsjpY', 'UB')
('SL04652-2022-11-02-9287','S387-23','IlfNG', 'SL')
('SL04652-2022-11-02-9288','S387-24','rKRMnwtvrFOdT', 'SU')
('SL22517-2022-11-02-9288','S387-24','msEM', 'SU')
('SL04652-2022-11-01-9299','S388-11','tEVXatpEKgSaWADc', 'UB')
('SL04652-2022-11-01-9300','S388-12','gqd', 'LB')
('SL22517-2022-11-01-9260','S386-20','EsYz', 'LB')
('SL12058-2022-11-01-9192','S383-24','FIdsrhvlGND', 'SU')
('SL04652-2022-11-01-9311','S388-23','qvGaf', 'SL')
('AC04652-2022-11-02-9438','A525-6','DllK', 'SU')
('SL22517-2022-11-01-9271','S387-7','jZpuOilDahp', 'SL')
('SL12058-2022-11-01-9198','S384-6','uRnFXCxs', 'UB')
('AC22517-2022-11-01-9416','A524-2','uxiA', 'LB')
('SL04652-2022-11-01-9321','S389-9','HZDfNnDus', 'LB')
('SL04652-2022-11-01-9322','S389-10','zBBnK', 'MB')
('SL04652-2022-11-01-9323','S389-11','eCHWs', 'UB')
('SL22517-2022-11-01-9282','S387-18','I', 'MB')
('AC22517-2022-11-01-9423','A524-9','vFav', 'UB')
('AC22517-2022-11-01-9424','A524-10','HmhNtvkly', 'UB')
('SL04652-2022-11-01-9330','S389-18','rMqwZOlLCG', 'MB')
('SL22517-2022-11-01-9287','S387-23','vyGaXJp', 'SL')
('SL04652-2022-11-01-9332','S389-20','YafGzzj', 'LB')
('SL22517-2022-11-01-9290','S388-2','XoI', 'MB')
('AC04652-2022-11-01-9685','A539-1','VPlAki', 'LB')
('SL22517-2022-11-02-9333','S389-21','CvqSk', 'MB')
('SL04652-2022-11-02-9339','S390-3','Ejy', 'UB')
('SL22517-2022-11-01-9296','S388-8','HfZQtMOdCrRLJAq', 'SU')
('AC22517-2022-11-02-9458','A526-8','QLNo', 'LB')
('SL04652-2022-11-01-9336','S389-24','yAFZ', 'SU')
('SL12058-2022-11-01-9225','S385-9','hrtNUpjaIKpWLtl', 'LB')
('SL22517-2022-11-01-9297','S388-9','TOXAVkX', 'LB')
('SL04652-2022-11-02-9345','S390-9','IUrjnUUfAuRb', 'LB')
('SL04652-2022-11-02-9350','S390-14','EiJxVPNhozmOCWLF', 'UB')
('AC22517-2022-11-02-9463','A526-13','ClTKq', 'LB')
('SL22517-2022-11-01-9300','S388-12','puTqzumWQpKgX', 'LB')
('SL22517-2022-11-01-9304','S388-16','hxvA', 'SU')
('AC04652-2022-11-01-9704','A540-2','HYJiPknDoN', 'LB')
('SL04652-2022-11-01-9350','S390-14','cX', 'UB')
('AC22517-2022-11-01-9444','A525-12','qsxRdgBWPMH', 'SU')
('SL12058-2022-11-01-9233','S385-17','DlZvdlWq', 'LB')
('AC22517-2022-11-01-9445','A525-13','UYwWzlpErLwfLa', 'LB')
('AC04652-2022-11-02-9466','A526-16','UacEFzGs', 'UB')
('AC12058-2022-11-01-9424','A524-10','MrgfBrEJEdGXa', 'UB')
('SL12058-2022-11-01-9239','S385-23','ESyCYvohX', 'SL')
('AC12058-2022-11-01-9564','A532-6','BOZWX', 'SU')
('SL22517-2022-11-01-9423','S393-15','ipewLsK', 'SL')
('AC22517-2022-11-02-9591','A533-15','tD', 'UB')
('AC22517-2022-11-01-9564','A532-6','zlMZJuRjxLDgRvJp', 'SU')
('AC22517-2022-11-01-9565','A532-7','kTPaCamigxSabPy', 'LB')
('AC12058-2022-11-01-9572','A532-14','HJPRUwVkxq', 'LB')
('SL22517-2022-11-02-9489','S396-9','wqIlJCozHihw', 'LB')
('SL04652-2022-11-01-9474','S395-18','oxoszLQpmxhnjL', 'MB')
('SL12058-2022-11-01-9367','S391-7','zizGcnLpvu', 'SL')
('AC04652-2022-11-02-9595','A534-1','W', 'LB')
('AC22517-2022-11-02-9604','A534-10','mJxv', 'UB')
('AC22517-2022-11-02-9605','A534-11','BIBs', 'SL')
('SL04652-2022-11-01-9478','S395-22','zWnwwhUUJWDBJUAZ', 'UB')
('SL04652-2022-11-01-9480','S395-24','HPAWakVwoY', 'SU')
('SL04652-2022-11-01-9481','S396-1','ywrOfXcwLKN', 'LB')
('SL04652-2022-11-02-9500','S396-20','QDWGOOJ', 'LB')
('SL22517-2022-11-02-9497','S396-17','KDjZMRSjK', 'LB')
('SL04652-2022-11-02-9501','S396-21','NETYxnwBgGSq', 'MB')
('SL04652-2022-11-01-9485','S396-5','EXnGWkGiO', 'MB')
('SL12058-2022-11-01-9370','S391-10','BBnRAus', 'MB')
('AC22517-2022-11-02-9610','A534-16','MFfOzSKVdvQVC', 'UB')
('SL22517-2022-11-02-9499','S396-19','LGxlRpy', 'UB')
('AC22517-2022-11-01-9578','A533-2','EGWirxsEwI', 'LB')
('SL22517-2022-11-02-9501','S396-21','tbxQOZkulkGaLC', 'MB')
('SL12058-2022-11-01-9376','S391-16','LwyMPzvvaCgVdPlJ', 'SU')
('AC04652-2022-11-02-9603','A534-9','ee', 'UB')
('SL04652-2022-11-01-9490','S396-10','hewlkIduNgbOKmjy', 'MB')
('AC22517-2022-11-01-9583','A533-7','pPW', 'LB')
('AC04652-2022-11-01-9858','A548-12','fGbke', 'SU')
('AC04652-2022-11-01-9861','A548-15','x', 'UB')
('SL22517-2022-11-01-9450','S394-18','vWjqSkigyygPOw', 'MB')
('AC22517-2022-11-02-9637','A536-7','wP', 'LB')
('SL22517-2022-11-02-9531','S398-3','zw', 'UB')
('AC22517-2022-11-02-9648','A536-18','YSpixLqys', 'SU')
('AC04652-2022-11-02-9633','A536-3','HBvDbJCVcsYypgPT', 'UB')
('AC22517-2022-11-02-9650','A537-2','Hz', 'LB')
('AC12058-2022-11-01-9671','A538-5','Pi', 'SL')
('SL04652-2022-11-02-9579','S400-3','mvifkLnNcWnz', 'UB')
('AC22517-2022-11-02-9722','A541-2','onWbWjWTxOKI', 'LB')
('AC22517-2022-11-01-9721','A541-1','ITVqcqGoc', 'LB')
('SL12058-2022-11-01-9489','S396-9','gDzcGFEnjGr', 'LB')
('SL04652-2022-11-02-9626','S402-2','AIjRqaglsxrd', 'MB')
('SL12058-2022-11-01-9490','S396-10','su', 'MB')
('SL22517-2022-11-01-9565','S399-13','KarpjXiakMOLjSP', 'MB')
('AC04652-2022-11-01-9981','A555-9','jnbTIIsXmtznhI', 'UB')
('SL04652-2022-11-01-9614','S401-14','FcI', 'UB')
('AC22517-2022-11-02-9763','A543-7','MmEgEBOmMIsWwus', 'LB')
('AC04652-2022-11-02-9738','A541-18','uZtuIxi', 'SU')
('SL12058-2022-11-01-9493','S396-13','a', 'MB')
('AC12058-2022-11-01-9747','A542-9','KKPCYgvKNGu', 'UB')
('SL04652-2022-11-01-9640','S402-16','cQvhJDs', 'SU')
('SL22517-2022-11-02-9686','S404-14','y', 'UB')
('SL04652-2022-11-01-9656','S403-8','f', 'SU')
('AC04652-2022-11-02-9776','A544-2','qn', 'LB')
('SL04652-2022-11-01-9657','S403-9','MbnAnoKIN', 'LB')
('SL22517-2022-11-02-9695','S404-23','Ao', 'SL')
('AC12058-2022-11-01-9787','A544-13','yLMZSaREyPPHAUbV', 'LB')
('SL04652-2022-11-02-9674','S404-2','hBiUyYtvrvsD', 'MB')
('AC22517-2022-11-02-9804','A545-12','rOPR', 'SU')
('AC12058-2022-11-01-9791','A544-17','RmsJXOpOYAke', 'SL')
('AC22517-2022-11-02-9805','A545-13','EHugYMSKoimq', 'LB')
('AC22517-2022-11-02-9806','A545-14','pVR', 'LB')
('SL22517-2022-11-02-9723','S406-3','MKfC', 'UB')
('AC04652-2022-11-02-9805','A545-13','VxUPcQUFP', 'LB')
('AC04652-2022-11-02-9806','A545-14','bKmbFp', 'LB')
('SL22517-2022-11-02-9740','S406-20','BFR', 'LB')
('AC22517-2022-11-01-9808','A545-16','iTWMxKPsGrMhEcW', 'UB')
('AC22517-2022-11-01-9809','A545-17','EnNxeHhrkemwJQ', 'SL')
('SL12058-2022-11-01-9569','S399-17','mIZxnJVooVWUQws', 'LB')
('SL04652-2022-11-01-9716','S405-20','WJGGVRHooFVU', 'LB')
('AC22517-2022-11-02-9849','A548-3','cebWXMjTyCudFKWi', 'UB')
('SL04652-2022-11-01-9718','S405-22','zWZiVnpPLVRz', 'UB')
('SL22517-2022-11-02-9758','S407-14','dceTuMdhVqOdJENU', 'UB')
('SL12058-2022-11-01-9581','S400-5','lvgfGUeSnhmv', 'MB')
('AC22517-2022-11-02-9859','A548-13','UYhkvRKpSQ', 'LB')
('AC04652-2022-11-02-9838','A547-10','tSu', 'UB')
('AC12058-2022-11-01-9837','A547-9','xa', 'UB')
('SL22517-2022-11-01-9658','S403-10','kiMqyWCwxQhGK', 'MB')
('AC04652-2022-11-01-10065','A560-3','XcCXLIF', 'UB')
('AC04652-2022-11-02-9842','A547-14','RHBbRlQYn', 'LB')
('SL22517-2022-11-02-9765','S407-21','TkvanbqWQuhh', 'MB')
('AC22517-2022-11-01-9844','A547-16','mrsWEnzHVTKYuIlS', 'UB')
('SL04652-2022-11-01-9741','S406-21','oDhCr', 'MB')
('AC04652-2022-11-01-10081','A561-1','QMiaxUsh', 'LB')
('AC04652-2022-11-01-10087','A561-7','qgJ', 'LB')
('SL22517-2022-11-01-9682','S404-10','aFiYaNSyb', 'MB')
('AC04652-2022-11-01-10089','A561-9','vCOVhiedPK', 'UB')
('SL12058-2022-11-01-9654','S403-6','PYMjIQ', 'UB')
('SL12058-2022-11-01-9655','S403-7','EKS', 'SL')
('AC04652-2022-11-01-10136','A564-2','PSchnrdrMqeEDdtG', 'LB')
('AC04652-2022-11-01-10137','A564-3','GRTwqgU', 'UB')
('AC04652-2022-11-01-10138','A564-4','pLzywYJMXqtLpW', 'UB')
('SL04652-2022-11-02-9952','S415-16','wbVIsXDJUaxQ', 'SU')
('SL22517-2022-11-01-9869','S412-5','OIBJPQCWWbyDXhm', 'MB')
('AC12058-2022-11-01-10083','A561-3','oTTBOOFGiOQFKD', 'UB')
('SL12058-2022-11-01-9845','S411-5','FqyPEyOVNacrfqeM', 'MB')
('AC04652-2022-11-02-10099','A562-1','TLUdHqNivfzg', 'LB')
('AC22517-2022-11-02-10117','A563-1','GfWIvgGjOIDMC', 'LB')
('SL22517-2022-11-01-9970','S416-10','CjrdlmrXTHyJwil', 'MB')
('AC22517-2022-11-01-10162','A565-10','x', 'UB')
('AC22517-2022-11-01-10169','A565-17','qlXsbryY', 'SL')
('AC22517-2022-11-01-10170','A565-18','sr', 'SU')
('SL04652-2022-11-01-10051','S419-19','vwIWcQBVPTlOIt', 'UB')
('AC04652-2022-11-01-10379','A577-11','JywGPECC', 'SL')
('AC12058-2022-11-01-10188','A566-18','iLu', 'SU')
('AC22517-2022-11-01-10173','A566-3','yPMJ', 'UB')
('AC04652-2022-11-01-10381','A577-13','jpr', 'LB')
('AC22517-2022-11-02-10199','A567-11','BrLyTetmmumLIm', 'SL')
('AC12058-2022-11-01-10190','A567-2','SjPGAveHiEj', 'LB')
('SL04652-2022-11-02-10094','S421-14','rZAB', 'UB')
('SL04652-2022-11-01-10057','S420-1','WKntB', 'LB')
('SL04652-2022-11-01-10058','S420-2','zSWqWGbNIAwH', 'MB')
('AC12058-2022-11-01-10193','A567-5','bqOF', 'SL')
('SL04652-2022-11-02-10096','S421-16','aiDZfn', 'SU')
('AC04652-2022-11-02-10199','A567-11','tbbYbkgpf', 'SL')
('AC12058-2022-11-01-10195','A567-7','PPqXKKgnVDe', 'LB')
('AC12058-2022-11-01-10200','A567-12','VnndHhV', 'SU')
('SL12058-2022-11-01-9939','S415-3','cCSPfuXAuOQSLbJs', 'UB')
('SL22517-2022-11-01-9994','S417-10','mWiHrQk', 'MB')
('AC04652-2022-11-02-10227','A569-3','UokGLfunvSDwGXaU', 'UB')
('SL04652-2022-11-01-10092','S421-12','RVg', 'LB')
('SL22517-2022-11-01-10018','S418-10','RBMyDQ', 'MB')
('SL22517-2022-11-02-10132','S423-4','enqbVcieVu', 'LB')
('AC04652-2022-11-02-10245','A570-3','rDuNTYR', 'UB')
('SL04652-2022-11-02-10196','S425-20','OdLaWaDAGd', 'LB')
('AC22517-2022-11-02-10341','A575-9','GxlLkJRXkVo', 'UB')
('AC04652-2022-11-02-10376','A577-8','VNgnJ', 'LB')
('SL12058-2022-11-01-10113','S422-9','p', 'LB')
('SL04652-2022-11-01-10251','S428-3','cBsF', 'UB')
('AC12058-2022-11-01-10370','A577-2','TmuxB', 'LB')
('SL12058-2022-11-01-10117','S422-13','zBdviu', 'MB')
('AC12058-2022-11-01-10373','A577-5','j', 'SL')
('SL22517-2022-11-02-10275','S429-3','keeyolvhbzhQpgX', 'UB')
('SL22517-2022-11-01-10183','S425-7','C', 'SL')
('AC04652-2022-11-01-10579','A588-13','NQ', 'LB')
('AC22517-2022-11-01-10362','A576-12','FYxQQlwQ', 'SU')
('SL04652-2022-11-02-10289','S429-17','OekH', 'LB')
('SL04652-2022-11-01-10253','S428-5','f', 'MB')
('SL04652-2022-11-01-10254','S428-6','Of', 'UB')
('AC22517-2022-11-02-10347','A575-15','CDtWrEQoz', 'UB')
('SL22517-2022-11-02-10281','S429-9','wuPMxBGxy', 'LB')
('SL04652-2022-11-02-10295','S429-23','uKgbr', 'SL')
('AC22517-2022-11-01-10366','A576-16','U', 'UB')
('SL04652-2022-11-01-10256','S428-8','mvCpm', 'SU')
('SL12058-2022-11-01-10127','S422-23','XQLT', 'SL')
('SL22517-2022-11-02-10293','S429-21','vcBlkASqLH', 'MB')
('AC12058-2022-11-01-10384','A577-16','GuhKnN', 'UB')
('SL04652-2022-11-01-10263','S428-15','PBALdBJWn', 'SL')
('SL22517-2022-11-02-10294','S429-22','RrwRhrirNypRwgk', 'UB')
('AC04652-2022-11-02-10390','A578-4','v', 'UB')
('SL22517-2022-11-02-10302','S430-6','Qzx', 'UB')
('AC12058-2022-11-01-10396','A578-10','wfxjSo', 'UB')
('SL12058-2022-11-01-10140','S423-12','mMof', 'LB')
('SL04652-2022-11-01-10274','S429-2','szbu', 'MB')
('AC04652-2022-11-02-10402','A578-16','SS', 'UB')
('AC22517-2022-11-02-10397','A578-11','wQHqlBpGPHWfJ', 'SL')
('SL04652-2022-11-02-10324','S431-4','wxhklUpZxymizHQ', 'LB')
('AC22517-2022-11-01-10394','A578-8','TuOeHhlhRonZx', 'LB')
('AC22517-2022-11-02-10416','A579-12','ESJdxmXxOal', 'SU')
('SL04652-2022-11-02-10335','S431-15','QdTzVKPb', 'SL')
('SL12058-2022-11-01-10173','S424-21','xTS', 'MB')
('SL22517-2022-11-01-10238','S427-14','xgp', 'UB')
('AC12058-2022-11-01-10428','A580-6','cfWza', 'SU')
('SL04652-2022-11-02-10339','S431-19','XyWyXciDD', 'UB')
('AC22517-2022-11-01-10412','A579-8','AQvZXkGyd', 'LB')
('AC04652-2022-11-02-10431','A580-9','qXguof', 'UB')
('SL04652-2022-11-02-10340','S431-20','SqatUcINMPiPuM', 'LB')
('AC22517-2022-11-01-10413','A579-9','qvRszMNe', 'UB')
('SL04652-2022-11-01-10311','S430-15','KzUPWhBOODhdtG', 'SL')
('SL22517-2022-11-02-10339','S431-19','clq', 'UB')
('SL04652-2022-11-01-10314','S430-18','idrFjXUPqHs', 'MB')
('SL04652-2022-11-01-10315','S430-19','XrIgHqC', 'UB')
('SL12058-2022-11-01-10213','S426-13','jfSymDEJJgkw', 'MB')
('SL04652-2022-11-02-10380','S433-12','WkRlwKMzOxUvbY', 'LB')
('SL04652-2022-11-01-10350','S432-6','XTbTHuaiaN', 'UB')
('AC22517-2022-11-02-10481','A583-5','zuZ', 'SL')
('SL12058-2022-11-01-10228','S427-4','eXdxVKQAPX', 'LB')
('AC04652-2022-11-01-10681','A594-7','NbOX', 'LB')
('AC22517-2022-11-02-10490','A583-14','ZmrwMy', 'LB')
('AC04652-2022-11-01-10685','A594-11','QKlvFubnLpAa', 'SL')
('AC04652-2022-11-01-10686','A594-12','maGDVbqeQsHyA', 'SU')
('SL04652-2022-11-01-10371','S433-3','eIDCuFmgAsIdR', 'UB')
('AC04652-2022-11-02-10498','A584-4','LVFCElQmUh', 'UB')
('SL04652-2022-11-01-10375','S433-7','FSLepBVneuBekr', 'SL')
('AC22517-2022-11-02-10504','A584-10','wIvNVmsqPxBQLEa', 'UB')
('SL12058-2022-11-01-10245','S427-21','qmrqkTOMsIj', 'MB')
('AC22517-2022-11-02-10511','A584-17','oaL', 'SL')
('SL12058-2022-11-01-10257','S428-9','ncdCIOidcQrw', 'LB')
('SL12058-2022-11-01-10258','S428-10','sOomDE', 'MB')
('SL04652-2022-11-02-10425','S435-9','wZhLWkdREHDAlK', 'LB')
('SL22517-2022-11-02-10437','S435-21','j', 'MB')
('SL04652-2022-11-02-10473','S437-9','rYejDeo', 'LB')
('SL22517-2022-11-01-10375','S433-7','fUVJfTd', 'SL')
('AC12058-2022-11-01-10556','A587-8','FLCVdzlboMY', 'LB')
('SL22517-2022-11-01-10380','S433-12','kTTXOFoICtO', 'LB')
('SL22517-2022-11-01-10381','S433-13','Xnx', 'MB')
('AC22517-2022-11-01-10545','A586-15','YnRrWWOyiOkBPPU', 'UB')
('AC04652-2022-11-01-10744','A597-16','WxwsbSlO', 'UB')
('SL12058-2022-11-01-10314','S430-18','RXxOXQgooJ', 'MB')
('AC22517-2022-11-02-10599','A589-15','qArr', 'UB')
('SL04652-2022-11-01-10459','S436-19','hpNAzfcEvft', 'UB')
('SL04652-2022-11-01-10462','S436-22','zhudyLSDxm', 'UB')
('AC04652-2022-11-01-10765','A599-1','fREP', 'LB')
('AC22517-2022-11-01-10573','A588-7','JiZxfJruge', 'LB')
('SL22517-2022-11-02-10510','S438-22','LgNqDlaqIP', 'UB')
('SL12058-2022-11-01-10345','S432-1','nvtyp', 'LB')
('AC04652-2022-11-01-10766','A599-2','RVpqPst', 'LB')
('SL04652-2022-11-02-10509','S438-21','NBQwYfenxA', 'MB')
('AC22517-2022-11-01-10576','A588-10','MsLsE', 'UB')
('AC22517-2022-11-02-10606','A590-4','wWpZHRVxdPGt', 'UB')
('AC22517-2022-11-01-10577','A588-11','wbPmHdGseIhzRI', 'SL')
