('SL04652-2022-11-01-21','S1-21','GtEvZjaNCKnIUat', 'MB')
('AC04652-2022-11-02-3430','A191-10','vPJwAhCaDT', 'UB')
('SL04652-2022-11-02-3430','S143-22','sWgWnToKIS', 'UB')
('AC04652-2022-11-02-3431','A191-11','mUXKdjZfg', 'SL')
('AC04652-2022-11-01-3514','A196-4','VwdnAFXF', 'UB')
('AC04652-2022-11-01-3516','A196-6','mmUrO', 'SU')
('AC12058-2022-11-01-3500','A195-8','peJhfzSpAKoZZGF', 'LB')
('SL04652-2022-11-01-3523','S147-19','EdJEENSlpmjnf', 'UB')
('AC22517-2022-11-01-3334','A186-4','TTlpnXqZvFzEjGP', 'UB')
('AC04652-2022-11-02-3434','A191-14','CSO', 'LB')
('AC22517-2022-11-02-3568','A199-4','aTEKxAMmaaPtYS', 'UB')
('AC04652-2022-11-02-3436','A191-16','nPTAJhmlEWSBgl', 'UB')
('SL22517-2022-11-02-3572','S149-20','Vsnbdy', 'LB')
('AC22517-2022-11-01-3336','A186-6','vTHebZ', 'SU')
('AC04652-2022-11-01-3524','A196-14','itBAzvOLG', 'LB')
('SL04652-2022-11-01-3527','S147-23','jdvdwOcgGg', 'SL')
('SL12058-2022-11-01-3462','S145-6','bqNhjzJkYr', 'UB')
('SL22517-2022-11-02-3575','S149-23','UwZa', 'SL')
('SL12058-2022-11-01-3463','S145-7','WN', 'SL')
('SL04652-2022-11-02-3444','S144-12','z', 'LB')
('AC22517-2022-11-01-3346','A186-16','EqgmXG', 'UB')
('AC12058-2022-11-01-3518','A196-8','pRiDtJGaUAUavRec', 'LB')
('SL04652-2022-11-02-3450','S144-18','jLL', 'MB')
('AC04652-2022-11-02-3450','A192-12','wBdOFyKpq', 'SU')
('SL22517-2022-11-02-3592','S150-16','sEHMbPXSxzxLpG', 'SU')
('AC22517-2022-11-02-3582','A199-18','eVrblBonW', 'SU')
('AC22517-2022-11-01-3351','A187-3','aLlbwlaabp', 'UB')
('AC22517-2022-11-01-3354','A187-6','BLSPnyqlRaN', 'SU')
('SL22517-2022-11-01-3511','S147-7','g', 'SL')
('SL04652-2022-11-02-3455','S144-23','WrdZfaYlxrKguj', 'SL')
('AC12058-2022-11-01-3527','A196-17','OLAnf', 'SL')
('SL12058-2022-11-01-3516','S147-12','EkcSgnHoWkEiYI', 'LB')
('AC12058-2022-11-01-3574','A199-10','Dozhgw', 'UB')
('SL04652-2022-11-01-3582','S150-6','NmJkbObiGaBj', 'UB')
('SL04652-2022-11-02-3491','S146-11','wWkyegLS', 'UB')
('AC12058-2022-11-01-3578','A199-14','JCDaD', 'LB')
('SL22517-2022-11-01-3562','S149-10','ijtziftbLbBlpsFM', 'MB')
('AC22517-2022-11-01-3405','A190-3','JRAVECVEsnAXrk', 'UB')
('AC22517-2022-11-02-3627','A202-9','QybsgGGpi', 'UB')
('AC04652-2022-11-02-3493','A195-1','QQJjhBsGMIMCKQ', 'LB')
('AC22517-2022-11-01-3408','A190-6','zvTHw', 'SU')
('SL04652-2022-11-02-3498','S146-18','n', 'MB')
('SL04652-2022-11-02-3499','S146-19','fkZiWgN', 'UB')
('AC04652-2022-11-02-3495','A195-3','fuymLUzBQWCdPMUE', 'UB')
('AC04652-2022-11-02-3504','A195-12','GoWkWAuRTmxuc', 'SU')
('SL22517-2022-11-01-3581','S150-5','PQXmUGxS', 'MB')
('AC04652-2022-11-02-3507','A195-15','NkqzSZMJZuZ', 'UB')
('AC04652-2022-11-02-3508','A195-16','doOVkIfs', 'UB')
('SL22517-2022-11-02-3649','S153-1','bHpjqNZZEZdLkR', 'LB')
('AC22517-2022-11-02-3640','A203-4','EiuO', 'UB')
('AC22517-2022-11-02-3641','A203-5','RwkdgAxQTFS', 'SL')
('AC12058-2022-11-01-3597','A200-15','BcxXfZEmTIuuL', 'UB')
('SL22517-2022-11-02-3655','S153-7','WkzFjLAYDsfH', 'SL')
('AC22517-2022-11-02-3646','A203-10','Datdn', 'UB')
('SL22517-2022-11-01-3589','S150-13','YtMFN', 'MB')
('AC22517-2022-11-01-3435','A191-15','w', 'UB')
('AC22517-2022-11-02-3656','A204-2','AZEpBnqhWWKHJTw', 'LB')
('SL22517-2022-11-01-3602','S151-2','YM', 'MB')
('AC22517-2022-11-01-3444','A192-6','DBSp', 'SU')
('SL12058-2022-11-01-3571','S149-19','wCYQpOoGGGWY', 'UB')
('AC04652-2022-11-02-3540','A197-12','J', 'SU')
('AC12058-2022-11-01-3629','A202-11','US', 'SL')
('SL22517-2022-11-02-3679','S154-7','QckNVcqAeP', 'SL')
('AC22517-2022-11-02-3676','A205-4','lkznrkOEk', 'UB')
('AC12058-2022-11-01-3632','A202-14','jiS', 'LB')
('SL22517-2022-11-01-3617','S151-17','efol', 'LB')
('AC04652-2022-11-01-3620','A202-2','KJgRETmdGphNn', 'LB')
('AC22517-2022-11-01-3460','A193-4','uCYJaKbbE', 'UB')
('AC22517-2022-11-01-3461','A193-5','NGLaQl', 'SL')
('SL12058-2022-11-01-3589','S150-13','cvQDT', 'MB')
('SL04652-2022-11-01-3635','S152-11','yEQIEkwMPHJUC', 'UB')
('SL04652-2022-11-01-3636','S152-12','DSOonWhOlySU', 'LB')
('SL22517-2022-11-01-3625','S152-1','ym', 'LB')
('SL04652-2022-11-02-3558','S149-6','SDXYhUbm', 'UB')
('AC04652-2022-11-01-3627','A202-9','BwIAEKMuI', 'UB')
('AC04652-2022-11-01-3640','A203-4','hasIlpPMh', 'UB')
('AC04652-2022-11-01-3642','A203-6','fp', 'SU')
('AC22517-2022-11-02-3708','A206-18','GNMxr', 'SU')
('AC22517-2022-11-01-3486','A194-12','sOpleomqby', 'SU')
('AC22517-2022-11-01-3488','A194-14','QPI', 'LB')
('SL22517-2022-11-02-3711','S155-15','uGlqvcud', 'SL')
('SL22517-2022-11-01-3640','S152-16','A', 'SU')
('SL04652-2022-11-02-3575','S149-23','NvPCDrITFVExdYaF', 'SL')
('AC04652-2022-11-01-3680','A205-8','MIDIPUQiXKGYJf', 'LB')
('SL22517-2022-11-01-3678','S154-6','j', 'UB')
('SL04652-2022-11-02-3622','S151-22','gWUVsRBclYY', 'UB')
('SL04652-2022-11-01-3705','S155-9','ddkdzCgDMjvPOUq', 'LB')
('SL04652-2022-11-01-3706','S155-10','rj', 'MB')
('SL12058-2022-11-01-3661','S153-13','rtgkHlHWAUJRpc', 'MB')
('AC04652-2022-11-01-3684','A205-12','bmBtYsTSgOMdPoG', 'SU')
('AC22517-2022-11-02-3763','A210-1','MhBvjQXKwAN', 'LB')
('SL22517-2022-11-01-3686','S154-14','DfTBBUICxJAdGH', 'UB')
('SL22517-2022-11-02-3763','S157-19','ZGDI', 'UB')
('SL22517-2022-11-02-3764','S157-20','dfzxMGaP', 'LB')
('SL04652-2022-11-01-3713','S155-17','LnqzBGq', 'LB')
('SL22517-2022-11-01-3690','S154-18','fWAksSCgglzDW', 'MB')
('AC22517-2022-11-02-3775','A210-13','a', 'LB')
('AC04652-2022-11-02-3635','A202-17','Ttqu', 'SL')
('SL04652-2022-11-01-3720','S155-24','OfIsohevLUZ', 'SU')
('SL22517-2022-11-01-3697','S155-1','FI', 'LB')
('AC04652-2022-11-01-3708','A206-18','PbdRnsrmzEaKy', 'SU')
('SL22517-2022-11-02-3780','S158-12','eseFoUlhP', 'LB')
('SL04652-2022-11-01-3725','S156-5','SQYGFl', 'MB')
('SL22517-2022-11-02-3781','S158-13','HdpegoKiXGC', 'MB')
('AC04652-2022-11-02-3645','A203-9','iEynyHoX', 'UB')
('AC22517-2022-11-02-3797','A211-17','dW', 'SL')
('SL12058-2022-11-01-3683','S154-11','TLNGz', 'UB')
('AC22517-2022-11-01-3566','A199-2','aVjSHprq', 'LB')
('AC12058-2022-11-01-3739','A208-13','HaDFgqICdEWaRK', 'LB')
('AC12058-2022-11-01-3740','A208-14','B', 'LB')
('AC04652-2022-11-01-3729','A208-3','MtlriLlivJxks', 'UB')
('AC04652-2022-11-02-3655','A204-1','yMSFWas', 'LB')
('SL04652-2022-11-02-3670','S153-22','ArgSzizHG', 'UB')
('AC22517-2022-11-02-3812','A212-14','cFgrBmgvIw', 'LB')
('AC22517-2022-11-02-3813','A212-15','THPdditJxV', 'UB')
('AC04652-2022-11-01-3800','A212-2','JEsxxamDfOXeHToD', 'LB')
('AC04652-2022-11-02-3714','A207-6','FYzkFU', 'SU')
('SL04652-2022-11-02-3723','S156-3','QBlBotiYPoMuSeP', 'UB')
('SL12058-2022-11-01-3758','S157-14','OcrQwrwiINDf', 'UB')
('SL04652-2022-11-01-3820','S160-4','vkcWDp', 'LB')
('SL12058-2022-11-01-3760','S157-16','qiAxcaIxscOs', 'SU')
('SL04652-2022-11-02-3728','S156-8','lGRZSQUjhKj', 'SU')
('AC04652-2022-11-02-3718','A207-10','lJazrkCsC', 'UB')
('AC22517-2022-11-02-3904','A217-16','XQLskopgW', 'UB')
('AC04652-2022-11-01-3846','A214-12','jEpThAKVqicK', 'SU')
('AC22517-2022-11-01-3669','A204-15','Y', 'UB')
('SL22517-2022-11-02-3885','S162-21','qoEe', 'MB')
('SL22517-2022-11-01-3820','S160-4','ixcLBeaG', 'LB')
('AC04652-2022-11-02-3759','A209-15','lpEWzDGqoYoxjimM', 'UB')
('SL22517-2022-11-01-3822','S160-6','aGj', 'UB')
('AC12058-2022-11-01-3834','A213-18','dcmJYIHk', 'SU')
('AC04652-2022-11-01-3862','A215-10','pf', 'UB')
('SL04652-2022-11-01-3844','S161-4','zxaUHTbfjLSxjdb', 'LB')
('AC04652-2022-11-01-3865','A215-13','VeBCUznquDGu', 'LB')
('SL22517-2022-11-01-3829','S160-13','YRWKSrbDzWxWLm', 'MB')
('AC12058-2022-11-01-3839','A214-5','bSEFRZMAC', 'SL')
('SL04652-2022-11-02-3778','S158-10','jcvNDHbx', 'MB')
('AC04652-2022-11-01-3871','A216-1','QKABkpiqtsAmy', 'LB')
('AC04652-2022-11-01-3878','A216-8','tZJK', 'LB')
('AC22517-2022-11-01-3688','A205-16','qbTrRYsD', 'UB')
('SL04652-2022-11-01-3856','S161-16','bPvDk', 'SU')
('SL22517-2022-11-02-3917','S164-5','ukZOfMwCUaLTX', 'MB')
('AC12058-2022-11-01-3864','A215-12','JAx', 'SU')
('SL12058-2022-11-01-3819','S160-3','uY', 'UB')
('AC04652-2022-11-01-3894','A217-6','GbrV', 'SU')
('AC22517-2022-11-02-3939','A219-15','txNBJGrhN', 'UB')
('AC04652-2022-11-01-3897','A217-9','FUqo', 'UB')
('AC04652-2022-11-02-3795','A211-15','ygoNDQ', 'UB')
('AC12058-2022-11-01-3867','A215-15','KPFC', 'UB')
('SL04652-2022-11-01-3873','S162-9','dsxQZzZmFDW', 'LB')
('AC12058-2022-11-01-3868','A215-16','pjGmiRnWaYMrqg', 'UB')
('AC12058-2022-11-01-3869','A215-17','QxxAfrRdWLjd', 'SL')
('SL22517-2022-11-02-3956','S165-20','INgTH', 'LB')
('SL12058-2022-11-01-3844','S161-4','mTDmxeciCHSzdOFI', 'LB')
('AC22517-2022-11-02-3968','A221-8','aKLPrd', 'LB')
('SL22517-2022-11-02-3963','S166-3','MBAvzLflvYFIG', 'UB')
('SL22517-2022-11-02-3964','S166-4','jcsSQygFMbbwfZkp', 'LB')
('SL12058-2022-11-01-3850','S161-10','zjCu', 'MB')
('SL22517-2022-11-01-3885','S162-21','EjxuxDyBti', 'MB')
('SL22517-2022-11-02-3967','S166-7','TlJfjJ', 'SL')
('AC22517-2022-11-02-3970','A221-10','TubXoVjtgRherc', 'UB')
('AC12058-2022-11-01-3904','A217-16','pgEsVeCBl', 'UB')
('AC12058-2022-11-01-3905','A217-17','RcJGdePed', 'SL')
('SL12058-2022-11-01-3853','S161-13','K', 'MB')
('SL04652-2022-11-01-3904','S163-16','Yj', 'SU')
('SL22517-2022-11-01-3889','S163-1','xNtAKaFW', 'LB')
('SL22517-2022-11-02-3972','S166-12','fmgmJrZSayoAglV', 'LB')
('AC04652-2022-11-01-3931','A219-7','dkjeZiuRILO', 'LB')
('SL12058-2022-11-01-3857','S161-17','tQLVqyeYQ', 'LB')
('SL22517-2022-11-01-3893','S163-5','wXSv', 'MB')
('SL04652-2022-11-01-3907','S163-19','rMtggMgipFLXK', 'UB')
('AC04652-2022-11-02-3834','A213-18','pOgbqh', 'SU')
('SL04652-2022-11-02-3832','S160-16','IhvJdJQdwllXKr', 'SU')
('AC04652-2022-11-01-3936','A219-12','IWZOpDCBiCiWvff', 'SU')
('AC12058-2022-11-01-3911','A218-5','gVUoeTXdz', 'SL')
('SL22517-2022-11-02-3986','S167-2','msUTzIVAjSHUmtLw', 'MB')
('SL22517-2022-11-02-3987','S167-3','iSakN', 'UB')
('AC04652-2022-11-01-3948','A220-6','POWulAsKYNw', 'SU')
('AC22517-2022-11-01-3745','A209-1','ZBjrUgPjTyKHm', 'LB')
('SL22517-2022-11-01-3911','S163-23','oZJcpdgQmklYuMA', 'SL')
('AC04652-2022-11-01-3950','A220-8','QjzbCTfj', 'LB')
('SL04652-2022-11-01-3917','S164-5','UWBeS', 'MB')
('AC04652-2022-11-02-3848','A214-14','rPD', 'LB')
('SL22517-2022-11-02-3993','S167-9','RIefSsSv', 'LB')
('AC12058-2022-11-01-3919','A218-13','dsxPe', 'LB')
('AC04652-2022-11-01-3952','A220-10','bjFznQBnKAMMhIEL', 'UB')
('AC04652-2022-11-01-3953','A220-11','MBIAkw', 'SL')
('SL22517-2022-11-02-3996','S167-12','bt', 'LB')
('SL12058-2022-11-01-3875','S162-11','ACSgJyWpOqdUBssD', 'UB')
('AC12058-2022-11-01-3922','A218-16','sLWnWgTFWXofaYGJ', 'UB')
('SL22517-2022-11-01-3915','S164-3','BqhLfgAflpkrKU', 'UB')
('AC22517-2022-11-01-3754','A209-10','yVhn', 'UB')
('AC04652-2022-11-02-3852','A214-18','vnAigTqEri', 'SU')
('AC04652-2022-11-02-3853','A215-1','wbkhdNcZCgwoitUV', 'LB')
('SL22517-2022-11-01-3918','S164-6','bSKvvGUK', 'UB')
('AC12058-2022-11-01-3931','A219-7','DSOXRBKtNseaQaxA', 'LB')
('AC04652-2022-11-01-3961','A221-1','VQQHpnnh', 'LB')
('AC22517-2022-11-01-3760','A209-16','FoFRuJod', 'UB')
('AC22517-2022-11-01-3761','A209-17','GAXEeMrVAA', 'SL')
('SL04652-2022-11-01-3929','S164-17','tGfGSbTjdREePv', 'LB')
('AC12058-2022-11-01-3934','A219-10','Vw', 'UB')
('SL12058-2022-11-01-3885','S162-21','HaJHCPlrfkh', 'MB')
('SL04652-2022-11-01-3935','S164-23','XgltljgYTlWdt', 'SL')
('AC22517-2022-11-02-4014','A223-18','TyU', 'SU')
('SL22517-2022-11-01-3926','S164-14','lIt', 'UB')
('AC22517-2022-11-01-3764','A210-2','ZaVBC', 'LB')
('SL22517-2022-11-01-3928','S164-16','awi', 'SU')
('AC12058-2022-11-01-3938','A219-14','U', 'LB')
('SL04652-2022-11-02-3862','S161-22','VnVWztP', 'UB')
('AC12058-2022-11-01-3940','A219-16','x', 'UB')
('AC22517-2022-11-02-4019','A224-5','SDA', 'SL')
('AC04652-2022-11-01-3970','A221-10','WnuGayPi', 'UB')
('AC22517-2022-11-01-3768','A210-6','DCKlSvQLD', 'SU')
('AC22517-2022-11-02-4020','A224-6','aIBk', 'SU')
('SL12058-2022-11-01-3896','S163-8','C', 'SU')
('SL04652-2022-11-02-3871','S162-7','vQZyBNyzJQg', 'SL')
('AC04652-2022-11-02-3879','A216-9','AZKuplhAxTZxDAtj', 'UB')
('AC04652-2022-11-01-3978','A221-18','ubJAhlSCxbWfqh', 'SU')
('AC04652-2022-11-02-3932','A219-8','IBXfQpoJN', 'LB')
('AC04652-2022-11-02-3933','A219-9','rTxvaUOsOIUQGuzU', 'UB')
('AC04652-2022-11-02-3938','A219-14','jVhrmU', 'LB')
('AC04652-2022-11-02-3941','A219-17','wvxdF', 'SL')
('SL12058-2022-11-01-3965','S166-5','LDWyQbw', 'MB')
('AC22517-2022-11-01-3841','A214-7','NrqUmNQWkiTniK', 'LB')
('AC22517-2022-11-02-4096','A228-10','KmZKXWtXvJCo', 'UB')
('AC04652-2022-11-01-4040','A225-8','AIyHRFe', 'LB')
('AC12058-2022-11-01-4011','A223-15','rFXehqEmhqHUO', 'UB')
('SL22517-2022-11-01-4021','S168-13','galazCT', 'MB')
('AC22517-2022-11-01-3903','A217-15','t', 'UB')
('SL22517-2022-11-01-4080','S170-24','ITm', 'SU')
('SL22517-2022-11-02-4151','S173-23','HMiGeoyIQNfoOyL', 'SL')
('AC22517-2022-11-01-3904','A217-16','rdE', 'UB')
('AC22517-2022-11-01-3907','A218-1','kgOcgfLSdr', 'LB')
('AC22517-2022-11-01-3908','A218-2','GHNNgUZpXjP', 'LB')
('SL22517-2022-11-01-4087','S171-7','ZbsMmpXRkqZrVlWh', 'SL')
('SL22517-2022-11-02-4162','S174-10','LeR', 'MB')
('AC12058-2022-11-01-4072','A227-4','vkeGTbyeBA', 'UB')
('AC22517-2022-11-01-3922','A218-16','oGAjxKgeKc', 'UB')
('SL22517-2022-11-02-4209','S176-9','dG', 'LB')
('SL12058-2022-11-01-4108','S172-4','DZdfegr', 'LB')
('AC22517-2022-11-02-4219','A235-7','KVQEgbPdW', 'LB')
('AC22517-2022-11-02-4248','A236-18','SwAdErIQTBGsNtL', 'SU')
('AC22517-2022-11-01-3988','A222-10','sPmDqpOdY', 'UB')
('SL12058-2022-11-01-4142','S173-14','NLSTWLrNNurkx', 'UB')
('AC04652-2022-11-01-4212','A234-18','cXd', 'SU')
('AC22517-2022-11-02-4251','A237-3','Ihn', 'UB')
('SL04652-2022-11-01-4164','S174-12','Nqs', 'LB')
('AC04652-2022-11-02-4097','A228-11','vzTGkwzXcDNdizlw', 'SL')
('SL22517-2022-11-02-4238','S177-14','x', 'UB')
('SL12058-2022-11-01-4148','S173-20','DstzzGwjyNoNBt', 'LB')
('SL04652-2022-11-01-4168','S174-16','cPNUAuO', 'SU')
('SL12058-2022-11-01-4153','S174-1','CBRCCCYsoZT', 'LB')
('AC04652-2022-11-01-4250','A237-2','IqEiIwyuu', 'LB')
('AC04652-2022-11-02-4135','A230-13','mLgufeXtn', 'LB')
('AC22517-2022-11-01-4029','A224-15','hCSocH', 'UB')
('AC22517-2022-11-02-4287','A239-3','m', 'UB')
('AC22517-2022-11-01-4031','A224-17','TYwY', 'SL')
('SL04652-2022-11-01-4224','S176-24','uhZyzDnTuo', 'SU')
('AC22517-2022-11-02-4290','A239-6','jBYJKexl', 'SU')
('AC12058-2022-11-01-4214','A235-2','ZXYooHVIzz', 'LB')
('AC12058-2022-11-01-4216','A235-4','A', 'UB')
('AC22517-2022-11-02-4293','A239-9','I', 'UB')
('AC22517-2022-11-02-4295','A239-11','VDCuA', 'SL')
('SL04652-2022-11-02-4123','S172-19','iDBSjghRnSehKc', 'UB')
('AC22517-2022-11-01-4042','A225-10','SXzXwiWoOcaF', 'UB')
('AC04652-2022-11-01-4264','A237-16','ClzXCGUeacGk', 'UB')
('AC04652-2022-11-01-4265','A237-17','lRKbIlFDhVE', 'SL')
('AC04652-2022-11-01-4266','A237-18','eclvULybiU', 'SU')
('AC22517-2022-11-01-4047','A225-15','hIsFGwaTqISLwk', 'UB')
('SL22517-2022-11-02-4301','S180-5','OTDtcyMeddEgs', 'MB')
('SL12058-2022-11-01-4202','S176-2','nLcGJKhhZTwFM', 'MB')
('AC22517-2022-11-01-4053','A226-3','uScrhskW', 'UB')
('SL04652-2022-11-02-4134','S173-6','ytYsaVmxioOmnN', 'UB')
('AC22517-2022-11-01-4055','A226-5','uRhUBXqOmGa', 'SL')
('SL04652-2022-11-02-4137','S173-9','Lt', 'LB')
('AC22517-2022-11-02-4307','A240-5','LAMUUybmR', 'SL')
('AC22517-2022-11-01-4057','A226-7','TSycSSrZerLQme', 'LB')
('AC04652-2022-11-02-4171','A232-13','Ulhf', 'LB')
('AC22517-2022-11-01-4079','A227-11','BUnYjKLVzzzITvH', 'SL')
('AC22517-2022-11-02-4321','A241-1','bLkTenLlFzwfJWS', 'LB')
('AC22517-2022-11-01-4084','A227-16','PSVQnDcugpMlT', 'UB')
('SL04652-2022-11-01-4271','S178-23','C', 'SL')
('SL22517-2022-11-01-4260','S178-12','IVNr', 'LB')
('SL22517-2022-11-02-4338','S181-18','PIGhtXePDkawnFOq', 'MB')
('AC04652-2022-11-01-4303','A240-1','xaFdZKPgBtxIZHp', 'LB')
('SL04652-2022-11-02-4228','S177-4','ZWkILmIyZEh', 'LB')
('SL04652-2022-11-01-4316','S180-20','sLn', 'LB')
('SL22517-2022-11-02-4395','S184-3','ave', 'UB')
('SL22517-2022-11-01-4329','S181-9','Psf', 'LB')
('SL04652-2022-11-01-4323','S181-3','Zq', 'UB')
('SL12058-2022-11-01-4313','S180-17','NghJcvvyVEclp', 'LB')
('AC22517-2022-11-01-4162','A232-4','murIv', 'UB')
('AC04652-2022-11-02-4268','A238-2','tyncyLIaPDpU', 'LB')
('SL04652-2022-11-01-4331','S181-11','tGzqjkmNsFCHngdA', 'UB')
('AC12058-2022-11-01-4329','A241-9','BO', 'UB')
('AC12058-2022-11-01-4330','A241-10','HjHFUKhzA', 'UB')
('SL04652-2022-11-02-4247','S177-23','hcFQNZ', 'SL')
('SL12058-2022-11-01-4324','S181-4','IIRqqhLAYGX', 'LB')
('AC12058-2022-11-01-4335','A241-15','YTRnEAPzuXT', 'UB')
('SL12058-2022-11-01-4326','S181-6','C', 'UB')
('AC04652-2022-11-01-4366','A243-10','jdUicquLaEubX', 'UB')
('SL22517-2022-11-02-4415','S184-23','mVbvZS', 'SL')
('SL12058-2022-11-01-4327','S181-7','mDxIPIKOuMkTPH', 'SL')
('AC12058-2022-11-01-4339','A242-1','MuNQpYUnmGxRcgYx', 'LB')
('SL22517-2022-11-02-4418','S185-2','NkLrO', 'MB')
('SL22517-2022-11-01-4348','S182-4','y', 'LB')
('SL22517-2022-11-01-4349','S182-5','xOgiE', 'MB')
('AC12058-2022-11-01-4342','A242-4','vKF', 'UB')
('AC12058-2022-11-01-4343','A242-5','hC', 'SL')
('SL04652-2022-11-02-4261','S178-13','afNXLdVvz', 'MB')
('AC12058-2022-11-01-4345','A242-7','ul', 'LB')
('AC12058-2022-11-01-4346','A242-8','AD', 'LB')
('AC04652-2022-11-01-4379','A244-5','lrUUDFXfrBBp', 'SL')
('SL22517-2022-11-02-4432','S185-16','tLCiMmSo', 'SU')
('AC04652-2022-11-02-4288','A239-4','D', 'UB')
('SL22517-2022-11-02-4435','S185-19','sngvR', 'UB')
('SL22517-2022-11-01-4370','S183-2','cleUKCGfhdZiyFt', 'MB')
('SL22517-2022-11-02-4459','S186-19','VCF', 'UB')
('SL12058-2022-11-01-4367','S182-23','voIHcFl', 'SL')
('SL04652-2022-11-01-4376','S183-8','sszwImDpxytRIOH', 'SU')
('SL12058-2022-11-01-4370','S183-2','SUsbNNMIJnvirKS', 'MB')
('SL04652-2022-11-01-4379','S183-11','XkpVKj', 'UB')
('AC12058-2022-11-01-4376','A244-2','iqAl', 'LB')
('AC22517-2022-11-02-4449','A248-3','BvLjSZGcCbpcGWnO', 'UB')
('SL04652-2022-11-02-4306','S180-10','XBKBRsnmRrqbu', 'MB')
('SL04652-2022-11-02-4307','S180-11','eCOUadNFIQgVNu', 'UB')
('SL12058-2022-11-01-4375','S183-7','dvCbBrFhcG', 'SL')
('SL22517-2022-11-02-4473','S187-9','EkwhJSLhQKWETpnM', 'LB')
('AC04652-2022-11-02-4326','A241-6','xTkEv', 'SU')
('AC22517-2022-11-02-4455','A248-9','uEbVjF', 'UB')
('AC04652-2022-11-01-4429','A247-1','aoFJvANW', 'LB')
('AC12058-2022-11-01-4382','A244-8','UEnAdhkhaoM', 'LB')
('SL04652-2022-11-02-4312','S180-16','BOhTpADCrB', 'SU')
('SL04652-2022-11-01-4387','S183-19','bx', 'UB')
('AC04652-2022-11-01-4437','A247-9','ffYYxkgmUK', 'UB')
('SL22517-2022-11-02-4479','S187-15','l', 'SL')
('AC04652-2022-11-02-4340','A242-2','veQsXsV', 'LB')
('SL22517-2022-11-01-4389','S183-21','PJYeDADydTrp', 'MB')
('AC22517-2022-11-01-4222','A235-10','DTFrF', 'UB')
('SL04652-2022-11-02-4345','S182-1','UrwWjKdPDhbVdnYo', 'LB')
('AC04652-2022-11-01-4473','A249-9','zbJCFJle', 'UB')
('SL22517-2022-11-02-4518','S189-6','KydycWaKljVLQ', 'UB')
('AC22517-2022-11-01-4258','A237-10','VPbndJXTJ', 'UB')
('AC22517-2022-11-01-4259','A237-11','mBr', 'SL')
('SL22517-2022-11-01-4458','S186-18','s', 'MB')
('SL22517-2022-11-01-4459','S186-19','dTtORKAb', 'UB')
('AC04652-2022-11-02-4389','A244-15','gOcqTC', 'UB')
('SL04652-2022-11-02-4368','S182-24','KaujjZHgYvAdey', 'SU')
('SL22517-2022-11-01-4466','S187-2','FDfBmacxYuCcIB', 'MB')
('SL12058-2022-11-01-4440','S185-24','UaJLsfnmH', 'SU')
('AC22517-2022-11-01-4281','A238-15','xoh', 'UB')
('SL22517-2022-11-02-4538','S190-2','wlNhBWUlfPyMzEQi', 'MB')
('AC04652-2022-11-02-4400','A245-8','EFM', 'LB')
('SL22517-2022-11-02-4541','S190-5','yXiDVQwI', 'MB')
('AC22517-2022-11-02-4520','A252-2','OLruzIZbqDgQEGTe', 'LB')
('SL04652-2022-11-01-4450','S186-10','WCuKRYpJRudxlJu', 'MB')
('AC04652-2022-11-01-4497','A250-15','Caryaib', 'UB')
('AC04652-2022-11-01-4502','A251-2','sGfrZLCokTyoEz', 'LB')
('AC04652-2022-11-01-4503','A251-3','BXaoiFyD', 'UB')
('SL22517-2022-11-02-4558','S190-22','zW', 'UB')
('SL22517-2022-11-01-4480','S187-16','oSeiuSMeQdoK', 'SU')
('SL04652-2022-11-01-4461','S186-21','DOajGOwHJGqKSeXx', 'MB')
('AC22517-2022-11-02-4529','A252-11','pCB', 'SL')
('SL04652-2022-11-02-4392','S183-24','hvCiSiLO', 'SU')
('SL22517-2022-11-01-4482','S187-18','oLhpxPYHbkGFy', 'MB')
('SL04652-2022-11-01-4465','S187-1','BeVAKgKbPQwjzDuO', 'LB')
('AC22517-2022-11-01-4298','A239-14','xJvVNnJggSitrD', 'LB')
('SL04652-2022-11-01-4467','S187-3','l', 'UB')
('AC04652-2022-11-01-4514','A251-14','UEu', 'LB')
('SL04652-2022-11-01-4469','S187-5','uAAEmBKJlO', 'MB')
('SL04652-2022-11-02-4396','S184-4','fvqWiPZcfUOphG', 'LB')
('SL12058-2022-11-01-4455','S186-15','vPR', 'SL')
('SL04652-2022-11-01-4471','S187-7','zkwxUmdyLk', 'SL')
('AC22517-2022-11-01-4305','A240-3','dbchy', 'UB')
('AC12058-2022-11-01-4464','A248-18','ls', 'SU')
('AC04652-2022-11-01-4549','A253-13','mwvQJfZGOLlgV', 'LB')
('AC22517-2022-11-02-4554','A253-18','oVRyhSNZSO', 'SU')
('AC04652-2022-11-02-4443','A247-15','XteyJfna', 'UB')
('AC22517-2022-11-01-4341','A242-3','jOWccabsVcz', 'UB')
('SL04652-2022-11-02-4428','S185-12','nuhgegAXiucr', 'LB')
('AC22517-2022-11-01-4344','A242-6','nOHeIgUHxCDJJEY', 'SU')
('AC04652-2022-11-02-4448','A248-2','A', 'LB')
('AC04652-2022-11-01-4559','A254-5','IUIlImD', 'SL')
('SL22517-2022-11-02-4599','S192-15','ooqOmslxDckPmW', 'SL')
('AC04652-2022-11-02-4455','A248-9','yWOLMZeAipVPhB', 'UB')
('SL12058-2022-11-01-4495','S188-7','d', 'SL')
('SL22517-2022-11-02-4603','S192-19','R', 'UB')
