('SL12058-2022-11-01-9','S1-9','xNtE', 'LB')
('AC22517-2022-11-01-5163','A287-15','RgszAuv', 'UB')
('AC22517-2022-11-01-5164','A287-16','xbgqWbOYZr', 'UB')
('AC04652-2022-11-01-5314','A296-4','mqehiJmX', 'UB')
('SL04652-2022-11-01-5325','S222-21','OfhZflNdHAe', 'MB')
('SL12058-2022-11-01-5284','S221-4','vrjEIHE', 'LB')
('AC22517-2022-11-02-5380','A299-16','QTKcuDZ', 'UB')
('AC22517-2022-11-02-5381','A299-17','x', 'SL')
('AC12058-2022-11-01-5307','A295-15','JFngWIwwD', 'UB')
('AC22517-2022-11-01-5175','A288-9','ejMrTWpMbiHTC', 'UB')
('SL22517-2022-11-01-5294','S221-14','liifAej', 'UB')
('SL04652-2022-11-01-5328','S222-24','yOJc', 'SU')
('SL22517-2022-11-01-5297','S221-17','Sumb', 'LB')
('SL22517-2022-11-01-5298','S221-18','TUSMKkKYGXk', 'MB')
('SL04652-2022-11-02-5284','S221-4','UWrUHXdLRkpsM', 'LB')
('SL22517-2022-11-01-5309','S222-5','HqsMvaBMs', 'MB')
('AC22517-2022-11-01-5192','A289-8','GzIyJZ', 'LB')
('AC22517-2022-11-02-5405','A301-5','YqLfCKzXOguPCC', 'SL')
('AC12058-2022-11-01-5363','A298-17','Ei', 'SL')
('AC22517-2022-11-01-5237','A291-17','ZMeWsCQhxqXuPAg', 'SL')
('SL04652-2022-11-02-5326','S222-22','x', 'UB')
('AC04652-2022-11-02-5274','A293-18','DM', 'SU')
('SL04652-2022-11-01-5374','S224-22','KDjbY', 'UB')
('AC04652-2022-11-02-5276','A294-2','OlolHCD', 'LB')
('SL04652-2022-11-01-5377','S225-1','aYiOzTi', 'LB')
('AC22517-2022-11-02-5451','A303-15','xG', 'UB')
('SL04652-2022-11-01-5380','S225-4','mEnltQjDGPCeobxU', 'LB')
('SL22517-2022-11-02-5421','S226-21','QCbusiolltv', 'MB')
('SL22517-2022-11-02-5422','S226-22','YGeMpKEVkeS', 'UB')
('AC22517-2022-11-01-5247','A292-9','QV', 'UB')
('AC22517-2022-11-02-5456','A304-2','HaHZzYSEROiIZCFK', 'LB')
('SL04652-2022-11-02-5331','S223-3','zDAZhuIWvPUGqoT', 'UB')
('SL22517-2022-11-02-5426','S227-2','foSlnasaecVIofse', 'MB')
('AC04652-2022-11-01-5396','A300-14','gRYXe', 'LB')
('SL04652-2022-11-02-5334','S223-6','UrCAtBRvQC', 'UB')
('SL12058-2022-11-01-5361','S224-9','trEFMRVQL', 'LB')
('SL04652-2022-11-01-5386','S225-10','JZwojpPfYHsiWZXq', 'MB')
('SL22517-2022-11-02-5431','S227-7','JXdPbFdHcX', 'SL')
('AC22517-2022-11-01-5257','A293-1','CFZhM', 'LB')
('AC04652-2022-11-02-5292','A294-18','JHJiCyCqYa', 'SU')
('AC04652-2022-11-01-5402','A301-2','ycmuvQwyHUg', 'LB')
('SL22517-2022-11-02-5436','S227-12','yGoZaWCqHzj', 'LB')
('AC22517-2022-11-01-5259','A293-3','mVJlVxxXp', 'UB')
('SL22517-2022-11-02-5439','S227-15','Vyd', 'SL')
('SL12058-2022-11-01-5369','S224-17','zWGhGmUKy', 'LB')
('AC22517-2022-11-01-5262','A293-6','CnSU', 'SU')
('SL04652-2022-11-02-5346','S223-18','KdDPFJB', 'MB')
('SL04652-2022-11-02-5347','S223-19','UiwLcg', 'UB')
('AC04652-2022-11-02-5297','A295-5','uMfEpVFs', 'SL')
('AC22517-2022-11-01-5266','A293-10','ZlrkpyL', 'UB')
('SL12058-2022-11-01-5372','S224-20','iUC', 'LB')
('SL12058-2022-11-01-5373','S224-21','IuRwZVf', 'MB')
('SL12058-2022-11-01-5374','S224-22','RJsaYdvak', 'UB')
('AC22517-2022-11-02-5467','A304-13','hnyTF', 'LB')
('AC04652-2022-11-02-5298','A295-6','uDaYnIOBo', 'SU')
('SL04652-2022-11-01-5395','S225-19','GrmtyNgNbNJLqXTO', 'UB')
('AC12058-2022-11-01-5384','A300-2','Lnprfsaq', 'LB')
('SL22517-2022-11-02-5445','S227-21','uksNNM', 'MB')
('SL22517-2022-11-01-5380','S225-4','TVqRWG', 'LB')
('AC04652-2022-11-02-5301','A295-9','gPBtqcymn', 'UB')
('SL22517-2022-11-02-5447','S227-23','MoTWWIbdlcAPVL', 'SL')
('AC04652-2022-11-02-5303','A295-11','BwihhHtBwnTvygh', 'SL')
('AC12058-2022-11-01-5389','A300-7','k', 'LB')
('SL22517-2022-11-01-5383','S225-7','PQeyHTcxQfnl', 'SL')
('SL04652-2022-11-01-5402','S226-2','TJqNvPnG', 'MB')
('AC22517-2022-11-02-5478','A305-6','TAZndnrKea', 'SU')
('SL22517-2022-11-02-5452','S228-4','FHeepsFkYNVQs', 'LB')
('SL12058-2022-11-01-5385','S225-9','ENILXbxm', 'LB')
('SL22517-2022-11-02-5454','S228-6','NZXXFKyDU', 'UB')
('AC12058-2022-11-01-5395','A300-13','pQcgQEbx', 'LB')
('AC04652-2022-11-01-5423','A302-5','eBNZREXEZiwV', 'SL')
('SL04652-2022-11-02-5360','S224-8','WMmCxSTarNHt', 'SU')
('AC22517-2022-11-02-5485','A305-13','kHfeQ', 'LB')
('AC04652-2022-11-02-5308','A295-16','CdKVVtimopiiinP', 'UB')
('AC04652-2022-11-01-5429','A302-11','UVgVrnG', 'SL')
('AC04652-2022-11-02-5310','A295-18','RGEWCSMyy', 'SU')
('SL22517-2022-11-01-5394','S225-18','ialI', 'MB')
('SL04652-2022-11-01-5416','S226-16','kVwhD', 'SU')
('SL04652-2022-11-01-5417','S226-17','XJgMKILXMTI', 'LB')
('SL04652-2022-11-02-5371','S224-19','nc', 'UB')
('SL04652-2022-11-02-5372','S224-20','BSQsaxMGLNxnD', 'LB')
('SL22517-2022-11-02-5462','S228-14','sKUviajBaE', 'UB')
('SL22517-2022-11-02-5463','S228-15','jPrQXB', 'SL')
('SL04652-2022-11-02-5386','S225-10','vbYQoHQg', 'MB')
('SL04652-2022-11-01-5436','S227-12','XmhlfIhnbC', 'LB')
('AC04652-2022-11-02-5334','A297-6','CTBpmv', 'SU')
('AC22517-2022-11-02-5515','A307-7','HieVQwP', 'LB')
('SL22517-2022-11-01-5427','S227-3','QBKBWbhmN', 'UB')
('AC22517-2022-11-01-5314','A296-4','OmIdJINrjDUlKgD', 'UB')
('AC04652-2022-11-01-5461','A304-7','DiiSLAdjYUZEiXyk', 'LB')
('AC04652-2022-11-01-5462','A304-8','Qggua', 'LB')
('SL22517-2022-11-01-5429','S227-5','UOv', 'MB')
('SL22517-2022-11-02-5496','S229-24','qQHpgphN', 'SU')
('SL04652-2022-11-02-5404','S226-4','bGzuyFMsleT', 'LB')
('SL04652-2022-11-02-5405','S226-5','psWwVchbyfPo', 'MB')
('SL22517-2022-11-02-5499','S230-3','ZM', 'UB')
('AC22517-2022-11-01-5323','A296-13','zUkwEaIbZbjzbrYu', 'LB')
('AC22517-2022-11-01-5324','A296-14','yoQ', 'LB')
('SL22517-2022-11-02-5503','S230-7','YQMwUpcyYJP', 'SL')
('AC22517-2022-11-02-5537','A308-11','IMAtfoWGYZwK', 'SL')
('AC04652-2022-11-02-5347','A298-1','QoGuIMD', 'LB')
('SL22517-2022-11-02-5511','S230-15','aHjeoj', 'SL')
('SL04652-2022-11-02-5412','S226-12','hKlJr', 'LB')
('AC22517-2022-11-02-5542','A308-16','AIqCz', 'UB')
('SL12058-2022-11-01-5443','S227-19','n', 'UB')
('SL22517-2022-11-01-5447','S227-23','mrzgLjKMneeHn', 'SL')
('AC22517-2022-11-01-5334','A297-6','KAJNmdmPiLekUD', 'SU')
('SL04652-2022-11-01-5465','S228-17','PouSl', 'LB')
('AC04652-2022-11-02-5359','A298-13','XwbIMvPEfm', 'LB')
('AC22517-2022-11-01-5337','A297-9','YHzTdhPMHSgd', 'UB')
('SL04652-2022-11-01-5467','S228-19','xkSEY', 'UB')
('AC22517-2022-11-02-5550','A309-6','y', 'SU')
('SL04652-2022-11-01-5469','S228-21','VmvXpKTmBnu', 'MB')
('SL04652-2022-11-02-5421','S226-21','zkfilnHjv', 'MB')
('AC22517-2022-11-02-5555','A309-11','VgWhhMQTJeM', 'SL')
('SL22517-2022-11-01-5456','S228-8','bI', 'SU')
('AC12058-2022-11-01-5463','A304-9','GNF', 'UB')
('SL04652-2022-11-02-5425','S227-1','MPGDNrNmHZhx', 'LB')
('SL04652-2022-11-01-5473','S229-1','ayRl', 'LB')
('AC04652-2022-11-01-5497','A306-7','KsxOlermdac', 'LB')
('SL04652-2022-11-01-5477','S229-5','zXrXrXGrWDl', 'MB')
('AC04652-2022-11-02-5369','A299-5','MTgvLVPq', 'SL')
('SL22517-2022-11-02-5528','S231-8','M', 'SU')
('AC22517-2022-11-01-5363','A298-17','exUiSTA', 'SL')
('SL22517-2022-11-01-5469','S228-21','jny', 'MB')
('SL22517-2022-11-02-5539','S231-19','ZBPBOAC', 'UB')
('AC04652-2022-11-01-5508','A306-18','yWAjYwPlLacqd', 'SU')
('AC04652-2022-11-01-5509','A307-1','rSi', 'LB')
('SL04652-2022-11-01-5488','S229-16','euNCoVjNiniembU', 'SU')
('SL04652-2022-11-01-5489','S229-17','stFlWsuNNfZgnp', 'LB')
('SL22517-2022-11-01-5475','S229-3','syhO', 'UB')
('AC22517-2022-11-02-5579','A310-17','xmPWPjClZzf', 'SL')
('AC04652-2022-11-01-5513','A307-5','jEWJuZrv', 'SL')
('SL04652-2022-11-02-5453','S228-5','cYRRWKS', 'MB')
('AC12058-2022-11-01-5487','A305-15','whkTfqmAsGP', 'UB')
('SL04652-2022-11-02-5457','S228-9','RGsjGWF', 'LB')
('SL04652-2022-11-02-5458','S228-10','nyFtLDlUBwcnu', 'MB')
('AC22517-2022-11-01-5379','A299-15','ZFlSAbuDYGCc', 'UB')
('AC22517-2022-11-02-5590','A311-10','TuaXoNXyQ', 'UB')
('SL12058-2022-11-01-5486','S229-14','rt', 'UB')
('AC04652-2022-11-02-5402','A301-2','YwlAZl', 'LB')
('AC22517-2022-11-02-5596','A311-16','PwDDSzoniv', 'UB')
('AC22517-2022-11-02-5597','A311-17','gFm', 'SL')
('AC04652-2022-11-02-5407','A301-7','vL', 'LB')
('SL04652-2022-11-01-5520','S230-24','DxeeguW', 'SU')
('SL04652-2022-11-01-5521','S231-1','uEaJkLNrgaubOTrP', 'LB')
('SL22517-2022-11-01-5504','S230-8','FMlWOgKvODC', 'SU')
('AC04652-2022-11-02-5416','A301-16','bPu', 'UB')
('SL22517-2022-11-02-5573','S233-5','M', 'MB')
('AC04652-2022-11-01-5542','A308-16','YmuAqzhm', 'UB')
('AC04652-2022-11-02-5419','A302-1','cT', 'LB')
('SL22517-2022-11-01-5509','S230-13','YNBiGOcjRnCXUCRh', 'MB')
('AC22517-2022-11-01-5402','A301-2','mkjafWX', 'LB')
('AC22517-2022-11-02-5612','A312-14','PaAWoEWlBorea', 'LB')
('AC04652-2022-11-01-5551','A309-7','tzOgpK', 'LB')
('AC22517-2022-11-02-5614','A312-16','iAbauEZPXzZLPS', 'UB')
('AC12058-2022-11-01-5513','A307-5','tikoGCY', 'SL')
('AC22517-2022-11-01-5403','A301-3','zRtmQHZ', 'UB')
('AC12058-2022-11-01-5515','A307-7','xMnEwcFzKb', 'LB')
('AC04652-2022-11-02-5434','A302-16','LzOpDYWPtz', 'UB')
('SL22517-2022-11-01-5519','S230-23','cCKpnwXxrgcfPAXC', 'SL')
('SL22517-2022-11-02-5587','S233-19','RNBlOSblTRBgGV', 'UB')
('SL12058-2022-11-01-5514','S230-18','hPryutJJT', 'MB')
('SL22517-2022-11-02-5588','S233-20','SmZCTjAFqULvxcZS', 'LB')
('AC22517-2022-11-02-5624','A313-8','pjsjuXc', 'LB')
('AC22517-2022-11-02-5625','A313-9','ncn', 'UB')
('AC04652-2022-11-01-5588','A311-8','sNt', 'LB')
('SL22517-2022-11-02-5623','S235-7','PxMpVKzf', 'SL')
('SL04652-2022-11-02-5541','S231-21','JNVIzIbE', 'MB')
('SL04652-2022-11-02-5542','S231-22','fDN', 'UB')
('AC22517-2022-11-02-5658','A315-6','naCGGYfsy', 'SU')
('AC22517-2022-11-01-5448','A303-12','TnLWdU', 'SU')
('SL22517-2022-11-02-5635','S235-19','hnUbGLDsLR', 'UB')
('SL22517-2022-11-02-5637','S235-21','vPwNvaefVWBWOdI', 'MB')
('SL12058-2022-11-01-5559','S232-15','DwpLc', 'SL')
('SL22517-2022-11-02-5638','S235-22','QrHQVgmhAMoFJtZm', 'UB')
('SL22517-2022-11-01-5566','S232-22','BxHEFsYYsB', 'UB')
('SL04652-2022-11-02-5556','S232-12','GQGdWjxoH', 'LB')
('AC04652-2022-11-01-5606','A312-8','PPbDQQW', 'LB')
('SL22517-2022-11-01-5571','S233-3','KGoprBqqTbh', 'UB')
('SL04652-2022-11-02-5561','S232-17','O', 'LB')
('AC04652-2022-11-01-5613','A312-15','g', 'UB')
('SL22517-2022-11-01-5576','S233-8','tSafIj', 'SU')
('AC04652-2022-11-01-5615','A312-17','cdYcUrfm', 'SL')
('SL22517-2022-11-02-5658','S236-18','qTSNGVwQ', 'MB')
('SL04652-2022-11-02-5568','S232-24','ERZjdD', 'SU')
('SL22517-2022-11-01-5579','S233-11','gKEXlF', 'UB')
('SL04652-2022-11-02-5570','S233-2','dzcKIpKe', 'MB')
('AC22517-2022-11-01-5470','A304-16','jigiLUG', 'UB')
('AC22517-2022-11-01-5471','A304-17','dCUtPktU', 'SL')
('AC04652-2022-11-02-5503','A306-13','rKclxlejtGg', 'LB')
('AC04652-2022-11-02-5504','A306-14','gZVI', 'LB')
('SL04652-2022-11-01-5606','S234-14','gZeYTU', 'UB')
('AC22517-2022-11-01-5496','A306-6','YXSECnufFJ', 'SU')
('AC04652-2022-11-02-5532','A308-6','hn', 'SU')
('AC12058-2022-11-01-5631','A313-15','atLonrDif', 'UB')
('SL04652-2022-11-01-5630','S235-14','ag', 'UB')
('AC12058-2022-11-01-5632','A313-16','MBrqgteBiR', 'UB')
('AC04652-2022-11-01-5656','A315-4','n', 'UB')
('SL12058-2022-11-01-5615','S234-23','vovaw', 'SL')
('SL04652-2022-11-02-5606','S234-14','BFdCMh', 'UB')
('AC04652-2022-11-01-5661','A315-9','OciDoEWSkxGt', 'UB')
('AC22517-2022-11-01-5505','A306-15','CCcPQqijWA', 'UB')
('AC22517-2022-11-02-5731','A319-7','im', 'LB')
('SL22517-2022-11-02-5702','S238-14','rQHCoG', 'UB')
('SL04652-2022-11-01-5635','S235-19','xDtvGyoon', 'UB')
('AC04652-2022-11-02-5540','A308-14','YKBOJulM', 'LB')
('AC04652-2022-11-02-5541','A308-15','XOSCH', 'UB')
('SL04652-2022-11-01-5637','S235-21','YJzStzzAmdBpG', 'MB')
('SL04652-2022-11-02-5614','S234-22','mrVTTJhOtWN', 'UB')
('AC12058-2022-11-01-5645','A314-11','DCtWsPsmolaFvvY', 'SL')
('SL22517-2022-11-02-5708','S238-20','UORKYsUAt', 'LB')
('SL22517-2022-11-02-5709','S238-21','lctesoQZRZgtNqax', 'MB')
('SL04652-2022-11-02-5615','S234-23','MesTfPsa', 'SL')
('SL12058-2022-11-01-5625','S235-9','gpnNp', 'LB')
('SL12058-2022-11-01-5626','S235-10','rL', 'MB')
('SL22517-2022-11-02-5712','S238-24','PhFqnQNnqXaH', 'SU')
('SL04652-2022-11-02-5617','S235-1','xbwRzuR', 'LB')
('AC04652-2022-11-01-5675','A316-5','aDHOk', 'SL')
('AC12058-2022-11-01-5654','A315-2','LN', 'LB')
('SL04652-2022-11-02-5619','S235-3','uylOe', 'UB')
('AC04652-2022-11-01-5678','A316-8','kLWBAYNjwNb', 'LB')
('AC22517-2022-11-01-5557','A309-13','tLtIkSbAMVZn', 'LB')
('AC22517-2022-11-01-5559','A309-15','SNbAhF', 'UB')
('AC04652-2022-11-02-5597','A311-17','lrxsL', 'SL')
('AC22517-2022-11-01-5568','A310-6','aeHLWSuiC', 'SU')
('SL22517-2022-11-02-5745','S240-9','dWvXv', 'LB')
('AC22517-2022-11-01-5571','A310-9','nE', 'UB')
('AC12058-2022-11-01-5701','A317-13','SschXUhOtt', 'LB')
('SL22517-2022-11-02-5752','S240-16','ttWPXlCRQDwKtddz', 'SU')
('AC22517-2022-11-02-5793','A322-15','PTdNNcGH', 'UB')
('SL12058-2022-11-01-5669','S237-5','LAQbOjFShLy', 'MB')
('AC04652-2022-11-02-5611','A312-13','Oi', 'LB')
('AC04652-2022-11-01-5732','A319-8','mKWUmqeNNfSf', 'LB')
('SL12058-2022-11-01-5673','S237-9','tq', 'LB')
('AC04652-2022-11-02-5615','A312-17','McuvjBqBMQfmcu', 'SL')
('AC22517-2022-11-01-5581','A311-1','txvEHxusk', 'LB')
('SL22517-2022-11-01-5680','S237-16','vcCiTcUtNm', 'SU')
('AC12058-2022-11-01-5712','A318-6','PhVdyzdyx', 'SU')
('SL22517-2022-11-02-5762','S241-2','PfgqRvEpclJgmLyz', 'MB')
('SL22517-2022-11-02-5766','S241-6','W', 'UB')
('SL12058-2022-11-01-5682','S237-18','OtewQslb', 'MB')
('SL04652-2022-11-02-5684','S237-20','eCdQoIcYebDCRhR', 'LB')
('AC22517-2022-11-02-5808','A323-12','KtZNrnaFMHVhUFN', 'SU')
('AC22517-2022-11-02-5810','A323-14','zPTCSsiMqpFBYGma', 'LB')
('SL12058-2022-11-01-5688','S237-24','YUqAxcw', 'SU')
('AC22517-2022-11-01-5595','A311-15','MVLpdeojNU', 'UB')
('AC22517-2022-11-01-5619','A313-3','CfppfwkE', 'UB')
('AC04652-2022-11-02-5653','A315-1','cFmFcS', 'LB')
('AC12058-2022-11-01-5764','A321-4','HcFAXoy', 'UB')
('AC04652-2022-11-02-5655','A315-3','JKCjnHVHr', 'UB')
('AC22517-2022-11-01-5622','A313-6','oRPXWudInWsjcvlx', 'SU')
('AC22517-2022-11-01-5623','A313-7','WNwm', 'LB')
('AC04652-2022-11-01-5782','A322-4','RnSeKdRPcFh', 'UB')
('SL12058-2022-11-01-5722','S239-10','ZWhWaqf', 'MB')
('AC22517-2022-11-01-5625','A313-9','ynNZbbAtm', 'UB')
('SL12058-2022-11-01-5725','S239-13','hYMfwMOIlbBLjnTb', 'MB')
('SL04652-2022-11-01-5761','S241-1','gsTuZeEvvXLWx', 'LB')
('AC12058-2022-11-01-5772','A321-12','wSSyhEWpJTyNC', 'SU')
('SL22517-2022-11-02-5808','S242-24','azhlm', 'SU')
('AC22517-2022-11-02-5843','A325-11','TxZsgWEiQeW', 'SL')
('SL04652-2022-11-01-5769','S241-9','Omt', 'LB')
('SL22517-2022-11-01-5744','S240-8','FRoBIJ', 'SU')
('AC04652-2022-11-02-5682','A316-12','SJcHQ', 'SU')
('SL04652-2022-11-01-5786','S242-2','o', 'MB')
('AC04652-2022-11-02-5691','A317-3','yzTzjiDCg', 'UB')
('SL04652-2022-11-02-5747','S240-11','gfc', 'UB')
('AC04652-2022-11-01-5807','A323-11','iaAkbxJdAFck', 'SL')
('SL04652-2022-11-01-5793','S242-9','ciKUvbmdcwS', 'LB')
('AC12058-2022-11-01-5796','A322-18','SgkBRcvbkN', 'SU')
('AC04652-2022-11-01-5810','A323-14','Gbnf', 'LB')
('AC22517-2022-11-01-5664','A315-12','LduG', 'SU')
('AC04652-2022-11-02-5700','A317-12','AmPEZ', 'SU')
('AC12058-2022-11-01-5801','A323-5','oGxIQRuUlCd', 'SL')
('AC04652-2022-11-02-5703','A317-15','BtNouHTbxsQcoTKR', 'UB')
('SL04652-2022-11-02-5757','S240-21','gEIIsJRtRTS', 'MB')
('AC04652-2022-11-02-5704','A317-16','IJxeMRkBgLpMmPmA', 'UB')
('AC12058-2022-11-01-5803','A323-7','AWoTKfx', 'LB')
('AC22517-2022-11-02-5877','A327-9','egijfurf', 'UB')
('AC04652-2022-11-02-5706','A317-18','buNgTl', 'SU')
('AC04652-2022-11-02-5707','A318-1','yo', 'LB')
('SL22517-2022-11-02-5843','S244-11','HF', 'UB')
('AC04652-2022-11-01-5818','A324-4','xOJABSjNYcO', 'UB')
('SL04652-2022-11-02-5765','S241-5','rIiiCAXK', 'MB')
('SL04652-2022-11-01-5803','S242-19','VhVHqp', 'UB')
('SL12058-2022-11-01-5765','S241-5','RIHp', 'MB')
('SL04652-2022-11-02-5768','S241-8','QKIOL', 'SU')
('SL04652-2022-11-01-5804','S242-20','uknasPBnGu', 'LB')
('AC22517-2022-11-01-5677','A316-7','pZoQallGHpirHtY', 'LB')
('AC22517-2022-11-01-5678','A316-8','ixWUQcUtSGOZlzS', 'LB')
('SL22517-2022-11-02-5849','S244-17','yoQk', 'LB')
('AC12058-2022-11-01-5814','A323-18','pwkwRWkORovjsBCw', 'SU')
('AC04652-2022-11-01-5833','A325-1','CuFqMYkCh', 'LB')
('SL04652-2022-11-02-5776','S241-16','kWtRceYi', 'SU')
('AC04652-2022-11-02-5725','A319-1','f', 'LB')
('AC12058-2022-11-01-5819','A324-5','fIycSGh', 'SL')
('SL04652-2022-11-02-5778','S241-18','CunHBXfSwE', 'MB')
('SL22517-2022-11-01-5786','S242-2','m', 'MB')
('AC22517-2022-11-02-5940','A330-18','pmUIuIM', 'SU')
('SL04652-2022-11-02-5818','S243-10','GRjJC', 'MB')
('SL22517-2022-11-02-5905','S247-1','NucaIO', 'LB')
('AC12058-2022-11-01-5865','A326-15','GyMc', 'UB')
('SL04652-2022-11-01-5842','S244-10','fSvSajEkKmCKhRJq', 'MB')
('AC22517-2022-11-01-5739','A319-15','kawGnzUylOKemj', 'UB')
('SL12058-2022-11-01-5819','S243-11','ZmIxPTh', 'UB')
('SL04652-2022-11-02-5823','S243-15','OHYciADCE', 'SL')
('SL04652-2022-11-02-5824','S243-16','dPetnebfsEUJhdc', 'SU')
('AC12058-2022-11-01-5866','A326-16','btBwzbiavGTKZPUf', 'UB')
('AC04652-2022-11-02-5780','A322-2','fJbFtIgTvqR', 'LB')
('SL12058-2022-11-01-5822','S243-14','JSfJRJSKi', 'UB')
('SL04652-2022-11-02-5827','S243-19','Qw', 'UB')
('SL12058-2022-11-01-5823','S243-15','MXlhQY', 'SL')
('AC22517-2022-11-02-5949','A331-9','cozVbLrBjuaJWg', 'UB')
('SL12058-2022-11-01-5824','S243-16','dlvJkto', 'SU')
('AC22517-2022-11-02-5951','A331-11','gNCB', 'SL')
('SL12058-2022-11-01-5825','S243-17','SgbKgemYfo', 'LB')
('AC12058-2022-11-01-5876','A327-8','kascItsRBqah', 'LB')
('SL12058-2022-11-01-5828','S243-20','QvFM', 'LB')
('SL04652-2022-11-02-5832','S243-24','pDPcjbvYyNNtIj', 'SU')
('AC04652-2022-11-02-5785','A322-7','tfqCGpD', 'LB')
('AC22517-2022-11-02-5958','A331-18','NZvAQgNXQlVEa', 'SU')
('SL22517-2022-11-02-5952','S248-24','x', 'SU')
('SL04652-2022-11-02-5866','S245-10','t', 'MB')
('SL04652-2022-11-02-5870','S245-14','uxkh', 'UB')
('SL04652-2022-11-02-5871','S245-15','ARVVxGrntuHWC', 'SL')
('SL04652-2022-11-02-5873','S245-17','iriaUUuFquffSth', 'LB')
('SL22517-2022-11-02-5964','S249-12','EJ', 'LB')
('AC12058-2022-11-01-5924','A330-2','EuXfbNO', 'LB')
('AC04652-2022-11-02-5826','A324-12','Liv', 'SU')
('SL04652-2022-11-01-5889','S246-9','KxiqINibccdbpBx', 'LB')
('SL04652-2022-11-02-5881','S246-1','qHwtyoBDH', 'LB')
('AC12058-2022-11-01-5929','A330-7','BseHR', 'LB')
('SL22517-2022-11-01-5915','S247-11','HKetNvieDQDipe', 'UB')
('SL04652-2022-11-01-5933','S248-5','UPJeGnIXP', 'MB')
('SL04652-2022-11-01-5935','S248-7','f', 'SL')
('SL04652-2022-11-02-5936','S248-8','ti', 'SU')
('AC04652-2022-11-02-5885','A327-17','f', 'SL')
('SL22517-2022-11-02-6037','S252-13','FSfTQLhKmigAIt', 'MB')
('SL04652-2022-11-02-5941','S248-13','brbVZxYXIAT', 'MB')
('AC22517-2022-11-01-5859','A326-9','socYpReeCFZDqEK', 'UB')
('AC12058-2022-11-01-5987','A333-11','F', 'SL')
('AC22517-2022-11-01-5861','A326-11','xCGzXbmUrD', 'SL')
('AC22517-2022-11-01-5862','A326-12','vWPqsncqhyjBqjP', 'SU')
('AC04652-2022-11-02-5893','A328-7','KabuODgPT', 'LB')
('SL22517-2022-11-02-6042','S252-18','EZ', 'MB')
('AC22517-2022-11-01-5863','A326-13','PAk', 'LB')
('AC04652-2022-11-01-6021','A335-9','aVldcSuZbFSv', 'UB')
('AC04652-2022-11-01-6022','A335-10','JqsAQnTEtCvQEfU', 'UB')
('AC22517-2022-11-02-6060','A337-12','wtDLJ', 'SU')
('SL04652-2022-11-02-5947','S248-19','AcFdBIGFIVPdp', 'UB')
('SL12058-2022-11-01-5927','S247-23','QCUyvdgQNJzjJ', 'SL')
('AC12058-2022-11-01-5994','A333-18','bedjKm', 'SU')
('AC12058-2022-11-01-5995','A334-1','QiSWVpL', 'LB')
('AC04652-2022-11-02-5902','A328-16','bhKjmt', 'UB')
('AC22517-2022-11-02-6065','A337-17','cMOyuQalCOfkR', 'SL')
('AC22517-2022-11-02-6066','A337-18','ThQCjnHOJKi', 'SU')
('SL22517-2022-11-01-5933','S248-5','qYVnPxceDQBqxgYw', 'MB')
('SL04652-2022-11-02-5958','S249-6','zpAuDxL', 'UB')
('AC04652-2022-11-02-5906','A329-2','baiDle', 'LB')
('AC22517-2022-11-02-6070','A338-4','dhkRzNk', 'UB')
('AC04652-2022-11-01-6030','A335-18','OZxlRtredsJBZfZQ', 'SU')
('SL22517-2022-11-01-5944','S248-16','GLqjAZGOOqaZpJow', 'SU')
('SL22517-2022-11-02-6055','S253-7','CCGS', 'SL')
('AC12058-2022-11-01-6006','A334-12','tEbLTOyamNuiSKVM', 'SU')
('AC12058-2022-11-01-6007','A334-13','fosjYgpJN', 'LB')
('AC22517-2022-11-01-5889','A328-3','EZM', 'UB')
('SL04652-2022-11-02-5970','S249-18','oW', 'MB')
('SL22517-2022-11-01-5952','S248-24','XTSaFgom', 'SU')
('SL22517-2022-11-02-6064','S253-16','FhOJX', 'SU')
('SL22517-2022-11-01-5953','S249-1','nGrxOlArmNukG', 'LB')
('AC22517-2022-11-01-5896','A328-10','WqsP', 'UB')
('SL22517-2022-11-02-6069','S253-21','oPOenPg', 'MB')
('SL12058-2022-11-01-5954','S249-2','oNCEldiUmSKQ', 'MB')
('AC04652-2022-11-02-5925','A330-3','tKTuwVedILJaOW', 'UB')
('SL04652-2022-11-02-5976','S249-24','ZkXitDsyemb', 'SU')
('AC04652-2022-11-01-6052','A337-4','KivRIn', 'UB')
('SL04652-2022-11-01-5978','S250-2','juTAPSWUDMhw', 'MB')
('SL12058-2022-11-01-5958','S249-6','gTtnMWNQyB', 'UB')
('AC12058-2022-11-01-6027','A335-15','FTYDwdo', 'UB')
('AC22517-2022-11-01-5903','A328-17','WTarPrDUtQiwfOH', 'SL')
('AC04652-2022-11-01-6060','A337-12','xQNwUtCpOl', 'SU')
('SL22517-2022-11-02-6081','S254-9','fvOrYHFVEz', 'LB')
('SL12058-2022-11-01-5965','S249-13','UfAeAHMnjqNlbJ', 'MB')
('SL12058-2022-11-01-5966','S249-14','h', 'UB')
('AC22517-2022-11-02-6107','A340-5','RdJ', 'SL')
('SL04652-2022-11-02-5988','S250-12','nmiYUIneu', 'LB')
('SL12058-2022-11-01-5969','S249-17','LPRbOuiX', 'LB')
('SL12058-2022-11-01-5970','S249-18','qFxkQCDbakJptA', 'MB')
('SL22517-2022-11-01-5968','S249-16','V', 'SU')
