('AC12058-2022-11-01-9672','A538-6','IVQyAsy', 'SU')
('AC12058-2022-11-01-10291','A572-13','JZDdTzEnsI', 'LB')
('AC12058-2022-11-01-10292','A572-14','tEL', 'LB')
('AC04652-2022-11-01-10438','A580-16','IqjTgWGI', 'UB')
('AC22517-2022-11-02-10526','A585-14','ssKJwAAfi', 'LB')
('SL04652-2022-11-02-10381','S433-13','iXIovouWvY', 'MB')
('AC12058-2022-11-01-10293','A572-15','BkOOXvUdaG', 'UB')
('SL22517-2022-11-01-10391','S433-23','LeCEJVVTwIyfTKBU', 'SL')
('SL22517-2022-11-01-10392','S433-24','RoZSlN', 'SU')
('SL04652-2022-11-02-10383','S433-15','AWNWjMtpdylBmz', 'SL')
('SL22517-2022-11-01-10394','S434-2','FSaF', 'MB')
('SL22517-2022-11-01-10395','S434-3','kTLVUNZNvOO', 'UB')
('AC22517-2022-11-02-10529','A585-17','EZnmWMeaD', 'SL')
('SL04652-2022-11-02-10385','S433-17','KTpRMiY', 'LB')
('SL04652-2022-11-02-10386','S433-18','xJYtTuKnXXA', 'MB')
('SL04652-2022-11-01-10528','S439-16','kSIclCRnPl', 'SU')
('AC22517-2022-11-01-10311','A573-15','ZnMrBCEmkIj', 'UB')
('AC12058-2022-11-01-10296','A572-18','hZNrogFtiypBfgp', 'SU')
('SL04652-2022-11-02-10392','S433-24','CvwhLCPAvJvgFN', 'SU')
('AC12058-2022-11-01-10298','A573-2','DNJgfdvcZXhMvqPb', 'LB')
('AC22517-2022-11-02-10538','A586-8','mhAPPnP', 'LB')
('SL04652-2022-11-01-10530','S439-18','lXzgYgEYoVCi', 'MB')
('AC04652-2022-11-01-10449','A581-9','tjGuOB', 'UB')
('SL04652-2022-11-01-10532','S439-20','rFStjUohtAi', 'LB')
('AC04652-2022-11-02-10491','A583-15','mvNQWAW', 'UB')
('SL04652-2022-11-02-10395','S434-3','RquWPMkFZsAgJ', 'UB')
('SL22517-2022-11-02-10477','S437-13','Z', 'MB')
('SL12058-2022-11-01-10342','S431-22','RDol', 'UB')
('SL22517-2022-11-02-10478','S437-14','XEtVPGcIjXdP', 'UB')
('SL04652-2022-11-01-10535','S439-23','QtOjpeS', 'SL')
('AC04652-2022-11-01-10454','A581-14','xWiukAQLHbB', 'LB')
('SL22517-2022-11-01-10403','S434-11','DYk', 'UB')
('AC04652-2022-11-02-10494','A583-18','OMZpT', 'SU')
('AC22517-2022-11-02-10543','A586-13','w', 'LB')
('AC22517-2022-11-01-10316','A574-2','IpAEfRYPzoBHtFh', 'LB')
('SL22517-2022-11-02-10482','S437-18','KEfJpWzWJnCF', 'MB')
('SL22517-2022-11-01-10404','S434-12','fYKdWe', 'LB')
('SL04652-2022-11-01-10540','S440-4','UVGqtN', 'LB')
('SL22517-2022-11-02-10483','S437-19','QubTgypYHCWFGY', 'UB')
('SL22517-2022-11-02-10484','S437-20','OmeYlrbbIdeXos', 'LB')
('AC22517-2022-11-02-10548','A586-18','bKRhRvZTR', 'SU')
('AC22517-2022-11-01-10319','A574-5','g', 'SL')
('AC22517-2022-11-01-10320','A574-6','JdcbVm', 'SU')
('AC22517-2022-11-02-10550','A587-2','dS', 'LB')
('AC22517-2022-11-01-10322','A574-8','yjGvedD', 'LB')
('SL12058-2022-11-01-10349','S432-5','zbvuBU', 'MB')
('AC22517-2022-11-01-10323','A574-9','EfoxJctAEvix', 'UB')
('SL12058-2022-11-01-10350','S432-6','MhAxksAjreNnYx', 'UB')
('SL12058-2022-11-01-10351','S432-7','Y', 'SL')
('SL12058-2022-11-01-10352','S432-8','PBJaS', 'SU')
('AC22517-2022-11-01-10325','A574-11','bKQLZhPyrXaahLsJ', 'SL')
('AC04652-2022-11-02-10502','A584-8','sJlINE', 'LB')
('SL12058-2022-11-01-10354','S432-10','eYFWRoxF', 'MB')
('SL04652-2022-11-02-10409','S434-17','UmwhhXOgbzD', 'LB')
('SL22517-2022-11-01-10409','S434-17','gQHfOjL', 'LB')
('AC12058-2022-11-01-10306','A573-10','Z', 'UB')
('AC12058-2022-11-01-10307','A573-11','yOWwTjBLL', 'SL')
('SL04652-2022-11-02-10412','S434-20','GfkSYOAuhVdFLg', 'LB')
('AC04652-2022-11-02-10504','A584-10','cP', 'UB')
('AC22517-2022-11-01-10329','A574-15','VAshfPoytzGJw', 'UB')
('SL04652-2022-11-01-10547','S440-11','xXfg', 'UB')
('SL04652-2022-11-02-10417','S435-1','RV', 'LB')
('SL22517-2022-11-02-10493','S438-5','GN', 'MB')
('SL12058-2022-11-01-10363','S432-19','OZupnAuATYrSO', 'UB')
('SL22517-2022-11-01-10417','S435-1','zZHt', 'LB')
('AC04652-2022-11-01-10478','A583-2','vAuXYh', 'LB')
('SL12058-2022-11-01-10367','S432-23','qRZAkjllhDOlT', 'SL')
('AC22517-2022-11-02-10558','A587-10','kqhEMzEEX', 'UB')
('AC04652-2022-11-02-10510','A584-16','PgRf', 'UB')
('SL22517-2022-11-01-10420','S435-4','RoQxdTF', 'LB')
('AC22517-2022-11-02-10559','A587-11','wNzryMzmJMbW', 'SL')
('AC22517-2022-11-01-10339','A575-7','sdA', 'LB')
('SL04652-2022-11-02-10418','S435-2','guqLQLN', 'MB')
('AC22517-2022-11-02-10560','A587-12','HCeMGIgQyVYG', 'SU')
('AC12058-2022-11-01-10318','A574-4','JD', 'UB')
('SL22517-2022-11-02-10496','S438-8','YF', 'SU')
('SL04652-2022-11-02-10420','S435-4','YmcoCdtE', 'LB')
('AC22517-2022-11-01-10345','A575-13','ca', 'LB')
('SL04652-2022-11-01-10556','S440-20','kLhgYD', 'LB')
('SL22517-2022-11-01-10427','S435-11','VCUfheKxqDr', 'UB')
('AC04652-2022-11-01-10484','A583-8','FQzNv', 'LB')
('SL12058-2022-11-01-10376','S433-8','zTZJPqub', 'SU')
('SL22517-2022-11-02-10502','S438-14','WENMWNfBL', 'UB')
('SL04652-2022-11-01-10560','S440-24','THmgBWvMxEQjwO', 'SU')
('SL04652-2022-11-01-10561','S441-1','eTyoewjGOpkwj', 'LB')
('SL12058-2022-11-01-10381','S433-13','VAgupd', 'MB')
('SL22517-2022-11-02-10503','S438-15','WrBHQvOyWsSG', 'SL')
('AC04652-2022-11-02-10516','A585-4','vlfYoC', 'UB')
('SL04652-2022-11-02-10430','S435-14','CVNkBc', 'UB')
('SL12058-2022-11-01-10383','S433-15','V', 'SL')
('SL04652-2022-11-01-10562','S441-2','gdCsn', 'MB')
('SL22517-2022-11-01-10429','S435-13','MnDcAzCnby', 'MB')
('AC22517-2022-11-02-10564','A587-16','hqRSIjQ', 'UB')
('SL12058-2022-11-01-10386','S433-18','VTvARvml', 'MB')
('SL12058-2022-11-01-10387','S433-19','kCrqLUcb', 'UB')
('AC22517-2022-11-01-10351','A576-1','cXS', 'LB')
('SL04652-2022-11-02-10437','S435-21','M', 'MB')
('AC22517-2022-11-02-10566','A587-18','t', 'SU')
('AC04652-2022-11-02-10521','A585-9','aNJyNt', 'UB')
('SL04652-2022-11-01-10567','S441-7','ZjcM', 'SL')
('SL04652-2022-11-02-10441','S436-1','ijQMrujTpbn', 'LB')
('AC12058-2022-11-01-10326','A574-12','vRZUsxhPez', 'SU')
('SL22517-2022-11-02-10510','S438-22','a', 'UB')
('SL22517-2022-11-01-10432','S435-16','XBcpQejw', 'SU')
('AC22517-2022-11-02-10569','A588-3','dBzic', 'UB')
('AC22517-2022-11-01-10352','A576-2','pTKQADwmPbi', 'LB')
('AC22517-2022-11-01-10353','A576-3','XUjkdlVc', 'UB')
('AC12058-2022-11-01-10327','A574-13','bfKPA', 'LB')
('AC22517-2022-11-01-10355','A576-5','yABHxaIzLreW', 'SL')
('SL12058-2022-11-01-10390','S433-22','UdFrnZHlVAwfZ', 'UB')
('AC12058-2022-11-01-10329','A574-15','piWmcYuYlQRGFiH', 'UB')
('SL04652-2022-11-01-10571','S441-11','EDyXaOwN', 'UB')
('AC04652-2022-11-01-10503','A584-9','yioKEg', 'UB')
('SL04652-2022-11-01-10572','S441-12','ziJicqDxJgCRcXtG', 'LB')
('AC12058-2022-11-01-10334','A575-2','bPbgeu', 'LB')
('AC12058-2022-11-01-10335','A575-3','nZcvh', 'UB')
('AC22517-2022-11-02-10574','A588-8','pWMXcckXU', 'LB')
('AC04652-2022-11-02-10528','A585-16','mNXUmbJn', 'UB')
('SL12058-2022-11-01-10396','S434-4','DTfRhcmrQ', 'LB')
('AC22517-2022-11-02-10575','A588-9','MQoWBNbzjhL', 'UB')
('SL22517-2022-11-01-10446','S436-6','HukYVUhXQGJooq', 'UB')
('SL12058-2022-11-01-10403','S434-11','eEkG', 'UB')
('SL04652-2022-11-02-10452','S436-12','TIEtBpThmizAz', 'LB')
('SL12058-2022-11-01-10405','S434-13','soExnlPqBQGb', 'MB')
('SL12058-2022-11-01-10406','S434-14','JWsArqCH', 'UB')
('AC12058-2022-11-01-10345','A575-13','gCJGk', 'LB')
('SL22517-2022-11-01-10450','S436-10','ayjE', 'MB')
('SL04652-2022-11-01-10576','S441-16','Owr', 'SU')
('SL04652-2022-11-01-10577','S441-17','KgFxI', 'LB')
('AC12058-2022-11-01-10349','A575-17','VrSdVQwelIpCwbc', 'SL')
('SL22517-2022-11-02-10518','S439-6','MbvxNgxaBuliyil', 'UB')
('AC04652-2022-11-02-10541','A586-11','zSY', 'SL')
('AC22517-2022-11-02-10581','A588-15','LdYw', 'UB')
('SL12058-2022-11-01-10411','S434-19','FvgdyXAhEf', 'UB')
('SL04652-2022-11-02-10455','S436-15','YhmYuf', 'SL')
('AC22517-2022-11-02-10583','A588-17','cvj', 'SL')
('SL22517-2022-11-02-10521','S439-9','WZnAnMGwdPneRhNM', 'LB')
('SL12058-2022-11-01-10412','S434-20','gNxtIS', 'LB')
('AC12058-2022-11-01-10352','A576-2','hpLh', 'LB')
('SL22517-2022-11-01-10452','S436-12','DvrVgoLPjPPogJ', 'LB')
('SL12058-2022-11-01-10414','S434-22','NrxC', 'UB')
('AC04652-2022-11-02-10548','A586-18','ANHvog', 'SU')
('AC12058-2022-11-01-10357','A576-7','ebjYeYz', 'LB')
('SL22517-2022-11-02-10526','S439-14','heRXjEDFgcrsGWJ', 'UB')
('AC12058-2022-11-01-10359','A576-9','KJdyCjo', 'UB')
('AC04652-2022-11-02-10552','A587-4','QvsEOgOfewmqEomJ', 'UB')
('AC22517-2022-11-01-10387','A578-1','irLRcRow', 'LB')
('SL04652-2022-11-02-10463','S436-23','sPFQBIQiIGjsD', 'SL')
('AC12058-2022-11-01-10367','A576-17','QNP', 'SL')
('AC04652-2022-11-02-10555','A587-7','wwMzltQIgQEWBv', 'LB')
('AC22517-2022-11-02-10595','A589-11','pQjhfGZAS', 'SL')
('AC04652-2022-11-02-10557','A587-9','etBw', 'UB')
('SL04652-2022-11-02-10465','S437-1','iWB', 'LB')
('SL22517-2022-11-02-10535','S439-23','E', 'SL')
('AC12058-2022-11-01-10372','A577-4','WuEomWHiCdF', 'UB')
('SL22517-2022-11-01-10461','S436-21','Otxhey', 'MB')
('SL22517-2022-11-01-10462','S436-22','KdcqUZpHHesaPryz', 'UB')
('SL22517-2022-11-02-10536','S439-24','yexP', 'SU')
('SL04652-2022-11-01-10595','S442-11','hBsLbaHiurwVs', 'UB')
('AC04652-2022-11-01-10528','A585-16','J', 'UB')
('SL22517-2022-11-01-10465','S437-1','xbWjmjnaHAk', 'LB')
('AC22517-2022-11-01-10397','A578-11','hgSBgsLDga', 'SL')
('SL04652-2022-11-01-10600','S442-16','IsduJeIdcPntvkQ', 'SU')
('SL04652-2022-11-01-10601','S442-17','D', 'LB')
('AC04652-2022-11-02-10565','A587-17','dJqHtzgTIF', 'SL')
('SL04652-2022-11-02-10478','S437-14','lpvzXXQFI', 'UB')
('SL12058-2022-11-01-10428','S435-12','DiZ', 'LB')
('SL12058-2022-11-01-10429','S435-13','qYbsUtSr', 'MB')
('SL04652-2022-11-02-10479','S437-15','gRxWUipAhRMK', 'SL')
('SL04652-2022-11-02-10480','S437-16','VVJhbaiIzTxeRP', 'SU')
('SL22517-2022-11-02-10540','S440-4','LLuQxiUTvoAu', 'LB')
('AC12058-2022-11-01-10380','A577-12','xxNsfSXwTVS', 'SU')
('AC04652-2022-11-01-10534','A586-4','zxXLMWtC', 'UB')
('AC12058-2022-11-01-10381','A577-13','bgBJA', 'LB')
('AC12058-2022-11-01-10382','A577-14','AbHUDjFYndraXj', 'LB')
('AC22517-2022-11-02-10604','A590-2','dZzfTDQ', 'LB')
('SL12058-2022-11-01-10435','S435-19','FOsWwxsOjnlKzHpJ', 'UB')
('SL04652-2022-11-01-10608','S442-24','wT', 'SU')
('AC22517-2022-11-01-10405','A579-1','bpEYBNN', 'LB')
('AC12058-2022-11-01-10386','A577-18','zRzb', 'SU')
('SL04652-2022-11-01-10611','S443-3','XNUqMCDIDXpRdt', 'UB')
('AC04652-2022-11-02-10569','A588-3','OCNerdcNkCHM', 'UB')
('AC04652-2022-11-02-10570','A588-4','IkaXUCr', 'UB')
('AC22517-2022-11-01-10406','A579-2','Pzd', 'LB')
('AC04652-2022-11-01-10538','A586-8','C', 'LB')
('AC22517-2022-11-02-10606','A590-4','Awv', 'UB')
('SL12058-2022-11-01-10441','S436-1','GCtHtKlIvuk', 'LB')
('AC04652-2022-11-02-10574','A588-8','YSpYwKpGQpwR', 'LB')
('AC22517-2022-11-01-10410','A579-6','xNaGxQfxksSMZNim', 'SU')
('AC22517-2022-11-01-10411','A579-7','GsqNeLdi', 'LB')
('AC04652-2022-11-02-10575','A588-9','DtcrqsBjbMTfVTy', 'UB')
('SL04652-2022-11-02-10490','S438-2','QdpDbyXALnQ', 'MB')
('SL22517-2022-11-01-10481','S437-17','HZWaXtzoHzVA', 'LB')
('AC04652-2022-11-02-10577','A588-11','uLLlxHjVTvNtBi', 'SL')
('AC22517-2022-11-02-10612','A590-10','TLpUw', 'UB')
('AC12058-2022-11-01-10396','A578-10','BaNMnjEMBY', 'UB')
('SL04652-2022-11-01-10621','S443-13','jzVLpJmomEIYwBY', 'MB')
('AC04652-2022-11-02-10581','A588-15','EAPm', 'UB')
('SL22517-2022-11-02-10550','S440-14','QP', 'UB')
('AC04652-2022-11-02-10582','A588-16','wejVfXPbwsybu', 'UB')
('AC12058-2022-11-01-10400','A578-14','V', 'LB')
('SL04652-2022-11-02-10494','S438-6','lq', 'UB')
('AC04652-2022-11-01-10553','A587-5','sXOHm', 'SL')
('AC12058-2022-11-01-10401','A578-15','KVdchwu', 'UB')
('SL04652-2022-11-02-10498','S438-10','MBj', 'MB')
('AC22517-2022-11-02-10615','A590-13','WKKvFFv', 'LB')
('SL22517-2022-11-01-10488','S437-24','SvdNmSTz', 'SU')
('AC04652-2022-11-02-10589','A589-5','UgiOxkGikSYx', 'SL')
('SL22517-2022-11-02-10556','S440-20','AL', 'LB')
('AC22517-2022-11-01-10420','A579-16','TguKv', 'UB')
('AC04652-2022-11-02-10591','A589-7','MChQriKKhMJTJyOF', 'LB')
('SL22517-2022-11-02-10558','S440-22','LjALTM', 'UB')
('AC22517-2022-11-01-10423','A580-1','PzpcfXVh', 'LB')
('AC04652-2022-11-02-10593','A589-9','OCBekbtSLNqV', 'UB')
('SL22517-2022-11-02-10564','S441-4','lnOVq', 'LB')
('AC04652-2022-11-01-10561','A587-13','zKwv', 'LB')
('AC04652-2022-11-02-10595','A589-11','jAgJA', 'SL')
('AC12058-2022-11-01-10413','A579-9','DzxhjYc', 'UB')
('SL04652-2022-11-02-10505','S438-17','u', 'LB')
('AC04652-2022-11-02-10597','A589-13','lPwpGOXECrXj', 'LB')
('AC04652-2022-11-01-10563','A587-15','VaJgZI', 'UB')
('AC22517-2022-11-02-10623','A591-3','jjqeLZY', 'UB')
('AC04652-2022-11-01-10564','A587-16','xbUVIwIcSmB', 'UB')
('SL12058-2022-11-01-10461','S436-21','RwyRdNooSDaLu', 'MB')
('AC04652-2022-11-02-10599','A589-15','ROJaaTfT', 'UB')
('SL04652-2022-11-02-10512','S438-24','qQ', 'SU')
('AC04652-2022-11-01-10566','A587-18','tqNVGEmkT', 'SU')
('AC22517-2022-11-01-10428','A580-6','vqx', 'SU')
('SL22517-2022-11-01-10495','S438-7','HsiDYsALoC', 'SL')
('AC04652-2022-11-02-10604','A590-2','TfVfbUHMtab', 'LB')
('AC04652-2022-11-02-10607','A590-5','KqYvBksFdayd', 'SL')
('AC12058-2022-11-01-10416','A579-12','qLIvCuSxPXZJ', 'SU')
('AC22517-2022-11-01-10430','A580-8','yzeyU', 'LB')
('AC04652-2022-11-01-10568','A588-2','FZdbjXRiigRDejxD', 'LB')
('SL22517-2022-11-02-10572','S441-12','hqjrVQWk', 'LB')
('SL04652-2022-11-02-10516','S439-4','hb', 'LB')
('SL22517-2022-11-01-10501','S438-13','gRnVRk', 'MB')
('AC12058-2022-11-01-10420','A579-16','ITBGyjEcXWbyWQ', 'UB')
('SL22517-2022-11-02-10574','S441-14','JMg', 'UB')
('AC22517-2022-11-02-10633','A591-13','CgpBqByPtakGy', 'LB')
('AC04652-2022-11-02-10610','A590-8','LD', 'LB')
('AC04652-2022-11-01-10573','A588-7','IoryCuCJBOMsQWp', 'LB')
('AC12058-2022-11-01-10424','A580-2','EAekXsUyQdjA', 'LB')
('SL22517-2022-11-01-10509','S438-21','sXoF', 'MB')
('AC04652-2022-11-01-10576','A588-10','SbsTvVcjztCj', 'UB')
('AC22517-2022-11-02-10638','A591-18','dzeONPlBWQ', 'SU')
('AC04652-2022-11-02-10613','A590-11','QlyuiSE', 'SL')
('SL22517-2022-11-01-10512','S438-24','MauMjJuUd', 'SU')
('SL22517-2022-11-01-10513','S439-1','SfJeKPR', 'LB')
('AC04652-2022-11-01-10579','A588-13','JtwHIrKMqraixX', 'LB')
('AC04652-2022-11-02-10615','A590-13','hMXC', 'LB')
('AC12058-2022-11-01-10433','A580-11','PgCKUnKa', 'SL')
('AC12058-2022-11-01-10434','A580-12','nSjYEtbJp', 'SU')
('SL22517-2022-11-01-10517','S439-5','BwExnnMebNLhPq', 'MB')
('AC04652-2022-11-02-10622','A591-2','NfseilpqDocKDIR', 'LB')
('AC12058-2022-11-01-10443','A581-3','YUpgQTCqYBfEU', 'UB')
('SL04652-2022-11-01-10648','S444-16','ceVeVCk', 'SU')
('AC22517-2022-11-02-10643','A592-5','RSEOo', 'SL')
('SL12058-2022-11-01-10479','S437-15','ANveFsaslu', 'SL')
('AC12058-2022-11-01-10446','A581-6','HNXgTa', 'SU')
('SL12058-2022-11-01-10480','S437-16','JBZPnvBUGKtP', 'SU')
('SL22517-2022-11-02-10590','S442-6','bPQPTbJuARxGswph', 'UB')
('AC12058-2022-11-01-10447','A581-7','bGWjOrlhf', 'LB')
('AC04652-2022-11-02-10628','A591-8','WIyhtBRjB', 'LB')
('AC22517-2022-11-01-10443','A581-3','GEh', 'UB')
('AC22517-2022-11-02-10647','A592-9','MQV', 'UB')
('SL04652-2022-11-01-10657','S445-1','CrDuNb', 'LB')
('AC12058-2022-11-01-10448','A581-8','ypZtLmoMuvK', 'LB')
('SL22517-2022-11-01-10523','S439-11','uLcGwkbfTQ', 'UB')
('AC22517-2022-11-01-10445','A581-5','PVtgqcUEPKtg', 'SL')
('SL22517-2022-11-02-10593','S442-9','jDXV', 'LB')
('AC22517-2022-11-01-10446','A581-6','ICuR', 'SU')
('SL04652-2022-11-02-10531','S439-19','eVJLtPAnTcEBZ', 'UB')
('SL22517-2022-11-01-10528','S439-16','HfbD', 'SU')
('AC12058-2022-11-01-10450','A581-10','KrCbUaiLKPrvqmUk', 'UB')
('SL04652-2022-11-02-10534','S439-22','HzBwIRG', 'UB')
('AC22517-2022-11-01-10448','A581-8','rCaoI', 'LB')
('AC04652-2022-11-01-10588','A589-4','YmuzjJVlTOtjEG', 'UB')
('SL04652-2022-11-01-10665','S445-9','mBlQOJdaZIIuebtf', 'LB')
('AC12058-2022-11-01-10452','A581-12','ZGeM', 'SU')
('AC22517-2022-11-02-10656','A592-18','PjUCM', 'SU')
('SL22517-2022-11-01-10532','S439-20','ztj', 'LB')
('SL04652-2022-11-02-10535','S439-23','UGxu', 'SL')
('SL04652-2022-11-02-10536','S439-24','pBkQmJoAOkcz', 'SU')
('AC04652-2022-11-01-10592','A589-8','mOCMyGoZYuuB', 'LB')
('SL04652-2022-11-01-10668','S445-12','pkdDBuEpknjlMj', 'LB')
('AC04652-2022-11-01-10593','A589-9','TFKSOeQ', 'UB')
('SL04652-2022-11-01-10671','S445-15','gnNj', 'SL')
('SL04652-2022-11-01-10672','S445-16','TxTBbV', 'SU')
('AC22517-2022-11-01-10451','A581-11','mFnqqNAzssh', 'SL')
('SL12058-2022-11-01-10497','S438-9','GppcVwGqdP', 'LB')
('SL04652-2022-11-01-10673','S445-17','lBLh', 'LB')
('SL04652-2022-11-02-10544','S440-8','zXpPlUxEn', 'SU')
('SL22517-2022-11-01-10538','S440-2','Isaf', 'MB')
('AC22517-2022-11-02-10663','A593-7','yyvM', 'LB')
('SL22517-2022-11-01-10539','S440-3','qfNbnJKSVfySKg', 'UB')
('AC12058-2022-11-01-10464','A582-6','M', 'SU')
('SL12058-2022-11-01-10500','S438-12','VDuUAYCJLptzUO', 'LB')
('SL22517-2022-11-02-10603','S442-19','GtPSImv', 'UB')
('SL12058-2022-11-01-10501','S438-13','LzMSUnQvkj', 'MB')
('AC22517-2022-11-01-10459','A582-1','JlOut', 'LB')
('AC22517-2022-11-02-10664','A593-8','yTEmQNtJRlhTiZuY', 'LB')
('SL04652-2022-11-02-10548','S440-12','jq', 'LB')
('SL12058-2022-11-01-10502','S438-14','yqDhpEpLbA', 'UB')
('AC04652-2022-11-01-10597','A589-13','GHgMyJVCxp', 'LB')
('AC12058-2022-11-01-10469','A582-11','sE', 'SL')
('SL04652-2022-11-02-10551','S440-15','krhMVko', 'SL')
('AC04652-2022-11-01-10599','A589-15','uDP', 'UB')
('SL12058-2022-11-01-10506','S438-18','uNOnBPnBtwXVZ', 'MB')
('SL22517-2022-11-01-10545','S440-9','SAiLFYyzeszzPI', 'LB')
('AC04652-2022-11-01-10600','A589-16','dniZpeNZiu', 'UB')
('AC04652-2022-11-01-10601','A589-17','o', 'SL')
('AC22517-2022-11-02-10668','A593-12','bRiCmWtAFfFNwzNj', 'SU')
('AC22517-2022-11-01-10463','A582-5','RReBOKDumvETqtI', 'SL')
('SL04652-2022-11-02-10553','S440-17','wFbWg', 'LB')
('AC12058-2022-11-01-10470','A582-12','gZicl', 'SU')
('AC04652-2022-11-01-10603','A590-1','BVyjOo', 'LB')
('AC12058-2022-11-01-10471','A582-13','pWc', 'LB')
('AC22517-2022-11-02-10669','A593-13','pAkOZqfjXafQD', 'LB')
('AC12058-2022-11-01-10472','A582-14','SMEdxTYEYyQJcp', 'LB')
('AC12058-2022-11-01-10473','A582-15','v', 'UB')
('AC12058-2022-11-01-10475','A582-17','shtdjexq', 'SL')
('AC04652-2022-11-01-10605','A590-3','nLhqDxkBcpNg', 'UB')
('SL04652-2022-11-01-10692','S446-12','tUVVUIDNjy', 'LB')
('AC04652-2022-11-01-10606','A590-4','wrOqRmacsJt', 'UB')
('SL04652-2022-11-01-10693','S446-13','jooxZmasamBv', 'MB')
('SL12058-2022-11-01-10513','S439-1','jfoXddhCDtxZ', 'LB')
('SL12058-2022-11-01-10514','S439-2','x', 'MB')
('AC22517-2022-11-02-10672','A593-16','om', 'UB')
('AC04652-2022-11-02-10649','A592-11','fUBpvQo', 'SL')
('SL22517-2022-11-02-10612','S443-4','OMUPsvSlEBtO', 'LB')
('SL22517-2022-11-02-10613','S443-5','QnCqwT', 'MB')
('AC04652-2022-11-02-10651','A592-13','cmRESXggoJPahfd', 'LB')
('SL12058-2022-11-01-10515','S439-3','b', 'UB')
('SL12058-2022-11-01-10516','S439-4','bhquwXBwEm', 'LB')
('AC04652-2022-11-02-10653','A592-15','mOY', 'UB')
('AC22517-2022-11-01-10476','A582-18','STJeAUlyvzIK', 'SU')
('SL04652-2022-11-01-10696','S446-16','RHBJAddooesRwhHx', 'SU')
('SL04652-2022-11-01-10697','S446-17','DWt', 'LB')
('AC12058-2022-11-01-10476','A582-18','AczyLOjguF', 'SU')
('SL22517-2022-11-02-10617','S443-9','PhcBncJ', 'LB')
('AC22517-2022-11-02-10681','A594-7','WJKuSrxl', 'LB')
('AC22517-2022-11-01-10477','A583-1','JwzwHmg', 'LB')
('SL22517-2022-11-01-10554','S440-18','TFyIKqyREOMJjvUg', 'MB')
('AC22517-2022-11-01-10478','A583-2','NPoZXS', 'LB')
('SL04652-2022-11-02-10565','S441-5','tF', 'MB')
('AC22517-2022-11-01-10479','A583-3','RQzAEyOSvODf', 'UB')
('SL04652-2022-11-02-10566','S441-6','E', 'UB')
('SL04652-2022-11-02-10568','S441-8','UvAgkreWU', 'SU')
('AC12058-2022-11-01-10479','A583-3','NexgbWB', 'UB')
('SL04652-2022-11-02-10570','S441-10','QtFaTDLNn', 'MB')
('SL12058-2022-11-01-10522','S439-10','rjmyRaQGWLusxu', 'MB')
('AC22517-2022-11-01-10483','A583-7','xXYMJzt', 'LB')
('AC04652-2022-11-01-10616','A590-14','wAF', 'LB')
('AC22517-2022-11-02-10688','A594-14','vKvOYQFnLcQyEGw', 'LB')
('SL04652-2022-11-01-10704','S446-24','MREbnBxWO', 'SU')
('AC12058-2022-11-01-10483','A583-7','ptqJwQHOz', 'LB')
('AC22517-2022-11-01-10487','A583-11','FCNufCRkJl', 'SL')
('AC04652-2022-11-02-10659','A593-3','McgqwMo', 'UB')
('AC04652-2022-11-01-10618','A590-16','UErOWbequPKAUc', 'UB')
('SL04652-2022-11-01-10705','S447-1','zvv', 'LB')
('SL22517-2022-11-01-10560','S440-24','dLCMfJfhmY', 'SU')
('SL22517-2022-11-02-10624','S443-16','w', 'SU')
('SL04652-2022-11-02-10576','S441-16','puaKpzFcVBe', 'SU')
('AC22517-2022-11-02-10692','A594-18','zvtIBacxYiAym', 'SU')
('SL04652-2022-11-02-10577','S441-17','jOVwKh', 'LB')
('AC12058-2022-11-01-10493','A583-17','uWMfUQqpqGK', 'SL')
('AC04652-2022-11-02-10663','A593-7','kVJP', 'LB')
('AC12058-2022-11-01-10494','A583-18','IVJivXLYIk', 'SU')
('AC22517-2022-11-02-10697','A595-5','KiJBtDZVwiZssGC', 'SL')
('SL12058-2022-11-01-10527','S439-15','Ls', 'SL')
('AC04652-2022-11-01-10625','A591-5','wWGgvitQpUgJ', 'SL')
('SL22517-2022-11-02-10628','S443-20','LlMeBCkONFTh', 'LB')
('AC04652-2022-11-02-10666','A593-10','QAZUcaPRvYL', 'UB')
('AC04652-2022-11-01-10629','A591-9','nGnwjZkRbka', 'UB')
('AC04652-2022-11-01-10630','A591-10','ltjzUagaaflH', 'UB')
('SL22517-2022-11-01-10567','S441-7','gdsfGomkUji', 'SL')
('SL22517-2022-11-01-10568','S441-8','EXxOvyqljHxa', 'SU')
('SL22517-2022-11-02-10630','S443-22','XPflcGMCfAw', 'UB')
('SL22517-2022-11-02-10631','S443-23','n', 'SL')
('SL04652-2022-11-01-10715','S447-11','RmLjxGFddxI', 'UB')
('SL04652-2022-11-01-10716','S447-12','loWKcQgVw', 'LB')
('AC12058-2022-11-01-10499','A584-5','GjsAqWEnwxCiwe', 'SL')
('AC04652-2022-11-01-10635','A591-15','xoYWj', 'UB')
('AC04652-2022-11-01-10636','A591-16','PBXXWazAHFJjN', 'UB')
('AC22517-2022-11-01-10501','A584-7','NErXqxsCKLrhMJ', 'LB')
('SL22517-2022-11-01-10571','S441-11','NxGIz', 'UB')
('AC12058-2022-11-01-10503','A584-9','crKKAmkfkPsQS', 'UB')
('SL22517-2022-11-02-10633','S444-1','obsyRsNInL', 'LB')
