('AC12058-2022-11-01-1234','A69-10','gk', 'UB')
('SL12058-2022-11-01-10550','S440-14','ToZMPzMZWKa', 'UB')
('SL04652-2022-11-02-10713','S447-9','EsnyjkXZTixd', 'LB')
('AC04652-2022-11-02-10800','A600-18','eOfltkERIEypVfzy', 'SU')
('AC22517-2022-11-02-10825','A602-7','waFaKAr', 'LB')
('AC04652-2022-11-01-10976','A610-14','Srd', 'LB')
('AC04652-2022-11-02-10811','A601-11','Kh', 'SL')
('SL04652-2022-11-01-10702','S446-22','qfjjPaGoyIU', 'UB')
('SL22517-2022-11-01-10631','S443-23','zVkpl', 'SL')
('SL12058-2022-11-01-10584','S441-24','MYmqgDHDCPYOmcV', 'SU')
('AC22517-2022-11-01-10815','A601-15','tEICXtCBnCTwAc', 'UB')
('SL04652-2022-11-01-10708','S447-4','vaZQWOzl', 'LB')
('SL04652-2022-11-02-10742','S448-14','JXnaOY', 'UB')
('SL22517-2022-11-02-10774','S449-22','mUGtyXzTrx', 'UB')
('AC04652-2022-11-01-11032','A613-16','n', 'UB')
('AC22517-2022-11-02-10899','A606-9','zDNIM', 'UB')
('AC12058-2022-11-01-10882','A605-10','dJuqQdghGPn', 'UB')
('SL04652-2022-11-01-10767','S449-15','JtdUOFeSErPC', 'SL')
('AC22517-2022-11-01-10886','A605-14','nyGbaZFrG', 'LB')
('SL22517-2022-11-02-10786','S450-10','NiNhTEr', 'MB')
('SL12058-2022-11-01-10665','S445-9','zrdCeKqSfqBOkBF', 'LB')
('SL04652-2022-11-01-10778','S450-2','QcFUm', 'MB')
('AC22517-2022-11-01-10898','A606-8','AXiCKk', 'LB')
('SL22517-2022-11-01-10748','S448-20','YmmSrsvLTpgbuS', 'LB')
('AC22517-2022-11-02-10953','A609-9','kNsEnWo', 'UB')
('SL04652-2022-11-01-10830','S452-6','tJQDh', 'UB')
('AC04652-2022-11-02-10962','A609-18','pkZP', 'SU')
('AC22517-2022-11-02-10955','A609-11','U', 'SL')
('AC12058-2022-11-01-10948','A609-4','wzOEJ', 'UB')
('AC04652-2022-11-01-11106','A617-18','ooOybGhifC', 'SU')
('SL04652-2022-11-01-10834','S452-10','LKGARwavIawewQOW', 'MB')
('SL22517-2022-11-02-10877','S454-5','xcWVJ', 'MB')
('AC22517-2022-11-01-10971','A610-9','Mr', 'UB')
('SL04652-2022-11-02-10894','S454-22','SsZ', 'UB')
('SL04652-2022-11-01-10862','S453-14','dBj', 'UB')
('AC04652-2022-11-01-11145','A620-3','eE', 'UB')
('SL22517-2022-11-01-10802','S451-2','n', 'MB')
('AC04652-2022-11-01-11146','A620-4','awDuvOJCuPoeqL', 'UB')
('SL22517-2022-11-02-10890','S454-18','bMwsZgkPVfCTpvE', 'MB')
('SL04652-2022-11-01-10883','S454-11','MUIt', 'UB')
('AC04652-2022-11-01-11148','A620-6','VnjoT', 'SU')
('AC04652-2022-11-02-11009','A612-11','rXKYZJ', 'SL')
('AC12058-2022-11-01-10997','A611-17','YYdHcCUuOvNlw', 'SL')
('SL22517-2022-11-01-10855','S453-7','UK', 'SL')
('AC12058-2022-11-01-11051','A614-17','gwPglPBrWoy', 'SL')
('AC22517-2022-11-02-11040','A614-6','iPWaCmPxGAqle', 'SU')
('AC04652-2022-11-01-11204','A623-8','rVDezPp', 'LB')
('SL04652-2022-11-01-10969','S458-1','TuVpNPbBLAMerVAn', 'LB')
('AC12058-2022-11-01-11083','A616-13','VyBkUTjvm', 'LB')
('AC22517-2022-11-01-11070','A615-18','ApfsohWqHy', 'SU')
('AC04652-2022-11-02-11091','A617-3','iNjTU', 'UB')
('AC22517-2022-11-01-11072','A616-2','KljuRA', 'LB')
('SL04652-2022-11-02-11000','S459-8','lPQMqyRxjBQw', 'SU')
('SL04652-2022-11-01-10972','S458-4','cHmzeFf', 'LB')
('SL12058-2022-11-01-10845','S452-21','FChrMDsII', 'MB')
('AC04652-2022-11-01-11228','A624-14','sjV', 'LB')
('SL04652-2022-11-01-10976','S458-8','fgWq', 'SU')
('AC04652-2022-11-01-11234','A625-2','JMVBWuzMlGe', 'LB')
('SL12058-2022-11-01-10871','S453-23','ZdhgNOme', 'SL')
('AC04652-2022-11-01-11259','A626-9','suQYO', 'UB')
('AC04652-2022-11-01-11261','A626-11','cgluvLd', 'SL')
('AC22517-2022-11-01-11108','A618-2','UQ', 'LB')
('AC04652-2022-11-01-11264','A626-14','XTPki', 'LB')
('AC04652-2022-11-01-11267','A626-17','aeLEkBrLRA', 'SL')
('SL12058-2022-11-01-10876','S454-4','DKnpSBetwdNqEFQ', 'LB')
('SL12058-2022-11-01-10877','S454-5','Rl', 'MB')
('AC04652-2022-11-01-11271','A627-3','vUiSPjJQTqr', 'UB')
('AC04652-2022-11-02-11138','A619-14','sliPFpbHzfO', 'LB')
('SL04652-2022-11-01-11066','S462-2','zqCHuG', 'MB')
('SL04652-2022-11-01-11067','S462-3','sshtQAbBeDQYhcfN', 'UB')
('AC04652-2022-11-01-11354','A631-14','wHhGtT', 'LB')
('AC12058-2022-11-01-11202','A623-6','SZgHTilpNAzfT', 'SU')
('AC22517-2022-11-02-11154','A620-12','mhcOBR', 'SU')
('SL04652-2022-11-02-11110','S463-22','tOJqSyaUZzDQcXIc', 'UB')
('SL12058-2022-11-01-10983','S458-15','CIeszGqVcCBiiQX', 'SL')
('SL22517-2022-11-02-11113','S464-1','UaDqRZcftGnGehl', 'LB')
('AC22517-2022-11-02-11180','A622-2','TnmP', 'LB')
('SL22517-2022-11-01-11045','S461-5','jbnuZkLO', 'MB')
('SL04652-2022-11-01-11113','S464-1','U', 'LB')
('AC04652-2022-11-02-11297','A628-11','PBbWCozzOrwpoD', 'SL')
('AC12058-2022-11-01-11304','A628-18','QorKSpUyAgohzBaF', 'SU')
('SL04652-2022-11-02-11185','S467-1','SufGkHJqACVNAWt', 'LB')
('AC22517-2022-11-02-11273','A627-5','gLUeO', 'SL')
('AC04652-2022-11-01-11473','A638-7','GMzcyzxAv', 'LB')
('AC04652-2022-11-02-11322','A629-18','sP', 'SU')
('AC12058-2022-11-01-11325','A630-3','GygQEUk', 'UB')
('AC04652-2022-11-01-11479','A638-13','taLCXSTQoCaT', 'LB')
('AC12058-2022-11-01-11328','A630-6','Z', 'SU')
('AC22517-2022-11-01-11295','A628-9','TvSRBP', 'UB')
('SL04652-2022-11-01-11190','S467-6','gAuNFLvhTJGLELj', 'UB')
('SL22517-2022-11-01-11129','S464-17','a', 'LB')
('AC22517-2022-11-02-11290','A628-4','wLMvwVhUvUQ', 'UB')
('AC04652-2022-11-01-11544','A642-6','glRhVLbLR', 'SU')
('AC04652-2022-11-01-11545','A642-7','OfXCd', 'LB')
('AC22517-2022-11-02-11377','A633-1','UerzzUoXDqetlL', 'LB')
('AC12058-2022-11-01-11407','A634-13','BVZd', 'LB')
('AC22517-2022-11-02-11386','A633-10','cNfCA', 'UB')
('AC12058-2022-11-01-11413','A635-1','WAbjFTeUgjnKl', 'LB')
('SL04652-2022-11-01-11295','S471-15','NRexTzNc', 'SL')
('SL22517-2022-11-02-11302','S471-22','IQpUzXgIjS', 'UB')
('AC04652-2022-11-01-11584','A644-10','QzbZiymfAxteLX', 'UB')
('SL22517-2022-11-01-11232','S468-24','wiZJMYPceFhFG', 'SU')
('SL22517-2022-11-02-11306','S472-2','BYgiWZdRrROuiu', 'MB')
('AC04652-2022-11-01-11587','A644-13','tYsVKZJui', 'LB')
('SL04652-2022-11-01-11303','S471-23','HUdvmeUsPiL', 'SL')
('SL22517-2022-11-01-11241','S469-9','gopURjD', 'LB')
('SL12058-2022-11-01-11188','S467-4','Uw', 'LB')
('SL12058-2022-11-01-11189','S467-5','QIkwMDTLt', 'MB')
('AC04652-2022-11-02-11431','A636-1','mFlAPfjC', 'LB')
('AC12058-2022-11-01-11428','A635-16','fdYqvwRMz', 'UB')
('AC04652-2022-11-02-11440','A636-10','ii', 'UB')
('AC04652-2022-11-01-11605','A645-13','UvWOkhTGODue', 'LB')
('SL04652-2022-11-02-11326','S472-22','OFkdnlVIANlB', 'UB')
('SL04652-2022-11-01-11321','S472-17','SFa', 'LB')
('AC04652-2022-11-01-11609','A645-17','kZ', 'SL')
('SL04652-2022-11-01-11323','S472-19','dXNNDpOD', 'UB')
('SL12058-2022-11-01-11212','S468-4','PI', 'LB')
('AC12058-2022-11-01-11449','A637-1','NeYkzydOHCZHz', 'LB')
('AC22517-2022-11-02-11439','A636-9','vwWyPKCPWRJT', 'UB')
('SL12058-2022-11-01-11222','S468-14','XsSgSTRCKhFucft', 'UB')
('AC22517-2022-11-02-11452','A637-4','ZfonBtOs', 'UB')
('AC04652-2022-11-02-11462','A637-14','TviTXabOCU', 'LB')
('AC12058-2022-11-01-11465','A637-17','npz', 'SL')
('AC04652-2022-11-02-11469','A638-3','MpIPgyRoXNXLARUM', 'UB')
('AC12058-2022-11-01-11474','A638-8','Ku', 'LB')
('AC22517-2022-11-02-11464','A637-16','R', 'UB')
('SL12058-2022-11-01-11244','S469-12','BZtPTEzI', 'LB')
('SL04652-2022-11-01-11362','S474-10','KvKRJ', 'MB')
('SL04652-2022-11-02-11369','S474-17','ueZvZQcrpxim', 'LB')
('AC04652-2022-11-02-11483','A638-17','zmBuMpeobKZO', 'SL')
('AC04652-2022-11-02-11484','A638-18','kTsmCfNkFdqdua', 'SU')
('AC22517-2022-11-01-11484','A638-18','Je', 'SU')
('SL04652-2022-11-01-11389','S475-13','cIpWCasRjcRVJC', 'MB')
('AC12058-2022-11-01-11539','A642-1','faUXICBYR', 'LB')
('SL04652-2022-11-01-11433','S477-9','onhOptBzaDKbrJ', 'LB')
('AC22517-2022-11-01-11548','A642-10','puCjwCS', 'UB')
('SL22517-2022-11-01-11356','S474-4','guUHwk', 'LB')
('SL04652-2022-11-02-11442','S477-18','GLfeqWSQyDPns', 'MB')
('AC22517-2022-11-01-11552','A642-14','M', 'LB')
('SL22517-2022-11-02-11437','S477-13','kPS', 'MB')
('SL12058-2022-11-01-11409','S476-9','JsDJCp', 'LB')
('AC04652-2022-11-02-11646','A647-18','WlBRPhsNzzwqgy', 'SU')
('AC04652-2022-11-01-11809','A657-1','CcZingKeD', 'LB')
('AC22517-2022-11-02-11618','A646-8','kUsCHVcsozjMyGf', 'LB')
('AC22517-2022-11-02-11619','A646-9','KgLuqEfQQWUWfaiS', 'UB')
('AC12058-2022-11-01-11669','A649-5','wN', 'SL')
('AC22517-2022-11-02-11651','A648-5','tmtAMLguRBNRoNm', 'SL')
('AC12058-2022-11-01-11698','A650-16','DitIqyIvG', 'UB')
('AC22517-2022-11-01-11692','A650-10','SVbEBhLEIF', 'UB')
('SL04652-2022-11-01-11566','S482-22','J', 'UB')
('AC22517-2022-11-01-11696','A650-14','cPlIoMXSMbBVIYs', 'LB')
('AC22517-2022-11-01-11697','A650-15','xQYDQIxHqeefhST', 'UB')
('AC12058-2022-11-01-11704','A651-4','nNZGWgstENvw', 'UB')
('SL22517-2022-11-02-11599','S484-7','AmSIjDIR', 'SL')
('AC04652-2022-11-02-11715','A651-15','FPB', 'UB')
('SL22517-2022-11-01-11509','S480-13','OttrWskAu', 'MB')
('SL22517-2022-11-01-11510','S480-14','Oi', 'UB')
('SL12058-2022-11-01-11487','S479-15','loR', 'SL')
('AC12058-2022-11-01-11713','A651-13','TBkTbLNHqWh', 'LB')
('AC04652-2022-11-01-11899','A662-1','ZXBdOZSxQuNoVE', 'LB')
('SL04652-2022-11-02-11633','S485-17','EUuHnyCq', 'LB')
('SL04652-2022-11-01-11595','S484-3','AaCCqDQY', 'UB')
('SL04652-2022-11-01-11599','S484-7','RwleGwI', 'SL')
('SL22517-2022-11-01-11546','S482-2','aGDJflAW', 'MB')
('SL22517-2022-11-01-11547','S482-3','YbvoLxenm', 'UB')
('SL04652-2022-11-01-11617','S485-1','DsiHXA', 'LB')
('AC22517-2022-11-02-11706','A651-6','veNFsphhtNM', 'SU')
('SL22517-2022-11-01-11574','S483-6','QbWiAefQJMxbhht', 'UB')
('AC04652-2022-11-01-11965','A665-13','E', 'LB')
('SL04652-2022-11-01-11635','S485-19','RKfjP', 'UB')
('SL12058-2022-11-01-11542','S481-22','aXPGFRNnH', 'UB')
('AC12058-2022-11-01-11761','A654-7','nFcGTgyuJgp', 'LB')
('SL04652-2022-11-01-11638','S485-22','ByWfLwpU', 'UB')
('AC12058-2022-11-01-11763','A654-9','DW', 'UB')
('AC22517-2022-11-02-11725','A652-7','W', 'LB')
('SL12058-2022-11-01-11545','S482-1','hVRKs', 'LB')
('SL04652-2022-11-01-11644','S486-4','hsqYQ', 'LB')
('SL04652-2022-11-02-11721','S489-9','pDigRABfKWGsVWNo', 'LB')
('AC04652-2022-11-02-11827','A658-1','opCmVYlqQGGVe', 'LB')
('SL22517-2022-11-02-11731','S489-19','NPZN', 'UB')
('SL04652-2022-11-02-11735','S489-23','bgXPWLfBUw', 'SL')
('AC12058-2022-11-01-11814','A657-6','uQnb', 'SU')
('AC04652-2022-11-01-12020','A668-14','E', 'LB')
('AC04652-2022-11-02-11837','A658-11','FGJx', 'SL')
('SL04652-2022-11-01-11697','S488-9','suTJRtcAKqvxJzuq', 'LB')
('SL04652-2022-11-02-11740','S490-4','OMHivUxwp', 'LB')
('AC04652-2022-11-02-11845','A659-1','CJdvk', 'LB')
('SL04652-2022-11-01-11709','S488-21','YOalFnOknNTpWJ', 'MB')
('AC12058-2022-11-01-11823','A657-15','fqWtAwlQmbkhU', 'UB')
('AC22517-2022-11-02-11803','A656-13','OVg', 'LB')
('SL12058-2022-11-01-11628','S485-12','kYFItKlrm', 'LB')
('AC12058-2022-11-01-11835','A658-9','jsKikLcgZHaRJ', 'UB')
('SL22517-2022-11-01-11677','S487-13','XxXVlwRI', 'MB')
('SL22517-2022-11-01-11678','S487-14','XhHA', 'UB')
('AC12058-2022-11-01-11837','A658-11','kZtlpmsPCn', 'SL')
('AC12058-2022-11-01-11842','A658-16','jn', 'UB')
('AC22517-2022-11-02-11811','A657-3','QrcyF', 'UB')
('SL12058-2022-11-01-11636','S485-20','ZHiOoR', 'LB')
('SL04652-2022-11-02-11769','S491-9','tyJLXTQKGzWk', 'LB')
('SL12058-2022-11-01-11657','S486-17','eoeZbpRgtZD', 'LB')
('SL04652-2022-11-01-11741','S490-5','dbYbxBcEvzkZprRN', 'MB')
('AC22517-2022-11-02-11829','A658-3','egSHftwFV', 'UB')
('AC22517-2022-11-02-11830','A658-4','NxvOcParsBfngYOy', 'UB')
('SL04652-2022-11-01-11742','S490-6','jCiGyKnQ', 'UB')
('AC22517-2022-11-02-11832','A658-6','DArwsIpRiifghuS', 'SU')
('AC04652-2022-11-01-12082','A672-4','ouDczXJKvYEmPfR', 'UB')
('AC04652-2022-11-02-11892','A661-12','He', 'SU')
('SL04652-2022-11-01-11745','S490-9','nOXlbMPNM', 'LB')
('AC22517-2022-11-01-11874','A660-12','xSEWixzZk', 'SU')
('AC12058-2022-11-01-11871','A660-9','gddAsYsZ', 'UB')
('AC22517-2022-11-02-11842','A658-16','lICKpCAvfGzoBzK', 'UB')
('SL22517-2022-11-01-11705','S488-17','GwtbyybnRXHZ', 'LB')
('SL04652-2022-11-01-11761','S491-1','riDKCIDJtDRpNY', 'LB')
('AC04652-2022-11-01-12099','A673-3','jAHcRv', 'UB')
('SL04652-2022-11-02-11816','S493-8','FWeTa', 'SU')
('SL22517-2022-11-02-11807','S492-23','SnZN', 'SL')
('AC04652-2022-11-02-11916','A662-18','BnxJHX', 'SU')
('AC12058-2022-11-01-11894','A661-14','WcGNJ', 'LB')
('SL22517-2022-11-02-11815','S493-7','AMtvVnVPrAlmwb', 'SL')
('SL22517-2022-11-02-11819','S493-11','vmXG', 'UB')
('AC04652-2022-11-01-12124','A674-10','UflXANTWzhG', 'UB')
('SL22517-2022-11-02-11827','S493-19','pUt', 'UB')
('SL04652-2022-11-01-11792','S492-8','KRhOslt', 'SU')
('AC22517-2022-11-02-11884','A661-4','KYgxxliOzxkjoW', 'UB')
('AC04652-2022-11-02-11941','A664-7','meyJZKrvhELTUIc', 'LB')
('SL04652-2022-11-01-11793','S492-9','nNUGBxdDvqoYhyY', 'LB')
('AC04652-2022-11-02-11943','A664-9','HLxHUpIyoKMU', 'UB')
('SL22517-2022-11-02-11832','S493-24','jwKKrvDJViwBmWsm', 'SU')
('SL22517-2022-11-01-11754','S490-18','vRnqaRk', 'MB')
('SL04652-2022-11-02-11844','S494-12','FOCovnQmselKYrnS', 'LB')
('SL12058-2022-11-01-11707','S488-19','yBhyHLJvqxPm', 'UB')
('SL22517-2022-11-01-11756','S490-20','AP', 'LB')
('SL22517-2022-11-01-11760','S490-24','YDoFMhe', 'SU')
('AC22517-2022-11-02-11900','A662-2','ezhNOoiK', 'LB')
('SL22517-2022-11-02-11842','S494-10','NoE', 'MB')
('SL22517-2022-11-02-11843','S494-11','NipjQDTMqsM', 'UB')
('AC04652-2022-11-02-11953','A665-1','TvZPrIqzVADdZufq', 'LB')
('AC04652-2022-11-02-11954','A665-2','yigfiFQJr', 'LB')
('SL12058-2022-11-01-11718','S489-6','MFoAVfdVBIG', 'UB')
('AC04652-2022-11-02-11955','A665-3','kT', 'UB')
('SL04652-2022-11-01-11807','S492-23','KWBxpaJ', 'SL')
('AC12058-2022-11-01-11935','A664-1','hyCfcsM', 'LB')
('AC12058-2022-11-01-11937','A664-3','Hwu', 'UB')
('SL22517-2022-11-01-11782','S491-22','PBwOIrT', 'UB')
('SL22517-2022-11-02-11858','S495-2','VMXCRuXQgfgXb', 'MB')
('AC04652-2022-11-02-11971','A666-1','RNRdhfTQIo', 'LB')
('SL22517-2022-11-01-11790','S492-6','ZomiVemqdXBzeh', 'UB')
('SL12058-2022-11-01-11735','S489-23','reeOGmYnqLpQU', 'SL')
('AC22517-2022-11-01-11958','A665-6','BTcE', 'SU')
('AC22517-2022-11-01-11959','A665-7','XjgBI', 'LB')
('AC04652-2022-11-02-11988','A666-18','Ew', 'SU')
('SL22517-2022-11-01-11842','S494-10','QHGLpbJWchkyba', 'MB')
('SL12058-2022-11-01-11779','S491-19','qiANG', 'UB')
('SL04652-2022-11-01-11865','S495-9','gMLFWebFYqWiCJf', 'LB')
('SL22517-2022-11-02-11912','S497-8','hHuL', 'SU')
('SL04652-2022-11-01-11867','S495-11','t', 'UB')
('SL22517-2022-11-01-11845','S494-13','wKaC', 'MB')
('AC04652-2022-11-02-12040','A669-16','vAj', 'UB')
('SL04652-2022-11-02-11931','S498-3','LeU', 'UB')
('AC22517-2022-11-01-12044','A670-2','ttvtX', 'LB')
('AC04652-2022-11-02-12050','A670-8','JdNIMcXdmC', 'LB')
('SL04652-2022-11-01-11905','S497-1','PBjrUOPzAWIK', 'LB')
('AC22517-2022-11-01-12053','A670-11','CKicDmjJFL', 'SL')
('SL04652-2022-11-02-11941','S498-13','IQmezWfCobZtEI', 'MB')
('AC04652-2022-11-01-12241','A681-1','raZkDaa', 'LB')
('AC22517-2022-11-01-12056','A670-14','HykS', 'LB')
('SL04652-2022-11-01-11916','S497-12','mWyYWF', 'LB')
('SL22517-2022-11-02-11982','S500-6','AIDfzadMg', 'UB')
('SL04652-2022-11-02-11982','S500-6','U', 'UB')
('AC22517-2022-11-02-12084','A672-6','OpvtqBd', 'SU')
('SL04652-2022-11-01-12051','S503-3','FSC', 'UB')
('AC04652-2022-11-02-12175','A677-7','ckv', 'LB')
('AC22517-2022-11-01-12203','A678-17','sJalcrOOVmV', 'SL')
('AC04652-2022-11-02-12195','A678-9','jlNBXhdPtKBy', 'UB')
('AC22517-2022-11-01-12207','A679-3','HftFpAWKLK', 'UB')
('AC22517-2022-11-01-12209','A679-5','CgNCojyKfHJMrsfJ', 'SL')
('SL12058-2022-11-01-11967','S499-15','mTNfxe', 'SL')
('AC22517-2022-11-01-12218','A679-14','JgReEV', 'LB')
('SL04652-2022-11-02-12132','S506-12','EmMbPf', 'LB')
('AC22517-2022-11-01-12243','A681-3','FGcYZDzAOJAoT', 'UB')
('AC04652-2022-11-01-12415','A690-13','hTuPiMtC', 'LB')
('AC22517-2022-11-01-12246','A681-6','xHgOjh', 'SU')
('SL04652-2022-11-01-12119','S505-23','ckLKND', 'SL')
('AC04652-2022-11-01-12424','A691-4','vliSxd', 'UB')
('AC22517-2022-11-01-12252','A681-12','omBzNTOauufeYUb', 'SU')
('SL12058-2022-11-01-12003','S501-3','ttLWfqXvKpFwpzq', 'UB')
('AC22517-2022-11-02-12225','A680-3','IVIwEuMjGJHrG', 'UB')
('SL22517-2022-11-02-12157','S507-13','bJaWyxsmZ', 'MB')
('SL12058-2022-11-01-12005','S501-5','YbgmX', 'MB')
('AC04652-2022-11-02-12242','A681-2','U', 'LB')
('SL22517-2022-11-02-12160','S507-16','ylJNshjd', 'SU')
('AC22517-2022-11-01-12256','A681-16','bfyjaNcUqS', 'UB')
('AC04652-2022-11-01-12441','A692-3','M', 'UB')
('SL12058-2022-11-01-12013','S501-13','eZm', 'MB')
('AC22517-2022-11-01-12264','A682-6','VfsevZY', 'SU')
('AC12058-2022-11-01-12275','A682-17','GkLnEGqmYSvQUZo', 'SL')
('AC22517-2022-11-01-12268','A682-10','i', 'UB')
('AC12058-2022-11-01-12280','A683-4','gILeDOXHEvTJMRmr', 'UB')
('SL04652-2022-11-01-12152','S507-8','mHAEzjqYiyxAPE', 'SU')
('SL04652-2022-11-01-12160','S507-16','SSbxwdFAiNjZ', 'SU')
('SL04652-2022-11-01-12171','S508-3','wZPxzaHctvY', 'UB')
('SL04652-2022-11-01-12172','S508-4','rBul', 'LB')
('AC22517-2022-11-01-12290','A683-14','NwuXiHPA', 'LB')
('SL04652-2022-11-01-12174','S508-6','iQLU', 'UB')
('AC22517-2022-11-01-12295','A684-1','qcQOb', 'LB')
('SL04652-2022-11-01-12178','S508-10','IcWrF', 'MB')
('SL04652-2022-11-02-12204','S509-12','Na', 'LB')
('AC04652-2022-11-01-12483','A694-9','KKfK', 'UB')
('AC04652-2022-11-02-12285','A683-9','qdARNjecackEKNz', 'UB')
('AC22517-2022-11-01-12309','A684-15','dqfJSJczN', 'UB')
('AC22517-2022-11-02-12292','A683-16','JPZKFezvLWBKfxVQ', 'UB')
('SL12058-2022-11-01-12075','S504-3','mIIvgiPOHMMWiQ', 'UB')
('SL04652-2022-11-02-12239','S510-23','cptpmR', 'SL')
('SL22517-2022-11-02-12238','S510-22','WJPfFLxL', 'UB')
('AC04652-2022-11-02-12336','A686-6','jRvA', 'SU')
('SL12058-2022-11-01-12079','S504-7','CWoiKYziRM', 'SL')
('AC22517-2022-11-01-12349','A687-1','EYFKKAfX', 'LB')
('SL22517-2022-11-02-12241','S511-1','pSLWSE', 'LB')
('SL12058-2022-11-01-12082','S504-10','SaGPIcqzpEXeCn', 'MB')
('AC04652-2022-11-01-12539','A697-11','Hgpgt', 'SL')
('SL04652-2022-11-02-12242','S511-2','BPKondsUQfiZTc', 'MB')
('SL04652-2022-11-02-12245','S511-5','ioFsMq', 'MB')
('AC22517-2022-11-01-12357','A687-9','XHjGaa', 'UB')
('AC04652-2022-11-02-12351','A687-3','hcMYRLQxajMa', 'UB')
('SL22517-2022-11-01-12172','S508-4','IpLpyostMMbXd', 'LB')
('SL12058-2022-11-01-12100','S505-4','zToiUoTRfXI', 'LB')
('SL04652-2022-11-02-12251','S511-11','xxVRtETGhdUOYPFV', 'UB')
('SL22517-2022-11-02-12255','S511-15','kSIcrqPx', 'SL')
('SL04652-2022-11-02-12254','S511-14','Sd', 'UB')
('SL04652-2022-11-01-12234','S510-18','RGXmJ', 'MB')
('SL12058-2022-11-01-12104','S505-8','SpJ', 'SU')
('AC12058-2022-11-01-12377','A688-11','mzrfkpwPmijiJXiQ', 'SL')
('SL22517-2022-11-01-12182','S508-14','reJYg', 'UB')
('AC04652-2022-11-02-12362','A687-14','kPyKs', 'LB')
('SL22517-2022-11-02-12261','S511-21','H', 'MB')
('AC12058-2022-11-01-12385','A689-1','csOJqdSbAm', 'LB')
('SL04652-2022-11-02-12264','S511-24','cIC', 'SU')
('AC12058-2022-11-01-12388','A689-4','XAlRVBCYlVGCEF', 'UB')
('AC22517-2022-11-01-12380','A688-14','nYZEwvvdDjraboUe', 'LB')
('SL04652-2022-11-01-12241','S511-1','aB', 'LB')
('AC22517-2022-11-02-12350','A687-2','quMI', 'LB')
('SL22517-2022-11-01-12202','S509-10','TRcZelmMcakzGNNp', 'MB')
('SL22517-2022-11-02-12274','S512-10','TkpGwLARRtVsFy', 'MB')
('SL04652-2022-11-02-12285','S512-21','FuLvUUPdX', 'MB')
('AC04652-2022-11-02-12382','A688-16','eyeL', 'UB')
('AC12058-2022-11-01-12407','A690-5','kIUtxNfmIf', 'SL')
('AC12058-2022-11-01-12408','A690-6','KoUVLZ', 'SU')
('AC04652-2022-11-02-12385','A689-1','JbTDik', 'LB')
('AC04652-2022-11-02-12386','A689-2','a', 'LB')
('SL22517-2022-11-02-12285','S512-21','xHWrqONb', 'MB')
('SL04652-2022-11-01-12265','S512-1','FojeUAzWG', 'LB')
('SL22517-2022-11-02-12287','S512-23','NQEwHQXFMjsOec', 'SL')
('AC22517-2022-11-02-12368','A688-2','S', 'LB')
('SL04652-2022-11-02-12299','S513-11','pKFEfqoxKaHxgH', 'UB')
('SL22517-2022-11-02-12290','S513-2','T', 'MB')
('AC12058-2022-11-01-12417','A690-15','zRLtCPVqrOIh', 'UB')
('AC04652-2022-11-02-12397','A689-13','ICXjVvdqQLwSRpl', 'LB')
('SL22517-2022-11-01-12227','S510-11','iBBVmfDELcSIeH', 'UB')
('SL04652-2022-11-01-12273','S512-9','mLNIHLDVbkDCDTN', 'LB')
('AC22517-2022-11-01-12418','A690-16','bbXhbiN', 'UB')
('SL12058-2022-11-01-12153','S507-9','aBOQlUZyQZcBEZKW', 'LB')
('AC12058-2022-11-01-12428','A691-8','OjzHfBYzBQC', 'LB')
('SL04652-2022-11-01-12274','S512-10','lixVvojsy', 'MB')
('AC04652-2022-11-01-12605','A701-5','YoqNQgix', 'SL')
('SL04652-2022-11-02-12309','S513-21','BHWYppZADIONqDAV', 'MB')
('AC04652-2022-11-02-12408','A690-6','inmDYqZsMsb', 'SU')
('SL04652-2022-11-01-12279','S512-15','ccsXfBAk', 'SL')
('AC22517-2022-11-01-12426','A691-6','axFLgadD', 'SU')
('AC12058-2022-11-01-12435','A691-15','oNADXUFpfr', 'UB')
('AC22517-2022-11-01-12428','A691-8','xAXWUytAmFIHUEZe', 'LB')
('AC04652-2022-11-02-12430','A691-10','gCnzYRsPe', 'UB')
('AC04652-2022-11-02-12431','A691-11','ploX', 'SL')
('AC04652-2022-11-02-12437','A691-17','j', 'SL')
('SL22517-2022-11-02-12324','S514-12','gUsKyCDZhPz', 'LB')
('AC22517-2022-11-01-12449','A692-11','X', 'SL')
('SL04652-2022-11-02-12339','S515-3','lD', 'UB')
('SL22517-2022-11-01-12263','S511-23','f', 'SL')
('SL04652-2022-11-01-12314','S514-2','HdReBqsxVnJF', 'MB')
('SL04652-2022-11-02-12344','S515-8','zBeTSuOJYxRYqeuY', 'SU')
('AC22517-2022-11-01-12454','A692-16','t', 'UB')
('AC04652-2022-11-02-12459','A693-3','feLdnhMdHQElu', 'UB')
('AC04652-2022-11-02-12460','A693-4','uxfxDsODzceer', 'UB')
('SL22517-2022-11-01-12276','S512-12','dlJn', 'LB')
('SL04652-2022-11-01-12333','S514-21','NeaDZ', 'MB')
('SL12058-2022-11-01-12199','S509-7','NPpAUmz', 'SL')
('SL12058-2022-11-01-12200','S509-8','oFhyfdbxgOS', 'SU')
('AC22517-2022-11-02-12426','A691-6','tVI', 'SU')
('AC12058-2022-11-01-12483','A694-9','jNUThrmlvYLghFr', 'UB')
('AC04652-2022-11-02-12468','A693-12','XTLuCw', 'SU')
