('SL12058-2022-11-01-187','S8-19','axVq', 'UB')
('AC12058-2022-11-01-8209','A457-1','hw', 'LB')
('AC04652-2022-11-02-8252','A459-8','oStmYwBAkl', 'LB')
('SL04652-2022-11-02-8146','S340-10','AJQwpuoluvaBYYNw', 'MB')
('AC22517-2022-11-01-8218','A457-10','KLjmJtNkqcXcjlj', 'UB')
('SL12058-2022-11-01-8085','S337-21','NRFl', 'MB')
('SL04652-2022-11-02-8219','S343-11','wXirwxPBoIQpUwB', 'UB')
('AC04652-2022-11-01-8557','A476-7','xTkuSKVfHoUVLLAn', 'LB')
('AC22517-2022-11-02-8387','A466-17','FIVcjWTz', 'SL')
('SL04652-2022-11-02-8246','S344-14','tFKPS', 'UB')
('AC22517-2022-11-02-8399','A467-11','LNlLvDRYjWs', 'SL')
('AC22517-2022-11-01-8320','A463-4','qtLnubiyM', 'UB')
('SL04652-2022-11-02-8298','S346-18','TvAquxLtlTyAMIG', 'MB')
('AC04652-2022-11-01-8631','A480-9','dYfwC', 'UB')
('SL22517-2022-11-02-8304','S346-24','yySZ', 'SU')
('SL22517-2022-11-02-8305','S347-1','eVqtbQcHdIFc', 'LB')
('SL04652-2022-11-02-8305','S347-1','vxf', 'LB')
('AC04652-2022-11-01-8646','A481-6','Z', 'SU')
('AC04652-2022-11-01-8651','A481-11','Xds', 'SL')
('SL22517-2022-11-01-8255','S344-23','NoEZpnSgnRPYW', 'SL')
('SL04652-2022-11-01-8335','S348-7','YpgcyN', 'SL')
('AC22517-2022-11-01-8383','A466-13','dAYHNIoIuJi', 'LB')
('SL04652-2022-11-02-8332','S348-4','vJTvotFG', 'LB')
('AC22517-2022-11-01-8388','A466-18','iuKmaL', 'SU')
('AC04652-2022-11-02-8443','A470-1','WqUdbW', 'LB')
('SL22517-2022-11-01-8273','S345-17','KXwcaNcdcyOd', 'LB')
('AC22517-2022-11-02-8489','A472-11','BAnNojSVr', 'SL')
('SL04652-2022-11-02-8345','S348-17','JfXFYukGyz', 'LB')
('AC22517-2022-11-01-8403','A467-15','ZaQMRJki', 'UB')
('SL04652-2022-11-01-8357','S349-5','sXcaai', 'MB')
('SL04652-2022-11-01-8359','S349-7','EyNg', 'SL')
('AC04652-2022-11-01-8678','A483-2','uhqExuZdliyaNew', 'LB')
('AC12058-2022-11-01-8400','A467-12','U', 'SU')
('SL04652-2022-11-01-8361','S349-9','uWxNESQVFdYd', 'LB')
('AC04652-2022-11-02-8465','A471-5','lWTHTVGfMTgHplM', 'SL')
('SL12058-2022-11-01-8204','S342-20','EWUEqnZVRXQWbM', 'LB')
('AC04652-2022-11-02-8466','A471-6','XDcCxVgQLCeV', 'SU')
('AC12058-2022-11-01-8405','A467-17','RvUctLaQYDnVO', 'SL')
('SL22517-2022-11-02-8352','S348-24','VWqoAWbiyflgT', 'SU')
('AC12058-2022-11-01-8408','A468-2','wcSvkzB', 'LB')
('SL04652-2022-11-02-8362','S349-10','uklxzCslKd', 'MB')
('AC22517-2022-11-01-8418','A468-12','FayZObpD', 'SU')
('SL04652-2022-11-01-8434','S352-10','WTNFcFLy', 'MB')
('SL04652-2022-11-01-8435','S352-11','uRn', 'UB')
('SL22517-2022-11-01-8360','S349-8','eybzeF', 'SU')
('SL22517-2022-11-02-8408','S351-8','rFZONtpgH', 'SU')
('AC22517-2022-11-02-8571','A477-3','Qvm', 'UB')
('SL22517-2022-11-02-8409','S351-9','bxTJJPqMtvr', 'LB')
('SL22517-2022-11-01-8369','S349-17','MaPFozy', 'LB')
('AC04652-2022-11-02-8567','A476-17','jRlQtRaV', 'SL')
('AC22517-2022-11-02-8601','A478-15','qiLKLOK', 'UB')
('AC04652-2022-11-02-8572','A477-4','UdMZzcH', 'UB')
('AC22517-2022-11-01-8523','A474-9','GctNoqPUFtYTWYr', 'UB')
('SL22517-2022-11-01-8407','S351-7','FnzabugiR', 'SL')
('AC12058-2022-11-01-8543','A475-11','tZTTiIebhP', 'SL')
('SL22517-2022-11-02-8475','S354-3','NlF', 'UB')
('AC04652-2022-11-02-8612','A479-8','BcCGkNSPZ', 'LB')
('AC22517-2022-11-02-8642','A481-2','XUfdUBSx', 'LB')
('AC04652-2022-11-01-8814','A490-12','cQW', 'SU')
('AC22517-2022-11-01-8556','A476-6','tTHbQ', 'SU')
('SL04652-2022-11-01-8519','S355-23','xaOacdGICQ', 'SL')
('AC04652-2022-11-02-8637','A480-15','BYzWdMWxK', 'UB')
('AC22517-2022-11-02-8671','A482-13','aGtMIIBYauNFV', 'LB')
('AC12058-2022-11-01-8578','A477-10','JYxQXJXAiyBfvQHj', 'UB')
('AC12058-2022-11-01-8579','A477-11','XaFQjvVhTXt', 'SL')
('SL22517-2022-11-01-8470','S353-22','C', 'UB')
('SL22517-2022-11-01-8471','S353-23','vVmPivCI', 'SL')
('SL22517-2022-11-02-8510','S355-14','xaZwtuz', 'UB')
('SL22517-2022-11-01-8480','S354-8','ZlUfgYbcJh', 'SU')
('SL22517-2022-11-02-8521','S356-1','iXoQt', 'LB')
('SL04652-2022-11-02-8563','S357-19','zXrBOzeQDhOySUL', 'UB')
('AC22517-2022-11-01-8636','A480-14','lPml', 'LB')
('SL04652-2022-11-01-8578','S358-10','ZvGRjicWgYi', 'MB')
('AC12058-2022-11-01-8635','A480-13','HFVFxL', 'LB')
('SL12058-2022-11-01-8425','S352-1','k', 'LB')
('AC04652-2022-11-02-8690','A483-14','cwm', 'LB')
('SL04652-2022-11-02-8579','S358-11','YObcCP', 'UB')
('AC22517-2022-11-01-8646','A481-6','TWogMT', 'SU')
('AC22517-2022-11-02-8717','A485-5','sPyoMdyP', 'SL')
('SL22517-2022-11-02-8571','S358-3','YfKw', 'UB')
('SL22517-2022-11-02-8573','S358-5','miEbrELbadIjTBN', 'MB')
('SL22517-2022-11-02-8584','S358-16','IwTFNFcYfH', 'SU')
('SL22517-2022-11-02-8585','S358-17','xyEjnTj', 'LB')
('SL04652-2022-11-01-8618','S360-2','ItkvCApYo', 'MB')
('AC04652-2022-11-01-8977','A499-13','nxGvwOQW', 'LB')
('SL22517-2022-11-01-8600','S359-8','MYOjaIqN', 'SU')
('SL22517-2022-11-01-8601','S359-9','WcEiV', 'LB')
('SL04652-2022-11-01-8644','S361-4','SfmaVOnQCQChm', 'LB')
('SL12058-2022-11-01-8497','S355-1','zKPzzjAGBlxJOzF', 'LB')
('SL12058-2022-11-01-8499','S355-3','oP', 'UB')
('SL22517-2022-11-02-8643','S361-3','AYUNyVby', 'UB')
('SL04652-2022-11-01-8670','S362-6','Ve', 'UB')
('AC12058-2022-11-01-8731','A486-1','nwMqTSypbYOEkdD', 'LB')
('SL22517-2022-11-02-8651','S361-11','rxPdAMSjz', 'UB')
('SL04652-2022-11-01-8674','S362-10','OiNFy', 'MB')
('SL04652-2022-11-02-8686','S362-22','qekbBjdvqqnszh', 'UB')
('AC04652-2022-11-01-9026','A502-8','JbJvWWopY', 'LB')
('SL04652-2022-11-02-8706','S363-18','c', 'MB')
('SL12058-2022-11-01-8546','S357-2','HTYutPc', 'MB')
('AC22517-2022-11-01-8765','A487-17','cqgsxN', 'SL')
('SL22517-2022-11-01-8651','S361-11','eOVArcxdhwcCMt', 'UB')
('AC22517-2022-11-01-8766','A487-18','QYigWZV', 'SU')
('SL04652-2022-11-01-8704','S363-16','wPkaawPBsYrB', 'SU')
('SL12058-2022-11-01-8570','S358-2','iYRUMj', 'MB')
('SL22517-2022-11-02-8742','S365-6','tED', 'UB')
('SL22517-2022-11-01-8733','S364-21','OjdQTwgrIlaZM', 'MB')
('AC04652-2022-11-01-9122','A507-14','ug', 'LB')
('AC12058-2022-11-01-8835','A491-15','CZ', 'UB')
('AC22517-2022-11-01-8850','A492-12','kZBUfZq', 'SU')
('AC12058-2022-11-01-8862','A493-6','BCmkWPr', 'SU')
('AC04652-2022-11-01-9145','A509-1','lTddQhJQfx', 'LB')
('SL04652-2022-11-02-8824','S368-16','QiZZRdZK', 'SU')
('SL04652-2022-11-01-8797','S367-13','l', 'MB')
('AC04652-2022-11-01-9146','A509-2','HIrSkutr', 'LB')
('SL04652-2022-11-01-8808','S367-24','FfoypRMZH', 'SU')
('SL22517-2022-11-01-8778','S366-18','ozDlaCLA', 'MB')
('SL04652-2022-11-01-8822','S368-14','rRyAi', 'UB')
('SL22517-2022-11-02-8829','S368-21','vtfycHHgbH', 'MB')
('AC04652-2022-11-01-9175','A510-13','HMv', 'LB')
('AC04652-2022-11-02-8959','A498-13','jCWHSzoeKs', 'LB')
('SL04652-2022-11-02-8852','S369-20','Cz', 'LB')
('SL22517-2022-11-02-8832','S368-24','QfgKcM', 'SU')
('SL04652-2022-11-01-8831','S368-23','SFzaKxEHjdIaz', 'SL')
('AC22517-2022-11-01-8913','A496-3','mgYCOXfsk', 'UB')
('SL22517-2022-11-02-8836','S369-4','wUwKNOmj', 'LB')
('SL22517-2022-11-02-8852','S369-20','v', 'LB')
('AC04652-2022-11-01-9195','A511-15','W', 'UB')
('SL04652-2022-11-01-8847','S369-15','rTaOOxQ', 'SL')
('SL22517-2022-11-01-8820','S368-12','haAsCUExlMpIISoe', 'LB')
('AC22517-2022-11-02-8993','A500-11','cCYLZRKKUV', 'SL')
('SL04652-2022-11-02-8875','S370-19','bmF', 'UB')
('SL04652-2022-11-02-8876','S370-20','EAlKBr', 'LB')
('SL22517-2022-11-01-8823','S368-15','HkMaOrDyjL', 'SL')
('SL22517-2022-11-02-8864','S370-8','RkAVQyy', 'SU')
('SL22517-2022-11-02-8865','S370-9','UdHnQcIsuKGrCmQ', 'LB')
('SL22517-2022-11-01-8827','S368-19','pYUxnnT', 'UB')
('SL12058-2022-11-01-8725','S364-13','YsYZmVJEZ', 'MB')
('SL22517-2022-11-02-8867','S370-11','QLrbyAIrJmyuhV', 'UB')
('SL22517-2022-11-01-8828','S368-20','OsQz', 'LB')
('AC22517-2022-11-01-8946','A497-18','g', 'SU')
('AC12058-2022-11-01-8968','A499-4','IVt', 'UB')
('SL04652-2022-11-02-8924','S372-20','htjt', 'LB')
('SL04652-2022-11-02-8925','S372-21','GmUQ', 'MB')
('SL04652-2022-11-02-8926','S372-22','moBNdMHQqcjOU', 'UB')
('SL12058-2022-11-01-8769','S366-9','TlFFJuoDklPpilw', 'LB')
('AC22517-2022-11-01-8988','A500-6','nSbRtre', 'SU')
('SL22517-2022-11-01-8882','S371-2','cptI', 'MB')
('SL04652-2022-11-01-8930','S373-2','OpntDmornsPugFe', 'MB')
('SL22517-2022-11-02-8924','S372-20','etFDPrnaGrFkv', 'LB')
('AC04652-2022-11-01-9284','A516-14','tSH', 'LB')
('SL04652-2022-11-01-8953','S374-1','W', 'LB')
('SL22517-2022-11-02-8943','S373-15','CmOoJTugHf', 'SL')
('AC12058-2022-11-01-9013','A501-13','vghLDBdUCWcKaa', 'LB')
('AC22517-2022-11-02-9072','A504-18','wXEjkSANctcYR', 'SU')
('AC12058-2022-11-01-9014','A501-14','kB', 'LB')
('AC04652-2022-11-02-9058','A504-4','kIvvTXOXVVkwlRnH', 'UB')
('AC04652-2022-11-01-9293','A517-5','Yo', 'SL')
('SL04652-2022-11-01-8958','S374-6','tEubGfXdgXT', 'UB')
('AC04652-2022-11-02-9060','A504-6','q', 'SU')
('SL22517-2022-11-01-8920','S372-16','CpUkJid', 'SU')
('SL04652-2022-11-02-8965','S374-13','JMDO', 'MB')
('SL04652-2022-11-01-8979','S375-3','DUNfYyLpoILGyB', 'UB')
('SL22517-2022-11-02-8963','S374-11','awJsrrMy', 'UB')
('SL04652-2022-11-01-8983','S375-7','yCybmEumNndAe', 'SL')
('SL04652-2022-11-01-8984','S375-8','IRToGBMEQsQJMieh', 'SU')
('SL04652-2022-11-01-8986','S375-10','nfNulbCWaReJR', 'MB')
('AC12058-2022-11-01-9033','A502-15','uRWTyJGVV', 'UB')
('AC04652-2022-11-01-9317','A518-11','JYOtwivginogj', 'SL')
('AC04652-2022-11-01-9318','A518-12','OelRecVB', 'SU')
('SL22517-2022-11-02-8970','S374-18','pbKFnt', 'MB')
('SL04652-2022-11-01-8989','S375-13','SwakSiSLY', 'MB')
('AC22517-2022-11-02-9107','A506-17','vnJm', 'SL')
('SL12058-2022-11-01-8840','S369-8','oCiOOx', 'SU')
('AC04652-2022-11-02-9088','A505-16','iUfVPBlfTyQku', 'UB')
('AC12058-2022-11-01-9038','A503-2','izBCCDYbkDlIuaz', 'LB')
('SL22517-2022-11-01-8941','S373-13','rqMB', 'MB')
('SL22517-2022-11-02-8978','S375-2','gSJNUABbrjYjSlq', 'MB')
('SL04652-2022-11-01-8997','S375-21','pdu', 'MB')
('AC22517-2022-11-02-9117','A507-9','mnNQEjHjnVkS', 'UB')
('AC12058-2022-11-01-9047','A503-11','fy', 'SL')
('SL04652-2022-11-01-9004','S376-4','gobX', 'LB')
('SL04652-2022-11-02-8993','S375-17','ZvnjfqwQQ', 'LB')
('AC12058-2022-11-01-9052','A503-16','m', 'UB')
('AC22517-2022-11-01-9039','A503-3','QI', 'UB')
('SL04652-2022-11-01-9006','S376-6','yWfxJyabztQIsUf', 'UB')
('AC22517-2022-11-02-9125','A507-17','jlFubNyzuVniNy', 'SL')
('SL12058-2022-11-01-8867','S370-11','DVBEZSVwlNKwi', 'UB')
('SL12058-2022-11-01-8870','S370-14','bxFpKadslyRN', 'UB')
('AC22517-2022-11-01-9052','A503-16','vDBKPaehakOt', 'UB')
('AC12058-2022-11-01-9065','A504-11','jSEY', 'SL')
('AC22517-2022-11-02-9136','A508-10','KFT', 'UB')
('AC04652-2022-11-02-9113','A507-5','CuCacTIHbkyop', 'SL')
('AC22517-2022-11-01-9058','A504-4','xCcFkRrwKBEJ', 'UB')
('AC04652-2022-11-01-9352','A520-10','XwpwpcyibQG', 'UB')
('SL22517-2022-11-02-8999','S375-23','vCMxlcRGwSQNUx', 'SL')
('AC22517-2022-11-01-9061','A504-7','iiDVvNhbFzjKU', 'LB')
('AC12058-2022-11-01-9069','A504-15','TtXyyyq', 'UB')
('SL04652-2022-11-01-9026','S377-2','urDPiO', 'MB')
('AC04652-2022-11-02-9122','A507-14','xqZctyw', 'LB')
('AC22517-2022-11-01-9165','A510-3','gHXIFcrIaZ', 'UB')
('AC22517-2022-11-02-9232','A513-16','WwEQEse', 'UB')
('SL12058-2022-11-01-8989','S375-13','vEFzXVJVYvzFwr', 'MB')
('SL04652-2022-11-01-9108','S380-12','KtOpVAlaofnuOJ', 'LB')
('SL22517-2022-11-01-9057','S378-9','nufEXJotuuJz', 'LB')
('SL04652-2022-11-02-9114','S380-18','cCxWDPXpDfdTFz', 'MB')
('SL22517-2022-11-02-9106','S380-10','bmPZKqjB', 'MB')
('SL12058-2022-11-01-8996','S375-20','KNZDRWfjyOWhucm', 'LB')
('AC22517-2022-11-01-9235','A514-1','pWKlF', 'LB')
('AC04652-2022-11-01-9497','A528-11','KxCS', 'SL')
('SL04652-2022-11-02-9165','S382-21','FNPVIuRI', 'MB')
('AC22517-2022-11-01-9248','A514-14','HKKLjhcyo', 'LB')
('AC22517-2022-11-02-9290','A517-2','EEAimXlvECfl', 'LB')
('SL22517-2022-11-02-9163','S382-19','jvh', 'UB')
('AC12058-2022-11-01-9242','A514-8','qAMICCRjrKb', 'LB')
('SL12058-2022-11-01-9051','S378-3','k', 'UB')
('AC04652-2022-11-01-9518','A529-14','GZH', 'LB')
('SL12058-2022-11-01-9052','S378-4','ZuCRi', 'LB')
('AC12058-2022-11-01-9246','A514-12','sWaKlJuRzkqEm', 'SU')
('SL22517-2022-11-02-9177','S383-9','uwmjBjyBQsQ', 'LB')
('AC22517-2022-11-01-9267','A515-15','snzWIdCKGedfYC', 'UB')
('AC22517-2022-11-01-9268','A515-16','nzSRlEqU', 'UB')
('SL12058-2022-11-01-9057','S378-9','GGdwZH', 'LB')
('SL22517-2022-11-02-9184','S383-16','GKUI', 'SU')
('SL22517-2022-11-01-9140','S381-20','MRTMeUnqbSrlwJ', 'LB')
('SL12058-2022-11-01-9061','S378-13','QMxZW', 'MB')
('SL04652-2022-11-02-9193','S384-1','tRn', 'LB')
('AC04652-2022-11-02-9309','A518-3','LNqIUkCsJpW', 'UB')
('SL04652-2022-11-02-9199','S384-7','jDXHTjxgkvgfV', 'SL')
('SL22517-2022-11-01-9149','S382-5','oE', 'MB')
('SL22517-2022-11-02-9191','S383-23','DsBrRfWGDttlgArc', 'SL')
('SL04652-2022-11-01-9178','S383-10','nK', 'MB')
('SL04652-2022-11-02-9208','S384-16','EqGaXIlxf', 'SU')
('AC12058-2022-11-01-9341','A519-17','doRijwjpLernw', 'SL')
('AC04652-2022-11-02-9398','A523-2','tpHTvHeiAL', 'LB')
('AC12058-2022-11-01-9360','A520-18','pgoSdEyJQRhysm', 'SU')
('SL04652-2022-11-01-9256','S386-16','gmnSh', 'SU')
('SL22517-2022-11-01-9244','S386-4','Pw', 'LB')
('AC12058-2022-11-01-9458','A526-8','EGpOeia', 'LB')
('SL22517-2022-11-02-9380','S391-20','bheeYHTmkTDSyfV', 'LB')
('AC12058-2022-11-01-9461','A526-11','ouTTrtTcJJvq', 'SL')
('AC22517-2022-11-01-9485','A527-17','UebUkzttfhO', 'SL')
('SL22517-2022-11-01-9341','S390-5','uIejXd', 'MB')
('SL22517-2022-11-02-9396','S392-12','U', 'LB')
('SL22517-2022-11-02-9397','S392-13','EzlpydYvS', 'MB')
('AC22517-2022-11-01-9497','A528-11','VHFUKoSglMCOfP', 'SL')
('AC22517-2022-11-02-9509','A529-5','BOANnIjAqbTYzt', 'SL')
('AC22517-2022-11-01-9501','A528-15','auIBYyhjLAKOdZjW', 'UB')
('SL04652-2022-11-01-9400','S392-16','mgBOHLIzjeO', 'SU')
('AC04652-2022-11-02-9519','A529-15','b', 'UB')
('AC22517-2022-11-02-9513','A529-9','LWERiVFKBCcsvHTJ', 'UB')
('SL12058-2022-11-01-9287','S387-23','dOQuIcuIuX', 'SL')
('SL12058-2022-11-01-9298','S388-10','lUpWi', 'MB')
('SL12058-2022-11-01-9299','S388-11','spmmuWxgX', 'UB')
('AC22517-2022-11-02-9535','A530-13','yhhgICgbGmg', 'LB')
('AC04652-2022-11-01-9794','A545-2','MXK', 'LB')
('AC12058-2022-11-01-9523','A530-1','DIg', 'LB')
('AC22517-2022-11-01-9534','A530-12','JXSoXtstmfzeRKeW', 'SU')
('SL12058-2022-11-01-9315','S389-3','KHGndgmcrnfKb', 'UB')
('SL22517-2022-11-02-9441','S394-9','NeIUnysmTg', 'LB')
('SL22517-2022-11-02-9442','S394-10','XZJTVVIFzrrMUR', 'MB')
('AC22517-2022-11-02-9561','A532-3','TPGBsIbYBe', 'UB')
('SL12058-2022-11-01-9318','S389-6','MGhCeuqPBHz', 'UB')
('SL22517-2022-11-01-9386','S392-2','JxUWkWUus', 'MB')
('AC12058-2022-11-01-9534','A530-12','UdsATzz', 'SU')
('SL04652-2022-11-01-9439','S394-7','nu', 'SL')
('SL04652-2022-11-02-9465','S395-9','cUTRF', 'LB')
('SL04652-2022-11-01-9447','S394-15','o', 'SL')
('AC22517-2022-11-01-9548','A531-8','j', 'LB')
('AC22517-2022-11-02-9571','A532-13','ubDcFadMlCco', 'LB')
('SL22517-2022-11-01-9401','S392-17','hxvPTJAJoCY', 'LB')
('SL04652-2022-11-01-9450','S394-18','JynWJKM', 'MB')
('SL04652-2022-11-01-9451','S394-19','qKFYUSdwFYeufFO', 'UB')
('AC04652-2022-11-01-9821','A546-11','bf', 'SL')
('AC04652-2022-11-01-9823','A546-13','iqZzgcuH', 'LB')
('SL22517-2022-11-02-9468','S395-12','M', 'LB')
('SL04652-2022-11-02-9476','S395-20','mvAOdGyqjhhTQfx', 'LB')
('SL22517-2022-11-02-9508','S397-4','WpKbDZMEQK', 'LB')
('SL12058-2022-11-01-9390','S392-6','nBQMd', 'UB')
('AC22517-2022-11-01-9597','A534-3','zNBMMaBCJKtu', 'UB')
('AC22517-2022-11-01-9598','A534-4','XzlKOrinnHo', 'UB')
('AC12058-2022-11-01-9640','A536-10','SPZ', 'UB')
('SL22517-2022-11-01-9487','S396-7','iFHDcljIjwccmy', 'SL')
('SL04652-2022-11-02-9553','S399-1','JLoUo', 'LB')
('SL22517-2022-11-01-9493','S396-13','iXE', 'MB')
('AC22517-2022-11-01-9631','A536-1','RhGTyHq', 'LB')
('AC22517-2022-11-02-9700','A539-16','j', 'UB')
('SL22517-2022-11-01-9529','S398-1','pjFqHrrjkKh', 'LB')
('AC22517-2022-11-02-9702','A539-18','wHSolmju', 'SU')
('SL22517-2022-11-02-9595','S400-19','RhBaPFYKAOga', 'UB')
('AC12058-2022-11-01-9696','A539-12','PzIeRiz', 'SU')
('SL04652-2022-11-01-9587','S400-11','IWJ', 'UB')
('SL04652-2022-11-02-9605','S401-5','Vf', 'MB')
('SL22517-2022-11-02-9676','S404-4','BAjMHEOlW', 'LB')
('SL12058-2022-11-01-9516','S397-12','rqPSgrT', 'LB')
('SL12058-2022-11-01-9519','S397-15','t', 'SL')
('SL04652-2022-11-02-9661','S403-13','DmzIefgXBY', 'MB')
('AC04652-2022-11-01-10012','A557-4','sFNgwSJ', 'UB')
('AC22517-2022-11-01-9754','A542-16','bHHeRMbl', 'UB')
('AC22517-2022-11-02-9797','A545-5','YpoKCLVAziXvG', 'SL')
('SL04652-2022-11-01-9659','S403-11','SIRCqfiQbJxOTMCM', 'UB')
('AC12058-2022-11-01-9778','A544-4','ZUsGhM', 'UB')
('AC22517-2022-11-01-9758','A543-2','GIwC', 'LB')
('SL22517-2022-11-01-9603','S401-3','jBrVFhrnwBtcfK', 'UB')
('SL04652-2022-11-01-9670','S403-22','iHkFojc', 'UB')
('SL04652-2022-11-02-9678','S404-6','rYwvbtgmQaPPAp', 'UB')
('AC04652-2022-11-02-9794','A545-2','mxG', 'LB')
('AC04652-2022-11-01-10024','A557-16','GjdH', 'UB')
('SL04652-2022-11-01-9681','S404-9','DvvZdjQbNLH', 'LB')
('SL04652-2022-11-02-9687','S404-15','jxYaoPYPINqVqqeq', 'SL')
('AC22517-2022-11-02-9825','A546-15','WpmCGC', 'UB')
('AC22517-2022-11-01-9784','A544-10','optSlyyoN', 'UB')
('AC22517-2022-11-01-9785','A544-11','nOJ', 'SL')
('AC04652-2022-11-01-10032','A558-6','PX', 'SU')
('SL04652-2022-11-01-9692','S404-20','u', 'LB')
('AC04652-2022-11-01-10035','A558-9','RddjUbySnmfH', 'UB')
('AC12058-2022-11-01-9810','A545-18','OWDjyYy', 'SU')
('SL04652-2022-11-02-9696','S404-24','tkddjN', 'SU')
('SL12058-2022-11-01-9553','S399-1','daQXqxShFyvv', 'LB')
('SL22517-2022-11-01-9633','S402-9','DlgSMfoCtwpBHc', 'LB')
('SL22517-2022-11-01-9634','S402-10','M', 'MB')
('SL04652-2022-11-01-9700','S405-4','NooPx', 'LB')
('AC12058-2022-11-01-9815','A546-5','atOLtOoDndrG', 'SL')
('SL12058-2022-11-01-9555','S399-3','FUWqtXsnVdTq', 'UB')
('SL12058-2022-11-01-9556','S399-4','QrWxtSfLx', 'LB')
('AC04652-2022-11-02-9813','A546-3','gEWVrmWoxhIMlKYD', 'UB')
('AC12058-2022-11-01-9818','A546-8','yVOZgw', 'LB')
('AC22517-2022-11-01-9810','A545-18','HZhyQqOLHKTNSpDV', 'SU')
('SL22517-2022-11-02-9748','S407-4','N', 'LB')
('AC22517-2022-11-02-9850','A548-4','H', 'UB')
('AC22517-2022-11-01-9819','A546-9','hQks', 'UB')
('SL04652-2022-11-01-9720','S405-24','xHpyKGwSBCmqH', 'SU')
('AC12058-2022-11-01-9834','A547-6','ua', 'SU')
('SL22517-2022-11-01-9649','S403-1','VdLIYNny', 'LB')
('SL22517-2022-11-02-9755','S407-11','lHoSHd', 'UB')
('AC04652-2022-11-02-9836','A547-8','yu', 'LB')
('AC22517-2022-11-02-9861','A548-15','TATJCi', 'UB')
('AC22517-2022-11-01-9826','A546-16','CMzORfPoJ', 'UB')
('SL04652-2022-11-02-9749','S407-5','OlDgUnEC', 'MB')
('AC12058-2022-11-01-9865','A549-1','duLFpgHiFwi', 'LB')
('AC22517-2022-11-02-9924','A552-6','oGfkOLuqU', 'SU')
('SL12058-2022-11-01-9648','S402-24','LwsqLECDHZOQsj', 'SU')
('SL04652-2022-11-02-9786','S408-18','tyQaU', 'MB')
('AC04652-2022-11-02-9914','A551-14','U', 'LB')
('AC04652-2022-11-02-9933','A552-15','LJ', 'UB')
('SL22517-2022-11-02-9845','S411-5','OsxhNnVCED', 'MB')
('AC12058-2022-11-01-9918','A551-18','k', 'SU')
('SL04652-2022-11-02-9819','S410-3','Fnbik', 'UB')
('AC22517-2022-11-02-9955','A554-1','trFdXRUROcVdaTUT', 'LB')
('AC04652-2022-11-01-10153','A565-1','TMDuPVImYUYRXz', 'LB')
('AC22517-2022-11-01-9925','A552-7','li', 'LB')
('SL22517-2022-11-02-9854','S411-14','fpwaPIChykZC', 'UB')
('SL04652-2022-11-02-9823','S410-7','BaAqRVzTHxlLPf', 'SL')
('SL22517-2022-11-02-9857','S411-17','o', 'LB')
('AC12058-2022-11-01-9929','A552-11','wgVDogcMvtFKrW', 'SL')
('SL22517-2022-11-01-9759','S407-15','OlBDpLjuqtLmtL', 'SL')
('AC22517-2022-11-01-9938','A553-2','uNt', 'LB')
('SL04652-2022-11-01-9832','S410-16','lYONLkY', 'SU')
('SL22517-2022-11-01-9773','S408-5','VTWfrOUWR', 'MB')
('AC04652-2022-11-02-9959','A554-5','lkeEjE', 'SL')
('SL12058-2022-11-01-9695','S404-23','uMhDRQDD', 'SL')
('AC22517-2022-11-01-9947','A553-11','IEmPZypA', 'SL')
('AC12058-2022-11-01-9955','A554-1','vUocHwTie', 'LB')
('SL04652-2022-11-01-9843','S411-3','RyQyHxx', 'UB')
('AC22517-2022-11-02-9983','A555-11','rzusntelctaMB', 'SL')
('AC04652-2022-11-01-10173','A566-3','HvvNVYeGCAZHi', 'UB')
('SL04652-2022-11-01-9885','S412-21','IhOeRMdTH', 'MB')
('SL04652-2022-11-02-9904','S413-16','cTEQneXyclb', 'SU')
('SL04652-2022-11-01-9888','S412-24','vLqtDYenQfG', 'SU')
('SL04652-2022-11-01-9889','S413-1','CgbTzLzVbf', 'LB')
('SL04652-2022-11-02-9907','S413-19','iOJsn', 'UB')
('SL22517-2022-11-01-9831','S410-15','AGLBk', 'SL')
('AC12058-2022-11-01-10009','A557-1','GlQ', 'LB')
('AC04652-2022-11-02-10024','A557-16','KGeNbxEVL', 'UB')
('AC22517-2022-11-02-10039','A558-13','lTArkcEAynUyS', 'LB')
('AC04652-2022-11-01-10223','A568-17','VwK', 'SL')
('AC04652-2022-11-01-10224','A568-18','ezWwNUEwmNQe', 'SU')
('AC12058-2022-11-01-10015','A557-7','XyXTAYrAcOQ', 'LB')
('SL22517-2022-11-01-9843','S411-3','QAIkn', 'UB')
('SL22517-2022-11-01-9851','S411-11','cGqHqntjN', 'UB')
('AC22517-2022-11-01-10015','A557-7','HNB', 'LB')
('AC22517-2022-11-02-10053','A559-9','c', 'UB')
('SL12058-2022-11-01-9788','S408-20','mVvVxMIfXuYW', 'LB')
('AC22517-2022-11-01-10018','A557-10','pZMWTdvpzAVme', 'UB')
('SL12058-2022-11-01-9791','S408-23','rroHSalyi', 'SL')
('AC22517-2022-11-02-10064','A560-2','XJ', 'LB')
('SL12058-2022-11-01-9795','S409-3','Qe', 'UB')
('AC22517-2022-11-02-10068','A560-6','kejvzzFuHUhaGhG', 'SU')
('SL12058-2022-11-01-9800','S409-8','cVRDKAZWlPq', 'SU')
('SL22517-2022-11-01-9873','S412-9','LS', 'LB')
('AC12058-2022-11-01-10110','A562-12','dCokjkPRui', 'SU')
