('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('SL04652-2022-11-01-3934','S164-22','DOKhrwwxuvK', 'UB')
('SL04652-2022-11-01-3942','S165-6','gmFedWXKBmiSwjsI', 'UB')
('SL04652-2022-11-02-3865','S162-1','SELZXCaMLiSy', 'LB')
('AC12058-2022-11-01-3941','A219-17','pumWcZfjBChGcof', 'SL')
('SL12058-2022-11-01-3894','S163-6','XsHhX', 'UB')
('AC12058-2022-11-01-3943','A220-1','Hu', 'LB')
('SL22517-2022-11-02-4013','S168-5','GEJCVUoDeqwdnIhK', 'MB')
('AC12058-2022-11-01-3950','A220-8','xTRPMHN', 'LB')
('SL12058-2022-11-01-3898','S163-10','PhqxknzprqLSI', 'MB')
('SL22517-2022-11-02-4017','S168-9','NSw', 'LB')
('AC22517-2022-11-01-3772','A210-10','WjlSjG', 'UB')
('SL04652-2022-11-01-3952','S165-16','VnMyBKawvtBbNTHe', 'SU')
('SL04652-2022-11-02-3872','S162-8','IjFqPJrZjAoeuD', 'SU')
('AC22517-2022-11-01-3775','A210-13','cbMjfT', 'LB')
('SL04652-2022-11-01-3954','S165-18','nfJMJ', 'MB')
('AC04652-2022-11-02-3881','A216-11','RE', 'SL')
('SL12058-2022-11-01-3905','S163-17','waRkAdXdxVdxbndG', 'LB')
('SL22517-2022-11-02-4024','S168-16','qypoVympORZVVH', 'SU')
('SL22517-2022-11-01-3954','S165-18','etKgaOEnusBcnweV', 'MB')
('SL22517-2022-11-01-3955','S165-19','RStKsuUUanFKlW', 'UB')
('SL22517-2022-11-01-3956','S165-20','uOTJoi', 'LB')
('AC12058-2022-11-01-3962','A221-2','M', 'LB')
('SL12058-2022-11-01-3909','S163-21','lyNbNDUnVBnWvUH', 'MB')
('AC04652-2022-11-02-3889','A217-1','HxIvDQIMjL', 'LB')
('AC22517-2022-11-01-3784','A211-4','TaA', 'UB')
('AC22517-2022-11-02-4035','A225-3','nasyWInTQRc', 'UB')
('AC22517-2022-11-01-3786','A211-6','XO', 'SU')
('SL22517-2022-11-01-4015','S168-7','lpGW', 'SL')
('SL22517-2022-11-01-4019','S168-11','GawvwkofKfrKjF', 'UB')
('SL12058-2022-11-01-4000','S167-16','vyqXZnsiajPiq', 'SU')
('AC04652-2022-11-02-3971','A221-11','rKXbWU', 'SL')
('SL04652-2022-11-01-4033','S169-1','jkiRX', 'LB')
('SL12058-2022-11-01-4002','S167-18','KOmAiYP', 'MB')
('AC04652-2022-11-02-3972','A221-12','bHUOIpcf', 'SU')
('AC04652-2022-11-01-4068','A226-18','AJHXEPfZcCLvPy', 'SU')
('SL04652-2022-11-02-3960','S165-24','I', 'SU')
('SL12058-2022-11-01-4005','S167-21','vwPUbPRDgmqzKEO', 'MB')
('SL12058-2022-11-01-4006','S167-22','kRxn', 'UB')
('AC22517-2022-11-01-3873','A216-3','ZqlSnGErUDywCmd', 'UB')
('AC22517-2022-11-01-3874','A216-4','KAU', 'UB')
('AC22517-2022-11-01-3875','A216-5','likCuKQ', 'SL')
('AC22517-2022-11-02-4130','A230-8','JeNxxshwQB', 'LB')
('SL22517-2022-11-01-4045','S169-13','wfxjnR', 'MB')
('AC04652-2022-11-01-4080','A227-12','nrdgFvzaZwfiR', 'SU')
('AC22517-2022-11-02-4136','A230-14','MN', 'LB')
('AC12058-2022-11-01-4043','A225-11','YpFSiN', 'SL')
('AC12058-2022-11-01-4044','A225-12','UGUeRgFWvvLlJKoB', 'SU')
('SL04652-2022-11-01-4049','S169-17','BumERU', 'LB')
('SL22517-2022-11-02-4126','S172-22','ZBjgBiwDamnx', 'UB')
('SL12058-2022-11-01-4016','S168-8','HM', 'SU')
('AC04652-2022-11-01-4086','A227-18','MELRUsgKKSAqxzQ', 'SU')
('AC22517-2022-11-01-3886','A216-16','MdTgvwHEkMF', 'UB')
('SL12058-2022-11-01-4019','S168-11','qxQH', 'UB')
('SL04652-2022-11-02-3977','S166-17','BzBQtNbgoIcQz', 'LB')
('SL22517-2022-11-02-4131','S173-3','QyLScqcghpnqx', 'UB')
('AC04652-2022-11-01-4093','A228-7','yYqqxNmdpmJIL', 'LB')
('AC22517-2022-11-02-4147','A231-7','BNtZMxq', 'LB')
('SL22517-2022-11-02-4136','S173-8','A', 'SU')
('AC22517-2022-11-01-3895','A217-7','sC', 'LB')
('SL22517-2022-11-01-4065','S170-9','oz', 'LB')
('SL04652-2022-11-02-3981','S166-21','Rv', 'MB')
('SL22517-2022-11-01-4069','S170-13','cMudwirEd', 'MB')
('AC04652-2022-11-02-3992','A222-14','QFweCxQI', 'LB')
('SL04652-2022-11-01-4064','S170-8','lnRFWJ', 'SU')
('AC12058-2022-11-01-4058','A226-8','uxuQTJqSDjolOkv', 'LB')
('AC12058-2022-11-01-4059','A226-9','Kieguz', 'UB')
('AC04652-2022-11-01-4102','A228-16','huEPECEALbB', 'UB')
('AC22517-2022-11-01-3898','A217-10','GIOIUNebjW', 'UB')
('AC04652-2022-11-02-3997','A223-1','BmR', 'LB')
('AC04652-2022-11-01-4104','A228-18','AdpXGkyEGvagFD', 'SU')
('SL22517-2022-11-01-4075','S170-19','kNLrh', 'UB')
('AC04652-2022-11-01-4105','A229-1','LSQvIbvNoXFGZNJ', 'LB')
('SL12058-2022-11-01-4036','S169-4','NckjLDVQTWYFGK', 'LB')
('SL04652-2022-11-01-4073','S170-17','DdZWzgiInKbyzbk', 'LB')
('AC22517-2022-11-02-4159','A232-1','zF', 'LB')
('SL22517-2022-11-02-4149','S173-21','vCkKyRUpSYYBV', 'MB')
('AC12058-2022-11-01-4064','A226-14','aeovnYQUc', 'LB')
('SL22517-2022-11-02-4150','S173-22','QWioNWmDjsZDRbR', 'UB')
('SL22517-2022-11-01-4081','S171-1','QEyemqbtbbt', 'LB')
('AC04652-2022-11-01-4109','A229-5','e', 'SL')
('SL04652-2022-11-02-3996','S167-12','UGpGaWyuhVPKeTwk', 'LB')
('SL22517-2022-11-01-4086','S171-6','EjbUNcueN', 'UB')
('AC22517-2022-11-02-4164','A232-6','YiCCrWPNIlqb', 'SU')
('AC22517-2022-11-02-4165','A232-7','kFkDBWvFfTtV', 'LB')
('AC12058-2022-11-01-4070','A227-2','OTFZRhRc', 'LB')
('SL22517-2022-11-01-4090','S171-10','sOPnQvdSx', 'MB')
('AC04652-2022-11-02-4020','A224-6','eqVs', 'SU')
('AC04652-2022-11-01-4120','A229-16','chdCXqLLydQnKjtb', 'UB')
('AC04652-2022-11-01-4122','A229-18','qAtVoM', 'SU')
('SL04652-2022-11-01-4087','S171-7','etWDSHpWQTeKwcT', 'SL')
('AC04652-2022-11-02-4023','A224-9','euaZoUpqcGibNYYd', 'UB')
('SL04652-2022-11-02-4006','S167-22','JDQfmMpS', 'UB')
('SL12058-2022-11-01-4061','S170-5','EaMU', 'MB')
('SL22517-2022-11-01-4097','S171-17','APCnHuxGbMhjydG', 'LB')
('SL22517-2022-11-01-4100','S171-20','dDXlRBlA', 'LB')
('SL22517-2022-11-02-4173','S174-21','ytJHAaCJfck', 'MB')
('AC12058-2022-11-01-4083','A227-15','rCCWnfjYTQWniC', 'UB')
('SL12058-2022-11-01-4065','S170-9','Evpcnw', 'LB')
('SL22517-2022-11-02-4218','S176-18','xHiiCuKum', 'MB')
('SL12058-2022-11-01-4163','S174-11','kvC', 'UB')
('SL04652-2022-11-02-4086','S171-6','mUJMnvkrb', 'UB')
('AC22517-2022-11-01-4007','A223-11','RPJAvnghHiYupWwt', 'SL')
('AC22517-2022-11-01-4008','A223-12','AzLLXGyuVVQnQt', 'SU')
('AC22517-2022-11-02-4269','A238-3','CBNU', 'UB')
('AC04652-2022-11-02-4121','A229-17','jHzsr', 'SL')
('SL22517-2022-11-01-4192','S175-16','UHQTJoQ', 'SU')
('SL04652-2022-11-01-4196','S175-20','zHgmZqvUvzRFYiX', 'LB')
('AC22517-2022-11-02-4274','A238-8','PNThMOvYkQKfs', 'LB')
('AC12058-2022-11-01-4193','A233-17','KK', 'SL')
('SL12058-2022-11-01-4170','S174-18','Rfr', 'MB')
('AC22517-2022-11-01-4016','A224-2','RgcHHiCclD', 'LB')
('AC22517-2022-11-01-4018','A224-4','JXiLkWajIEb', 'UB')
('AC22517-2022-11-02-4281','A238-15','wyHbkEXmayB', 'UB')
('SL04652-2022-11-01-4206','S176-6','UlEYyEMMptiIEvQE', 'UB')
('SL04652-2022-11-02-4107','S172-3','bTIkLOSJ', 'UB')
('SL04652-2022-11-02-4108','S172-4','UTPquluOtB', 'LB')
('AC12058-2022-11-01-4203','A234-9','nFrMsCOIEdtZ', 'UB')
('AC04652-2022-11-02-4133','A230-11','czTEUTKI', 'SL')
('AC12058-2022-11-01-4207','A234-13','lUFElNZlQwFlxX', 'LB')
('SL04652-2022-11-01-4214','S176-14','fWHnXSwgNRV', 'UB')
('SL22517-2022-11-01-4211','S176-11','jboJxkxUfcVz', 'UB')
('SL04652-2022-11-01-4221','S176-21','INxKj', 'MB')
('SL22517-2022-11-01-4214','S176-14','piYzmoZqVrEnzop', 'UB')
('AC22517-2022-11-02-4289','A239-5','yDYxfsMjEPj', 'SL')
('SL12058-2022-11-01-4192','S175-16','P', 'SU')
('AC22517-2022-11-01-4035','A225-3','Qf', 'UB')
('SL12058-2022-11-01-4195','S175-19','Ade', 'UB')
('AC22517-2022-11-01-4037','A225-5','ymZXBKi', 'SL')
('AC22517-2022-11-01-4039','A225-7','DoATKwkzFM', 'LB')
('AC22517-2022-11-01-4044','A225-12','LfwFCLeyegxyFgCx', 'SU')
('SL04652-2022-11-01-4237','S177-13','zrcQeeQmcxKQ', 'MB')
('SL22517-2022-11-01-4224','S176-24','DureUUxTYrBOMUgX', 'SU')
('SL12058-2022-11-01-4201','S176-1','PfCjPaTYQU', 'LB')
('SL04652-2022-11-02-4132','S173-4','vSGEPQmJMRYlmxU', 'LB')
('SL22517-2022-11-01-4227','S177-3','pwoz', 'UB')
('AC04652-2022-11-02-4168','A232-10','kyy', 'UB')
('SL12058-2022-11-01-4209','S176-9','LprUNYxUaVbIP', 'LB')
('AC04652-2022-11-02-4174','A232-16','aa', 'UB')
('AC22517-2022-11-01-4064','A226-14','Nok', 'LB')
('AC04652-2022-11-02-4189','A233-13','JU', 'LB')
('AC04652-2022-11-02-4191','A233-15','bgweyOqvOsyEq', 'UB')
('SL12058-2022-11-01-4230','S177-6','EwUJty', 'UB')
('AC22517-2022-11-01-4088','A228-2','sJfNr', 'LB')
('SL22517-2022-11-01-4268','S178-20','bcMmJQiwzgI', 'LB')
('AC12058-2022-11-01-4262','A237-14','Uuhi', 'LB')
('AC12058-2022-11-01-4263','A237-15','IyiGypsK', 'UB')
('SL12058-2022-11-01-4246','S177-22','NXeiaFzPe', 'UB')
('SL12058-2022-11-01-4247','S177-23','fzcgHB', 'SL')
('AC22517-2022-11-01-4100','A228-14','qYAeCfJlQMBaFcq', 'LB')
('AC22517-2022-11-02-4337','A241-17','kxZQg', 'SL')
('AC22517-2022-11-01-4150','A231-10','TZO', 'UB')
('SL22517-2022-11-02-4440','S185-24','nQBLCPEBBwhI', 'SU')
('AC22517-2022-11-02-4419','A246-9','Jp', 'UB')
('AC22517-2022-11-01-4187','A233-11','epI', 'SL')
('SL22517-2022-11-02-4460','S186-20','icIIKZlViMKLBs', 'LB')
('AC04652-2022-11-01-4415','A246-5','Z', 'SL')
('AC22517-2022-11-02-4443','A247-15','kgBQmSjkxk', 'UB')
('SL04652-2022-11-01-4374','S183-6','h', 'UB')
('SL22517-2022-11-02-4463','S186-23','eeZt', 'SL')
('SL22517-2022-11-01-4435','S185-19','SKRSjRiJVOhuAd', 'UB')
('SL04652-2022-11-01-4424','S185-8','FrEULVtbJLuuLg', 'SU')
('SL04652-2022-11-02-4348','S182-4','ZrxCdd', 'LB')
('SL12058-2022-11-01-4423','S185-7','CmtMbXHLUCSMUMLX', 'SL')
('AC22517-2022-11-01-4260','A237-12','OaHJwwJdLJDjkONY', 'SU')
('SL22517-2022-11-02-4523','S189-11','YrlNsyJBKgLEYA', 'UB')
('AC04652-2022-11-01-4479','A249-15','fFgFddkMAWuGUmiD', 'UB')
('SL12058-2022-11-01-4431','S185-15','zpzGAYlSGMhOrAw', 'SL')
('AC12058-2022-11-01-4432','A247-4','ilypLtAIIOWvdrbO', 'UB')
('SL12058-2022-11-01-4434','S185-18','eEUxEJ', 'MB')
('AC22517-2022-11-02-4504','A251-4','heSEwxrK', 'UB')
('SL04652-2022-11-02-4363','S182-19','w', 'UB')
('AC04652-2022-11-02-4386','A244-12','LzsztN', 'SU')
('AC04652-2022-11-02-4387','A244-13','IT', 'LB')
('SL04652-2022-11-02-4366','S182-22','gGMQAdjbRxbD', 'UB')
('SL22517-2022-11-01-4462','S186-22','EnmOxscgSajshAa', 'UB')
('SL04652-2022-11-02-4370','S183-2','fALIdMpzOzHJBzf', 'MB')
('SL22517-2022-11-02-4536','S189-24','KJpLjgTPGTImIJx', 'SU')
('AC12058-2022-11-01-4478','A249-14','AQOLgT', 'LB')
('AC22517-2022-11-01-4325','A241-5','DRggYThsDOvJCWt', 'SL')
('SL04652-2022-11-01-4487','S187-23','wudrHvoKjMiencMk', 'SL')
('SL12058-2022-11-01-4472','S187-8','Il', 'SU')
('SL04652-2022-11-01-4493','S188-5','rt', 'MB')
('SL04652-2022-11-01-4494','S188-6','aKrQLqvwktoDq', 'UB')
('SL12058-2022-11-01-4477','S187-13','GQScNuCm', 'MB')
('AC22517-2022-11-01-4331','A241-11','FhKtaQyXFAFQAWco', 'SL')
('AC04652-2022-11-02-4438','A247-10','RWW', 'UB')
('SL04652-2022-11-02-4420','S185-4','Jr', 'LB')
('AC22517-2022-11-01-4338','A241-18','yEfFuy', 'SU')
('SL04652-2022-11-01-4502','S188-14','WFj', 'UB')
('SL22517-2022-11-02-4592','S192-8','nLyBgX', 'SU')
('AC04652-2022-11-02-4484','A250-2','UdhakxQNnyawjy', 'LB')
('SL22517-2022-11-01-4559','S190-23','tUP', 'SL')
('AC04652-2022-11-02-4488','A250-6','mRM', 'SU')
('SL22517-2022-11-02-4628','S193-20','cSlAXRkaeF', 'LB')
('AC12058-2022-11-01-4540','A253-4','VOuNbmksVmrCkVWi', 'UB')
('SL04652-2022-11-01-4555','S190-19','PSwXW', 'UB')
('SL12058-2022-11-01-4531','S189-19','cam', 'UB')
('SL04652-2022-11-02-4472','S187-8','qvPyLwoz', 'SU')
('AC22517-2022-11-01-4393','A245-1','JOtTi', 'LB')
('AC22517-2022-11-01-4396','A245-4','pQCjHNuv', 'UB')
('AC22517-2022-11-01-4397','A245-5','beZsI', 'SL')
('SL22517-2022-11-01-4575','S191-15','wAANKHEhrpihWQ', 'SL')
('AC04652-2022-11-02-4504','A251-4','ChiINJYjpEm', 'UB')
('AC22517-2022-11-01-4398','A245-6','bdPDEVyISThoya', 'SU')
('AC04652-2022-11-01-4606','A256-16','uiQkpeKnrrQPsf', 'UB')
('AC22517-2022-11-02-4604','A256-14','ozbdhsJHrSdSFhot', 'LB')
('SL22517-2022-11-01-4578','S191-18','IotIiQyWgXe', 'MB')
('AC22517-2022-11-02-4607','A256-17','grBOQiUGq', 'SL')
('AC22517-2022-11-02-4608','A256-18','twQVpnWyZR', 'SU')
('SL04652-2022-11-02-4492','S188-4','QpNUwIx', 'LB')
('SL04652-2022-11-01-4568','S191-8','JaOgScCNeiHE', 'SU')
('SL04652-2022-11-01-4569','S191-9','AVl', 'LB')
('SL04652-2022-11-01-4570','S191-10','ZLQAqcRVgQPf', 'MB')
('AC22517-2022-11-01-4403','A245-11','xrYLo', 'SL')
('SL04652-2022-11-02-4495','S188-7','YHeIxPNm', 'SL')
('SL22517-2022-11-02-4654','S194-22','k', 'UB')
('AC04652-2022-11-02-4514','A251-14','bKzBWbuUbO', 'LB')
('AC22517-2022-11-01-4405','A245-13','VSLmGppePNZAQ', 'LB')
('SL22517-2022-11-01-4587','S192-3','FLB', 'UB')
('AC04652-2022-11-02-4517','A251-17','XHaqIl', 'SL')
('SL04652-2022-11-02-4497','S188-9','elmurCpeiFL', 'LB')
('AC12058-2022-11-01-4574','A255-2','UuMhIOPGuYqdB', 'LB')
('SL12058-2022-11-01-4554','S190-18','xiZpr', 'MB')
('AC22517-2022-11-02-4631','A258-5','jV', 'SL')
('AC04652-2022-11-01-4624','A257-16','ohZXzS', 'UB')
('AC04652-2022-11-01-4625','A257-17','qzWjUWzzpYaCmdUs', 'SL')
('AC04652-2022-11-01-4626','A257-18','kExRpuIyo', 'SU')
('SL12058-2022-11-01-4558','S190-22','M', 'UB')
('SL04652-2022-11-02-4510','S188-22','zutaRxXaix', 'UB')
('SL22517-2022-11-01-4598','S192-14','rOwr', 'UB')
('AC22517-2022-11-02-4637','A258-11','vMWkBXK', 'SL')
('SL04652-2022-11-01-4593','S192-9','KJCSlLLY', 'LB')
('SL04652-2022-11-02-4525','S189-13','iyKIz', 'MB')
('SL12058-2022-11-01-4569','S191-9','jnWeiNGNpd', 'LB')
('AC12058-2022-11-01-4605','A256-15','gUR', 'UB')
('AC04652-2022-11-02-4558','A254-4','ntAKWFxJcuUt', 'UB')
('AC22517-2022-11-01-4444','A247-16','IUVCepnn', 'UB')
('SL22517-2022-11-02-4697','S196-17','gXLssa', 'LB')
('SL04652-2022-11-02-4555','S190-19','IEQprVyOyafIIY', 'UB')
('SL22517-2022-11-02-4702','S196-22','ZhV', 'UB')
('SL04652-2022-11-02-4564','S191-4','IElXayBlVKh', 'LB')
('AC22517-2022-11-02-4681','A261-1','b', 'LB')
('AC22517-2022-11-01-4466','A249-2','aZRPL', 'LB')
('AC04652-2022-11-01-4677','A260-15','VB', 'UB')
('SL12058-2022-11-01-4616','S193-8','Z', 'SU')
('AC04652-2022-11-01-4678','A260-16','yxDuzd', 'UB')
('SL22517-2022-11-02-4711','S197-7','dFMPlePEaWygirh', 'SL')
('AC04652-2022-11-02-4581','A255-9','MqlKyw', 'UB')
('SL22517-2022-11-02-4712','S197-8','AgIeeKcGTHgpJ', 'SU')
('AC22517-2022-11-01-4469','A249-5','Y', 'SL')
('SL22517-2022-11-01-4645','S194-13','oQfecRDUJgge', 'MB')
('SL22517-2022-11-02-4721','S197-17','yTHIANJsOfrNFHEu', 'LB')
('AC12058-2022-11-01-4640','A258-14','XXYATomAIFYQwB', 'LB')
('SL22517-2022-11-02-4722','S197-18','nSTNQ', 'MB')
('SL22517-2022-11-02-4724','S197-20','wqgMtNa', 'LB')
('AC12058-2022-11-01-4643','A258-17','Py', 'SL')
('SL12058-2022-11-01-4634','S194-2','bbXIcitdN', 'MB')
('SL04652-2022-11-01-4649','S194-17','dtQbhkBNZeNLOwQX', 'LB')
('SL04652-2022-11-02-4581','S191-21','obbMzmW', 'MB')
('AC22517-2022-11-01-4514','A251-14','I', 'LB')
('AC22517-2022-11-02-4749','A264-15','zfxMkXeUN', 'UB')
('SL22517-2022-11-01-4684','S196-4','MjpwqPcjLbira', 'LB')
('SL22517-2022-11-02-4762','S199-10','tMcUFUsF', 'MB')
('SL22517-2022-11-01-4685','S196-5','MuikfXnda', 'MB')
('AC12058-2022-11-01-4719','A263-3','dhudJuyWb', 'UB')
('SL22517-2022-11-01-4713','S197-9','dbjfsYpMyqtc', 'LB')
('AC12058-2022-11-01-4724','A263-8','blbjlJUGuFdDgxV', 'LB')
('AC22517-2022-11-01-4548','A253-12','vQCHDbkhwCFnleF', 'SU')
('SL12058-2022-11-01-4709','S197-5','FmgK', 'MB')
('SL12058-2022-11-01-4710','S197-6','cGLDUUZpQGS', 'UB')
('AC22517-2022-11-02-4789','A267-1','wKDKHOeSjYggdAFT', 'LB')
('AC12058-2022-11-01-4728','A263-12','XbanyqaCwbhdokh', 'SU')
('AC04652-2022-11-01-4771','A266-1','qKLsFci', 'LB')
('AC22517-2022-11-02-4791','A267-3','saZFJzdrN', 'UB')
('SL12058-2022-11-01-4750','S198-22','juesIRLcEceNtGT', 'UB')
('SL22517-2022-11-01-4758','S199-6','aHD', 'UB')
('SL22517-2022-11-02-4830','S202-6','fTiYsKanm', 'UB')
('SL04652-2022-11-02-4709','S197-5','cmLbG', 'MB')
('SL12058-2022-11-01-4754','S199-2','zWpcEWBnOgNyoe', 'MB')
('AC04652-2022-11-02-4691','A261-11','CqfZARzOjUcxGPhZ', 'SL')
('AC04652-2022-11-02-4692','A261-12','eZrVmIRV', 'SU')
('AC04652-2022-11-01-4816','A268-10','MBWdxVozccyqZ', 'UB')
('SL12058-2022-11-01-4758','S199-6','OLWBhZjbGb', 'UB')
('AC22517-2022-11-01-4607','A256-17','FA', 'SL')
('AC22517-2022-11-01-4608','A256-18','HitVHWZDL', 'SU')
('SL04652-2022-11-01-4775','S199-23','WaGoVhSWNPIHnGT', 'SL')
('SL04652-2022-11-02-4715','S197-11','hHraju', 'UB')
('AC22517-2022-11-02-4845','A270-3','qX', 'UB')
('AC12058-2022-11-01-4776','A266-6','cTowTBrnU', 'SU')
('AC04652-2022-11-01-4824','A268-18','LYJVHrIPyUd', 'SU')
('SL04652-2022-11-01-4779','S200-3','zPNUa', 'UB')
('AC12058-2022-11-01-4783','A266-13','SwmQQuoMo', 'LB')
('SL22517-2022-11-02-4846','S202-22','wTzTMIW', 'UB')
('AC04652-2022-11-02-4711','A262-13','uSlqXfdMdovx', 'LB')
('SL04652-2022-11-01-4788','S200-12','trIQ', 'LB')
('SL22517-2022-11-01-4772','S199-20','aLJGHxijELx', 'LB')
('AC22517-2022-11-02-4859','A270-17','gCMxPwm', 'SL')
('AC04652-2022-11-01-4840','A269-16','MfwRaQbaNGnDPgod', 'UB')
('AC04652-2022-11-01-4841','A269-17','HifW', 'SL')
('SL22517-2022-11-02-4861','S203-13','MHHSP', 'MB')
('SL12058-2022-11-01-4775','S199-23','EkkaYaIiaIS', 'SL')
('SL04652-2022-11-02-4734','S198-6','JZIPMJqUWp', 'UB')
('SL22517-2022-11-01-4781','S200-5','yTdl', 'MB')
('SL04652-2022-11-01-4799','S200-23','IbVvcSqqPFfORMD', 'SL')
('SL22517-2022-11-01-4785','S200-9','PwKjDVsGMOO', 'LB')
('SL22517-2022-11-02-4869','S203-21','A', 'MB')
('SL04652-2022-11-02-4736','S198-8','qSDYkOFBZpkKbyFF', 'SU')
('SL04652-2022-11-01-4802','S201-2','gSshxkxxO', 'MB')
('SL04652-2022-11-02-4737','S198-9','yWIxYzVeHtVEgM', 'LB')
('AC22517-2022-11-01-4632','A258-6','K', 'SU')
('SL22517-2022-11-02-4871','S203-23','fm', 'SL')
('AC04652-2022-11-02-4726','A263-10','SPuuYmNJnNDNLoH', 'UB')
('AC04652-2022-11-02-4728','A263-12','zzhlEfdkKVblNSi', 'SU')
('SL22517-2022-11-01-4790','S200-14','PbL', 'UB')
('AC04652-2022-11-02-4729','A263-13','AjCemmk', 'LB')
('SL04652-2022-11-02-4740','S198-12','ahaJOYHkPkw', 'LB')
('AC12058-2022-11-01-4803','A267-15','KtkPwoOobvEgeeSy', 'UB')
('AC22517-2022-11-01-4638','A258-12','ehoQg', 'SU')
('AC12058-2022-11-01-4805','A267-17','eYxpuuFyyG', 'SL')
('AC04652-2022-11-02-4732','A263-16','Kj', 'UB')
('SL12058-2022-11-01-4791','S200-15','amQtotTxnE', 'SL')
('AC22517-2022-11-01-4646','A259-2','TsFaIIHK', 'LB')
('AC04652-2022-11-02-4736','A264-2','BHKACm', 'LB')
('AC22517-2022-11-01-4648','A259-4','bDzsr', 'UB')
('AC22517-2022-11-02-4875','A271-15','OrsQlDDaLpWU', 'UB')
('AC22517-2022-11-02-4876','A271-16','D', 'UB')
('AC12058-2022-11-01-4815','A268-9','kwoeLCgaNdnE', 'UB')
('SL22517-2022-11-02-4881','S204-9','PwqZxcFetZvdLvga', 'LB')
('SL12058-2022-11-01-4796','S200-20','FfUUA', 'LB')
('SL22517-2022-11-01-4802','S201-2','hdDRnVYwKNnxiq', 'MB')
('AC04652-2022-11-01-4864','A271-4','hDirPCEkcAMMVpFT', 'UB')
('SL22517-2022-11-02-4884','S204-12','vgIMAwAgmHT', 'LB')
('AC22517-2022-11-01-4654','A259-10','hNDAcHy', 'UB')
('SL22517-2022-11-01-4805','S201-5','c', 'MB')
('AC22517-2022-11-02-4879','A272-1','TUAthWjTxoxV', 'LB')
('SL22517-2022-11-02-4886','S204-14','FVHncZiBeVylyJf', 'UB')
('AC12058-2022-11-01-4822','A268-16','mPuJHYjUgk', 'UB')
('SL12058-2022-11-01-4801','S201-1','wYC', 'LB')
('AC22517-2022-11-02-4882','A272-4','bSssAfSP', 'UB')
('SL04652-2022-11-01-4827','S202-3','fBsnujdQSfOOo', 'UB')
('AC22517-2022-11-02-4884','A272-6','mdRGeW', 'SU')
('AC22517-2022-11-01-4659','A259-15','rzhss', 'UB')
('SL12058-2022-11-01-4805','S201-5','kxondvbYSeu', 'MB')
('SL22517-2022-11-01-4808','S201-8','l', 'SU')
('SL12058-2022-11-01-4808','S201-8','uNjBHajrRV', 'SU')
('AC12058-2022-11-01-4831','A269-7','aoxIMXSwh', 'LB')
('AC22517-2022-11-02-4891','A272-13','MOnYhNpEe', 'LB')
('AC04652-2022-11-01-4876','A271-16','GoEZR', 'UB')
('SL04652-2022-11-01-4833','S202-9','klDCwiXirgn', 'LB')
('AC04652-2022-11-02-4761','A265-9','bEUMyKuCtp', 'UB')
('AC04652-2022-11-02-4762','A265-10','TcXyuxrorWHw', 'UB')
('AC22517-2022-11-02-4896','A272-18','VajwC', 'SU')
('AC22517-2022-11-02-4897','A273-1','ajqBjIMOkFKefvx', 'LB')
('SL04652-2022-11-02-4777','S200-1','A', 'LB')
('SL12058-2022-11-01-4816','S201-16','wMktzJynQH', 'SU')
('SL22517-2022-11-02-4900','S205-4','EGNfhV', 'LB')
('AC22517-2022-11-01-4675','A260-13','LV', 'LB')
('AC22517-2022-11-02-4901','A273-5','kINBYezWXHlf', 'SL')
('SL22517-2022-11-01-4824','S201-24','DrILzhGIThmDp', 'SU')
('AC22517-2022-11-01-4679','A260-17','eetaNafvCZLqtwD', 'SL')
('AC12058-2022-11-01-4846','A270-4','QEwmQNmS', 'UB')
('SL12058-2022-11-01-4823','S201-23','hQLMkBf', 'SL')
('SL22517-2022-11-01-4832','S202-8','mXNkgtqlxanv', 'SU')
('AC04652-2022-11-01-4885','A272-7','oDENuSZih', 'LB')
('SL22517-2022-11-02-4909','S205-13','iyiROPkDTiFFUi', 'MB')
('SL04652-2022-11-02-4791','S200-15','QTJvALRtNwWnUTm', 'SL')
('SL04652-2022-11-01-4852','S203-4','NEBoulo', 'LB')
('SL22517-2022-11-01-4839','S202-15','uabnZllzIRATNw', 'SL')
('AC12058-2022-11-01-4851','A270-9','YomdhdBXpcfiabRV', 'UB')
('AC22517-2022-11-02-4912','A273-16','ZaAEBum', 'UB')
('SL04652-2022-11-01-4854','S203-6','LpE', 'UB')
('SL22517-2022-11-02-4916','S205-20','DcUvjoGr', 'LB')
('SL04652-2022-11-01-4855','S203-7','Hb', 'SL')
('AC22517-2022-11-01-4692','A261-12','vogceiaEopSoRct', 'SU')
('SL04652-2022-11-02-4793','S200-17','CPICOcFZLTw', 'LB')
('AC12058-2022-11-01-4860','A270-18','ZQZNGadPGzlC', 'SU')
('AC22517-2022-11-01-4699','A262-1','jXWK', 'LB')
('SL22517-2022-11-02-4930','S206-10','eJYAhFCmrgeHPi', 'MB')
('AC12058-2022-11-01-4868','A271-8','mMyAAuTRVpQBxbI', 'LB')
('SL04652-2022-11-02-4810','S201-10','WsDfxDur', 'MB')
('AC12058-2022-11-01-4876','A271-16','PqHPggjTkNvoUTNN', 'UB')
('SL12058-2022-11-01-4843','S202-19','xJYKKnjHna', 'UB')
('SL04652-2022-11-02-4815','S201-15','tvJmoBQeuC', 'SL')
