('SL22517-2022-11-02-1231','S52-7','KhETARuWtySMXFyh', 'SL')
('SL04652-2022-11-02-2032','S85-16','SQtqUHzPYVNQAbaS', 'SU')
('AC04652-2022-11-02-2110','A118-4','vA', 'UB')
('AC12058-2022-11-01-2028','A113-12','ib', 'SU')
('SL04652-2022-11-02-2034','S85-18','dUvCthZIRDkcrh', 'MB')
('AC22517-2022-11-02-2127','A119-3','sPnDkjjRbWAYdRus', 'UB')
('AC12058-2022-11-01-2029','A113-13','AgsUgOjn', 'LB')
('SL04652-2022-11-01-2101','S88-13','iEOEWlgiHMitmvW', 'MB')
('SL04652-2022-11-02-2036','S85-20','DCLuQlAKlegoM', 'LB')
('AC22517-2022-11-02-2129','A119-5','zYauNAKwNZBJ', 'SL')
('AC12058-2022-11-01-2031','A113-15','FUKBPWscBME', 'UB')
('SL12058-2022-11-01-2093','S88-5','YtwkmWh', 'MB')
('AC22517-2022-11-02-2130','A119-6','IePXkNU', 'SU')
('AC04652-2022-11-01-2057','A115-5','NYQaHSkZKic', 'SL')
('SL12058-2022-11-01-2094','S88-6','XfVUbtIcXZTqKJ', 'UB')
('SL04652-2022-11-01-2107','S88-19','D', 'UB')
('AC22517-2022-11-01-2033','A113-17','TxUrWET', 'SL')
('SL22517-2022-11-02-2052','S86-12','eK', 'LB')
('AC04652-2022-11-02-2117','A118-11','XUxEXpdP', 'SL')
('SL04652-2022-11-02-2042','S86-2','GuTnCum', 'MB')
('SL22517-2022-11-02-2054','S86-14','nXFEmagoq', 'UB')
('AC04652-2022-11-01-2058','A115-6','jmnnpsymCEVfip', 'SU')
('SL22517-2022-11-01-2038','S85-22','fMuqy', 'UB')
('AC12058-2022-11-01-2038','A114-4','SuVLituI', 'UB')
('AC22517-2022-11-01-2035','A114-1','rUfdN', 'LB')
('SL22517-2022-11-02-2056','S86-16','HNZfuUaOX', 'SU')
('AC04652-2022-11-02-2120','A118-14','fzTXQUBVXcBHoJHw', 'LB')
('AC22517-2022-11-02-2135','A119-11','bZdItnPnKltwBbbi', 'SL')
('AC22517-2022-11-01-2037','A114-3','Nqedvz', 'UB')
('SL04652-2022-11-01-2112','S88-24','fmVo', 'SU')
('SL04652-2022-11-02-2048','S86-8','KFn', 'SU')
('AC12058-2022-11-01-2041','A114-7','BRvjgXhJsDuTAQ', 'LB')
('AC04652-2022-11-01-2061','A115-9','paut', 'UB')
('AC04652-2022-11-01-2062','A115-10','xtyalCBebmiqrcgs', 'UB')
('AC12058-2022-11-01-2044','A114-10','KWrnhAIKt', 'UB')
('AC04652-2022-11-02-2123','A118-17','ytlPoNMKu', 'SL')
('SL04652-2022-11-02-2050','S86-10','DGPYnuD', 'MB')
('SL04652-2022-11-01-2114','S89-2','bYkauOzjZuzIVhYR', 'MB')
('AC12058-2022-11-01-2047','A114-13','kIWtnygU', 'LB')
('SL22517-2022-11-01-2043','S86-3','WhGZOKJIjWFIAT', 'UB')
('AC04652-2022-11-01-2064','A115-12','vrBsIiSyLRuGYvkF', 'SU')
('AC12058-2022-11-01-2048','A114-14','rTVpccJJQUALHj', 'LB')
('AC12058-2022-11-01-2049','A114-15','oXgoEGnnaVVgY', 'UB')
('SL04652-2022-11-02-2053','S86-13','wxl', 'MB')
('AC22517-2022-11-02-2140','A119-16','MkqMnvTvqTlDA', 'UB')
('SL04652-2022-11-02-2057','S86-17','KSPHVX', 'LB')
('AC22517-2022-11-02-2142','A119-18','BhhRXrzHQ', 'SU')
('SL04652-2022-11-01-2117','S89-5','LMzbeTtDu', 'MB')
('AC22517-2022-11-02-2144','A120-2','Is', 'LB')
('AC04652-2022-11-02-2131','A119-7','TeHOQOMKJAUcUHn', 'LB')
('SL22517-2022-11-01-2054','S86-14','aTbFA', 'UB')
('SL22517-2022-11-01-2055','S86-15','TxWaVTRRsb', 'SL')
('AC22517-2022-11-02-2148','A120-6','cGBHwAo', 'SU')
('SL12058-2022-11-01-2105','S88-17','yYJHn', 'LB')
('SL22517-2022-11-02-2074','S87-10','HOHSdHnviPODC', 'MB')
('AC12058-2022-11-01-2057','A115-5','pnJhVWAfkauzXVGu', 'SL')
('SL04652-2022-11-02-2060','S86-20','bBv', 'LB')
('AC12058-2022-11-01-2058','A115-6','fWoSeo', 'SU')
('SL12058-2022-11-01-2108','S88-20','JYPD', 'LB')
('AC22517-2022-11-02-2152','A120-10','yGmIDZd', 'UB')
('AC12058-2022-11-01-2060','A115-8','L', 'LB')
('SL04652-2022-11-02-2063','S86-23','f', 'SL')
('AC12058-2022-11-01-2062','A115-10','AQRdiJiKh', 'UB')
('SL04652-2022-11-02-2065','S87-1','cgRmQXpgEKzykWw', 'LB')
('AC12058-2022-11-01-2064','A115-12','FUj', 'SU')
('SL22517-2022-11-01-2057','S86-17','TFgYnBicaZjy', 'LB')
('SL22517-2022-11-02-2078','S87-14','vCqHoCkprfFHm', 'UB')
('AC04652-2022-11-02-2143','A120-1','JRJ', 'LB')
('SL04652-2022-11-02-2067','S87-3','pr', 'UB')
('SL22517-2022-11-02-2079','S87-15','p', 'SL')
('SL22517-2022-11-01-2058','S86-18','HIQjoLfxc', 'MB')
('SL04652-2022-11-01-2127','S89-15','H', 'SL')
('AC04652-2022-11-02-2146','A120-4','jnydIpGA', 'UB')
('SL04652-2022-11-02-2069','S87-5','RrYXKo', 'MB')
('AC22517-2022-11-02-2155','A120-13','yI', 'LB')
('SL22517-2022-11-01-2060','S86-20','uLVgTkIKqiwKkBV', 'LB')
('SL22517-2022-11-02-2081','S87-17','TcihPATi', 'LB')
('AC04652-2022-11-01-2076','A116-6','BfiIkWD', 'SU')
('AC22517-2022-11-01-2059','A115-7','gcfWOBa', 'LB')
('AC04652-2022-11-02-2150','A120-8','xVdEGIwyJ', 'LB')
('AC22517-2022-11-01-2061','A115-9','sTFZTzNIiveIcWcz', 'UB')
('SL22517-2022-11-02-2082','S87-18','qlncFB', 'MB')
('SL04652-2022-11-02-2076','S87-12','LktkWgydIaQ', 'LB')
('SL22517-2022-11-01-2065','S87-1','Tr', 'LB')
('SL22517-2022-11-02-2085','S87-21','CinuyL', 'MB')
('SL22517-2022-11-01-2066','S87-2','c', 'MB')
('SL04652-2022-11-02-2078','S87-14','aRFXMIfklgdtc', 'UB')
('AC22517-2022-11-02-2158','A120-16','UgzNUuMOlqe', 'UB')
('AC04652-2022-11-01-2081','A116-11','lZ', 'SL')
('AC12058-2022-11-01-2069','A115-17','bqMutHLUEeCSbBKI', 'SL')
('AC22517-2022-11-01-2069','A115-17','sQpBnHTnMO', 'SL')
('AC12058-2022-11-01-2071','A116-1','xsxtxfbYQyULn', 'LB')
('AC04652-2022-11-01-2082','A116-12','yBkFNUgRsAtyeaou', 'SU')
('AC12058-2022-11-01-2073','A116-3','PTY', 'UB')
('AC22517-2022-11-01-2070','A115-18','cHU', 'SU')
('SL04652-2022-11-01-2137','S90-1','HICbTZ', 'LB')
('SL12058-2022-11-01-2122','S89-10','rAXNyjOVrrBLixHr', 'MB')
('SL04652-2022-11-02-2082','S87-18','VbsPUskzVfjKgHt', 'MB')
('SL04652-2022-11-01-2138','S90-2','uZ', 'MB')
('SL04652-2022-11-02-2086','S87-22','u', 'UB')
('SL12058-2022-11-01-2127','S89-15','fOxppogViT', 'SL')
('AC12058-2022-11-01-2083','A116-13','CJutxHrOQxk', 'LB')
('SL22517-2022-11-02-2099','S88-11','KynKRXVhhCaWpQ', 'UB')
('AC22517-2022-11-01-2075','A116-5','RKrd', 'SL')
('AC04652-2022-11-02-2162','A121-2','YPmUISn', 'LB')
('SL04652-2022-11-01-2142','S90-6','OrRLRU', 'UB')
('SL12058-2022-11-01-2131','S89-19','kvFObYCtQg', 'UB')
('AC22517-2022-11-02-2169','A121-9','YxACsTuSJhkQxz', 'UB')
('AC04652-2022-11-01-2090','A117-2','sDViqmPpHFDeTEDj', 'LB')
('SL12058-2022-11-01-2134','S89-22','IDwnnIVWPubsAzKk', 'UB')
('AC22517-2022-11-02-2171','A121-11','gHvpfHZrkmYbnd', 'SL')
('SL04652-2022-11-01-2145','S90-9','IWeMaBXJSEgZV', 'LB')
('AC22517-2022-11-01-2079','A116-9','RnkJtUluu', 'UB')
('SL04652-2022-11-01-2148','S90-12','hcMZHN', 'LB')
('AC04652-2022-11-02-2165','A121-5','bnEWjNH', 'SL')
('SL22517-2022-11-02-2105','S88-17','BOEHAPWUs', 'LB')
('AC12058-2022-11-01-2087','A116-17','zMy', 'SL')
('AC12058-2022-11-01-2091','A117-3','Xmu', 'UB')
('AC22517-2022-11-02-2174','A121-14','wPfLB', 'LB')
('AC12058-2022-11-01-2092','A117-4','EFfIh', 'UB')
('SL12058-2022-11-01-2137','S90-1','anPFCuFMQimSbWm', 'LB')
('SL22517-2022-11-01-2084','S87-20','jqbUv', 'LB')
('AC04652-2022-11-02-2168','A121-8','FSDE', 'LB')
('SL04652-2022-11-02-2098','S88-10','hqJiiDnDjUvmOD', 'MB')
('AC04652-2022-11-01-2098','A117-10','grZPnUK', 'UB')
('AC22517-2022-11-02-2176','A121-16','QXLs', 'UB')
('AC12058-2022-11-01-2095','A117-7','JpnTD', 'LB')
('AC22517-2022-11-02-2177','A121-17','XtPiBTichS', 'SL')
('SL12058-2022-11-01-2140','S90-4','yYAgQn', 'LB')
('AC04652-2022-11-01-2102','A117-14','ZYeX', 'LB')
('AC22517-2022-11-02-2179','A122-1','vT', 'LB')
('SL04652-2022-11-01-2155','S90-19','eAgWYNnzfvWM', 'UB')
('AC12058-2022-11-01-2097','A117-9','UOtj', 'UB')
('SL22517-2022-11-02-2111','S88-23','APhZqpPjjzG', 'SL')
('AC22517-2022-11-01-2086','A116-16','aSGmpaTAVJp', 'UB')
('SL22517-2022-11-02-2112','S88-24','tgrPdgTRMdk', 'SU')
('AC22517-2022-11-01-2090','A117-2','OLJofBUqRtX', 'LB')
('SL22517-2022-11-01-2088','S87-24','EDRcAjYZakUE', 'SU')
('SL04652-2022-11-01-2159','S90-23','pbW', 'SL')
('SL04652-2022-11-01-2160','S90-24','eTdvoVYDv', 'SU')
('SL04652-2022-11-02-2102','S88-14','H', 'UB')
('SL04652-2022-11-01-2161','S91-1','xdYrcRGushMxrh', 'LB')
('SL04652-2022-11-02-2103','S88-15','ua', 'SL')
('AC04652-2022-11-01-2105','A117-17','IViQOrBVvmsDY', 'SL')
('AC22517-2022-11-02-2183','A122-5','fteI', 'SL')
('SL22517-2022-11-02-2116','S89-4','eRZN', 'LB')
('SL12058-2022-11-01-2148','S90-12','oDHXW', 'LB')
('AC04652-2022-11-01-2106','A117-18','sAqG', 'SU')
('SL04652-2022-11-01-2166','S91-6','Xr', 'UB')
('SL22517-2022-11-01-2094','S88-6','TLYR', 'UB')
('AC12058-2022-11-01-2105','A117-17','zLTxboZDFxuR', 'SL')
('SL04652-2022-11-01-2169','S91-9','njzNSbt', 'LB')
('SL12058-2022-11-01-2151','S90-15','AOpyvEIUUsKBx', 'SL')
('SL12058-2022-11-01-2152','S90-16','vn', 'SU')
('SL04652-2022-11-02-2106','S88-18','HcojLp', 'MB')
('AC12058-2022-11-01-2110','A118-4','NOqBDMoUE', 'UB')
('AC22517-2022-11-02-2186','A122-8','C', 'LB')
('AC04652-2022-11-02-2174','A121-14','zJS', 'LB')
('AC04652-2022-11-01-2110','A118-4','yLEYcAhtKwOwpeD', 'UB')
('AC04652-2022-11-02-2175','A121-15','yLIebcVbzxVzAaJ', 'UB')
('AC22517-2022-11-01-2098','A117-10','DgwDKZ', 'UB')
('SL04652-2022-11-01-2171','S91-11','Iza', 'UB')
('AC12058-2022-11-01-2113','A118-7','pwFvETBH', 'LB')
('AC22517-2022-11-02-2190','A122-12','NweT', 'SU')
('SL04652-2022-11-02-2110','S88-22','jjiK', 'UB')
('AC04652-2022-11-02-2177','A121-17','eHOxm', 'SL')
('AC04652-2022-11-01-2113','A118-7','YZ', 'LB')
('AC22517-2022-11-02-2191','A122-13','WUiZifpTXmZaOz', 'LB')
('SL04652-2022-11-02-2113','S89-1','NuaAD', 'LB')
('SL12058-2022-11-01-2156','S90-20','vBdi', 'LB')
('AC12058-2022-11-01-2118','A118-12','cQnuDb', 'SU')
('SL12058-2022-11-01-2157','S90-21','DVmDJPFMJxVEzdUo', 'MB')
('SL22517-2022-11-01-2100','S88-12','HWQ', 'LB')
('AC22517-2022-11-02-2193','A122-15','ukDKAVwZtsnCT', 'UB')
('SL04652-2022-11-01-2178','S91-18','ocoilYi', 'MB')
('AC12058-2022-11-01-2122','A118-16','T', 'UB')
('SL22517-2022-11-02-2124','S89-12','WCtegESelpirDx', 'LB')
('SL04652-2022-11-02-2116','S89-4','LbOjkQAkbpNuM', 'LB')
('AC22517-2022-11-01-2105','A117-17','tqJMPRFqK', 'SL')
('SL22517-2022-11-01-2103','S88-15','pRInepleosabshKI', 'SL')
('AC12058-2022-11-01-2124','A118-18','jLEiAmuCmNuarm', 'SU')
('SL12058-2022-11-01-2159','S90-23','B', 'SL')
('SL22517-2022-11-01-2106','S88-18','QJMlOTtu', 'MB')
('SL12058-2022-11-01-2160','S90-24','igZebB', 'SU')
('SL22517-2022-11-02-2127','S89-15','xoisvuCrgK', 'SL')
('SL04652-2022-11-02-2119','S89-7','MetwgPKtrj', 'SL')
('SL22517-2022-11-01-2107','S88-19','EOu', 'UB')
('AC04652-2022-11-01-2117','A118-11','bWVTLnhKvNpRiDU', 'SL')
('SL12058-2022-11-01-2165','S91-5','OsupoBMYrbfJqH', 'MB')
('SL22517-2022-11-01-2110','S88-22','eTPbyNkPqnFOKv', 'UB')
('AC22517-2022-11-01-2113','A118-7','kGWvyHuVeyjXZw', 'LB')
('AC22517-2022-11-01-2114','A118-8','WylTXo', 'LB')
('SL04652-2022-11-02-2124','S89-12','kl', 'LB')
('AC04652-2022-11-01-2121','A118-15','ufmMuz', 'UB')
('SL04652-2022-11-02-2126','S89-14','FcAjvvycNWoh', 'UB')
('AC22517-2022-11-01-2117','A118-11','VNmiePjJEIpbw', 'SL')
('SL04652-2022-11-01-2188','S92-4','jhukTA', 'LB')
('SL04652-2022-11-01-2189','S92-5','dDELyQ', 'MB')
('AC04652-2022-11-02-2184','A122-6','BhzLf', 'SU')
('SL12058-2022-11-01-2170','S91-10','tbyZDxWLrGCfY', 'MB')
('AC22517-2022-11-02-2202','A123-6','d', 'SU')
('SL22517-2022-11-02-2131','S89-19','DuOfufsGtVts', 'UB')
('AC22517-2022-11-01-2119','A118-13','G', 'LB')
('SL04652-2022-11-02-2129','S89-17','W', 'LB')
('AC22517-2022-11-02-2204','A123-8','nhbsu', 'LB')
('AC04652-2022-11-01-2127','A119-3','Y', 'UB')
('AC04652-2022-11-01-2128','A119-4','wNlmmEoQd', 'UB')
('AC04652-2022-11-01-2130','A119-6','agDmZRDih', 'SU')
('SL04652-2022-11-01-2193','S92-9','I', 'LB')
('SL22517-2022-11-01-2120','S89-8','WMbtMPde', 'SU')
('SL04652-2022-11-02-2131','S89-19','hEZdikC', 'UB')
('SL04652-2022-11-02-2132','S89-20','F', 'LB')
('AC12058-2022-11-01-2130','A119-6','ll', 'SU')
('AC12058-2022-11-01-2131','A119-7','yQXjOLCOyQWg', 'LB')
('AC04652-2022-11-01-2133','A119-9','PvMXueu', 'UB')
('SL04652-2022-11-01-2195','S92-11','dvbGqqHF', 'UB')
('AC22517-2022-11-02-2209','A123-13','RBfAyrUhCIZ', 'LB')
('AC12058-2022-11-01-2132','A119-8','mb', 'LB')
('AC22517-2022-11-01-2123','A118-17','VUakrfCbRswbEo', 'SL')
('AC22517-2022-11-02-2210','A123-14','CAXK', 'LB')
('AC04652-2022-11-02-2189','A122-11','rvvyaMGXjRbh', 'SL')
('SL12058-2022-11-01-2176','S91-16','JJevjeOj', 'SU')
('AC12058-2022-11-01-2133','A119-9','pcpRlApYDVbUbU', 'UB')
('SL04652-2022-11-01-2198','S92-14','pPKOIjzFtK', 'UB')
('SL22517-2022-11-02-2140','S90-4','KvIW', 'LB')
('SL22517-2022-11-01-2123','S89-11','gBP', 'UB')
('SL12058-2022-11-01-2177','S91-17','KCHUBIGtOZvpj', 'LB')
('SL22517-2022-11-01-2125','S89-13','conJpBb', 'MB')
('AC12058-2022-11-01-2134','A119-10','qTgNeTxU', 'UB')
('SL04652-2022-11-02-2137','S90-1','bFFqiQjcAiWZopi', 'LB')
('AC22517-2022-11-01-2124','A118-18','lgyFAtrKQXZrsq', 'SU')
('AC22517-2022-11-02-2214','A123-18','iaXbXPeS', 'SU')
('AC12058-2022-11-01-2138','A119-14','pSIefGTaYPqVLto', 'LB')
('SL22517-2022-11-02-2144','S90-8','wtCAHhdV', 'SU')
('AC04652-2022-11-02-2191','A122-13','cyDjMycO', 'LB')
('SL04652-2022-11-02-2139','S90-3','CzOzTTVXmQEnMR', 'UB')
('AC22517-2022-11-02-2215','A124-1','UMtzNHnhpncwwqO', 'LB')
('SL22517-2022-11-02-2147','S90-11','APoGOjIR', 'UB')
('SL04652-2022-11-01-2203','S92-19','FYmBpJzMRlMIZKVk', 'UB')
('AC04652-2022-11-01-2143','A120-1','V', 'LB')
('AC04652-2022-11-01-2144','A120-2','hCeuLmTzBBrkMaet', 'LB')
('SL04652-2022-11-02-2143','S90-7','TVeRUwNyTzubTgGu', 'SL')
('SL04652-2022-11-01-2205','S92-21','svZ', 'MB')
('AC04652-2022-11-02-2193','A122-15','mDfysjKh', 'UB')
('AC04652-2022-11-02-2194','A122-16','USqBXFB', 'UB')
('SL12058-2022-11-01-2182','S91-22','WWRLvHxqFrWmcG', 'UB')
('AC22517-2022-11-02-2216','A124-2','AohjcpGpbGbNQMb', 'LB')
('AC22517-2022-11-01-2126','A119-2','jOC', 'LB')
('AC22517-2022-11-02-2221','A124-7','o', 'LB')
('SL12058-2022-11-01-2186','S92-2','tRC', 'MB')
('AC12058-2022-11-01-2147','A120-5','hCRf', 'SL')
('SL04652-2022-11-01-2210','S93-2','ZOIdwzZY', 'MB')
('AC12058-2022-11-01-2148','A120-6','ZfDa', 'SU')
('AC04652-2022-11-02-2196','A122-18','ewIYzcdFTcFykTH', 'SU')
('SL04652-2022-11-01-2212','S93-4','DHixoNPZhJtt', 'LB')
('AC22517-2022-11-01-2131','A119-7','VItwVztxPvVOudET', 'LB')
('AC12058-2022-11-01-2149','A120-7','IdEmC', 'LB')
('SL12058-2022-11-01-2191','S92-7','lwAOpKK', 'SL')
('SL22517-2022-11-01-2136','S89-24','s', 'SU')
('SL04652-2022-11-01-2213','S93-5','dmNgqFuf', 'MB')
('SL04652-2022-11-01-2214','S93-6','ZvrdfbMmjeADnQaV', 'UB')
('SL04652-2022-11-01-2215','S93-7','B', 'SL')
('AC22517-2022-11-01-2134','A119-10','mikanMRdq', 'UB')
('AC22517-2022-11-01-2135','A119-11','vNcQlvgwBeeNzGk', 'SL')
('AC04652-2022-11-01-2150','A120-8','fjd', 'LB')
('SL04652-2022-11-02-2152','S90-16','jQbWaGmplO', 'SU')
('AC22517-2022-11-02-2227','A124-13','AV', 'LB')
('SL22517-2022-11-02-2161','S91-1','lAKOjHKN', 'LB')
('SL22517-2022-11-01-2139','S90-3','zZqpSdtQDhRwVJy', 'UB')
('AC22517-2022-11-01-2138','A119-14','hwNswsHooiXql', 'LB')
('SL04652-2022-11-01-2218','S93-10','WvnnXIdDGNlWf', 'MB')
('AC04652-2022-11-01-2154','A120-12','nljHx', 'SU')
('SL12058-2022-11-01-2199','S92-15','E', 'SL')
('SL22517-2022-11-02-2163','S91-3','WzTcfxKjs', 'UB')
('SL22517-2022-11-01-2140','S90-4','IclCtS', 'LB')
('SL22517-2022-11-01-2141','S90-5','u', 'MB')
('SL22517-2022-11-02-2164','S91-4','jXJQqW', 'LB')
('AC22517-2022-11-01-2141','A119-17','DPZ', 'SL')
('AC04652-2022-11-01-2159','A120-17','CcasXcLxripkg', 'SL')
('SL04652-2022-11-02-2156','S90-20','h', 'LB')
('SL04652-2022-11-01-2221','S93-13','Z', 'MB')
('AC12058-2022-11-01-2154','A120-12','RK', 'SU')
('AC04652-2022-11-02-2203','A123-7','aeD', 'LB')
('SL04652-2022-11-01-2222','S93-14','yXCTHFaavGaDwPxX', 'UB')
('AC22517-2022-11-01-2145','A120-3','TEy', 'UB')
('AC04652-2022-11-01-2162','A121-2','Z', 'LB')
('SL12058-2022-11-01-2203','S92-19','BjDDXjZVbuhrKX', 'UB')
('SL04652-2022-11-02-2161','S91-1','WwoxReA', 'LB')
('SL22517-2022-11-02-2167','S91-7','t', 'SL')
('AC04652-2022-11-02-2207','A123-11','ZmNb', 'SL')
('AC04652-2022-11-02-2208','A123-12','ilcxTvBq', 'SU')
('AC04652-2022-11-02-2209','A123-13','Y', 'LB')
('AC12058-2022-11-01-2157','A120-15','ZPukpuxImEAYf', 'UB')
('AC12058-2022-11-01-2160','A120-18','ypyBNuAgdqMZw', 'SU')
('SL22517-2022-11-01-2145','S90-9','qA', 'LB')
('AC22517-2022-11-01-2148','A120-6','lfFFXYrWgHfmogl', 'SU')
('SL04652-2022-11-01-2229','S93-21','bMApReat', 'MB')
('AC12058-2022-11-01-2162','A121-2','BvNrSSaRRbwzlVx', 'LB')
('SL22517-2022-11-01-2147','S90-11','IjBjNUWNtagS', 'UB')
('AC12058-2022-11-01-2163','A121-3','OlGKCUNxaf', 'UB')
('AC12058-2022-11-01-2164','A121-4','mraO', 'UB')
('AC12058-2022-11-01-2165','A121-5','ixn', 'SL')
('SL12058-2022-11-01-2211','S93-3','XxpyXkY', 'UB')
('AC04652-2022-11-02-2211','A123-15','uVlOAsgHWHN', 'UB')
('AC22517-2022-11-02-2237','A125-5','lWUAXGLNsu', 'SL')
('AC12058-2022-11-01-2167','A121-7','WZVPiXOnzDMJNuIf', 'LB')
('AC12058-2022-11-01-2168','A121-8','uXgawsYhy', 'LB')
('SL22517-2022-11-02-2170','S91-10','pZPksoSp', 'MB')
('SL04652-2022-11-01-2231','S93-23','vbHlte', 'SL')
('SL22517-2022-11-01-2152','S90-16','McD', 'SU')
('AC22517-2022-11-02-2239','A125-7','ONLRrT', 'LB')
('SL04652-2022-11-02-2166','S91-6','XrHnUnxU', 'UB')
('SL22517-2022-11-01-2153','S90-17','uahddGbg', 'LB')
('AC22517-2022-11-01-2152','A120-10','GjYpqZRFNQ', 'UB')
('SL22517-2022-11-02-2172','S91-12','l', 'LB')
('AC04652-2022-11-01-2174','A121-14','nABszbu', 'LB')
('SL22517-2022-11-01-2156','S90-20','GgEXMcLFOy', 'LB')
('SL04652-2022-11-02-2167','S91-7','TRS', 'SL')
('AC22517-2022-11-01-2155','A120-13','i', 'LB')
('SL04652-2022-11-02-2168','S91-8','JRVLzzn', 'SU')
('SL22517-2022-11-02-2176','S91-16','eoXzNXVAVd', 'SU')
('SL22517-2022-11-02-2177','S91-17','oQgwJHzhufS', 'LB')
('SL12058-2022-11-01-2216','S93-8','VIXjzRFkDsVHI', 'SU')
('SL12058-2022-11-01-2217','S93-9','mfJYdZStlmAdm', 'LB')
('AC12058-2022-11-01-2172','A121-12','XpnHjoIQUig', 'SU')
('SL12058-2022-11-01-2219','S93-11','ruUMYQUZrjlvORES', 'UB')
('SL04652-2022-11-01-2234','S94-2','Iuvoz', 'MB')
('AC22517-2022-11-02-2244','A125-12','EUts', 'SU')
('SL22517-2022-11-02-2178','S91-18','hGJgmvsIgHrtqsSe', 'MB')
('SL04652-2022-11-02-2172','S91-12','kMfOlu', 'LB')
('AC12058-2022-11-01-2174','A121-14','BPDiEqhySiHJddv', 'LB')
('SL04652-2022-11-02-2173','S91-13','nif', 'MB')
('SL12058-2022-11-01-2222','S93-14','Hnlwy', 'UB')
('SL04652-2022-11-01-2237','S94-5','yCQdWuEURB', 'MB')
('AC12058-2022-11-01-2175','A121-15','NHKuIisjq', 'UB')
('SL04652-2022-11-01-2239','S94-7','KKQCediYQySl', 'SL')
('AC04652-2022-11-02-2219','A124-5','onfkIWfFIBo', 'SL')
('SL22517-2022-11-02-2184','S91-24','abwMSSfofZExUw', 'SU')
('AC04652-2022-11-02-2221','A124-7','xoe', 'LB')
('SL22517-2022-11-01-2161','S91-1','N', 'LB')
('AC22517-2022-11-02-2245','A125-13','EYA', 'LB')
('AC12058-2022-11-01-2177','A121-17','EcJRqeRMRE', 'SL')
('SL22517-2022-11-01-2163','S91-3','LJKBtwVgmc', 'UB')
('SL22517-2022-11-02-2188','S92-4','Bf', 'LB')
('AC04652-2022-11-01-2180','A122-2','QFRmmdyaEv', 'LB')
('AC12058-2022-11-01-2179','A122-1','oQUJXm', 'LB')
('SL22517-2022-11-01-2165','S91-5','ZakPMqQMNM', 'MB')
('SL04652-2022-11-02-2176','S91-16','V', 'SU')
('SL12058-2022-11-01-2227','S93-19','aAlxttTbAuHQU', 'UB')
('SL22517-2022-11-01-2167','S91-7','hQEyuIWzpODGZo', 'SL')
('AC04652-2022-11-02-2223','A124-9','yGAiKTeGOEM', 'UB')
('SL22517-2022-11-01-2168','S91-8','JTVlF', 'SU')
('SL12058-2022-11-01-2228','S93-20','anoZTbYDJHsQ', 'LB')
('SL22517-2022-11-02-2190','S92-6','uUNvpDVipC', 'UB')
('SL04652-2022-11-01-2250','S94-18','mzczTqOFt', 'MB')
('AC04652-2022-11-01-2185','A122-7','iHfQHpBLws', 'LB')
('AC04652-2022-11-01-2188','A122-10','oEebapzpd', 'UB')
('AC12058-2022-11-01-2181','A122-3','oRLqxNGeyC', 'UB')
('SL04652-2022-11-02-2179','S91-19','EpWWjD', 'UB')
('AC22517-2022-11-02-2250','A125-18','mibaTxzQI', 'SU')
('AC22517-2022-11-01-2165','A121-5','GishCsKzUsoLzJ', 'SL')
('SL04652-2022-11-02-2182','S91-22','PJdhqiIJh', 'UB')
('AC04652-2022-11-01-2190','A122-12','nAWlQFUHHAKiGi', 'SU')
('SL22517-2022-11-01-2175','S91-15','wTyyrVC', 'SL')
('SL22517-2022-11-01-2176','S91-16','QJIf', 'SU')
('AC12058-2022-11-01-2184','A122-6','nGU', 'SU')
('AC22517-2022-11-02-2252','A126-2','FgCBSKZQ', 'LB')
('AC12058-2022-11-01-2185','A122-7','SoFMD', 'LB')
('AC22517-2022-11-02-2255','A126-5','FvpATaygYJQc', 'SL')
('SL04652-2022-11-01-2257','S95-1','McnIkmLqZuh', 'LB')
('SL22517-2022-11-02-2195','S92-11','BurquEob', 'UB')
('SL04652-2022-11-01-2258','S95-2','AaUuTeejSalXteg', 'MB')
('SL22517-2022-11-02-2196','S92-12','j', 'LB')
('AC22517-2022-11-02-2258','A126-8','ur', 'LB')
('SL12058-2022-11-01-2239','S94-7','Ytg', 'SL')
('SL04652-2022-11-01-2261','S95-5','dY', 'MB')
('AC12058-2022-11-01-2186','A122-8','GgIXliD', 'LB')
('SL22517-2022-11-01-2180','S91-20','NI', 'LB')
('AC04652-2022-11-01-2194','A122-16','wPZO', 'UB')
('AC04652-2022-11-01-2195','A122-17','Pi', 'SL')
('SL04652-2022-11-01-2263','S95-7','gMr', 'SL')
('SL04652-2022-11-02-2186','S92-2','pFL', 'MB')
('AC04652-2022-11-01-2196','A122-18','yBPhlFxFZVtxU', 'SU')
('AC22517-2022-11-01-2170','A121-10','CkBU', 'UB')
('SL04652-2022-11-02-2187','S92-3','UAnpRtozD', 'UB')
('AC22517-2022-11-02-2263','A126-13','fwZs', 'LB')
('SL04652-2022-11-02-2188','S92-4','snIaoRBLZHd', 'LB')
('SL22517-2022-11-02-2200','S92-16','BWEGIzoVaST', 'SU')
('AC12058-2022-11-01-2193','A122-15','eLiJLgSMOmdztP', 'UB')
('SL04652-2022-11-02-2189','S92-5','n', 'MB')
('AC22517-2022-11-02-2264','A126-14','JiGQldihRosbpBS', 'LB')
('AC04652-2022-11-01-2199','A123-3','QXTD', 'UB')
