('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('AC22517-2022-11-01-5151','A287-3','Zzlzg', 'UB')
('AC22517-2022-11-02-5362','A298-16','DMte', 'UB')
('SL22517-2022-11-01-5278','S220-22','d', 'UB')
('AC04652-2022-11-02-5212','A290-10','NAZiBVEgibibBTN', 'UB')
('SL04652-2022-11-02-5259','S220-3','FoZ', 'UB')
('AC04652-2022-11-02-5215','A290-13','ByhJgBJmWU', 'LB')
('AC04652-2022-11-01-5307','A295-15','DCBq', 'UB')
('SL04652-2022-11-02-5261','S220-5','UjGkcuHeKxasqDx', 'MB')
('SL12058-2022-11-01-5274','S220-18','lFet', 'MB')
('SL22517-2022-11-02-5359','S224-7','bvegpYZDEjkhoaO', 'SL')
('SL12058-2022-11-01-5276','S220-20','syJVrlrXh', 'LB')
('AC22517-2022-11-02-5370','A299-6','oPzqkosmvtZxwmi', 'SU')
('SL04652-2022-11-01-5320','S222-16','SdoJwpTKjV', 'SU')
('SL04652-2022-11-01-5331','S223-3','kP', 'UB')
('AC22517-2022-11-02-5391','A300-9','XaYPSU', 'UB')
('SL04652-2022-11-01-5335','S223-7','IzbqSApRNFap', 'SL')
('AC04652-2022-11-02-5239','A292-1','aPAqs', 'LB')
('AC04652-2022-11-02-5240','A292-2','ANhG', 'LB')
('AC04652-2022-11-02-5241','A292-3','ayR', 'UB')
('SL22517-2022-11-02-5377','S225-1','cKmvizj', 'LB')
('AC22517-2022-11-02-5401','A301-1','TzpwNnydIup', 'LB')
('AC22517-2022-11-02-5416','A301-16','WpZDEk', 'UB')
('AC22517-2022-11-02-5422','A302-4','EdXWblcdwUswP', 'UB')
('AC22517-2022-11-02-5423','A302-5','cXzVwGUGeRMQTvxt', 'SL')
('AC12058-2022-11-01-5350','A298-4','XOkkQCIz', 'UB')
('AC12058-2022-11-01-5352','A298-6','MSNDS', 'SU')
('AC04652-2022-11-02-5262','A293-6','zh', 'SU')
('SL04652-2022-11-01-5359','S224-7','tSzKHPcDvW', 'SL')
('AC12058-2022-11-01-5356','A298-10','auZVutoWfRLLiW', 'UB')
('SL12058-2022-11-01-5331','S223-3','JMMVZGO', 'UB')
('AC04652-2022-11-02-5263','A293-7','NtUGfiGGBaHjFwVV', 'LB')
('AC22517-2022-11-02-5431','A302-13','vUZpjmnuO', 'LB')
('SL12058-2022-11-01-5336','S223-8','LlRfVbPV', 'SU')
('AC04652-2022-11-02-5267','A293-11','fdeyQETpXzPx', 'SL')
('SL22517-2022-11-01-5344','S223-16','BzwKfL', 'SU')
('AC22517-2022-11-01-5232','A291-12','WkFqjvurzRJfs', 'SU')
('AC22517-2022-11-02-5438','A303-2','ehlT', 'LB')
('SL04652-2022-11-01-5369','S224-17','jYSJX', 'LB')
('AC22517-2022-11-01-5233','A291-13','CxaPrAftArBsI', 'LB')
('AC22517-2022-11-01-5234','A291-14','nlU', 'LB')
('SL12058-2022-11-01-5344','S223-16','ZBtSLSLxUWiIhM', 'SU')
('AC22517-2022-11-02-5444','A303-8','tVMmRlWZ', 'LB')
('AC04652-2022-11-01-5383','A300-1','jABQ', 'LB')
('AC04652-2022-11-01-5384','A300-2','mfwbruBedW', 'LB')
('SL12058-2022-11-01-5349','S223-21','VPtPbVCUVVMnX', 'MB')
('AC04652-2022-11-01-5387','A300-5','sF', 'SL')
('AC12058-2022-11-01-5366','A299-2','zmaAxiJNVGAaSge', 'LB')
('SL22517-2022-11-01-5358','S224-6','ICceTTppVma', 'UB')
('AC04652-2022-11-02-5279','A294-5','aa', 'SL')
('AC12058-2022-11-01-5369','A299-5','KerBmWztyGyMFAu', 'SL')
('SL22517-2022-11-01-5370','S224-18','JcglbHXwsnpbjE', 'MB')
('AC22517-2022-11-01-5253','A292-15','axCmbOhXhxgXcvt', 'UB')
('AC12058-2022-11-01-5372','A299-8','NnjMzL', 'LB')
('AC04652-2022-11-01-5400','A300-18','EHJBllVkc', 'SU')
('AC22517-2022-11-02-5461','A304-7','uBYdeO', 'LB')
('AC12058-2022-11-01-5374','A299-10','FUUdpcpGAkFbVR', 'UB')
('SL04652-2022-11-02-5342','S223-14','yFWOfZZGBrWG', 'UB')
('AC22517-2022-11-02-5462','A304-8','glBZ', 'LB')
('AC12058-2022-11-01-5376','A299-12','tecqdK', 'SU')
('AC22517-2022-11-02-5463','A304-9','n', 'UB')
('AC04652-2022-11-01-5405','A301-5','jcO', 'SL')
('AC12058-2022-11-01-5405','A301-5','IPa', 'SL')
('SL04652-2022-11-01-5422','S226-22','wQFiFxe', 'UB')
('AC04652-2022-11-02-5319','A296-9','ervNkBg', 'UB')
('SL04652-2022-11-02-5378','S225-2','HawdeFbz', 'MB')
('SL22517-2022-11-02-5474','S229-2','LhZVSOE', 'MB')
('SL04652-2022-11-02-5383','S225-7','wQQ', 'SL')
('AC04652-2022-11-02-5324','A296-14','yYY', 'LB')
('SL12058-2022-11-01-5404','S226-4','A', 'LB')
('SL12058-2022-11-01-5405','S226-5','HImswy', 'MB')
('SL22517-2022-11-02-5477','S229-5','VjFaWdCxXXBhYm', 'MB')
('AC04652-2022-11-02-5328','A296-18','ZCtL', 'SU')
('AC22517-2022-11-02-5510','A307-2','Vv', 'LB')
('SL12058-2022-11-01-5411','S226-11','VYqCTmFvsbAkqy', 'UB')
('AC04652-2022-11-02-5332','A297-4','G', 'UB')
('AC22517-2022-11-01-5309','A295-17','iZFyHivjPFbvxDQv', 'SL')
('AC22517-2022-11-02-5527','A308-1','ddXKTLMAOta', 'LB')
('AC04652-2022-11-01-5464','A304-10','uyC', 'UB')
('AC04652-2022-11-02-5346','A297-18','xEeeKWRec', 'SU')
('AC12058-2022-11-01-5460','A304-6','HMM', 'SU')
('SL12058-2022-11-01-5457','S228-9','hsdkUuNGeAv', 'LB')
('AC12058-2022-11-01-5462','A304-8','egOxlxjvU', 'LB')
('SL04652-2022-11-02-5429','S227-5','M', 'MB')
('AC22517-2022-11-01-5355','A298-9','xtOxTA', 'UB')
('SL04652-2022-11-01-5480','S229-8','YyIYonsn', 'SU')
('AC22517-2022-11-02-5565','A310-3','ojpX', 'UB')
('SL04652-2022-11-02-5437','S227-13','YhwvPQK', 'MB')
('AC04652-2022-11-02-5377','A299-13','MS', 'LB')
('AC22517-2022-11-01-5370','A299-6','OYROVaokAwXpbI', 'SU')
('AC04652-2022-11-02-5432','A302-14','zARFreY', 'LB')
('SL04652-2022-11-02-5495','S229-23','mczlc', 'SL')
('SL04652-2022-11-01-5534','S231-14','iWxf', 'UB')
('SL04652-2022-11-02-5497','S230-1','HGjeZGVg', 'LB')
('AC04652-2022-11-01-5556','A309-12','ya', 'SU')
('AC04652-2022-11-02-5437','A303-1','VVSMIhU', 'LB')
('AC04652-2022-11-02-5438','A303-2','FXClyvUT', 'LB')
('SL22517-2022-11-02-5589','S233-21','vJ', 'MB')
('AC04652-2022-11-02-5440','A303-4','X', 'UB')
('SL04652-2022-11-02-5505','S230-9','KkwPzQkwNi', 'LB')
('AC12058-2022-11-01-5525','A307-17','JYjoxDhugwutb', 'SL')
('AC12058-2022-11-01-5528','A308-2','UxqZtbuCrALa', 'LB')
('SL22517-2022-11-02-5595','S234-3','OwSsB', 'UB')
('AC22517-2022-11-01-5412','A301-12','RcHTCWle', 'SU')
('AC04652-2022-11-02-5447','A303-11','OeC', 'SL')
('AC22517-2022-11-02-5634','A313-18','tb', 'SU')
('AC12058-2022-11-01-5565','A310-3','Ig', 'UB')
('SL22517-2022-11-02-5630','S235-14','DMqHqkykk', 'UB')
('SL12058-2022-11-01-5554','S232-10','rklUV', 'MB')
('SL22517-2022-11-02-5633','S235-17','UngtvSwkYaszwDP', 'LB')
('SL04652-2022-11-01-5580','S233-12','btCEXRjEaGZHucbG', 'LB')
('AC04652-2022-11-02-5477','A305-5','ZW', 'SL')
('AC04652-2022-11-01-5595','A311-15','RjoTyqJpbsXm', 'UB')
('AC22517-2022-11-02-5666','A315-14','YBuKKjHNcXNtk', 'LB')
('AC22517-2022-11-01-5451','A303-15','WzNivRtmJ', 'UB')
('SL04652-2022-11-02-5550','S232-6','QyDoKHaWMzBVG', 'UB')
('SL04652-2022-11-01-5583','S233-15','JcRIJYVyslLSayvO', 'SL')
('SL22517-2022-11-02-5641','S236-1','K', 'LB')
('AC12058-2022-11-01-5575','A310-13','KVUQRrjBWxKuo', 'LB')
('SL22517-2022-11-01-5570','S233-2','sKBElF', 'MB')
('AC22517-2022-11-01-5458','A304-4','QL', 'UB')
('AC22517-2022-11-01-5459','A304-5','EyKVIatpqVO', 'SL')
('SL04652-2022-11-02-5559','S232-15','J', 'SL')
('SL12058-2022-11-01-5567','S232-23','LiLTjwOkLrZG', 'SL')
('SL04652-2022-11-01-5592','S233-24','aRK', 'SU')
('AC04652-2022-11-02-5493','A306-3','xSPnyDlbmvDJQA', 'UB')
('SL04652-2022-11-01-5594','S234-2','hioLUMkptmZWbgn', 'MB')
('SL04652-2022-11-01-5595','S234-3','JucMNyHEfEvHGD', 'UB')
('SL04652-2022-11-02-5566','S232-22','YBtmPl', 'UB')
('AC22517-2022-11-02-5715','A318-9','SfVLos', 'UB')
('SL22517-2022-11-01-5606','S234-14','KkzolceXMuL', 'UB')
('AC12058-2022-11-01-5622','A313-6','PRb', 'SU')
('AC04652-2022-11-02-5522','A307-14','ZTUGtAbVjHy', 'LB')
('AC22517-2022-11-02-5717','A318-11','E', 'SL')
('SL22517-2022-11-02-5690','S238-2','cXMZTOrZp', 'MB')
('AC22517-2022-11-01-5492','A306-2','JQiSNduelwONt', 'LB')
('SL22517-2022-11-02-5693','S238-5','wluHgQlJpCUZ', 'MB')
('SL22517-2022-11-01-5611','S234-19','LdPRbT', 'UB')
('AC12058-2022-11-01-5627','A313-11','FBbdg', 'SL')
('SL12058-2022-11-01-5604','S234-12','rTX', 'LB')
('SL04652-2022-11-02-5597','S234-5','fNMKDWLMaL', 'MB')
('SL04652-2022-11-02-5598','S234-6','ysDbInmmDrJTlPWP', 'UB')
('AC22517-2022-11-02-5723','A318-17','cRpmccUtVybnmMxx', 'SL')
('AC12058-2022-11-01-5629','A313-13','ZrtbdUc', 'LB')
('SL12058-2022-11-01-5609','S234-17','iLijqTNLMwcNq', 'LB')
('SL04652-2022-11-02-5603','S234-11','B', 'UB')
('AC22517-2022-11-01-5504','A306-14','oNPvNTSnXLEtqSP', 'LB')
('AC22517-2022-11-02-5727','A319-3','xbySJXblG', 'UB')
('AC12058-2022-11-01-5635','A314-1','Llpwy', 'LB')
('AC04652-2022-11-01-5660','A315-8','WCbebPTQveUAB', 'LB')
('SL22517-2022-11-02-5701','S238-13','exlccKgE', 'MB')
('SL22517-2022-11-02-5703','S238-15','IlDJKsLLYMf', 'SL')
('AC22517-2022-11-01-5507','A306-17','N', 'SL')
('AC22517-2022-11-01-5508','A306-18','LewahrvBZhQ', 'SU')
('SL04652-2022-11-02-5613','S234-21','toeF', 'MB')
('AC22517-2022-11-01-5510','A307-2','SvWnr', 'LB')
('AC04652-2022-11-02-5543','A308-17','ruGbEtPycJsnaK', 'SL')
('AC12058-2022-11-01-5647','A314-13','qJZColLCrx', 'LB')
('AC04652-2022-11-01-5670','A315-18','jLFKgtcqBhyRLCm', 'SU')
('AC22517-2022-11-02-5740','A319-16','TJEIwPDAEq', 'UB')
('AC04652-2022-11-02-5550','A309-6','ZOBbyyqaADlnCb', 'SU')
('SL22517-2022-11-01-5625','S235-9','nCZ', 'LB')
('AC04652-2022-11-01-5676','A316-6','RDjw', 'SU')
('AC04652-2022-11-02-5554','A309-10','OoIXBqt', 'UB')
('SL12058-2022-11-01-5632','S235-16','oCGYOmvl', 'SU')
('SL12058-2022-11-01-5633','S235-17','VnMBXcOC', 'LB')
('AC04652-2022-11-02-5557','A309-13','xAkgLTtK', 'LB')
('AC12058-2022-11-01-5657','A315-5','jJGlbPFKSlnWCqat', 'SL')
('SL22517-2022-11-02-5721','S239-9','JgroLRqAuTgW', 'LB')
('AC04652-2022-11-01-5687','A316-17','WEeyg', 'SL')
('AC12058-2022-11-01-5664','A315-12','fjUMtDrteLpmqsos', 'SU')
('SL22517-2022-11-01-5641','S236-1','nGM', 'LB')
('AC04652-2022-11-01-5690','A317-2','ipp', 'LB')
('AC12058-2022-11-01-5667','A315-15','m', 'UB')
('SL04652-2022-11-02-5636','S235-20','WoDuhLoUcx', 'LB')
('AC22517-2022-11-02-5758','A320-16','TzPRhyVrWyJe', 'UB')
('AC12058-2022-11-01-5669','A315-17','oBfd', 'SL')
('AC22517-2022-11-01-5542','A308-16','StbDUWMhomUFDABd', 'UB')
('SL22517-2022-11-01-5645','S236-5','bcSVRJgUc', 'MB')
('SL04652-2022-11-02-5641','S236-1','mTymqcLCo', 'LB')
('SL04652-2022-11-02-5642','S236-2','wxiWZTioSrLPw', 'MB')
('SL22517-2022-11-01-5650','S236-10','jxKgTM', 'MB')
('AC04652-2022-11-02-5577','A310-15','LKggt', 'UB')
('SL12058-2022-11-01-5672','S237-8','qPTrqJjDKkQ', 'SU')
('SL04652-2022-11-01-5699','S238-11','T', 'UB')
('AC04652-2022-11-02-5618','A313-2','WEqsmycNpaU', 'LB')
('AC12058-2022-11-01-5709','A318-3','YuGl', 'UB')
('SL22517-2022-11-02-5760','S240-24','aGfoNhOLZxYmf', 'SU')
('SL12058-2022-11-01-5677','S237-13','EQrnhpX', 'MB')
('SL12058-2022-11-01-5678','S237-14','nPzFoudS', 'UB')
('SL04652-2022-11-02-5680','S237-16','zuoEnXIOYRCBFAa', 'SU')
('AC04652-2022-11-02-5623','A313-7','EmyNtkdjaaUSuCW', 'LB')
('SL12058-2022-11-01-5680','S237-16','SRYYwteUozXXmjTi', 'SU')
('SL12058-2022-11-01-5681','S237-17','u', 'LB')
('AC04652-2022-11-01-5743','A320-1','UuVjnFs', 'LB')
('AC22517-2022-11-02-5805','A323-9','OlDXmva', 'UB')
('SL22517-2022-11-02-5768','S241-8','My', 'SU')
('AC12058-2022-11-01-5721','A318-15','rk', 'UB')
('AC22517-2022-11-02-5807','A323-11','kpfIWNRgFw', 'SL')
('AC04652-2022-11-02-5631','A313-15','hejBLSlrklMEwY', 'UB')
('AC12058-2022-11-01-5723','A318-17','CsjMrsszcHXAOC', 'SL')
('AC22517-2022-11-01-5593','A311-13','zAgSTDOJPl', 'LB')
('SL04652-2022-11-01-5718','S239-6','OqcJqMh', 'UB')
('AC22517-2022-11-02-5815','A324-1','QsuwsvKthUhhzeG', 'LB')
('SL22517-2022-11-01-5696','S238-8','mUFDIeEfgJ', 'SU')
('AC04652-2022-11-01-5757','A320-15','pHTtdw', 'UB')
('AC04652-2022-11-02-5637','A314-3','YxOfEauTkRGiIiU', 'UB')
('AC22517-2022-11-02-5820','A324-6','VhyVSyjvUhPVH', 'SU')
('SL04652-2022-11-01-5733','S239-21','oMKCskrdGxYRy', 'MB')
('SL04652-2022-11-02-5701','S238-13','vTwEPZxFmsbRZH', 'MB')
('AC04652-2022-11-02-5642','A314-8','dEW', 'LB')
('SL04652-2022-11-01-5739','S240-3','ihbIRvYACSKtVtN', 'UB')
('AC12058-2022-11-01-5750','A320-8','kcLqazpvThrpyZ', 'LB')
('SL22517-2022-11-01-5708','S238-20','ujcNjCy', 'LB')
('AC04652-2022-11-02-5647','A314-13','nQOFuCFVNLMGsjkX', 'LB')
('SL04652-2022-11-02-5708','S238-20','eKTU', 'LB')
('SL04652-2022-11-02-5709','S238-21','inT', 'MB')
('AC04652-2022-11-01-5770','A321-10','RjiYoc', 'UB')
('AC22517-2022-11-02-5831','A324-17','pcWxZLDCco', 'SL')
('SL12058-2022-11-01-5711','S238-23','EbgdQEQjxbQKvUO', 'SL')
('AC22517-2022-11-02-5834','A325-2','lQWG', 'LB')
('SL22517-2022-11-01-5717','S239-5','sOt', 'MB')
('AC22517-2022-11-02-5835','A325-3','ImMkPxdTgqC', 'UB')
('SL22517-2022-11-01-5719','S239-7','kK', 'SL')
('SL22517-2022-11-01-5720','S239-8','mOdWDNafN', 'SU')
('SL12058-2022-11-01-5723','S239-11','XhopSDfOFTHA', 'UB')
('SL12058-2022-11-01-5724','S239-12','INDfcMDCsBSIzbGB', 'LB')
('SL04652-2022-11-01-5782','S241-22','OpNrLspPm', 'UB')
('AC04652-2022-11-02-5687','A316-17','vETGVFCXAmmPuRJd', 'SL')
('SL22517-2022-11-02-5828','S243-20','FRdvJFacpVy', 'LB')
('SL12058-2022-11-01-5741','S240-5','DKlsrCYTgAYwcRdo', 'MB')
('SL04652-2022-11-01-5788','S242-4','lUvRSYrT', 'LB')
('AC04652-2022-11-01-5806','A323-10','hWglnsfWIOs', 'UB')
('SL22517-2022-11-02-5832','S243-24','hRxMIFYt', 'SU')
('SL22517-2022-11-02-5833','S244-1','HFeBVdiH', 'LB')
('SL04652-2022-11-02-5755','S240-19','agFlkoIJ', 'UB')
('AC12058-2022-11-01-5800','A323-4','y', 'UB')
('SL04652-2022-11-02-5756','S240-20','CKHdENYLFhDWN', 'LB')
('AC22517-2022-11-02-5874','A327-6','BFZJEQqoszuyFSA', 'SU')
('SL12058-2022-11-01-5752','S240-16','wApGbeRGsCzTEiD', 'SU')
('AC04652-2022-11-01-5825','A324-11','Eunq', 'SL')
('SL04652-2022-11-02-5771','S241-11','XNpIDiBykmFIMDcX', 'UB')
('AC04652-2022-11-01-5828','A324-14','ULL', 'LB')
('AC22517-2022-11-01-5680','A316-10','oGAMS', 'UB')
('SL04652-2022-11-02-5772','S241-12','xUjJOqF', 'LB')
('AC22517-2022-11-01-5684','A316-14','KKBNtQCuYbcqqrj', 'LB')
('SL04652-2022-11-01-5810','S243-2','OR', 'MB')
('AC22517-2022-11-02-5892','A328-6','h', 'SU')
('AC04652-2022-11-02-5729','A319-5','c', 'SL')
('SL04652-2022-11-01-5814','S243-6','oPxiBlBBoFtOvmZw', 'UB')
('AC04652-2022-11-01-5842','A325-10','YZLFyEH', 'UB')
('SL12058-2022-11-01-5780','S241-20','mrUSFUfxkiP', 'LB')
('SL04652-2022-11-01-5816','S243-8','OQiagUvthn', 'SU')
('SL22517-2022-11-02-5860','S245-4','OSmSykkti', 'LB')
('AC22517-2022-11-02-5895','A328-9','nsdrBHcKggZRlGHa', 'UB')
('AC22517-2022-11-02-5897','A328-11','zE', 'SL')
('SL22517-2022-11-01-5793','S242-9','daDyFudE', 'LB')
('AC22517-2022-11-02-5899','A328-13','orVhEeBXkwRK', 'LB')
('AC12058-2022-11-01-5837','A325-5','Uy', 'SL')
('SL12058-2022-11-01-5790','S242-6','rZuHdLurbXkJpyF', 'UB')
('AC12058-2022-11-01-5839','A325-7','CaBsAvIZMOseSR', 'LB')
('SL22517-2022-11-02-5873','S245-17','guywehTBd', 'LB')
('AC22517-2022-11-02-5909','A329-5','GGgFsGHpfXzcAChb', 'SL')
('SL22517-2022-11-01-5804','S242-20','dnOwgOpddf', 'LB')
('AC22517-2022-11-01-5712','A318-6','znuJFMDWxpK', 'SU')
('SL04652-2022-11-01-5829','S243-21','NCiGBZivqXSOlXX', 'MB')
('AC04652-2022-11-01-5867','A326-17','UonbKkIEITqViAQw', 'SL')
('AC04652-2022-11-01-5868','A326-18','zUQKXmIuYBFB', 'SU')
('AC22517-2022-11-02-5915','A329-11','RfBCpswrjrvoVaCw', 'SL')
('AC22517-2022-11-01-5716','A318-10','LliztdSvU', 'UB')
('SL04652-2022-11-01-5832','S243-24','FPMIfOEmWWfN', 'SU')
('SL12058-2022-11-01-5805','S242-21','F', 'MB')
('AC04652-2022-11-01-5871','A327-3','tVIALoCDprHVQd', 'UB')
('SL22517-2022-11-02-5897','S246-17','BadelXTslOWo', 'LB')
('SL04652-2022-11-01-5838','S244-6','CplRaGwttCjpTYBC', 'UB')
('AC04652-2022-11-02-5773','A321-13','OWTXtFqdBWLYpK', 'LB')
('AC04652-2022-11-02-5774','A321-14','HLgKlxZQx', 'LB')
('AC22517-2022-11-02-5942','A331-2','tdPQLahcCTfNT', 'LB')
('AC04652-2022-11-02-5776','A321-16','ODmNlWkOvfOHoxu', 'UB')
('SL04652-2022-11-02-5821','S243-13','lrQM', 'MB')
('SL04652-2022-11-02-5822','S243-14','anVLrQj', 'UB')
('AC22517-2022-11-01-5741','A319-17','OaqnQGiELIs', 'SL')
('AC04652-2022-11-02-5779','A322-1','VsCULlFzoX', 'LB')
('SL22517-2022-11-01-5824','S243-16','QxzbilkdCSVih', 'SU')
('AC22517-2022-11-02-5945','A331-5','BsKnsTy', 'SL')
('SL04652-2022-11-02-5826','S243-18','DBlahgOEWa', 'MB')
('SL22517-2022-11-01-5827','S243-19','eftWkngOvSQZes', 'UB')
('AC22517-2022-11-01-5749','A320-7','nIbljomCcv', 'LB')
('SL04652-2022-11-01-5848','S244-16','vlSJt', 'SU')
('SL22517-2022-11-02-5918','S247-14','fpWZWWsGOdrgF', 'UB')
('SL04652-2022-11-01-5856','S244-24','FltXYfJ', 'SU')
('SL12058-2022-11-01-5834','S244-2','XkMCiqAMqWge', 'MB')
('SL22517-2022-11-02-5926','S247-22','XYwhRfsafZc', 'UB')
('AC04652-2022-11-02-5791','A322-13','qoATN', 'LB')
('SL04652-2022-11-01-5865','S245-9','quNmlHzMzzVjBi', 'LB')
('SL04652-2022-11-01-5866','S245-10','CLuksYCTwsblO', 'MB')
('SL04652-2022-11-02-5849','S244-17','Nprqg', 'LB')
('AC12058-2022-11-01-5899','A328-13','aareofGMd', 'LB')
('SL22517-2022-11-02-5936','S248-8','lEEljYHhvNxeeyv', 'SU')
('SL04652-2022-11-02-5852','S244-20','UhfHcPBaVV', 'LB')
('SL22517-2022-11-02-5940','S248-12','lqzDju', 'LB')
('SL22517-2022-11-02-5941','S248-13','Ytsn', 'MB')
('AC22517-2022-11-01-5768','A321-8','R', 'LB')
('AC22517-2022-11-01-5770','A321-10','PaDrCAOedrddrx', 'UB')
('SL12058-2022-11-01-5861','S245-5','sBKic', 'MB')
('AC22517-2022-11-01-5791','A322-13','EYkrDIlsII', 'LB')
('SL12058-2022-11-01-5865','S245-9','CmhNjPzzZciYAry', 'LB')
('AC22517-2022-11-02-6046','A336-16','TtgYd', 'UB')
('SL04652-2022-11-02-5932','S248-4','ZvIKKbvzzSsIsbk', 'LB')
('AC22517-2022-11-02-6050','A337-2','bVeimvDcnrnAtyrW', 'LB')
('SL22517-2022-11-01-5918','S247-14','SSXJinsLiOMQhTKz', 'UB')
('SL22517-2022-11-01-5919','S247-15','McyUiGPpUZ', 'SL')
('AC04652-2022-11-01-6008','A334-14','OALKHl', 'LB')
('SL04652-2022-11-01-5946','S248-18','LyWUifrZOcBMtDXZ', 'MB')
('AC04652-2022-11-02-5894','A328-8','GCXTJtYA', 'LB')
('AC12058-2022-11-01-5990','A333-14','pnowdrABLeKIt', 'LB')
('SL04652-2022-11-02-5943','S248-15','pIASoNSJBR', 'SL')
('AC12058-2022-11-01-5991','A333-15','FWxwJ', 'UB')
('AC22517-2022-11-01-5871','A327-3','YkiqFBKYDc', 'UB')
('SL22517-2022-11-02-6048','S252-24','qaGSaO', 'SU')
('AC04652-2022-11-02-5903','A328-17','Zbv', 'SL')
('AC22517-2022-11-02-6067','A338-1','e', 'LB')
('AC04652-2022-11-01-6026','A335-14','gMMGKKTtvefzsb', 'LB')
('AC22517-2022-11-02-6068','A338-2','QEAxVjbzxjjnN', 'LB')
('SL04652-2022-11-02-5959','S249-7','K', 'SL')
('SL22517-2022-11-02-6052','S253-4','bRLuepfJgWYI', 'LB')
('SL22517-2022-11-01-5939','S248-11','NklFDfFXlTGBhKG', 'UB')
('SL22517-2022-11-01-5940','S248-12','zOyKZe', 'LB')
('AC12058-2022-11-01-6001','A334-7','pYGOZoyl', 'LB')
('SL22517-2022-11-01-5942','S248-14','UO', 'UB')
('SL22517-2022-11-01-5947','S248-19','KZVVMdWovrw', 'UB')
('AC22517-2022-11-02-6078','A338-12','uPsbGqCWXts', 'SU')
('AC22517-2022-11-02-6080','A338-14','uX', 'LB')
('SL12058-2022-11-01-5941','S248-13','TlRmUKipcbQLdgma', 'MB')
('SL22517-2022-11-01-5950','S248-22','IwNVMTHBwAZqbYx', 'UB')
('AC12058-2022-11-01-6012','A334-18','NyRnMBFOiiITS', 'SU')
('AC04652-2022-11-01-6047','A336-17','HetCtAMHPaTjQ', 'SL')
('AC22517-2022-11-02-6090','A339-6','zpaiAsuNhLNBGSTS', 'SU')
('SL12058-2022-11-01-5951','S248-23','HPVRgCSkQExIp', 'SL')
('AC22517-2022-11-02-6094','A339-10','ZsCmBwUTpJhtqe', 'UB')
('SL22517-2022-11-02-6072','S253-24','EvPsgEikAvSGyt', 'SU')
('SL04652-2022-11-02-5977','S250-1','pHNdF', 'LB')
('SL22517-2022-11-02-6076','S254-4','iGoJGhfkHWllvc', 'LB')
('AC04652-2022-11-01-6053','A337-5','TwgIprkw', 'SL')
('AC04652-2022-11-01-6057','A337-9','FnQbxeBHhbkSeHa', 'UB')
('SL22517-2022-11-01-5961','S249-9','eTlZjHGOtOQAWkO', 'LB')
('AC12058-2022-11-01-6032','A336-2','mRoJEbAfvg', 'LB')
('SL22517-2022-11-01-5962','S249-10','F', 'MB')
('SL12058-2022-11-01-5987','S250-11','IROvnagQLnI', 'UB')
('SL22517-2022-11-02-6095','S254-23','GDmTHP', 'SL')
('SL22517-2022-11-01-5981','S250-5','rTOaFjpszvVeQ', 'MB')
('AC22517-2022-11-02-6123','A341-3','vCjZ', 'UB')
('AC04652-2022-11-02-5955','A331-15','zQywCuoWuvHEupGY', 'UB')
('AC04652-2022-11-01-6080','A338-14','EZhUm', 'LB')
('SL22517-2022-11-02-6106','S255-10','tFQrw', 'MB')
('AC22517-2022-11-01-5934','A330-12','ZYdzTcxsYTNpKJ', 'SU')
('SL22517-2022-11-02-6111','S255-15','uENmlAiyF', 'SL')
('AC12058-2022-11-01-6058','A337-10','GBrbJsyzIpm', 'UB')
('SL04652-2022-11-01-6005','S251-5','X', 'MB')
('SL22517-2022-11-01-5998','S250-22','yySLKnhDNZnsWlA', 'UB')
('AC22517-2022-11-01-5945','A331-5','HcHB', 'SL')
('AC04652-2022-11-02-5976','A332-18','BrzoXn', 'SU')
('AC22517-2022-11-01-5947','A331-7','eYPWj', 'LB')
('SL12058-2022-11-01-6019','S251-19','YMOrozAbFqE', 'UB')
('SL04652-2022-11-01-6022','S251-22','s', 'UB')
('AC04652-2022-11-02-5989','A333-13','beJFIRWZhwyXLf', 'LB')
('SL04652-2022-11-02-6042','S252-18','agxbjnq', 'MB')
('SL22517-2022-11-02-6134','S256-14','p', 'UB')
('SL04652-2022-11-01-6032','S252-8','PTjuBHNyyQKZ', 'SU')
('SL04652-2022-11-01-6033','S252-9','jqN', 'LB')
('SL04652-2022-11-01-6034','S252-10','Q', 'MB')
('SL04652-2022-11-01-6038','S252-14','sok', 'UB')
('AC22517-2022-11-02-6167','A343-11','UwhAOfHYojZ', 'SL')
('SL04652-2022-11-01-6040','S252-16','WSsAwebooOhpRFyG', 'SU')
('AC22517-2022-11-01-5970','A332-12','MeDVIANPgDoZfT', 'SU')
('SL22517-2022-11-02-6140','S256-20','ZkDwcnRm', 'LB')
('AC04652-2022-11-02-6005','A334-11','FEBqVvgRzyh', 'SL')
('AC04652-2022-11-01-6118','A340-16','GcanHw', 'UB')
('SL04652-2022-11-01-6051','S253-3','kNBMuJW', 'UB')
('AC22517-2022-11-02-6172','A343-16','AiJL', 'UB')
('SL04652-2022-11-02-6063','S253-15','HkovHSWZxCsMJh', 'SL')
('SL04652-2022-11-02-6068','S253-20','zeUjdnOaWEDhDEQv', 'LB')
('AC22517-2022-11-01-5978','A333-2','XKhCwdOFMdy', 'LB')
('SL04652-2022-11-02-6070','S253-22','wokg', 'UB')
('AC22517-2022-11-01-5983','A333-7','E', 'LB')
