('SL22517-2022-11-01-1417','S60-1','KvraX', 'LB')
('AC22517-2022-11-02-11128','A619-4','MkvcDNjFncEVKYa', 'UB')
('SL22517-2022-11-01-10968','S457-24','UVZMOvGUoJa', 'SU')
('AC12058-2022-11-01-11176','A621-16','EnFkiDCJtXZNtfLn', 'UB')
('SL22517-2022-11-02-11065','S462-1','hs', 'LB')
('SL12058-2022-11-01-10953','S457-9','zjPgw', 'LB')
('SL22517-2022-11-02-11078','S462-14','tfoRZpN', 'UB')
('SL22517-2022-11-02-11086','S462-22','Eh', 'UB')
('AC12058-2022-11-01-11203','A623-7','ZaKcszAuUXIpdw', 'LB')
('SL22517-2022-11-01-10997','S459-5','wBnkzkwtnbTAORO', 'MB')
('SL22517-2022-11-02-11091','S463-3','g', 'UB')
('AC04652-2022-11-02-11209','A623-13','FFejsmNTONzkb', 'LB')
('SL04652-2022-11-01-11080','S462-16','tGLaNv', 'SU')
('SL22517-2022-11-02-11131','S464-19','SFNU', 'UB')
('SL04652-2022-11-01-11115','S464-3','jx', 'UB')
('SL04652-2022-11-02-11142','S465-6','GZlOXDzDTqZfKu', 'UB')
('SL22517-2022-11-01-11054','S461-14','AgdaiYMvmBuiXKz', 'UB')
('SL22517-2022-11-01-11055','S461-15','ErWUdPcvs', 'SL')
('SL04652-2022-11-01-11122','S464-10','cugpPRZQI', 'MB')
('AC04652-2022-11-01-11450','A637-2','RLkDwWmvveNG', 'LB')
('AC12058-2022-11-01-11307','A629-3','vmwkIcVnhN', 'UB')
('AC22517-2022-11-02-11259','A626-9','np', 'UB')
('SL22517-2022-11-02-11182','S466-22','puWSLC', 'UB')
('SL04652-2022-11-01-11167','S466-7','lVczxcFBQ', 'SL')
('AC04652-2022-11-01-11459','A637-11','moXunzseU', 'SL')
('AC04652-2022-11-01-11460','A637-12','e', 'SU')
('AC04652-2022-11-02-11306','A629-2','MHtfAvBaqZKu', 'LB')
('AC04652-2022-11-01-11461','A637-13','swdpsKcgvO', 'LB')
('AC04652-2022-11-01-11464','A637-16','o', 'UB')
('AC04652-2022-11-02-11311','A629-7','HhRfbxhXAusZaop', 'LB')
('AC22517-2022-11-01-11282','A627-14','zJeihsjwmlfb', 'LB')
('AC04652-2022-11-02-11314','A629-10','GjVbGumKsXv', 'UB')
('AC22517-2022-11-02-11335','A630-13','sq', 'LB')
('AC22517-2022-11-01-11359','A632-1','SCYtztKLN', 'LB')
('SL22517-2022-11-02-11252','S469-20','dbetrYSJ', 'LB')
('SL04652-2022-11-02-11262','S470-6','LjOHloNioqrigup', 'UB')
('AC04652-2022-11-01-11536','A641-16','eEPzSZvtJQsw', 'UB')
('AC22517-2022-11-01-11364','A632-6','Mpy', 'SU')
('AC22517-2022-11-01-11365','A632-7','hsGEqgxzmo', 'LB')
('AC12058-2022-11-01-11374','A632-16','TwgMvdWgSyuCd', 'UB')
('SL22517-2022-11-01-11181','S466-21','XGs', 'MB')
('SL12058-2022-11-01-11136','S464-24','zrqLYAhiTCndkwg', 'SU')
('AC04652-2022-11-02-11379','A633-3','sZDvHpNfC', 'UB')
('AC22517-2022-11-01-11372','A632-14','dDRRsPEMrNKHMN', 'LB')
('SL04652-2022-11-01-11257','S470-1','uY', 'LB')
('AC04652-2022-11-02-11381','A633-5','JhlkDmLMx', 'SL')
('SL04652-2022-11-01-11259','S470-3','pkJK', 'UB')
('SL22517-2022-11-01-11187','S467-3','TeGqYCEQxWj', 'UB')
('SL22517-2022-11-02-11273','S470-17','fgURKVK', 'LB')
('SL04652-2022-11-01-11264','S470-8','YyXmN', 'SU')
('SL04652-2022-11-01-11267','S470-11','ttpPgTXvRC', 'UB')
('AC12058-2022-11-01-11388','A633-12','BRAsD', 'SU')
('SL04652-2022-11-02-11275','S470-19','OXS', 'UB')
('AC04652-2022-11-02-11391','A633-15','QdlDWSkuA', 'UB')
('AC04652-2022-11-01-11552','A642-14','nf', 'LB')
('SL22517-2022-11-01-11200','S467-16','EMhiSLTaitShth', 'SU')
('SL04652-2022-11-02-11277','S470-21','BflgKgz', 'MB')
('SL04652-2022-11-01-11270','S470-14','yhlfUbUcFcbKqqdU', 'UB')
('SL22517-2022-11-01-11202','S467-18','hOHDzhorBZcwz', 'MB')
('AC04652-2022-11-02-11395','A634-1','zBrn', 'LB')
('SL22517-2022-11-02-11281','S471-1','vPFoYWRWzb', 'LB')
('AC22517-2022-11-01-11383','A633-7','Br', 'LB')
('AC22517-2022-11-01-11384','A633-8','wmqNHT', 'LB')
('AC22517-2022-11-01-11385','A633-9','wLoMLAQFy', 'UB')
('AC12058-2022-11-01-11394','A633-18','NwYSAcsN', 'SU')
('SL12058-2022-11-01-11186','S467-2','HzHgtDPAFw', 'MB')
('AC22517-2022-11-02-11409','A634-15','ENwoztsVZKB', 'UB')
('AC22517-2022-11-02-11410','A634-16','uCwN', 'UB')
('SL04652-2022-11-02-11327','S472-23','F', 'SL')
('SL04652-2022-11-02-11328','S472-24','UxLqYANOah', 'SU')
('AC12058-2022-11-01-11441','A636-11','uEbSVMUIv', 'SL')
('SL12058-2022-11-01-11225','S468-17','PpVeKWVByXSSscy', 'LB')
('AC04652-2022-11-02-11463','A637-15','ctMtowtEO', 'UB')
('SL22517-2022-11-02-11357','S474-5','FjjWWdsxeZuJ', 'MB')
('SL04652-2022-11-02-11355','S474-3','rIaOEiGzDv', 'UB')
('SL22517-2022-11-01-11283','S471-3','OAqabvk', 'UB')
('AC04652-2022-11-02-11466','A637-18','fT', 'SU')
('AC04652-2022-11-02-11467','A638-1','nVXreITH', 'LB')
('AC22517-2022-11-02-11460','A637-12','JZWruLBjvrwj', 'SU')
('SL04652-2022-11-02-11366','S474-14','jTcfmsfnxGo', 'UB')
('AC04652-2022-11-01-11648','A648-2','aRXF', 'LB')
('SL04652-2022-11-01-11369','S474-17','aVAUiUnAvAsSFyLL', 'LB')
('SL22517-2022-11-01-11306','S472-2','E', 'MB')
('AC22517-2022-11-02-11476','A638-10','KMeTbsqXSnOw', 'UB')
('AC04652-2022-11-01-11653','A648-7','Xatsd', 'LB')
('SL22517-2022-11-02-11384','S475-8','dcisVcvVHVe', 'SU')
('AC04652-2022-11-01-11655','A648-9','EgaMVy', 'UB')
('SL04652-2022-11-01-11375','S474-23','cyvvOYUjjDuSiT', 'SL')
('SL12058-2022-11-01-11263','S470-7','DSls', 'SL')
('SL04652-2022-11-02-11385','S475-9','bdZAKTjvZyYolpHX', 'LB')
('AC22517-2022-11-02-11488','A639-4','JWQLwgmMGFV', 'UB')
('SL04652-2022-11-01-11387','S475-11','qqqEpNnyfbg', 'UB')
('SL04652-2022-11-02-11393','S475-17','VllZNTHWaf', 'LB')
('SL12058-2022-11-01-11278','S470-22','jgT', 'UB')
('SL12058-2022-11-01-11280','S470-24','XLbVwgZ', 'SU')
('AC22517-2022-11-02-11498','A639-14','lB', 'LB')
('SL22517-2022-11-02-11400','S475-24','VSLbILfYImCcgYIj', 'SU')
('AC12058-2022-11-01-11513','A640-11','SATrlz', 'SL')
('AC04652-2022-11-02-11515','A640-13','DxuIxvqNxlpoqf', 'LB')
('SL12058-2022-11-01-11285','S471-5','WQhTiuMAmADyTlBC', 'MB')
('AC22517-2022-11-02-11507','A640-5','lYmthPcDAnk', 'SL')
('SL04652-2022-11-02-11411','S476-11','tYRVpbaO', 'UB')
('AC12058-2022-11-01-11523','A641-3','LNtzjVJgguCAHAF', 'UB')
('SL22517-2022-11-01-11336','S473-8','bQUVvrwagxdsDfh', 'SU')
('SL12058-2022-11-01-11296','S471-16','poXcu', 'SU')
('AC22517-2022-11-01-11522','A641-2','RLUDazqyzB', 'LB')
('AC12058-2022-11-01-11528','A641-8','farHivrs', 'LB')
('SL04652-2022-11-01-11410','S476-10','SLMJOqkYaEhjzgUm', 'MB')
('AC12058-2022-11-01-11529','A641-9','cBcd', 'UB')
('AC22517-2022-11-01-11526','A641-6','jLDyXxajUmlUJJUA', 'SU')
('AC22517-2022-11-01-11527','A641-7','aHQkWhyiiGryo', 'LB')
('SL04652-2022-11-01-11418','S476-18','cR', 'MB')
('AC12058-2022-11-01-11540','A642-2','n', 'LB')
('SL04652-2022-11-01-11422','S476-22','RiFEfpnJSzJJKXB', 'UB')
('SL04652-2022-11-01-11459','S478-11','ZthWy', 'UB')
('SL22517-2022-11-02-11459','S478-11','hCIZtVJ', 'UB')
('SL22517-2022-11-02-11460','S478-12','mz', 'LB')
('AC22517-2022-11-01-11584','A644-10','VwgTAdMmLuwfr', 'UB')
('AC04652-2022-11-02-11588','A644-14','kSSwQyHefF', 'LB')
('SL12058-2022-11-01-11362','S474-10','GWSB', 'MB')
('AC04652-2022-11-01-11781','A655-9','TvOiG', 'UB')
('AC04652-2022-11-01-11782','A655-10','hqry', 'UB')
('AC04652-2022-11-02-11620','A646-10','TXhsf', 'UB')
('SL04652-2022-11-02-11511','S480-15','RhoHO', 'SL')
('SL22517-2022-11-01-11412','S476-12','mPilvSxMhpME', 'LB')
('SL12058-2022-11-01-11389','S475-13','FcVZ', 'MB')
('SL04652-2022-11-01-11492','S479-20','CYUqnkpPdREPldf', 'LB')
('AC04652-2022-11-01-11788','A655-16','hnp', 'UB')
('SL22517-2022-11-01-11415','S476-15','TOgOanDS', 'SL')
('AC04652-2022-11-01-11804','A656-14','ndbrDDGwSOtac', 'LB')
('AC22517-2022-11-01-11635','A647-7','kuWZQRmTr', 'LB')
('AC22517-2022-11-01-11636','A647-8','kqjINWgbDiX', 'LB')
('SL22517-2022-11-01-11439','S477-15','glZdVZkJ', 'SL')
('AC22517-2022-11-01-11644','A647-16','FEXaPXmA', 'UB')
('SL04652-2022-11-01-11528','S481-8','bJMbFKwGABKK', 'SU')
('AC04652-2022-11-01-11869','A660-7','XvSZqSrubBHLpT', 'LB')
('AC12058-2022-11-01-11683','A650-1','HIDfuJcFotKsDGp', 'LB')
('SL22517-2022-11-01-11489','S479-17','c', 'LB')
('AC04652-2022-11-01-11882','A661-2','QVqGuFZvaNfMT', 'LB')
('SL04652-2022-11-01-11622','S485-6','DLhFDGCjt', 'UB')
('SL04652-2022-11-01-11627','S485-11','Yd', 'UB')
('SL12058-2022-11-01-11533','S481-13','FcNjcik', 'MB')
('AC04652-2022-11-01-11959','A665-7','lmnjafWYyAjAP', 'LB')
('SL04652-2022-11-01-11631','S485-15','vHAgyVdCGG', 'SL')
('SL22517-2022-11-01-11575','S483-7','kmEc', 'SL')
('SL04652-2022-11-02-11680','S487-16','kpQhWB', 'SU')
('AC22517-2022-11-01-11765','A654-11','EjXDDCnX', 'SL')
('AC04652-2022-11-02-11786','A655-14','TH', 'LB')
('SL04652-2022-11-01-11646','S486-6','B', 'UB')
('AC04652-2022-11-01-12011','A668-5','BUGSE', 'SL')
('AC04652-2022-11-01-12032','A669-8','oKXZZSobBn', 'LB')
('SL22517-2022-11-02-11748','S490-12','hIBpb', 'LB')
('SL22517-2022-11-01-11660','S486-20','wrSrHmEqhKWL', 'LB')
('SL22517-2022-11-02-11755','S490-19','AnDN', 'UB')
('SL04652-2022-11-02-11759','S490-23','KKBnZcQ', 'SL')
('SL22517-2022-11-01-11673','S487-9','OBxmvHlTwkQ', 'LB')
('AC12058-2022-11-01-11832','A658-6','mEfNijRicU', 'SU')
('SL04652-2022-11-01-11724','S489-12','tBthBvILaQUkCz', 'LB')
('AC04652-2022-11-01-12060','A670-18','W', 'SU')
('SL04652-2022-11-02-11772','S491-12','CHaC', 'LB')
('SL04652-2022-11-01-11746','S490-10','BoFwZmMgNVdtYj', 'MB')
('SL22517-2022-11-02-11792','S492-8','vHopTqeAdmI', 'SU')
('SL22517-2022-11-01-11711','S488-23','ySthW', 'SL')
('SL12058-2022-11-01-11670','S487-6','TVdoGrJKp', 'UB')
('AC22517-2022-11-02-11853','A659-9','DgelRfCt', 'UB')
('AC12058-2022-11-01-11883','A661-3','VfzUkuMxfbutpHx', 'UB')
('AC04652-2022-11-02-11903','A662-5','JyuhjGDcXDfk', 'SL')
('SL12058-2022-11-01-11676','S487-12','BkLCNJxERfIbRTui', 'LB')
('SL22517-2022-11-01-11722','S489-10','qELYcDJ', 'MB')
('AC22517-2022-11-02-11858','A659-14','VouxLCMca', 'LB')
('AC22517-2022-11-02-11859','A659-15','oHSTRelklO', 'UB')
('AC04652-2022-11-01-12107','A673-11','lGkprpYnykneJXY', 'SL')
('SL12058-2022-11-01-11687','S487-23','XtVfySGRUNIkrpnP', 'SL')
('SL22517-2022-11-01-11730','S489-18','acVOhdlBdXupM', 'MB')
('SL22517-2022-11-01-11731','S489-19','hQEGo', 'UB')
('AC04652-2022-11-02-11919','A663-3','gdsPTueS', 'UB')
('SL22517-2022-11-01-11733','S489-21','SvDrGzKgoAW', 'MB')
('SL22517-2022-11-01-11734','S489-22','JognxppPnVfy', 'UB')
('SL04652-2022-11-01-11769','S491-9','PtUMAwSLFZ', 'LB')
('AC12058-2022-11-01-11901','A662-3','kRmzCCSjHnVm', 'UB')
('SL04652-2022-11-01-11810','S493-2','XZnooHLkRs', 'MB')
('AC04652-2022-11-01-12160','A676-10','A', 'UB')
('AC12058-2022-11-01-11959','A665-7','g', 'LB')
('SL12058-2022-11-01-11743','S490-7','vQoSvcpKLmhuD', 'SL')
('AC04652-2022-11-02-11984','A666-14','aYxcZBsTHPICw', 'LB')
('SL04652-2022-11-02-11878','S495-22','vOlWDIodeUNzTKuI', 'UB')
('AC22517-2022-11-02-11935','A664-1','GbCvkRO', 'LB')
('AC22517-2022-11-02-11936','A664-2','IsIFP', 'LB')
('SL04652-2022-11-02-11930','S498-2','pEac', 'MB')
('SL22517-2022-11-01-11910','S497-6','jCsMYh', 'UB')
('AC22517-2022-11-02-12131','A674-17','mUbwzspqqFzRn', 'SL')
('AC04652-2022-11-02-12151','A676-1','GzkXloJzasVx', 'LB')
('SL04652-2022-11-01-12028','S502-4','iAANDGmljJIhB', 'LB')
('AC22517-2022-11-01-12151','A676-1','ExsrzHauYkJ', 'LB')
('SL22517-2022-11-02-12061','S503-13','AEiAEueJKeTi', 'MB')
('AC04652-2022-11-02-12154','A676-4','tGxA', 'UB')
('SL22517-2022-11-02-12063','S503-15','uWx', 'SL')
('SL04652-2022-11-02-12042','S502-18','RqfjQ', 'MB')
('SL12058-2022-11-01-11921','S497-17','hbDahVvOS', 'LB')
('SL22517-2022-11-02-12066','S503-18','TUGyXBaTJvnKOvKR', 'MB')
('SL12058-2022-11-01-11922','S497-18','jjAawqavRoMBIB', 'MB')
('AC22517-2022-11-01-12159','A676-9','dX', 'UB')
('SL04652-2022-11-02-12048','S502-24','iXpfgA', 'SU')
('AC04652-2022-11-02-12167','A676-17','iR', 'SL')
('SL04652-2022-11-01-12041','S502-17','OFrITh', 'LB')
('SL04652-2022-11-01-12043','S502-19','GAYYThXKueyshGHX', 'UB')
('AC12058-2022-11-01-12185','A677-17','Vhil', 'SL')
('SL04652-2022-11-02-12059','S503-11','YpeCvX', 'UB')
('AC12058-2022-11-01-12191','A678-5','ZtdQ', 'SL')
('SL04652-2022-11-02-12065','S503-17','zMYJgFxPa', 'LB')
('SL22517-2022-11-02-12077','S504-5','zdtUGjfWmqeGHub', 'MB')
('SL04652-2022-11-02-12069','S503-21','rQTrAfdsD', 'MB')
('SL22517-2022-11-01-11987','S500-11','byUjeuMbTMTe', 'UB')
('AC22517-2022-11-01-12177','A677-9','Tmk', 'UB')
('SL22517-2022-11-02-12082','S504-10','Na', 'MB')
('AC22517-2022-11-01-12178','A677-10','GxqWLtAuCt', 'UB')
('SL22517-2022-11-01-11997','S500-21','uwjrjdehtgTjlS', 'MB')
('AC22517-2022-11-02-12163','A676-13','dig', 'LB')
('SL04652-2022-11-02-12089','S504-17','G', 'LB')
('AC22517-2022-11-02-12180','A677-12','sfqEGTyT', 'SU')
('AC04652-2022-11-01-12389','A689-5','kzyCM', 'SL')
('SL12058-2022-11-01-11965','S499-13','sVyj', 'MB')
('AC04652-2022-11-01-12390','A689-6','Osa', 'SU')
('SL22517-2022-11-02-12120','S505-24','Vw', 'SU')
('SL12058-2022-11-01-11975','S499-23','YZUfBQHOFViLCVZ', 'SL')
('SL22517-2022-11-01-12030','S502-6','h', 'UB')
('AC22517-2022-11-01-12220','A679-16','IQw', 'UB')
('AC12058-2022-11-01-12235','A680-13','OptbZpJkvLNsS', 'LB')
('SL22517-2022-11-01-12036','S502-12','NwribU', 'LB')
('AC04652-2022-11-01-12395','A689-11','sSYIRrwVTNibNbt', 'SL')
('AC04652-2022-11-02-12218','A679-14','eTeXvlPtF', 'LB')
('AC22517-2022-11-01-12223','A680-1','BJyaOJyZdJShYbT', 'LB')
('SL04652-2022-11-02-12153','S507-9','HQcPaiweq', 'LB')
('AC04652-2022-11-01-12445','A692-7','Af', 'LB')
('AC22517-2022-11-01-12271','A682-13','OmRHixjq', 'LB')
('SL12058-2022-11-01-12020','S501-20','cwOVGyYTnR', 'LB')
('AC22517-2022-11-02-12254','A681-14','pytFW', 'LB')
('SL22517-2022-11-01-12097','S505-1','TuExTqPmbkfinQv', 'LB')
('SL22517-2022-11-02-12187','S508-19','r', 'UB')
('SL04652-2022-11-02-12178','S508-10','VlbdPXU', 'MB')
('AC12058-2022-11-01-12300','A684-6','PETMcUNSTHty', 'SU')
('SL22517-2022-11-01-12101','S505-5','zKY', 'MB')
('AC22517-2022-11-01-12285','A683-9','igLTzEP', 'UB')
('AC22517-2022-11-02-12263','A682-5','DNlL', 'SL')
('AC04652-2022-11-01-12499','A695-7','cyRZqgY', 'LB')
('AC12058-2022-11-01-12330','A685-18','OoriWKvbpxT', 'SU')
('AC22517-2022-11-01-12308','A684-14','zTOEsojjrv', 'LB')
('AC12058-2022-11-01-12339','A686-9','dGoSZ', 'UB')
('AC12058-2022-11-01-12341','A686-11','UMIgT', 'SL')
('AC22517-2022-11-01-12319','A685-7','Bc', 'LB')
('SL22517-2022-11-01-12144','S506-24','BPPPbaBVEwaON', 'SU')
('SL22517-2022-11-01-12145','S507-1','MtFFOk', 'LB')
('AC12058-2022-11-01-12418','A690-16','MppMPpkqU', 'UB')
('SL12058-2022-11-01-12147','S507-3','fZNdNMvgYLqNUW', 'UB')
('AC22517-2022-11-01-12412','A690-10','QYpfDuJyTHn', 'UB')
('AC04652-2022-11-02-12398','A689-14','PTgYblvTuxHF', 'LB')
('AC04652-2022-11-01-12602','A701-2','GRM', 'LB')
('AC04652-2022-11-02-12422','A691-2','IICnrNNMH', 'LB')
('SL22517-2022-11-01-12248','S511-8','QKBAJnVSKRUcF', 'SU')
('AC22517-2022-11-02-12395','A689-11','O', 'SL')
('AC22517-2022-11-01-12435','A691-15','stxhhQ', 'UB')
('AC22517-2022-11-01-12436','A691-16','dYBlc', 'UB')
('AC04652-2022-11-02-12462','A693-6','qIGlAoYpYaCVzAqz', 'SU')
('SL22517-2022-11-01-12277','S512-13','lWPOMBozrO', 'MB')
('SL04652-2022-11-01-12349','S515-13','hm', 'MB')
('AC22517-2022-11-01-12476','A694-2','SZ', 'LB')
('SL04652-2022-11-02-12379','S516-19','tjEvOUFhjHZItA', 'UB')
('SL12058-2022-11-01-12209','S509-17','FWzxfXfDYIO', 'LB')
('SL22517-2022-11-02-12363','S516-3','SKioEDJEIQr', 'UB')
('AC22517-2022-11-01-12480','A694-6','vysraVguMcK', 'SU')
('SL12058-2022-11-01-12213','S509-21','gNDvXQPvgGNn', 'MB')
('AC04652-2022-11-02-12490','A694-16','mseQwULLSLGA', 'UB')
('SL22517-2022-11-01-12296','S513-8','rSfyHrbIMK', 'SU')
('SL22517-2022-11-01-12297','S513-9','WWgaa', 'LB')
('SL22517-2022-11-02-12391','S517-7','RvGB', 'SL')
('SL12058-2022-11-01-12247','S511-7','llQqQbx', 'SL')
('AC22517-2022-11-01-12516','A696-6','MnQXaMfH', 'SU')
('AC04652-2022-11-01-12713','A707-5','zoZPtGbziDcxei', 'SL')
('SL22517-2022-11-02-12408','S517-24','nJYnMdZaKWoZmcm', 'SU')
('SL22517-2022-11-02-12409','S518-1','lubi', 'LB')
('SL04652-2022-11-01-12398','S517-14','oKUIeCEXvXSUiW', 'UB')
('AC04652-2022-11-01-12721','A707-13','S', 'LB')
('SL04652-2022-11-01-12402','S517-18','EkpgqgGfdUntc', 'MB')
('AC12058-2022-11-01-12542','A697-14','fHp', 'LB')
('AC04652-2022-11-01-12725','A707-17','olVftlVQsFvHeQ', 'SL')
('SL22517-2022-11-02-12424','S518-16','tSra', 'SU')
('SL22517-2022-11-01-12346','S515-10','ankgHLp', 'MB')
('AC12058-2022-11-01-12556','A698-10','iuLdiQ', 'UB')
('SL22517-2022-11-01-12350','S515-14','XhuhohMBA', 'UB')
('SL04652-2022-11-02-12442','S519-10','EHylSBgrXhcQdoP', 'MB')
('AC04652-2022-11-01-12739','A708-13','ktNPeZYJwIXIlhFA', 'LB')
('AC04652-2022-11-01-12740','A708-14','JBHnvkGGumzaLE', 'LB')
('SL04652-2022-11-02-12447','S519-15','JFKMISkId', 'SL')
('AC12058-2022-11-01-12566','A699-2','tlNzNvXqRMkxq', 'LB')
('SL04652-2022-11-02-12485','S521-5','ebKggwwAkAksJ', 'MB')
('SL12058-2022-11-01-12317','S514-5','cacbyafZs', 'MB')
('AC12058-2022-11-01-12604','A701-4','nMCJSTznN', 'UB')
('SL04652-2022-11-02-12489','S521-9','NXeXkDbINyjOycFz', 'LB')
('AC22517-2022-11-01-12606','A701-6','Yubto', 'SU')
('AC04652-2022-11-02-12612','A701-12','FvsuiCOD', 'SU')
('AC04652-2022-11-02-12613','A701-13','MYlP', 'LB')
('SL12058-2022-11-01-12332','S514-20','XNpkPsj', 'LB')
('AC22517-2022-11-01-12611','A701-11','BWEQPPb', 'SL')
('AC12058-2022-11-01-12623','A702-5','IW', 'SL')
('SL04652-2022-11-01-12485','S521-5','YMsJSw', 'MB')
('SL12058-2022-11-01-12338','S515-2','ksZYDWYmCVZwZ', 'MB')
('AC22517-2022-11-01-12625','A702-7','jhDb', 'LB')
('AC12058-2022-11-01-12631','A702-13','AHZcNEmyZXp', 'LB')
('SL12058-2022-11-01-12344','S515-8','x', 'SU')
('AC22517-2022-11-01-12630','A702-12','FqGXIlP', 'SU')
('SL22517-2022-11-01-12433','S519-1','FZtXJcPso', 'LB')
('SL04652-2022-11-01-12490','S521-10','mmXWgR', 'MB')
('SL22517-2022-11-01-12435','S519-3','NXfJL', 'UB')
('AC12058-2022-11-01-12637','A703-1','lgCTMRlT', 'LB')
('SL22517-2022-11-02-12509','S522-5','Lgi', 'MB')
('SL04652-2022-11-02-12573','S524-21','xgOQ', 'MB')
('SL22517-2022-11-01-12487','S521-7','diTEDHPevXAbk', 'SL')
('AC04652-2022-11-01-12866','A715-14','JHNFRdfjGKJB', 'LB')
('SL04652-2022-11-02-12576','S524-24','GxRRjQyMpfFfde', 'SU')
('AC22517-2022-11-01-12703','A706-13','l', 'LB')
('AC22517-2022-11-02-12656','A704-2','DGEKh', 'LB')
('SL22517-2022-11-01-12496','S521-16','iJnykPwTPPsW', 'SU')
('SL04652-2022-11-01-12557','S524-5','o', 'MB')
('AC04652-2022-11-02-12692','A706-2','PMJwVtWmneE', 'LB')
('AC04652-2022-11-02-12693','A706-3','PCWejiAi', 'UB')
('AC22517-2022-11-01-12718','A707-10','HKkAGrKmBvo', 'UB')
('AC22517-2022-11-02-12672','A704-18','uSIOdSQ', 'SU')
('SL22517-2022-11-01-12549','S523-21','kTkKMm', 'MB')
('SL22517-2022-11-02-12603','S526-3','VzCvbJQDr', 'UB')
('AC04652-2022-11-02-12733','A708-7','MXuKuuyzDRHFAMCP', 'LB')
('SL12058-2022-11-01-12479','S520-23','yRFKhNDJPlMLWqW', 'SL')
('AC22517-2022-11-01-12768','A710-6','gXCJuZw', 'SU')
('AC22517-2022-11-02-12713','A707-5','picQvqqfilAdb', 'SL')
('SL12058-2022-11-01-12481','S521-1','HNAcBDyoXci', 'LB')
('SL22517-2022-11-01-12556','S524-4','xQRyFqkul', 'LB')
('SL22517-2022-11-02-12613','S526-13','tBtIlPNKJxAEXU', 'MB')
('SL22517-2022-11-01-12560','S524-8','JP', 'SU')
('AC22517-2022-11-01-12777','A710-15','m', 'UB')
('AC22517-2022-11-02-12722','A707-14','tx', 'LB')
('AC22517-2022-11-02-12723','A707-15','apZZBrWZYMRQfz', 'UB')
('AC22517-2022-11-01-12780','A710-18','eicXQ', 'SU')
('SL04652-2022-11-01-12626','S527-2','yFiaiYfjbM', 'MB')
('AC22517-2022-11-01-12782','A711-2','A', 'LB')
('AC22517-2022-11-02-12724','A707-16','onvXTeQNDFmzGJoz', 'UB')
('AC22517-2022-11-02-12725','A707-17','wzPQesCkqGJ', 'SL')
('SL22517-2022-11-01-12564','S524-12','LebOJPNhcmOeA', 'LB')
('SL04652-2022-11-01-12634','S527-10','WzzcwyXTK', 'MB')
('AC22517-2022-11-01-12792','A711-12','NMGJBzr', 'SU')
('SL22517-2022-11-01-12571','S524-19','OErrpBtiAXgc', 'UB')
('SL04652-2022-11-01-12638','S527-14','ZOnSjzmfoopSMV', 'UB')
('AC22517-2022-11-01-12802','A712-4','xvntoZODqBM', 'UB')
('AC22517-2022-11-02-12799','A712-1','AB', 'LB')
('SL22517-2022-11-02-12688','S529-16','iqsKbHjjlTTvui', 'SU')
('AC22517-2022-11-02-12800','A712-2','eXJILgVf', 'LB')
('AC12058-2022-11-01-12840','A714-6','akjyCH', 'SU')
('AC22517-2022-11-02-12801','A712-3','SMYTkZxyj', 'UB')
('SL12058-2022-11-01-12551','S523-23','y', 'SL')
('SL22517-2022-11-01-12644','S527-20','pGos', 'LB')
('AC12058-2022-11-01-12856','A715-4','lOOvUuIpEVemdNdP', 'UB')
('AC22517-2022-11-02-12823','A713-7','IRWbzH', 'LB')
('AC04652-2022-11-01-13171','A732-13','FqGRKxswxEOSziwA', 'LB')
('AC04652-2022-11-01-13172','A732-14','nNJljb', 'LB')
('AC22517-2022-11-02-12952','A720-10','GlVozIent', 'UB')
('AC12058-2022-11-01-12988','A722-10','vFAnBLhux', 'UB')
('SL12058-2022-11-01-12720','S530-24','yhEvRmRSUvq', 'SU')
('SL12058-2022-11-01-12721','S531-1','oFKF', 'LB')
('SL04652-2022-11-02-12888','S537-24','CsZUjSmqcCTKtuaG', 'SU')
('AC22517-2022-11-02-12996','A722-18','QT', 'SU')
('AC22517-2022-11-01-13065','A726-15','JndMr', 'UB')
('SL22517-2022-11-02-12902','S538-14','MiPANEBv', 'UB')
('AC12058-2022-11-01-13034','A725-2','ecBCrtDEMzERfpQo', 'LB')
('SL22517-2022-11-01-12832','S535-16','bwSyjtb', 'SU')
('AC04652-2022-11-01-13227','A735-15','HFc', 'UB')
('AC22517-2022-11-02-13008','A723-12','eolaSG', 'SU')
('AC22517-2022-11-02-13009','A723-13','SrrNDBikD', 'LB')
('AC12058-2022-11-01-13044','A725-12','LFS', 'SU')
('AC04652-2022-11-01-13238','A736-8','uBhYv', 'LB')
('SL22517-2022-11-01-12862','S536-22','wbBfigMYh', 'UB')
('SL22517-2022-11-01-12864','S536-24','DdHYotyCNTfKfoWY', 'SU')
('AC04652-2022-11-02-13087','A728-1','c', 'LB')
('SL22517-2022-11-02-12930','S539-18','V', 'MB')
('SL12058-2022-11-01-12807','S534-15','dONkrbwa', 'SL')
('AC22517-2022-11-01-13127','A730-5','plYkkVePzYT', 'SL')
('SL22517-2022-11-02-12960','S540-24','AaNwe', 'SU')
('SL12058-2022-11-01-12828','S535-12','UOdkZiDU', 'LB')
('AC04652-2022-11-01-13275','A738-9','xc', 'UB')
('AC04652-2022-11-01-13276','A738-10','MGQGxULqo', 'UB')
('AC22517-2022-11-01-13129','A730-7','YOxHgSZumAmn', 'LB')
('AC22517-2022-11-02-13050','A725-18','YA', 'SU')
