('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('AC04652-2022-11-01-6772','A377-4','vPdz', 'UB')
('SL04652-2022-11-01-6398','S267-14','JnklEepTiudAldT', 'UB')
('SL04652-2022-11-02-6458','S270-2','FUbJEA', 'MB')
('SL22517-2022-11-02-6528','S272-24','wDRTaotFHEVsM', 'SU')
('SL04652-2022-11-01-6464','S270-8','vhZhZSNVailhvrYv', 'SU')
('AC22517-2022-11-01-6578','A366-8','dmppqrK', 'LB')
('AC22517-2022-11-02-6584','A366-14','mY', 'LB')
('SL04652-2022-11-01-6489','S271-9','aNSxVJkv', 'LB')
('AC04652-2022-11-02-6635','A369-11','Dxg', 'SL')
('SL04652-2022-11-01-6533','S273-5','uVgRztceWPJM', 'MB')
('AC04652-2022-11-01-6917','A385-5','KgdFQgsTmAeWRzn', 'SL')
('SL12058-2022-11-01-6465','S270-9','wOZoGnVeACkjY', 'LB')
('AC12058-2022-11-01-6657','A370-15','N', 'UB')
('AC22517-2022-11-02-6662','A371-2','NgVQVf', 'LB')
('SL04652-2022-11-02-6623','S276-23','NxTLByKoZ', 'SL')
('SL04652-2022-11-01-6578','S275-2','Y', 'MB')
('AC04652-2022-11-02-6691','A372-13','wZpKfoNmC', 'LB')
('AC04652-2022-11-02-6693','A372-15','WtsWFeJOzLJCZ', 'UB')
('SL04652-2022-11-01-6587','S275-11','KrAI', 'UB')
('AC04652-2022-11-02-6697','A373-1','cEkjSBtm', 'LB')
('SL12058-2022-11-01-6510','S272-6','zKC', 'UB')
('SL22517-2022-11-02-6678','S279-6','qSYwxcsmn', 'UB')
('AC22517-2022-11-02-6718','A374-4','gCeILwhP', 'UB')
('SL12058-2022-11-01-6511','S272-7','COnia', 'SL')
('AC12058-2022-11-01-6774','A377-6','fiajSeEtnUEIPM', 'SU')
('AC22517-2022-11-01-6761','A376-11','SZLISkFN', 'SL')
('AC22517-2022-11-01-6767','A376-17','DkqDStS', 'SL')
('SL04652-2022-11-01-6677','S279-5','NTGwVOYQSFQaNT', 'MB')
('AC04652-2022-11-02-6766','A376-16','OS', 'UB')
('SL22517-2022-11-02-6734','S281-14','FaGVtR', 'UB')
('SL12058-2022-11-01-6567','S274-15','fSXyoCBNCAEw', 'SL')
('SL22517-2022-11-01-6628','S277-4','RhApenwaVJMIL', 'LB')
('AC04652-2022-11-02-6768','A376-18','njrSRYmvYXAW', 'SU')
('AC04652-2022-11-02-6775','A377-7','OnVnQYbd', 'LB')
('SL22517-2022-11-02-6800','S284-8','zaHBTt', 'SU')
('AC04652-2022-11-01-7097','A395-5','EDqbyiaByL', 'SL')
('SL04652-2022-11-01-6755','S282-11','AdKNCmDkr', 'UB')
('SL22517-2022-11-02-6843','S286-3','Y', 'UB')
('SL22517-2022-11-02-6864','S286-24','klZiBvixp', 'SU')
('SL04652-2022-11-01-6837','S285-21','lLKYlqxFdVlVMT', 'MB')
('SL04652-2022-11-02-6862','S286-22','frDH', 'UB')
('SL04652-2022-11-02-6868','S287-4','RcVgb', 'LB')
('SL04652-2022-11-01-6846','S286-6','tKIjjBz', 'UB')
('SL12058-2022-11-01-6727','S281-7','qcss', 'SL')
('AC04652-2022-11-01-7174','A399-10','FSzU', 'UB')
('SL22517-2022-11-01-6809','S284-17','rpoXh', 'LB')
('SL22517-2022-11-02-6900','S288-12','OcKtuyynKaQfHe', 'LB')
('AC22517-2022-11-01-6941','A386-11','vPCxlquYxQxA', 'SL')
('SL04652-2022-11-01-6903','S288-15','XbGX', 'SL')
('SL04652-2022-11-02-6928','S289-16','viiSOmw', 'SU')
('SL22517-2022-11-01-6832','S285-16','isFYD', 'SU')
('SL22517-2022-11-02-6921','S289-9','TbiFdNMoc', 'LB')
('AC04652-2022-11-01-7228','A402-10','NcOOeZtkP', 'UB')
('AC22517-2022-11-02-6983','A388-17','zaHaQqExJROGsQWd', 'SL')
('SL22517-2022-11-02-6923','S289-11','qkKd', 'UB')
('AC22517-2022-11-01-6962','A387-14','mkgGk', 'LB')
('SL04652-2022-11-02-6933','S289-21','oWtcBAYN', 'MB')
('SL12058-2022-11-01-6779','S283-11','izRpZkml', 'UB')
('SL22517-2022-11-02-6932','S289-20','vS', 'LB')
('SL22517-2022-11-01-6857','S286-17','rMBYgeCmRTmpTyOp', 'LB')
('AC22517-2022-11-01-6984','A388-18','JTNoHRDBSpxlWr', 'SU')
('AC22517-2022-11-02-7017','A390-15','WywSyVcwlDtEVUOl', 'UB')
('AC04652-2022-11-02-6984','A388-18','NqgNQZY', 'SU')
('AC04652-2022-11-02-6990','A389-6','rxTwQJUL', 'SU')
('AC12058-2022-11-01-7010','A390-8','QUbkvWtueHXWGSj', 'LB')
('SL12058-2022-11-01-6811','S284-19','lVAfccJKWlhrJDs', 'UB')
('AC04652-2022-11-02-7000','A389-16','e', 'UB')
('SL04652-2022-11-02-7011','S293-3','cUpDotsANe', 'UB')
('AC04652-2022-11-01-7308','A406-18','ZKUFDNI', 'SU')
('SL04652-2022-11-02-7017','S293-9','PLgs', 'LB')
('AC04652-2022-11-01-7326','A407-18','ym', 'SU')
('SL22517-2022-11-01-6914','S289-2','UFZ', 'MB')
('AC22517-2022-11-01-7051','A392-13','jT', 'LB')
('SL04652-2022-11-02-7027','S293-19','vItldFXsOU', 'UB')
('AC22517-2022-11-02-7078','A394-4','jJQb', 'UB')
('AC04652-2022-11-01-7393','A411-13','PuzOCfy', 'LB')
('AC04652-2022-11-02-7115','A396-5','mCTJzlbSwVy', 'SL')
('AC12058-2022-11-01-7134','A397-6','U', 'SU')
('AC22517-2022-11-02-7148','A398-2','B', 'LB')
('SL22517-2022-11-02-7074','S295-18','zu', 'MB')
('AC22517-2022-11-01-7130','A397-2','zgFjAjfespEzSTAz', 'LB')
('SL04652-2022-11-02-7099','S296-19','zwkNoFs', 'UB')
('SL04652-2022-11-02-7101','S296-21','uuqdspyMML', 'MB')
('SL22517-2022-11-02-7081','S296-1','B', 'LB')
('AC22517-2022-11-01-7136','A397-8','BXoVUTVI', 'LB')
('AC04652-2022-11-02-7130','A397-2','iOpQtcrPhK', 'LB')
('SL22517-2022-11-01-7028','S293-20','LpZQUQ', 'LB')
('AC22517-2022-11-01-7173','A399-9','YL', 'UB')
('SL22517-2022-11-02-7115','S297-11','XDpuqXpGDXVzGwny', 'UB')
('AC12058-2022-11-01-7177','A399-13','tNpzVxBqg', 'LB')
('SL22517-2022-11-02-7116','S297-12','BcuvSG', 'LB')
('AC04652-2022-11-01-7448','A414-14','dxGFRxALmGtnTNPq', 'LB')
('SL22517-2022-11-02-7121','S297-17','DEPHNUoWoRdbKtS', 'LB')
('AC04652-2022-11-02-7166','A399-2','tPvvPcNhO', 'LB')
('AC22517-2022-11-01-7181','A399-17','CSoXnQAdzBo', 'SL')
('AC22517-2022-11-02-7219','A402-1','APrJlmSNgoR', 'LB')
('SL12058-2022-11-01-7001','S292-17','WMzgBoLi', 'LB')
('AC22517-2022-11-01-7195','A400-13','Oei', 'LB')
('SL22517-2022-11-02-7140','S298-12','VrE', 'LB')
('AC12058-2022-11-01-7196','A400-14','RNGXHRNUiZAHEdxv', 'LB')
('SL22517-2022-11-01-7058','S295-2','hmWhRjTHOdEOMmV', 'MB')
('AC22517-2022-11-01-7202','A401-2','SITxAA', 'LB')
('AC04652-2022-11-01-7474','A416-4','Hh', 'UB')
('AC04652-2022-11-01-7475','A416-5','xsGJgYQZl', 'SL')
('AC04652-2022-11-01-7476','A416-6','suvESIavgbRldW', 'SU')
('AC22517-2022-11-01-7208','A401-8','USdYJ', 'LB')
('AC22517-2022-11-02-7236','A402-18','KLToFBOAHiyOPft', 'SU')
('SL04652-2022-11-01-7137','S298-9','rkRxfwrVh', 'LB')
('SL22517-2022-11-01-7067','S295-11','TZiUpS', 'UB')
('SL12058-2022-11-01-7018','S293-10','McAdCjNk', 'MB')
('AC22517-2022-11-02-7244','A403-8','YecRiaK', 'LB')
('SL04652-2022-11-02-7169','S299-17','YEOvA', 'LB')
('AC04652-2022-11-01-7509','A418-3','t', 'UB')
('SL22517-2022-11-02-7207','S301-7','OQreJFsnTpHZUJBs', 'SL')
('SL04652-2022-11-02-7216','S301-16','jJ', 'SU')
('SL04652-2022-11-02-7217','S301-17','hI', 'LB')
('SL12058-2022-11-01-7065','S295-9','McDmuq', 'LB')
('AC12058-2022-11-01-7265','A404-11','rzcfoRtqa', 'SL')
('SL22517-2022-11-01-7126','S297-22','gJeNIZOAVlvMgAs', 'UB')
('SL22517-2022-11-01-7127','S297-23','azkpRFBjMzItLtYK', 'SL')
('AC22517-2022-11-02-7305','A406-15','EGX', 'UB')
('SL12058-2022-11-01-7072','S295-16','wyRte', 'SU')
('SL04652-2022-11-02-7221','S301-21','i', 'MB')
('SL04652-2022-11-02-7222','S301-22','rqqjfzlS', 'UB')
('AC22517-2022-11-01-7280','A405-8','kJH', 'LB')
('SL04652-2022-11-02-7253','S303-5','wctWIxdXmtCrWT', 'MB')
('SL22517-2022-11-01-7160','S299-8','Beo', 'SU')
('AC04652-2022-11-01-7596','A422-18','vPyfYUSgdqbrpDs', 'SU')
('SL22517-2022-11-01-7177','S300-1','GOXQShr', 'LB')
('SL04652-2022-11-02-7273','S304-1','MpFSNamnApeI', 'LB')
('AC12058-2022-11-01-7325','A407-17','m', 'SL')
('AC04652-2022-11-01-7636','A425-4','nDCJeKu', 'UB')
('SL04652-2022-11-02-7305','S305-9','v', 'LB')
('AC22517-2022-11-01-7426','A413-10','rGEqZwaatknNl', 'UB')
('SL04652-2022-11-01-7365','S307-21','Zobmev', 'MB')
('AC04652-2022-11-01-7697','A428-11','P', 'SL')
('SL04652-2022-11-02-7377','S308-9','rgEnPtk', 'LB')
('SL22517-2022-11-02-7394','S309-2','JXNXtOYti', 'MB')
('SL22517-2022-11-02-7407','S309-15','weeQ', 'SL')
('SL04652-2022-11-01-7389','S308-21','tvVtb', 'MB')
('SL12058-2022-11-01-7315','S305-19','gMEmqKhdQPzfbOR', 'UB')
('SL04652-2022-11-02-7468','S312-4','fvShQjKYUx', 'LB')
('SL22517-2022-11-02-7484','S312-20','fNasrrqISy', 'LB')
('SL22517-2022-11-01-7375','S308-7','Uv', 'SL')
('SL12058-2022-11-01-7331','S306-11','HylplEGCbsZkn', 'UB')
('AC22517-2022-11-01-7542','A419-18','jnlygxyzY', 'SU')
('SL12058-2022-11-01-7334','S306-14','TlKqVQdilNFBssx', 'UB')
('AC22517-2022-11-02-7615','A424-1','laRBTTRX', 'LB')
('SL22517-2022-11-01-7399','S309-7','XQwFCmSLHfieBbJe', 'SL')
('SL22517-2022-11-02-7517','S314-5','opEP', 'MB')
('SL04652-2022-11-02-7506','S313-18','iRV', 'MB')
('SL04652-2022-11-02-7507','S313-19','fzHbWOuSOo', 'UB')
('SL22517-2022-11-01-7407','S309-15','l', 'SL')
('AC12058-2022-11-01-7563','A421-3','qvpMR', 'UB')
('SL22517-2022-11-02-7526','S314-14','gqIxPtbzHSvsckWC', 'UB')
('AC04652-2022-11-01-7822','A435-10','nN', 'UB')
('AC04652-2022-11-02-7561','A421-1','wonLaAJVaDhXjr', 'LB')
('AC04652-2022-11-02-7562','A421-2','jBAgdIuLfxF', 'LB')
('SL22517-2022-11-02-7542','S315-6','arhodM', 'UB')
('SL12058-2022-11-01-7402','S309-10','uqDSrpHEQ', 'MB')
('SL04652-2022-11-01-7540','S315-4','QgEvRlvHX', 'LB')
('SL04652-2022-11-01-7545','S315-9','ozVuKCSmPUKUYY', 'LB')
('SL22517-2022-11-02-7579','S316-19','WhxbYHX', 'UB')
('SL04652-2022-11-01-7546','S315-10','YdBNgMAyO', 'MB')
('SL22517-2022-11-01-7467','S312-3','FocFrFnfDAJ', 'UB')
('AC04652-2022-11-01-7883','A438-17','uDEmUNzQCBUsIAEG', 'SL')
('SL04652-2022-11-01-7549','S315-13','tIXDKicPqkENYdk', 'MB')
('SL22517-2022-11-02-7609','S318-1','yuciEvimiIIl', 'LB')
('SL22517-2022-11-02-7610','S318-2','OroUkPuqQOIA', 'MB')
('SL22517-2022-11-02-7611','S318-3','sgo', 'UB')
('AC04652-2022-11-02-7672','A427-4','azN', 'UB')
('SL04652-2022-11-02-7599','S317-15','E', 'SL')
('AC22517-2022-11-01-7664','A426-14','PFlTfkHDfsANV', 'LB')
('SL22517-2022-11-01-7514','S314-2','qxIYWBuFsy', 'MB')
('AC22517-2022-11-02-7728','A430-6','Z', 'SU')
('AC04652-2022-11-02-7684','A427-16','CfQXgxM', 'UB')
('AC04652-2022-11-02-7701','A428-15','cZlrtkELhirlfrf', 'UB')
('AC22517-2022-11-02-7760','A432-2','NqIZdoCbXABsEyU', 'LB')
('AC04652-2022-11-01-7946','A442-8','gmbGja', 'LB')
('AC04652-2022-11-01-7959','A443-3','npwnxtvlGIyEBQ', 'UB')
('SL12058-2022-11-01-7479','S312-15','F', 'SL')
('AC22517-2022-11-02-7775','A432-17','au', 'SL')
('SL04652-2022-11-02-7647','S319-15','XwDZzmltoBGf', 'SL')
('AC12058-2022-11-01-7767','A432-9','jlEkCUVr', 'UB')
('AC04652-2022-11-02-7801','A434-7','kq', 'LB')
('SL22517-2022-11-01-7628','S318-20','AAA', 'LB')
('SL22517-2022-11-02-7715','S322-11','RTGozSiAKumD', 'UB')
('AC22517-2022-11-02-7855','A437-7','L', 'LB')
('SL22517-2022-11-01-7630','S318-22','PsbxgZskxZvmWw', 'UB')
('SL22517-2022-11-01-7665','S320-9','x', 'LB')
('SL22517-2022-11-01-7668','S320-12','ipWHV', 'LB')
('SL22517-2022-11-02-7756','S324-4','JliPj', 'LB')
('AC22517-2022-11-01-7828','A435-16','VSIKRM', 'UB')
('SL22517-2022-11-01-7672','S320-16','sCKmpjvjWoZSo', 'SU')
('AC22517-2022-11-02-7936','A441-16','BooC', 'UB')
('AC12058-2022-11-01-7845','A436-15','WliTED', 'UB')
('SL04652-2022-11-01-7794','S325-18','DICzAXnsWbGY', 'MB')
('SL22517-2022-11-01-7733','S323-5','sciEpS', 'MB')
('AC22517-2022-11-01-7894','A439-10','BPKpFHjyAQpDv', 'UB')
('SL12058-2022-11-01-7694','S321-14','ADOyBLkOQfmkT', 'UB')
('AC04652-2022-11-01-8183','A455-11','CFAgyPVGmqsb', 'SL')
('SL04652-2022-11-01-7863','S328-15','DWFg', 'SL')
('SL04652-2022-11-01-7864','S328-16','EedFDIHbAhP', 'SU')
('SL12058-2022-11-01-7697','S321-17','tUOro', 'LB')
('SL04652-2022-11-02-7863','S328-15','AHwxzbQFPDi', 'SL')
('AC22517-2022-11-01-7919','A440-17','qcCvmWEeEuwNnM', 'SL')
('AC04652-2022-11-02-7954','A442-16','cVjyQO', 'UB')
('AC04652-2022-11-01-8206','A456-16','ejuIOgHS', 'UB')
('SL04652-2022-11-02-7956','S332-12','CG', 'LB')
('AC22517-2022-11-02-8079','A449-15','rpjOWdNBcDhKe', 'UB')
('AC04652-2022-11-02-8034','A447-6','FYYV', 'SU')
('SL22517-2022-11-01-7861','S328-13','eoxjLl', 'MB')
('AC22517-2022-11-02-8086','A450-4','IPT', 'UB')
('SL12058-2022-11-01-7792','S325-16','rjfrUpA', 'SU')
('SL22517-2022-11-02-7959','S332-15','NYcQBGQG', 'SL')
('AC04652-2022-11-01-8282','A461-2','vTPpniaDXCiXq', 'LB')
('AC04652-2022-11-02-8046','A447-18','hIpwQGWCVc', 'SU')
('AC12058-2022-11-01-8051','A448-5','rjNHYcMRBCKqIV', 'SL')
('AC22517-2022-11-01-8025','A446-15','rxuvpnkgyLtRWgj', 'UB')
('AC04652-2022-11-02-8062','A448-16','ljHoNmUROYb', 'UB')
('SL04652-2022-11-01-7988','S333-20','DOJ', 'LB')
('SL22517-2022-11-01-7894','S329-22','EdvLNcGykTyy', 'UB')
('AC04652-2022-11-01-8308','A462-10','tjuHdkoIXvkCZYCB', 'UB')
('SL22517-2022-11-02-7990','S333-22','QHlzssjfmTzu', 'UB')
('SL04652-2022-11-01-7992','S333-24','WWftKdcK', 'SU')
('AC22517-2022-11-01-8036','A447-8','cfIBgYYMDz', 'LB')
('AC12058-2022-11-01-8106','A451-6','DRwTQvU', 'SU')
('AC12058-2022-11-01-8107','A451-7','MPjeIfvMiBaMi', 'LB')
('AC22517-2022-11-02-8166','A454-12','oKFOM', 'SU')
('SL12058-2022-11-01-7897','S330-1','PHBmMsp', 'LB')
('SL22517-2022-11-02-8053','S336-13','VZgcFIPDrj', 'MB')
('AC22517-2022-11-02-8172','A454-18','VubgAv', 'SU')
('SL22517-2022-11-01-7960','S332-16','aNBdITHfeUfXXXi', 'SU')
('AC22517-2022-11-01-8104','A451-4','takkF', 'UB')
('AC22517-2022-11-01-8105','A451-5','nycR', 'SL')
('SL22517-2022-11-01-7967','S332-23','qRTk', 'SL')
('AC12058-2022-11-01-8122','A452-4','yESdqm', 'UB')
('AC04652-2022-11-01-8382','A466-12','UZgxQGpdqaLPZ', 'SU')
('SL22517-2022-11-01-7971','S333-3','GnGLKaOXbtm', 'UB')
('AC22517-2022-11-02-8183','A455-11','OGaxSvD', 'SL')
('SL22517-2022-11-02-8064','S336-24','V', 'SU')
('AC04652-2022-11-01-8387','A466-17','FLXnVSZj', 'SL')
('SL04652-2022-11-01-8083','S337-19','KKsLOiXNJbhAjQTd', 'UB')
('SL12058-2022-11-01-7943','S331-23','qzWLCuYBsxwUSKs', 'SL')
('SL22517-2022-11-01-7997','S334-5','zE', 'MB')
('SL04652-2022-11-01-8119','S339-7','aiRgVg', 'SL')
('SL22517-2022-11-02-8096','S338-8','fUVJNFSdCVmmFqrp', 'SU')
('AC12058-2022-11-01-8166','A454-12','vIsjwbAs', 'SU')
('SL22517-2022-11-01-8001','S334-9','Iom', 'LB')
('AC22517-2022-11-02-8220','A457-12','zpIMkECFlfwWlP', 'SU')
('SL12058-2022-11-01-7957','S332-13','gvFFGiKeW', 'MB')
('SL12058-2022-11-01-7958','S332-14','MBHoxSvYZ', 'UB')
('AC04652-2022-11-01-8462','A471-2','wOWqNJO', 'LB')
('SL04652-2022-11-01-8177','S341-17','ChXeAaWKi', 'LB')
('SL12058-2022-11-01-8006','S334-14','hCuEKwZJNwMa', 'UB')
('AC04652-2022-11-01-8482','A472-4','YRqjULcKkthk', 'UB')
('SL12058-2022-11-01-8007','S334-15','ioz', 'SL')
('SL12058-2022-11-01-8008','S334-16','JxiKT', 'SU')
('AC04652-2022-11-01-8484','A472-6','EUjRXWzeuFaPLUnH', 'SU')
('SL22517-2022-11-02-8156','S340-20','noofSAFdGihrUG', 'LB')
('SL04652-2022-11-01-8182','S341-22','jaQZD', 'UB')
('SL22517-2022-11-02-8157','S340-21','WGvFevb', 'MB')
('SL12058-2022-11-01-8011','S334-19','nV', 'UB')
('SL12058-2022-11-01-8012','S334-20','LHDtyOF', 'LB')
('AC22517-2022-11-01-8204','A456-14','T', 'LB')
('AC12058-2022-11-01-8223','A457-15','ROjyd', 'UB')
('AC12058-2022-11-01-8227','A458-1','SYkupqm', 'LB')
('AC04652-2022-11-02-8265','A460-3','CHXAMHzHXkCx', 'UB')
('SL22517-2022-11-02-8170','S341-10','NHmfLhSDQguB', 'MB')
('SL12058-2022-11-01-8028','S335-12','uVPgEilbSY', 'LB')
('AC04652-2022-11-02-8279','A460-17','ABNLAnzfgv', 'SL')
('SL04652-2022-11-01-8201','S342-17','FJ', 'LB')
('AC12058-2022-11-01-8247','A459-3','yoEWJVBNoONXoWPA', 'UB')
('SL22517-2022-11-02-8192','S342-8','jBYRMG', 'SU')
('SL04652-2022-11-02-8168','S341-8','KVYNVnhhApfTtCJK', 'SU')
('AC22517-2022-11-01-8244','A458-18','YogcMUzKhrDvUZn', 'SU')
('AC22517-2022-11-02-8316','A462-18','UUpihld', 'SU')
('AC12058-2022-11-01-8266','A460-4','FYgMrX', 'UB')
('SL04652-2022-11-02-8193','S342-9','HbOQiWP', 'LB')
('AC22517-2022-11-01-8254','A459-10','JESMIvpzlumrIs', 'UB')
('AC22517-2022-11-01-8255','A459-11','LvDutvFbUVQk', 'SL')
('AC04652-2022-11-02-8309','A462-11','wCoB', 'SL')
('AC22517-2022-11-02-8333','A463-17','rLeJlRgJtE', 'SL')
('SL04652-2022-11-01-8224','S343-16','eurFiBfBqQ', 'SU')
('AC12058-2022-11-01-8280','A460-18','cWwzQwS', 'SU')
('SL04652-2022-11-01-8228','S343-20','TYGFlayGZMdWpxoO', 'LB')
('AC04652-2022-11-01-8541','A475-9','baOaXgqBhJsd', 'UB')
('AC04652-2022-11-02-8346','A464-12','dJOkZmwUAcCUqrm', 'SU')
('SL04652-2022-11-01-8263','S345-7','AaTSQhEozDVRNWIc', 'SL')
('AC12058-2022-11-01-8321','A463-5','AmbeQj', 'SL')
('AC22517-2022-11-02-8382','A466-12','Fqpt', 'SU')
('SL22517-2022-11-02-8255','S344-23','QnoMuwnnTYIiVOLn', 'SL')
('SL04652-2022-11-02-8245','S344-13','EAYhQUPZB', 'MB')
('AC12058-2022-11-01-8329','A463-13','YyEaCgj', 'LB')
('SL22517-2022-11-02-8262','S345-6','BwoPAUln', 'UB')
('AC22517-2022-11-02-8392','A467-4','yRxQPNnoveUbHGA', 'UB')
('SL22517-2022-11-02-8290','S346-10','vALKDRTPLwqtPjcg', 'MB')
('AC04652-2022-11-01-8615','A479-11','TDgEmY', 'SL')
('SL22517-2022-11-01-8228','S343-20','KGVpXMrjQuAxpgJG', 'LB')
('SL04652-2022-11-02-8289','S346-9','brERBNEtGVUG', 'LB')
('SL12058-2022-11-01-8138','S340-2','ePvwe', 'MB')
('AC22517-2022-11-01-8349','A464-15','GDVdoOvDVICYNfeE', 'UB')
('AC12058-2022-11-01-8364','A465-12','lkfHQtQpiKFO', 'SU')
('SL22517-2022-11-01-8242','S344-10','UWnwJwhYgUkYHQ', 'MB')
('SL22517-2022-11-01-8244','S344-12','Ec', 'LB')
('AC12058-2022-11-01-8368','A465-16','vBKckCNYKsj', 'UB')
('SL12058-2022-11-01-8156','S340-20','WWsXiHtHrw', 'LB')
('AC04652-2022-11-02-8423','A468-17','DaDcR', 'SL')
('SL22517-2022-11-01-8253','S344-21','aPT', 'MB')
('SL04652-2022-11-02-8322','S347-18','I', 'MB')
('SL04652-2022-11-02-8336','S348-8','oZiL', 'SU')
('AC04652-2022-11-02-8450','A470-8','RQTzAJh', 'LB')
('AC04652-2022-11-02-8457','A470-15','DjkGbtQZtfh', 'UB')
('SL04652-2022-11-01-8354','S349-2','wMGbuKBNRqrO', 'MB')
('SL22517-2022-11-01-8289','S346-9','JFd', 'LB')
('SL22517-2022-11-01-8296','S346-16','uxbQ', 'SU')
('SL04652-2022-11-01-8370','S349-18','bMZjShxZNEYuMrSa', 'MB')
('AC04652-2022-11-01-8684','A483-8','stAhzsAQzLEbXD', 'LB')
('AC22517-2022-11-02-8516','A474-2','LSTRx', 'LB')
('SL04652-2022-11-01-8380','S350-4','jdtTCqb', 'LB')
('SL22517-2022-11-02-8363','S349-11','NfZnurespj', 'UB')
('SL12058-2022-11-01-8219','S343-11','wjyyqOfXt', 'UB')
('SL22517-2022-11-02-8364','S349-12','Woc', 'LB')
('SL12058-2022-11-01-8236','S344-4','EcepHNRXHoc', 'LB')
('SL04652-2022-11-01-8403','S351-3','fE', 'UB')
('SL12058-2022-11-01-8243','S344-11','LQ', 'UB')
('AC22517-2022-11-01-8453','A470-11','CRUaIOP', 'SL')
('AC22517-2022-11-02-8545','A475-13','qeFzGbw', 'LB')
('AC22517-2022-11-01-8454','A470-12','kdJC', 'SU')
('AC22517-2022-11-01-8458','A470-16','V', 'UB')
('SL12058-2022-11-01-8252','S344-20','N', 'LB')
('AC22517-2022-11-02-8555','A476-5','MYwpT', 'SL')
('AC04652-2022-11-02-8518','A474-4','bYzP', 'UB')
('SL22517-2022-11-02-8389','S350-13','GhDhBHetIXmv', 'MB')
('SL22517-2022-11-01-8359','S349-7','HMKFQikKzvIhu', 'SL')
('SL04652-2022-11-02-8446','S352-22','RUTVRUwrldT', 'UB')
('AC22517-2022-11-01-8506','A473-10','sRSn', 'UB')
('SL22517-2022-11-01-8390','S350-14','FkHPbrKa', 'UB')
('SL22517-2022-11-02-8431','S352-7','iYsuPWZ', 'SL')
('SL04652-2022-11-02-8452','S353-4','BtpOnNr', 'LB')
('SL04652-2022-11-02-8456','S353-8','EcIAgQhtxGrNmXFi', 'SU')
('AC12058-2022-11-01-8512','A473-16','vrGoxCAtvp', 'UB')
('AC04652-2022-11-02-8577','A477-9','l', 'UB')
('AC22517-2022-11-01-8567','A476-17','JTAGImlOAbavMWS', 'SL')
('AC22517-2022-11-01-8568','A476-18','HNWMooeCwSwgiL', 'SU')
('SL04652-2022-11-01-8529','S356-9','AI', 'LB')
('AC04652-2022-11-02-8638','A480-16','erJo', 'UB')
('SL22517-2022-11-02-8493','S354-21','CmGHKYZ', 'MB')
('SL04652-2022-11-02-8525','S356-5','OGefZvpX', 'MB')
('AC04652-2022-11-02-8650','A481-10','DBLXtrjJU', 'UB')
('SL22517-2022-11-02-8516','S355-20','tHZeMElPHdepqpus', 'LB')
('SL04652-2022-11-02-8542','S356-22','XAbkSPgVwQ', 'UB')
('AC04652-2022-11-01-8876','A494-2','XGBFzIPf', 'LB')
('SL04652-2022-11-02-8566','S357-22','JGbNcxxHHQAE', 'UB')
('SL04652-2022-11-02-8567','S357-23','FDVSSdXJ', 'SL')
('AC12058-2022-11-01-8627','A480-5','gwlW', 'SL')
('AC04652-2022-11-02-8718','A485-6','dTGBIttGCFbBP', 'SU')
('AC04652-2022-11-01-8940','A497-12','Pn', 'SU')
('AC04652-2022-11-02-8730','A485-18','SpXxu', 'SU')
('AC04652-2022-11-01-8950','A498-4','wvOoZV', 'UB')
('SL12058-2022-11-01-8471','S353-23','Nj', 'SL')
('AC12058-2022-11-01-8688','A483-12','Yfirw', 'SU')
('AC04652-2022-11-02-8752','A487-4','vaugEtkOuy', 'UB')
('SL22517-2022-11-02-8614','S359-22','jZuzCgXsnhQ', 'UB')
('AC04652-2022-11-02-8811','A490-9','YScY', 'UB')
('AC04652-2022-11-01-9035','A502-17','vrZgSwgmf', 'SL')
('SL04652-2022-11-02-8710','S363-22','tkP', 'UB')
('SL04652-2022-11-01-8691','S363-3','QphsluGAEehejAO', 'UB')
('AC04652-2022-11-01-9087','A505-15','DxujjokLSG', 'UB')
('AC22517-2022-11-02-8869','A493-13','NWz', 'LB')
('AC04652-2022-11-01-9090','A505-18','MqWMLCqyFdiaHMX', 'SU')
('SL22517-2022-11-01-8708','S363-20','BZP', 'LB')
('SL04652-2022-11-01-8742','S365-6','Snd', 'UB')
('AC04652-2022-11-02-8866','A493-10','kwyWLSvut', 'UB')
('SL04652-2022-11-02-8760','S365-24','T', 'SU')
('SL04652-2022-11-01-8748','S365-12','ceRucGtvTw', 'LB')
('AC04652-2022-11-02-8871','A493-15','LHUFyiYcvF', 'UB')
('AC22517-2022-11-02-8874','A493-18','FtaIsUvWs', 'SU')
('SL12058-2022-11-01-8596','S359-4','ndEvbwjhSRygRbW', 'LB')
('SL22517-2022-11-02-8734','S364-22','ejmpI', 'UB')
('AC22517-2022-11-01-8814','A490-12','M', 'SU')
('AC22517-2022-11-02-8900','A495-8','NSY', 'LB')
('SL22517-2022-11-01-8746','S365-10','gTnjLtmxedBqVH', 'MB')
('AC04652-2022-11-02-8896','A495-4','DRRwRQLtPqaDkRtt', 'UB')
('SL22517-2022-11-01-8752','S365-16','cQKIb', 'SU')
('SL04652-2022-11-02-8805','S367-21','HPgfnmTSLm', 'MB')
('SL04652-2022-11-01-8794','S367-10','oXUegRVomZ', 'MB')
('SL22517-2022-11-01-8770','S366-10','PlEPWwmXHZr', 'MB')
