('SL22517-2022-11-01-2582','S108-14','zxiViaW', 'UB')
('AC12058-2022-11-01-13216','A735-4','Gtu', 'UB')
('AC22517-2022-11-02-13194','A733-18','kSDfP', 'SU')
('AC12058-2022-11-01-13221','A735-9','a', 'UB')
('SL12058-2022-11-01-12935','S539-23','etRWH', 'SL')
('AC22517-2022-11-01-13285','A739-1','ybTlmOAFzihp', 'LB')
('SL04652-2022-11-01-13127','S547-23','zENyLT', 'SL')
('AC22517-2022-11-01-13287','A739-3','dtqRMjeRkUeM', 'UB')
('AC04652-2022-11-02-13265','A737-17','FUsMVP', 'SL')
('AC12058-2022-11-01-13239','A736-9','LwFepcjGyBRwbt', 'UB')
('SL04652-2022-11-02-13128','S547-24','CttGLPbFXX', 'SU')
('SL22517-2022-11-02-13129','S548-1','vREacrFCCctjoe', 'LB')
('AC04652-2022-11-02-13273','A738-7','zbkOFWeqrmYZ', 'LB')
('AC04652-2022-11-01-13457','A748-11','vpbGx', 'SL')
('SL04652-2022-11-02-13132','S548-4','TIlLn', 'LB')
('SL04652-2022-11-01-13140','S548-12','bIN', 'LB')
('AC22517-2022-11-01-13303','A740-1','gDE', 'LB')
('AC22517-2022-11-01-13314','A740-12','KqlqcGjCKouXmpdr', 'SU')
('SL04652-2022-11-01-13153','S549-1','WHRyaljNBpSxmCSK', 'LB')
('SL04652-2022-11-02-13150','S548-22','AwXspaMZZskh', 'UB')
('SL04652-2022-11-01-13155','S549-3','SdKsSKfSpz', 'UB')
('AC22517-2022-11-01-13327','A741-7','ngWIm', 'LB')
('SL12058-2022-11-01-12975','S541-15','J', 'SL')
('AC12058-2022-11-01-13264','A737-16','NbteneRllJtl', 'UB')
('SL22517-2022-11-02-13160','S549-8','gtIeEvhvRLRm', 'SU')
('AC12058-2022-11-01-13271','A738-5','pwBdo', 'SL')
('SL12058-2022-11-01-12989','S542-5','SSrBIJNYmypUzCAe', 'MB')
('SL22517-2022-11-02-13170','S549-18','VKR', 'MB')
('SL22517-2022-11-02-13174','S549-22','dBlIxCfn', 'UB')
('SL22517-2022-11-01-13096','S546-16','pCITwMYgifJv', 'SU')
('AC22517-2022-11-01-13359','A743-3','JkskhqdskqiRnZdX', 'UB')
('SL22517-2022-11-02-13186','S550-10','ZmDRcZuZuSiHrChf', 'MB')
('SL22517-2022-11-02-13187','S550-11','MvOh', 'UB')
('SL22517-2022-11-01-13109','S547-5','GzM', 'MB')
('SL04652-2022-11-01-13208','S551-8','yaOdDGfs', 'SU')
('AC22517-2022-11-02-13284','A738-18','lm', 'SU')
('AC22517-2022-11-02-13286','A739-2','cJ', 'LB')
('SL22517-2022-11-02-13205','S551-5','aCfZC', 'MB')
('SL04652-2022-11-01-13226','S552-2','OQSpbdRGe', 'MB')
('AC22517-2022-11-01-13382','A744-8','zpiGlDmaQjMtSZNN', 'LB')
('SL22517-2022-11-02-13215','S551-15','aC', 'SL')
('AC04652-2022-11-02-13353','A742-15','Nl', 'UB')
('SL04652-2022-11-02-13209','S551-9','wLxqWdhGyitI', 'LB')
('AC22517-2022-11-02-13303','A740-1','JTPIxFDq', 'LB')
('AC04652-2022-11-01-135
