('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('AC04652-2022-11-01-9529','A530-7','WSsl', 'LB')
('AC12058-2022-11-01-9256','A515-4','PCJGNrTFk', 'UB')
('SL04652-2022-11-02-9192','S383-24','jm', 'SU')
('SL12058-2022-11-01-9152','S382-8','rpPhAeeYxUKe', 'SU')
('AC22517-2022-11-01-9359','A520-17','I', 'SL')
('AC22517-2022-11-01-9360','A520-18','oTGDWcRMtndRFq', 'SU')
('SL12058-2022-11-01-9154','S382-10','OLkqlKAZk', 'MB')
('SL22517-2022-11-02-9279','S387-15','fp', 'SL')
('SL22517-2022-11-01-9235','S385-19','IlGt', 'UB')
('AC12058-2022-11-01-9364','A521-4','iPeoenTvFwqTrRwx', 'UB')
('AC22517-2022-11-02-9394','A522-16','eW', 'UB')
('AC12058-2022-11-01-9413','A523-17','vxWtDTTn', 'SL')
('SL12058-2022-11-01-9227','S385-11','fQbvZBFkQiGloq', 'UB')
('SL04652-2022-11-01-9343','S390-7','nhM', 'SL')
('AC22517-2022-11-02-9467','A526-17','gXEzL', 'SL')
('SL12058-2022-11-01-9231','S385-15','pr', 'SL')
('AC04652-2022-11-02-9460','A526-10','GXtuQAQGRT', 'UB')
('AC04652-2022-11-02-9461','A526-11','LIkJiymEFnkxcm', 'SL')
('AC04652-2022-11-01-9706','A540-4','aaLffnrDngJGFzxB', 'UB')
('SL04652-2022-11-01-9352','S390-16','PdvT', 'SU')
('AC04652-2022-11-02-9467','A526-17','KiKy', 'SL')
('AC22517-2022-11-02-9471','A527-3','Td', 'UB')
('AC22517-2022-11-01-9454','A526-4','Qzv', 'UB')
('SL04652-2022-11-01-9368','S391-8','HDQD', 'SU')
('AC04652-2022-11-02-9480','A527-12','mqqZXmyZMRGSYV', 'SU')
('SL04652-2022-11-01-9370','S391-10','lpahLCcdOY', 'MB')
('AC04652-2022-11-02-9483','A527-15','HUFfK', 'UB')
('AC12058-2022-11-01-9457','A526-7','ygGYaU', 'LB')
('AC22517-2022-11-01-9487','A528-1','lBrqONMjWXNYnCs', 'LB')
('AC04652-2022-11-02-9518','A529-14','FHKiitbENLXzSO', 'LB')
('AC04652-2022-11-01-9758','A543-2','rBHULTNLxxNQHjYf', 'LB')
('SL22517-2022-11-02-9406','S392-22','RUCvqUcBURs', 'UB')
('SL04652-2022-11-01-9402','S392-18','BuaKnOS', 'MB')
('AC04652-2022-11-01-9760','A543-4','yvkgJ', 'UB')
('AC12058-2022-11-01-9492','A528-6','XoxGYAmF', 'SU')
('SL22517-2022-11-02-9412','S393-4','pzRmJdhQIk', 'LB')
('SL22517-2022-11-01-9359','S390-23','ZeoPtTJfOpQDF', 'SL')
('AC12058-2022-11-01-9598','A534-4','gfIgYjPskyNT', 'UB')
('SL12058-2022-11-01-9421','S393-13','AuQVjjQKO', 'MB')
('AC22517-2022-11-02-9676','A538-10','CadYSfgjgXY', 'UB')
('SL22517-2022-11-01-9498','S396-18','ScIaF', 'MB')
('SL22517-2022-11-02-9571','S399-19','MTJipXHAbqywucf', 'UB')
('SL22517-2022-11-01-9508','S397-4','dgpH', 'LB')
('SL22517-2022-11-01-9528','S397-24','zKlt', 'SU')
('AC12058-2022-11-01-9731','A541-11','SniWyKPFIKIUzE', 'SL')
('AC04652-2022-11-02-9725','A541-5','xNcwgpYzqY', 'SL')
('AC04652-2022-11-02-9726','A541-6','TzXzcmq', 'SU')
('AC22517-2022-11-02-9753','A542-15','eFts', 'UB')
('AC22517-2022-11-01-9720','A540-18','g', 'SU')
('AC04652-2022-11-01-9976','A555-4','jKdkHoQVTnhqZmQ', 'UB')
('SL22517-2022-11-02-9648','S402-24','mi', 'SU')
('SL22517-2022-11-02-9689','S404-17','qG', 'LB')
('AC04652-2022-11-01-10015','A557-7','DglviSrONvq', 'LB')
('SL04652-2022-11-01-9667','S403-19','uwooSgcVFXmHMc', 'UB')
('AC04652-2022-11-02-9791','A544-17','TTTrrpQZDwK', 'SL')
('AC22517-2022-11-01-9766','A543-10','KiKajdwlBA', 'UB')
('AC22517-2022-11-01-9767','A543-11','AwGrrZDtK', 'SL')
('SL04652-2022-11-01-9671','S403-23','dWaAEbf', 'SL')
('AC12058-2022-11-01-9794','A545-2','iBTreNYaiTWPLC', 'LB')
('AC04652-2022-11-02-9803','A545-11','pF', 'SL')
('AC22517-2022-11-01-9782','A544-8','RRh', 'LB')
('SL04652-2022-11-01-9683','S404-11','E', 'UB')
('SL12058-2022-11-01-9546','S398-18','bAAfNDTuJlk', 'MB')
('AC12058-2022-11-01-9803','A545-11','RGfQyzcwHZNhy', 'SL')
('SL22517-2022-11-02-9730','S406-10','IKAHwRANZtxBwWCT', 'MB')
('AC04652-2022-11-02-9809','A545-17','EqMjGmkJCrGg', 'SL')
('AC22517-2022-11-02-9842','A547-14','ExTmkjnOwG', 'LB')
('SL22517-2022-11-02-9737','S406-17','jViFWDaTJMvs', 'LB')
('SL04652-2022-11-01-9708','S405-12','SVKWPksIUGQNRe', 'LB')
('SL04652-2022-11-01-9709','S405-13','nAILfgCaCtiwzDK', 'MB')
('AC22517-2022-11-02-9844','A547-16','dJceNItxMyKuxeLU', 'UB')
('SL12058-2022-11-01-9562','S399-10','SJLXV', 'MB')
('SL12058-2022-11-01-9563','S399-11','hGFaXN', 'UB')
('SL04652-2022-11-02-9711','S405-15','ZzenASVlGE', 'SL')
('AC04652-2022-11-01-10049','A559-5','rAk', 'SL')
('SL04652-2022-11-02-9714','S405-18','LFQSpZXXJLlr', 'MB')
('SL22517-2022-11-02-9773','S408-5','Kj', 'MB')
('SL22517-2022-11-02-9834','S410-18','OIqGjbdeN', 'MB')
('AC22517-2022-11-01-9904','A551-4','Ij', 'UB')
('AC12058-2022-11-01-9902','A551-2','Cs', 'LB')
('SL12058-2022-11-01-9711','S405-15','kyvR', 'SL')
('SL04652-2022-11-01-9850','S411-10','t', 'MB')
('AC22517-2022-11-01-9961','A554-7','sHQkQNXkGUSDnd', 'LB')
('AC04652-2022-11-02-9990','A555-18','RCJnewpd', 'SU')
('AC22517-2022-11-02-9993','A556-3','BKYJt', 'UB')
('SL22517-2022-11-02-9901','S413-13','tOHQkyGK', 'MB')
('AC22517-2022-11-02-9997','A556-7','fwnxhCIQFo', 'LB')
('AC12058-2022-11-01-9991','A556-1','VsOwqSg', 'LB')
('SL12058-2022-11-01-9741','S406-21','EDVxQd', 'MB')
('SL12058-2022-11-01-9742','S406-22','NqyibEnnlciEFD', 'UB')
('SL12058-2022-11-01-9748','S407-4','NonlHVtSvYkwDl', 'LB')
('SL22517-2022-11-01-9819','S410-3','IlPCEisHAqPSTj', 'UB')
('SL04652-2022-11-02-9894','S413-6','lJPJNyscHWtwBiK', 'UB')
('SL22517-2022-11-01-9820','S410-4','JgCbdmxPJomT', 'LB')
('SL04652-2022-11-02-9902','S413-14','OuGumgE', 'UB')
('SL04652-2022-11-01-9886','S412-22','krDP', 'UB')
('SL22517-2022-11-02-9926','S414-14','XTM', 'UB')
('SL12058-2022-11-01-9761','S407-17','TyoWanNeCrsN', 'LB')
('AC22517-2022-11-01-9997','A556-7','UC', 'LB')
('AC22517-2022-11-02-10036','A558-10','lAiCSbcXo', 'UB')
('AC22517-2022-11-01-9999','A556-9','g', 'UB')
('AC22517-2022-11-01-10000','A556-10','gFquXwtQDiLTdKR', 'UB')
('SL12058-2022-11-01-9767','S407-23','xfeokmzZB', 'SL')
('SL22517-2022-11-01-9838','S410-22','qyHkWe', 'UB')
('AC12058-2022-11-01-10018','A557-10','dICeQ', 'UB')
('SL12058-2022-11-01-9773','S408-5','fJCmavXujQNISeU', 'MB')
('SL22517-2022-11-02-9937','S415-1','NHHsbR', 'LB')
('SL22517-2022-11-01-9842','S411-2','NXIIkkJGpcF', 'MB')
('AC04652-2022-11-02-10036','A558-10','PShKESdCYAGyDn', 'UB')
('SL22517-2022-11-02-9939','S415-3','mUVNuABRJwoSuP', 'UB')
('AC04652-2022-11-02-10040','A558-14','KMjAfywMAtuqyjCI', 'LB')
('SL04652-2022-11-02-9926','S414-14','qGhM', 'UB')
('SL12058-2022-11-01-9806','S409-14','A', 'UB')
('SL22517-2022-11-01-9870','S412-6','dUR', 'UB')
('AC04652-2022-11-01-10256','A570-14','du', 'LB')
('AC04652-2022-11-02-10064','A560-2','HGNKc', 'LB')
('SL04652-2022-11-02-9957','S415-21','ppZPCiYb', 'MB')
('SL04652-2022-11-02-9963','S416-3','FqXfKbFByWG', 'UB')
('AC04652-2022-11-01-10296','A572-18','nrv', 'SU')
('SL04652-2022-11-02-10046','S419-14','cmIscwGyqgCXGwz', 'UB')
('AC04652-2022-11-02-10148','A564-14','d', 'LB')
('SL22517-2022-11-01-9946','S415-10','pfeRjisdUffv', 'MB')
('AC22517-2022-11-01-10140','A564-6','WYIKRwzHPFrovqx', 'SU')
('AC22517-2022-11-02-10178','A566-8','ATtCOWzrL', 'LB')
('AC04652-2022-11-01-10354','A576-4','znMK', 'UB')
('SL22517-2022-11-01-9952','S415-16','rPWClZUCbcFObmCP', 'SU')
('AC22517-2022-11-01-10145','A564-11','eIWeSOxvRHA', 'SL')
('AC22517-2022-11-02-10183','A566-13','vNhQfXVkhTrOKyxv', 'LB')
('SL22517-2022-11-01-9956','S415-20','yMeVVuAausYT', 'LB')
('AC22517-2022-11-02-10184','A566-14','bIgwmOub', 'LB')
('SL22517-2022-11-01-9957','S415-21','uGThyqOKAlQVP', 'MB')
('SL04652-2022-11-01-10033','S419-1','hCGcTnTepPKu', 'LB')
('AC04652-2022-11-01-10357','A576-7','PjANPhqgmyY', 'LB')
('AC22517-2022-11-01-10153','A565-1','sbJ', 'LB')
('AC22517-2022-11-02-10190','A567-2','ELjcyMuPYUlifR', 'LB')
('SL04652-2022-11-02-10077','S420-21','Es', 'MB')
('AC04652-2022-11-02-10181','A566-11','iXWcXqYagE', 'SL')
('AC04652-2022-11-02-10182','A566-12','XNMiGBkwA', 'SU')
('AC12058-2022-11-01-10229','A569-5','pHBVCBSszMjXJM', 'SL')
('AC12058-2022-11-01-10230','A569-6','MMLxouJUCQj', 'SU')
('SL22517-2022-11-01-10093','S421-13','qVfgqEBaN', 'MB')
('AC04652-2022-11-01-10495','A584-1','itoIRrbeaZpt', 'LB')
('SL12058-2022-11-01-10033','S419-1','mQMCtsaoAnrzNAmZ', 'LB')
('AC04652-2022-11-01-10496','A584-2','gxQdqJUzDZu', 'LB')
('SL12058-2022-11-01-10035','S419-3','kxwpNOufGgNgUfOv', 'UB')
('SL04652-2022-11-01-10178','S425-2','gdBVW', 'MB')
('AC22517-2022-11-02-10307','A573-11','KbZMvKmhv', 'SL')
('SL04652-2022-11-01-10179','S425-3','MTQLpZNYF', 'UB')
('AC04652-2022-11-02-10311','A573-15','qJv', 'UB')
('SL04652-2022-11-01-10180','S425-4','Zse', 'LB')
('AC22517-2022-11-02-10312','A573-16','EbrLEkSVjVSB', 'UB')
('AC22517-2022-11-02-10313','A573-17','VsGdZ', 'SL')
('AC22517-2022-11-02-10314','A573-18','TyThkHyzNHDMKZZz', 'SU')
('AC22517-2022-11-01-10287','A572-9','KDnCZFUOA', 'UB')
('AC04652-2022-11-02-10318','A574-4','MFXaNlRzpROdJ', 'UB')
('SL22517-2022-11-02-10194','S425-18','iOoOJmFODWfK', 'MB')
('AC12058-2022-11-01-10307','A573-11','xf', 'SL')
('AC12058-2022-11-01-10308','A573-12','tPXphKk', 'SU')
('SL22517-2022-11-01-10108','S422-4','mLQ', 'LB')
('SL04652-2022-11-02-10235','S427-11','oislMjZjWIjh', 'UB')
('AC04652-2022-11-02-10334','A575-2','BusyDy', 'LB')
('AC12058-2022-11-01-10327','A574-13','TkpKLQgSgCCMuu', 'LB')
('AC04652-2022-11-01-10523','A585-11','lOUkGHpbCrE', 'SL')
('SL22517-2022-11-02-10205','S426-5','CWVUrACY', 'MB')
('SL12058-2022-11-01-10066','S420-10','PiogA', 'MB')
('AC04652-2022-11-01-10526','A585-14','yrBjZtThl', 'LB')
('SL22517-2022-11-01-10158','S424-6','LqCoSCdrboRzg', 'UB')
('AC22517-2022-11-01-10332','A574-18','GS', 'SU')
('SL22517-2022-11-02-10244','S427-20','KG', 'LB')
('SL04652-2022-11-01-10233','S427-9','cCdn', 'LB')
('SL12058-2022-11-01-10096','S421-16','ulITwswPBX', 'SU')
('AC12058-2022-11-01-10356','A576-6','pNnr', 'SU')
('SL04652-2022-11-02-10270','S428-22','lhgyYK', 'UB')
('AC22517-2022-11-02-10402','A578-16','ujCffqVkSDCOlGK', 'UB')
('AC22517-2022-11-01-10397','A578-11','iRTlijOPUseZt', 'SL')
('AC04652-2022-11-01-10614','A590-12','XGyrTveWQdsWx', 'SU')
('SL22517-2022-11-01-10269','S428-21','iTyDeR', 'MB')
('AC22517-2022-11-01-10435','A580-13','zfTBmnxhHxW', 'LB')
('SL22517-2022-11-01-10271','S428-23','sJixcNScLVDmIgS', 'SL')
('AC22517-2022-11-02-10496','A584-2','gvLwirlkS', 'LB')
('SL22517-2022-11-02-10414','S434-22','yDQt', 'UB')
('SL04652-2022-11-01-10376','S433-8','mXjCuDYJK', 'SU')
('AC22517-2022-11-01-10474','A582-16','ZxYhTSy', 'UB')
('SL22517-2022-11-01-10309','S430-13','HRKYjhewCjtc', 'MB')
('AC12058-2022-11-01-10504','A584-10','nqCQ', 'UB')
('SL04652-2022-11-02-10420','S435-4','jLt', 'LB')
('SL12058-2022-11-01-10251','S428-3','tE', 'UB')
('AC12058-2022-11-01-10507','A584-13','PlDbncOOkZBhK', 'LB')
('SL04652-2022-11-02-10494','S438-6','yjMdbWMdTLF', 'UB')
('AC22517-2022-11-02-10585','A589-1','xPmxbSfUMqu', 'LB')
('SL04652-2022-11-02-10495','S438-7','n', 'SL')
('AC04652-2022-11-01-10755','A598-9','HFizxMAgsHj', 'UB')
('AC04652-2022-11-02-10582','A588-16','pmprSbIdTx', 'UB')
('SL04652-2022-11-02-10496','S438-8','RggGEHPgLPsKGzAF', 'SU')
('SL04652-2022-11-02-10497','S438-9','afYmO', 'LB')
('AC12058-2022-11-01-10571','A588-5','XNAnPldJ', 'SL')
('AC04652-2022-11-01-10758','A598-12','NwnvaCwATCjNXk', 'SU')
('AC22517-2022-11-02-10591','A589-7','nD', 'LB')
('SL12058-2022-11-01-10333','S431-13','yrIWKWVyhOsh', 'MB')
('AC22517-2022-11-02-10595','A589-11','FTqdpdeOZZDLCTvM', 'SL')
('AC22517-2022-11-01-10568','A588-2','ydSOlgtxlFa', 'LB')
('AC12058-2022-11-01-10575','A588-9','V', 'UB')
('AC04652-2022-11-02-10592','A589-8','aUvZnWaq', 'LB')
('SL22517-2022-11-01-10400','S434-8','vjrWU', 'SU')
('SL22517-2022-11-01-10406','S434-14','MLbImeeH', 'UB')
('SL22517-2022-11-02-10513','S439-1','wTWEHrRAQZMe', 'LB')
('SL04652-2022-11-01-10467','S437-3','WmSnov', 'UB')
('SL04652-2022-11-02-10511','S438-23','mametpgb', 'SL')
('AC04652-2022-11-01-10769','A599-5','UYcCsMtljpMU', 'SL')
('AC04652-2022-11-02-10604','A590-2','Awi', 'LB')
('AC04652-2022-11-01-10770','A599-6','hdoWZEjhxpxMHJAO', 'SU')
('SL04652-2022-11-01-10470','S437-6','tFPShRdtTnNkyDUC', 'UB')
('SL04652-2022-11-02-10514','S439-2','jRsIBjZ', 'MB')
('SL22517-2022-11-02-10516','S439-4','lvFGtWfIQR', 'LB')
('SL22517-2022-11-01-10454','S436-14','YTjgaylK', 'UB')
('AC22517-2022-11-01-10626','A591-6','gAaEypaFfP', 'SU')
('SL04652-2022-11-02-10560','S440-24','MNPGOxW', 'SU')
('AC22517-2022-11-01-10627','A591-7','P', 'LB')
('SL04652-2022-11-01-10527','S439-15','DrjW', 'SL')
('AC04652-2022-11-02-10656','A592-18','BhSdc', 'SU')
('AC22517-2022-11-02-10707','A595-15','rkloJdgEGkQqs', 'UB')
('AC22517-2022-11-01-10673','A593-17','jsdmceGcVb', 'SL')
('SL04652-2022-11-02-10611','S443-3','QvSYlJxkE', 'UB')
('SL12058-2022-11-01-10461','S436-21','ktqCKhWzcZIaqBj', 'MB')
('SL04652-2022-11-02-10613','S443-5','EAGKX', 'MB')
('SL12058-2022-11-01-10466','S437-2','UpJvygHuSLjl', 'MB')
('AC22517-2022-11-02-10713','A596-3','aOT', 'UB')
('AC04652-2022-11-01-10883','A605-11','lndK', 'SL')
('AC22517-2022-11-01-10686','A594-12','BktC', 'SU')
('AC04652-2022-11-02-10708','A595-16','ODPUU', 'UB')
('AC12058-2022-11-01-10703','A595-11','xNlzejujXBxHc', 'SL')
('AC04652-2022-11-02-10715','A596-5','fekDJVssegWbq', 'SL')
('AC22517-2022-11-01-10694','A595-2','yrRA', 'LB')
('AC12058-2022-11-01-10715','A596-5','nKQVqAJHPKibVlSQ', 'SL')
('AC04652-2022-11-02-10729','A597-1','E', 'LB')
('AC04652-2022-11-02-10730','A597-2','nvoLUzcEG', 'LB')
('AC22517-2022-11-01-10710','A595-18','cQFQuytPOVrFAp', 'SU')
('SL04652-2022-11-02-10645','S444-13','JtEQLJypSNfzt', 'MB')
('AC22517-2022-11-01-10711','A596-1','nppUBPQqAL', 'LB')
('AC04652-2022-11-02-10734','A597-6','niUSlRpcHVkePkdO', 'SU')
('SL12058-2022-11-01-10489','S438-1','SGPWo', 'LB')
('SL04652-2022-11-01-10607','S442-23','QrlufauLnazhO', 'SL')
('SL22517-2022-11-01-10544','S440-8','lbVGbnYVfM', 'SU')
('SL22517-2022-11-01-10545','S440-9','O', 'LB')
('AC22517-2022-11-02-10743','A597-15','LgKJPCgJHta', 'UB')
('AC12058-2022-11-01-10733','A597-5','FrNpXIjuZ', 'SL')
('SL04652-2022-11-02-10653','S444-21','sSl', 'MB')
('SL04652-2022-11-01-10618','S443-10','NEiw', 'MB')
('SL04652-2022-11-01-10619','S443-11','LdkQU', 'UB')
('AC22517-2022-11-02-10752','A598-6','ersekqUmvJS', 'SU')
('SL22517-2022-11-01-10555','S440-19','VEzY', 'UB')
('AC12058-2022-11-01-10774','A599-10','loCDncqFvYv', 'UB')
('AC12058-2022-11-01-10786','A600-4','WLNKnGbSEsbjXrwv', 'UB')
('AC22517-2022-11-01-10791','A600-9','EgEMGYcSXtnFdB', 'UB')
('AC04652-2022-11-01-10970','A610-8','tkWOcfB', 'LB')
('SL22517-2022-11-02-10714','S447-10','CvLVgTPaQnWtFVRz', 'MB')
('SL12058-2022-11-01-10557','S440-21','dmeD', 'MB')
('SL12058-2022-11-01-10558','S440-22','AItpKC', 'UB')
('AC04652-2022-11-01-10975','A610-13','RqTLoKVcZngsn', 'LB')
('SL22517-2022-11-01-10624','S443-16','Y', 'SU')
('AC04652-2022-11-01-11006','A612-8','LoGQccCsgYfScWSl', 'LB')
('SL22517-2022-11-01-10654','S444-22','NDzc', 'UB')
('AC22517-2022-11-02-10867','A604-13','sXxrQuqJnP', 'LB')
('SL04652-2022-11-02-10761','S449-9','OjkHdAiWpbTwycn', 'LB')
('AC22517-2022-11-02-10871','A604-17','QIpGoZyT', 'SL')
('SL12058-2022-11-01-10610','S443-2','wUmqgxHj', 'MB')
('SL04652-2022-11-01-10735','S448-7','lCxcpsPA', 'SL')
('SL04652-2022-11-01-10736','S448-8','RkrjorbWhSqv', 'SU')
('AC12058-2022-11-01-10845','A603-9','MuseyZTN', 'UB')
('AC04652-2022-11-02-10905','A606-15','hwacSDcJgzcKwhGk', 'UB')
('AC04652-2022-11-02-10912','A607-4','uQGBwmnboKOs', 'UB')
('AC04652-2022-11-02-10913','A607-5','UQErUWofvbghNBx', 'SL')
('SL12058-2022-11-01-10673','S445-17','AY', 'LB')
('SL22517-2022-11-01-10712','S447-8','afM', 'SU')
('AC22517-2022-11-01-10942','A608-16','HDSddwMj', 'UB')
('SL04652-2022-11-01-10828','S452-4','kLHvRwsibKXiZRtf', 'LB')
('SL04652-2022-11-02-10865','S453-17','gAsZdfsPJjRgKil', 'LB')
('SL22517-2022-11-01-10750','S448-22','u', 'UB')
('AC04652-2022-11-01-11104','A617-16','jwMgvPc', 'UB')
('AC04652-2022-11-02-10963','A610-1','WPl', 'LB')
('AC22517-2022-11-01-10951','A609-7','mvIrTNLFabwlsEf', 'LB')
('AC22517-2022-11-02-10956','A609-12','I', 'SU')
('AC22517-2022-11-01-10970','A610-8','ZeMX', 'LB')
('SL12058-2022-11-01-10734','S448-6','Hrz', 'UB')
('SL12058-2022-11-01-10737','S448-9','uH', 'LB')
('SL22517-2022-11-02-10878','S454-6','nDfgoMN', 'UB')
('SL04652-2022-11-01-10863','S453-15','EBENonyjOCuLbH', 'SL')
('SL22517-2022-11-02-10879','S454-7','MxTHaQbCLyqZkul', 'SL')
('AC12058-2022-11-01-10978','A610-16','rha', 'UB')
('AC04652-2022-11-02-11004','A612-6','VRSgfihKfRW', 'SU')
('AC22517-2022-11-01-10986','A611-6','XAwHbugT', 'SU')
('AC12058-2022-11-01-10990','A611-10','vnkCNbad', 'UB')
('SL22517-2022-11-02-10887','S454-15','OztOkL', 'SL')
('SL04652-2022-11-01-10879','S454-7','SVcW', 'SL')
('SL22517-2022-11-02-10920','S455-24','JFlsfrQKnsGFIMd', 'SU')
('AC22517-2022-11-01-11022','A613-6','PKuXAUXxJ', 'SU')
('SL22517-2022-11-02-10921','S456-1','oQvuizGzTRTVh', 'LB')
('SL22517-2022-11-01-10847','S452-23','wCFvZwlyLKwDSYAO', 'SL')
('SL04652-2022-11-02-10949','S457-5','HUUbiPmDypw', 'MB')
('SL04652-2022-11-02-10950','S457-6','LQ', 'UB')
('SL04652-2022-11-02-10968','S457-24','tcYvYHUKCbAtTZ', 'SU')
('SL22517-2022-11-01-10869','S453-21','almi', 'MB')
('SL22517-2022-11-01-10883','S454-11','bghtiOBLqOe', 'UB')
('AC04652-2022-11-01-11213','A623-17','leAbfmlYqOZqopz', 'SL')
('AC22517-2022-11-02-11052','A614-18','wyfqLKksbQlvYBJG', 'SU')
('AC22517-2022-11-01-11064','A615-12','JaHkELCgd', 'SU')
('AC04652-2022-11-02-11085','A616-15','baRemZoLc', 'UB')
('AC22517-2022-11-02-11058','A615-6','tvYvrIUTotLl', 'SU')
('SL04652-2022-11-01-10973','S458-5','hOlXyjqIsEVLiWU', 'MB')
('AC04652-2022-11-01-11239','A625-7','vqUJqBLn', 'LB')
('SL04652-2022-11-01-10988','S458-20','AQCkezDk', 'LB')
('SL22517-2022-11-01-10905','S455-9','AdQsKAAQOasPGBt', 'LB')
('AC12058-2022-11-01-11106','A617-18','uTIeeXx', 'SU')
('SL12058-2022-11-01-10862','S453-14','rQOaiCc', 'UB')
('AC04652-2022-11-02-11116','A618-10','NgFZZevHikr', 'UB')
('SL22517-2022-11-02-11009','S459-17','YapMzKfGrCfZ', 'LB')
('AC04652-2022-11-02-11119','A618-13','KaLVwSOlu', 'LB')
('SL04652-2022-11-02-11040','S460-24','kmCLe', 'SU')
('SL12058-2022-11-01-10890','S454-18','dxMQdtSKHid', 'MB')
('SL22517-2022-11-02-11015','S459-23','di', 'SL')
('AC04652-2022-11-02-11128','A619-4','CfuDLDCrfF', 'UB')
('SL04652-2022-11-02-11044','S461-4','K', 'LB')
('AC22517-2022-11-01-11127','A619-3','nWLMYEglVh', 'UB')
('AC22517-2022-11-02-11103','A617-15','fSDoOjbbdlinGS', 'UB')
('AC22517-2022-11-02-11104','A617-16','rQkKmEQtdlqX', 'UB')
('SL04652-2022-11-01-11027','S460-11','ZZAgOaNdffqjKEQ', 'UB')
('AC04652-2022-11-01-11294','A628-8','uiOYbNBFNbHi', 'LB')
('AC04652-2022-11-02-11144','A620-2','udLfBCJYKfH', 'LB')
('AC04652-2022-11-02-11217','A624-3','gzSPiRyi', 'UB')
('AC12058-2022-11-01-11217','A624-3','NvlVoVFpjw', 'UB')
('SL22517-2022-11-01-11013','S459-21','MgFJKCZdeUCFEcPB', 'MB')
('AC12058-2022-11-01-11258','A626-8','kgriZ', 'LB')
('AC04652-2022-11-01-11408','A634-14','WprBKyDKjU', 'LB')
('AC12058-2022-11-01-11264','A626-14','EYIDdtBDMUwp', 'LB')
('AC22517-2022-11-01-11233','A625-1','fivvu', 'LB')
('AC22517-2022-11-01-11234','A625-2','WJjUH', 'LB')
('SL04652-2022-11-01-11132','S464-20','eNByJkY', 'LB')
('SL12058-2022-11-01-11024','S460-8','GjmRsps', 'SU')
('SL22517-2022-11-01-11072','S462-8','dfESwdMWTtwSKuyK', 'SU')
('SL04652-2022-11-01-11139','S465-3','pXhlbRUty', 'UB')
('SL04652-2022-11-01-11141','S465-5','UjVxjrvq', 'MB')
('AC04652-2022-11-01-11432','A636-2','OqY', 'LB')
('AC12058-2022-11-01-11285','A627-17','RXgCQOQbCm', 'SL')
('AC22517-2022-11-02-11258','A626-8','PcHc', 'LB')
('SL12058-2022-11-01-11058','S461-18','RUBqdDNKSIKiIn', 'MB')
('AC12058-2022-11-01-11312','A629-8','Y', 'LB')
('AC22517-2022-11-02-11265','A626-15','HOqnNtkEzLtYWLrG', 'UB')
('SL04652-2022-11-01-11169','S466-9','LFSYoN', 'LB')
('AC22517-2022-11-01-11279','A627-11','TBNZBwQpMF', 'SL')
('SL12058-2022-11-01-11062','S461-22','rgirjWraK', 'UB')
('SL12058-2022-11-01-11063','S461-23','ZNjYGhxiiqKb', 'SL')
('SL04652-2022-11-02-11196','S467-12','ZKdaFji', 'LB')
('SL22517-2022-11-02-11191','S467-7','kXChOCnAPpPUB', 'SL')
('AC12058-2022-11-01-11319','A629-15','zBMvpzySujWHD', 'UB')
('SL04652-2022-11-01-11174','S466-14','hcgknIk', 'UB')
('SL22517-2022-11-02-11194','S467-10','Q', 'MB')
('SL22517-2022-11-01-11118','S464-6','EoUhVYNZu', 'UB')
('AC04652-2022-11-01-11477','A638-11','edIODFJwpcEtb', 'SL')
('AC22517-2022-11-02-11279','A627-11','AhzSj', 'SL')
('AC04652-2022-11-02-11335','A630-13','KpXXspFC', 'LB')
('SL04652-2022-11-01-11197','S467-13','WhTrUw', 'MB')
('AC22517-2022-11-02-11296','A628-10','nMV', 'UB')
('AC04652-2022-11-01-11490','A639-6','YaRhIPiHZXTwW', 'SU')
('SL22517-2022-11-01-11134','S464-22','RDeCgEJUpGZvp', 'UB')
('SL22517-2022-11-02-11223','S468-15','VCYTIpc', 'SL')
('AC04652-2022-11-02-11344','A631-4','rWIHyaWyiBQCmtOQ', 'UB')
('AC22517-2022-11-02-11309','A629-5','cgVTIoYjJj', 'SL')
('SL04652-2022-11-02-11225','S468-17','rcYrUzKawIFpkmcN', 'LB')
('AC04652-2022-11-02-11350','A631-10','Y', 'UB')
('SL04652-2022-11-02-11234','S469-2','IGhAcTlcTmtLksFm', 'MB')
('AC22517-2022-11-01-11332','A630-10','UJCPBx', 'UB')
('SL04652-2022-11-02-11236','S469-4','FhnnV', 'LB')
('SL04652-2022-11-02-11237','S469-5','MwRjuCJbEGk', 'MB')
('SL04652-2022-11-01-11219','S468-11','RRprFt', 'UB')
('SL12058-2022-11-01-11103','S463-15','YSxodxTE', 'SL')
('AC22517-2022-11-02-11317','A629-13','eATgssIAC', 'LB')
('AC04652-2022-11-01-11511','A640-9','tidEtZ', 'UB')
('SL04652-2022-11-01-11228','S468-20','JkFNUFkCMRKkjUE', 'LB')
('AC04652-2022-11-01-11519','A640-17','wD', 'SL')
('AC22517-2022-11-01-11345','A631-5','ADkbiY', 'SL')
('SL22517-2022-11-02-11244','S469-12','WaJsivpInCg', 'LB')
('SL22517-2022-11-02-11245','S469-13','SHGOlyzcBys', 'MB')
('AC12058-2022-11-01-11362','A632-4','nVKLBmWEkjZCF', 'UB')
('AC12058-2022-11-01-11365','A632-7','sVQml', 'LB')
