('SL22517-2022-11-02-4','S1-4','UAqhzrzGlBLqSGP', 'LB')
('SL04652-2022-11-02-2871','S120-15','zAISseZwNCGEB', 'SL')
('AC12058-2022-11-01-2819','A157-11','TEvrwpqkdlVpTEkC', 'SL')
('AC12058-2022-11-01-2821','A157-13','uZFIMxfgwHro', 'LB')
('AC12058-2022-11-01-2823','A157-15','KJGeaHMDaiTMu', 'UB')
('SL04652-2022-11-02-2877','S120-21','GoQsaIhnhVc', 'MB')
('AC04652-2022-11-01-2972','A166-2','aD', 'LB')
('SL04652-2022-11-02-2881','S121-1','LxEK', 'LB')
('SL22517-2022-11-02-2820','S118-12','nhMybb', 'LB')
('AC04652-2022-11-02-2849','A159-5','tFmavW', 'SL')
('SL22517-2022-11-02-2824','S118-16','RQVgYN', 'SU')
('AC04652-2022-11-01-3018','A168-12','M', 'SU')
('SL12058-2022-11-01-2827','S118-19','e', 'UB')
('AC04652-2022-11-01-3020','A168-14','nuRr', 'LB')
('AC04652-2022-11-02-2894','A161-14','PuJqyq', 'LB')
('AC22517-2022-11-02-2908','A162-10','iUqBGyC', 'UB')
('AC04652-2022-11-01-3024','A168-18','JHcmDtZfecXWa', 'SU')
('AC04652-2022-11-02-2898','A161-18','QC', 'SU')
('SL12058-2022-11-01-2829','S118-21','LtMoMcKBTyDutFG', 'MB')
('SL04652-2022-11-01-2901','S121-21','cNJnWYdpJ', 'MB')
('AC22517-2022-11-01-2972','A166-2','xMFWejErIRXuTd', 'LB')
('SL22517-2022-11-01-2924','S122-20','CdeCLDLiow', 'LB')
('SL12058-2022-11-01-2836','S119-4','eorwDYcCOQztgZQ', 'LB')
('SL12058-2022-11-01-2837','S119-5','pVEmNPtJ', 'MB')
('AC22517-2022-11-01-2979','A166-9','edhJEMzLo', 'UB')
('AC22517-2022-11-01-2981','A166-11','DmBWlNzZJZmj', 'SL')
('SL22517-2022-11-02-2916','S122-12','syO', 'LB')
('SL12058-2022-11-01-2871','S120-15','fPaOF', 'SL')
('SL22517-2022-11-02-2951','S123-23','ZcJwL', 'SL')
('SL04652-2022-11-01-2982','S125-6','RuswAprZjmqK', 'UB')
('AC22517-2022-11-02-3067','A171-7','k', 'LB')
('SL12058-2022-11-01-2990','S125-14','vIvIEv', 'UB')
('SL22517-2022-11-02-3021','S126-21','VqMwWivCsbLPkSg', 'MB')
('SL04652-2022-11-01-3065','S128-17','TfiejEqswifzSa', 'LB')
('AC12058-2022-11-01-3009','A168-3','Wo', 'UB')
('SL22517-2022-11-01-3070','S128-22','EnmmTKFerkMt', 'UB')
('SL04652-2022-11-01-3072','S128-24','WF', 'SU')
('AC22517-2022-11-01-3127','A174-13','OjnBduWsPR', 'LB')
('SL22517-2022-11-01-3073','S129-1','sGGBWwCOpmbk', 'LB')
('SL04652-2022-11-01-3074','S129-2','QiBMIlJXDiDYyn', 'MB')
('AC04652-2022-11-02-3063','A171-3','G', 'UB')
('AC22517-2022-11-02-3090','A172-12','MpUSyKpcVh', 'SU')
('AC04652-2022-11-02-3071','A171-11','ghznpXnfClLhia', 'SL')
('SL22517-2022-11-02-3035','S127-11','fxVInNLyKbRIdDQ', 'UB')
('SL04652-2022-11-01-3090','S129-18','GUDAjbAFxdk', 'MB')
('SL22517-2022-11-01-3092','S129-20','YKTqNEO', 'LB')
('AC04652-2022-11-02-3089','A172-11','CbzHRaBStFJN', 'SL')
('AC04652-2022-11-01-3223','A180-1','DxSttl', 'LB')
('AC04652-2022-11-02-3106','A173-10','uCf', 'UB')
('SL12058-2022-11-01-3029','S127-5','bnDNhYszsIBlzLF', 'MB')
('AC12058-2022-11-01-3051','A170-9','MxbZnB', 'UB')
('SL04652-2022-11-02-3158','S132-14','ssBLkJfFaGCm', 'UB')
('SL12058-2022-11-01-3032','S127-8','qMwgvIYd', 'SU')
('SL12058-2022-11-01-3033','S127-9','hrZ', 'LB')
('AC04652-2022-11-01-3236','A180-14','wAqTsA', 'LB')
('SL22517-2022-11-02-3068','S128-20','vaUWhG', 'LB')
('SL22517-2022-11-02-3078','S129-6','E', 'UB')
('AC04652-2022-11-02-3126','A174-12','QG', 'SU')
('AC12058-2022-11-01-3063','A171-3','KlYLOtSWU', 'UB')
('AC22517-2022-11-01-3178','A177-10','pRhK', 'UB')
('SL12058-2022-11-01-3052','S128-4','BkTuqeakvOBplnoV', 'LB')
('SL12058-2022-11-01-3053','S128-5','EOtYTy', 'MB')
('AC04652-2022-11-02-3130','A174-16','rv', 'UB')
('AC04652-2022-11-01-3251','A181-11','NIjKorZmdC', 'SL')
('SL12058-2022-11-01-3055','S128-7','S', 'SL')
('AC12058-2022-11-01-3066','A171-6','SckMazBgmXKSIrre', 'SU')
('AC12058-2022-11-01-3067','A171-7','altdzSBtUB', 'LB')
('SL12058-2022-11-01-3056','S128-8','FacOhyUAfymupPZ', 'SU')
('AC04652-2022-11-02-3135','A175-3','YcZhweLihOn', 'UB')
('SL04652-2022-11-01-3141','S131-21','MxXBAJuC', 'MB')
('AC22517-2022-11-02-3138','A175-6','rHLdCWY', 'SU')
('AC04652-2022-11-01-3259','A182-1','BBkqsqKD', 'LB')
('SL12058-2022-11-01-3060','S128-12','IxLCoj', 'LB')
('SL12058-2022-11-01-3061','S128-13','TvSupakBTVIJQr', 'MB')
('AC04652-2022-11-01-3261','A182-3','ceAxcOREqBom', 'UB')
('AC22517-2022-11-02-3142','A175-10','lHzq', 'UB')
('SL04652-2022-11-02-3186','S133-18','HOsvnKkYNktjRaPU', 'MB')
('SL22517-2022-11-02-3091','S129-19','edlhEDjdvOYYsofw', 'UB')
('SL04652-2022-11-01-3146','S132-2','SyHYBrCZfqQSKRQM', 'MB')
('SL04652-2022-11-02-3203','S134-11','PrxNNvdRiP', 'UB')
('SL04652-2022-11-02-3205','S134-13','VQyvwQagzvimVy', 'MB')
('AC22517-2022-11-02-3154','A176-4','huRR', 'UB')
('AC22517-2022-11-02-3155','A176-5','JfwM', 'SL')
('SL22517-2022-11-02-3114','S130-18','xiIqdkyNydicrQA', 'MB')
('AC04652-2022-11-01-3272','A182-14','NRXyQZVz', 'LB')
('SL22517-2022-11-02-3116','S130-20','JJysVDypLwvxqXbg', 'LB')
('AC22517-2022-11-01-3201','A178-15','nEteLz', 'UB')
('SL12058-2022-11-01-3087','S129-15','HLVPASMqAMYtv', 'SL')
('AC22517-2022-11-01-3205','A179-1','lMFwVsWAXuhgk', 'LB')
('SL12058-2022-11-01-3091','S129-19','kuswKI', 'UB')
('SL04652-2022-11-01-3166','S132-22','CqdlrR', 'UB')
('AC22517-2022-11-02-3165','A176-15','SPXujhQLSd', 'UB')
('SL22517-2022-11-02-3121','S131-1','yyMIM', 'LB')
('SL12058-2022-11-01-3096','S129-24','CQ', 'SU')
('AC04652-2022-11-01-3289','A183-13','iNcz', 'LB')
('AC12058-2022-11-01-3125','A174-11','pFoozcgedGiHD', 'SL')
('AC12058-2022-11-01-3126','A174-12','vXQotMTxITmCuhg', 'SU')
('AC04652-2022-11-02-3191','A178-5','NyqOxbIQqkZcGPW', 'SL')
('SL04652-2022-11-02-3250','S136-10','XVStJnVfMFVy', 'MB')
('SL22517-2022-11-02-3154','S132-10','JUxYBxBz', 'MB')
('AC22517-2022-11-01-3240','A180-18','URDiZA', 'SU')
('SL04652-2022-11-02-3257','S136-17','osSY', 'LB')
('SL22517-2022-11-02-3160','S132-16','ImbyhUeNuamOrn', 'SU')
('AC22517-2022-11-01-3246','A181-6','dNwZHUgMSnob', 'SU')
('AC04652-2022-11-01-3327','A185-15','PfdFHAAeb', 'UB')
('SL04652-2022-11-02-3263','S136-23','yswAKrHCgIiczN', 'SL')
('AC04652-2022-11-02-3217','A179-13','SdfLEgnY', 'LB')
('SL04652-2022-11-01-3208','S134-16','fRTLsskYN', 'SU')
('SL04652-2022-11-01-3209','S134-17','taApcq', 'LB')
('SL04652-2022-11-02-3292','S138-4','yLjgMe', 'LB')
('AC22517-2022-11-02-3239','A180-17','FCDJvUEe', 'SL')
('AC22517-2022-11-01-3284','A183-8','UFyVDgfnWihT', 'LB')
('AC04652-2022-11-01-3383','A188-17','ulALPEWs', 'SL')
('AC04652-2022-11-02-3257','A181-17','QTiaTJHMfRmf', 'SL')
('AC12058-2022-11-01-3216','A179-12','MgssjOcVp', 'SU')
('SL22517-2022-11-01-3235','S135-19','wO', 'UB')
('SL22517-2022-11-02-3217','S135-1','uBPgdHINVz', 'LB')
('SL04652-2022-11-02-3322','S139-10','SlZsc', 'MB')
('SL04652-2022-11-02-3323','S139-11','GEswnmuwJxPiPkWo', 'UB')
('SL22517-2022-11-01-3237','S135-21','eqQmTr', 'MB')
('AC22517-2022-11-02-3265','A182-7','XgloViMkxM', 'LB')
('SL12058-2022-11-01-3192','S133-24','gCuQCkGXJDzH', 'SU')
('AC04652-2022-11-01-3391','A189-7','PQpfUfEX', 'LB')
('SL04652-2022-11-01-3251','S136-11','apdLJtkB', 'UB')
('SL22517-2022-11-01-3239','S135-23','S', 'SL')
('AC12058-2022-11-01-3227','A180-5','qOItjJdI', 'SL')
('AC22517-2022-11-02-3306','A184-12','NXEJT', 'SU')
('SL04652-2022-11-02-3358','S140-22','OyCJvBXzby', 'UB')
('AC04652-2022-11-01-3426','A191-6','LTGfagYkFgov', 'SU')
('SL22517-2022-11-01-3279','S137-15','AkYtxlO', 'SL')
('AC04652-2022-11-02-3300','A184-6','FtkYLPHKZFh', 'SU')
('AC04652-2022-11-02-3301','A184-7','aWiA', 'LB')
('SL22517-2022-11-02-3251','S136-11','A', 'UB')
('SL12058-2022-11-01-3237','S135-21','VRhiBknry', 'MB')
('SL22517-2022-11-02-3252','S136-12','ILyqflzXeUCqmO', 'LB')
('AC22517-2022-11-02-3313','A185-1','kWrHiJqz', 'LB')
('AC12058-2022-11-01-3268','A182-10','yfbPwaDopq', 'UB')
('AC12058-2022-11-01-3269','A182-11','s', 'SL')
('AC12058-2022-11-01-3270','A182-12','BLadtYxPFZ', 'SU')
('SL22517-2022-11-02-3254','S136-14','ZLsj', 'UB')
('SL12058-2022-11-01-3247','S136-7','GPolpYllbnyFVbd', 'SL')
('SL04652-2022-11-02-3381','S141-21','wVYfleVJsuMIERX', 'MB')
('SL12058-2022-11-01-3263','S136-23','TtbhMCo', 'SL')
('SL04652-2022-11-01-3324','S139-12','WIIZ', 'LB')
('SL04652-2022-11-01-3325','S139-13','ICYhq', 'MB')
('AC12058-2022-11-01-3288','A183-12','aaCiTjbgGGpxC', 'SU')
('SL22517-2022-11-01-3315','S139-3','cRNNICIHntTik', 'UB')
('AC04652-2022-11-02-3335','A186-5','XTeub', 'SL')
('AC04652-2022-11-01-3470','A193-14','yDYcTqiG', 'LB')
('SL12058-2022-11-01-3269','S137-5','IVEnEO', 'MB')
('SL04652-2022-11-01-3336','S139-24','HtECSTwnAfzOFeT', 'SU')
('SL04652-2022-11-01-3337','S140-1','fikugchAeQXZ', 'LB')
('SL04652-2022-11-01-3338','S140-2','xZnuzkcJ', 'MB')
('AC22517-2022-11-02-3355','A187-7','OJCvdHczuVlp', 'LB')
('SL04652-2022-11-02-3416','S143-8','eInQKI', 'SU')
('AC12058-2022-11-01-3315','A185-3','MguulVbeDzv', 'UB')
('AC04652-2022-11-02-3361','A187-13','aggyM', 'LB')
('SL04652-2022-11-02-3429','S143-21','vhJxMjvVrZsID', 'MB')
('SL22517-2022-11-02-3325','S139-13','boZpyEJnvadQVHo', 'MB')
('AC22517-2022-11-01-3449','A192-11','GEMFqkQW', 'SL')
('AC22517-2022-11-01-3457','A193-1','lW', 'LB')
('AC04652-2022-11-01-3519','A196-9','lZtgn', 'UB')
('AC12058-2022-11-01-3344','A186-14','K', 'LB')
('SL22517-2022-11-02-3340','S140-4','wUgZWqBNbnqYXx', 'LB')
('AC22517-2022-11-01-3464','A193-8','rDaz', 'LB')
('SL22517-2022-11-01-3371','S141-11','PbdcCRbzYBua', 'UB')
('SL12058-2022-11-01-3319','S139-7','iUWzoSXLRqwmKjc', 'SL')
('AC12058-2022-11-01-3348','A186-18','YBYNyeKNglICV', 'SU')
('SL22517-2022-11-02-3345','S140-9','O', 'LB')
('SL04652-2022-11-01-3394','S142-10','XIvoiOnZ', 'MB')
('AC04652-2022-11-02-3396','A189-12','rORUoaAQr', 'SU')
('AC04652-2022-11-02-3397','A189-13','AQV', 'LB')
('AC12058-2022-11-01-3353','A187-5','qIUKUWAlGxWe', 'SL')
('AC04652-2022-11-01-3532','A197-4','ZslqAuQld', 'UB')
('SL22517-2022-11-02-3353','S140-17','NfPYCFF', 'LB')
('SL04652-2022-11-02-3474','S145-18','VcyLFP', 'MB')
('SL22517-2022-11-02-3367','S141-7','bWOrycx', 'SL')
('SL04652-2022-11-02-3475','S145-19','TZtGEyFZI', 'UB')
('AC04652-2022-11-02-3418','A190-16','xJnEctBUrDlM', 'UB')
('SL22517-2022-11-01-3396','S142-12','sr', 'LB')
('SL04652-2022-11-01-3484','S146-4','trLeMpWVfNbN', 'LB')
('AC12058-2022-11-01-3493','A195-1','ZTiTuViizYbqr', 'LB')
('SL22517-2022-11-01-3523','S147-19','Dc', 'UB')
('SL04652-2022-11-02-3584','S150-8','OxUHfwuxLqxUd', 'SU')
('AC04652-2022-11-01-3682','A205-10','S', 'UB')
('AC22517-2022-11-02-3570','A199-6','kqgwPXvxpMGc', 'SU')
('AC22517-2022-11-02-3600','A200-18','eRdTWUzm', 'SU')
('AC12058-2022-11-01-3556','A198-10','OXAaeoJvXPuu', 'UB')
('AC04652-2022-11-01-3722','A207-14','lTiOG', 'LB')
('SL04652-2022-11-01-3561','S149-9','UxS', 'LB')
('AC22517-2022-11-01-3673','A205-1','OXMCQS', 'LB')
('AC04652-2022-11-01-3728','A208-2','X', 'LB')
('AC04652-2022-11-02-3592','A200-10','CuEPEUi', 'UB')
('SL04652-2022-11-01-3572','S149-20','TxfTduedPhp', 'LB')
('SL22517-2022-11-01-3602','S151-2','nazsHjcpzAwV', 'MB')
('AC12058-2022-11-01-3582','A199-18','GyogqTSL', 'SU')
('AC22517-2022-11-02-3628','A202-10','SnFbPNIlC', 'UB')
('AC22517-2022-11-02-3629','A202-11','paDnOtD', 'SL')
('SL12058-2022-11-01-3521','S147-17','VoircuJzmB', 'LB')
('AC04652-2022-11-01-3745','A209-1','GPbPfPz', 'LB')
('SL04652-2022-11-02-3668','S153-20','L', 'LB')
('SL22517-2022-11-02-3553','S149-1','hQ', 'LB')
('SL04652-2022-11-02-3700','S155-4','rqF', 'LB')
('AC12058-2022-11-01-3636','A202-18','jnyq', 'SU')
('SL22517-2022-11-01-3649','S153-1','n', 'LB')
('SL04652-2022-11-02-3705','S155-9','fQouVmFEOunEtt', 'LB')
('AC04652-2022-11-01-3790','A211-10','xXE', 'UB')
('SL22517-2022-11-01-3650','S153-2','uvCzcDL', 'MB')
('AC04652-2022-11-01-3792','A211-12','MNHAkZ', 'SU')
('SL22517-2022-11-02-3587','S150-11','fCkUlBpcojtcI', 'UB')
('SL04652-2022-11-01-3620','S151-20','ezreWZ', 'LB')
('SL22517-2022-11-02-3608','S151-8','qpF', 'SU')
('SL04652-2022-11-02-3739','S156-19','k', 'UB')
('AC22517-2022-11-01-3759','A209-15','dYjDFucQ', 'UB')
('AC12058-2022-11-01-3674','A205-2','vVempBrPQ', 'LB')
('SL22517-2022-11-01-3680','S154-8','YQIzwx', 'SU')
('SL22517-2022-11-01-3683','S154-11','HBPL', 'UB')
('AC22517-2022-11-02-3715','A207-7','mLsFBENLfZOGJRI', 'LB')
('SL04652-2022-11-02-3746','S157-2','C', 'MB')
('SL04652-2022-11-01-3653','S153-5','SWeNIr', 'MB')
('SL04652-2022-11-01-3654','S153-6','SVTWWPFINfK', 'UB')
('AC04652-2022-11-02-3697','A206-7','tFuPvJYZb', 'LB')
('SL04652-2022-11-02-3755','S157-11','e', 'UB')
('AC04652-2022-11-02-3703','A206-13','sYYUt', 'LB')
('AC12058-2022-11-01-3730','A208-4','ODKLCozno', 'UB')
('AC22517-2022-11-02-3759','A209-15','qtgN', 'UB')
('AC22517-2022-11-01-3816','A212-18','ocqYMqyDvcsXc', 'SU')
('AC12058-2022-11-01-3733','A208-7','VRVaZuzOa', 'LB')
('AC04652-2022-11-02-3734','A208-8','ESYwLUBiTnBmCZ', 'LB')
('AC22517-2022-11-01-3820','A213-4','VCL', 'UB')
('AC04652-2022-11-01-3894','A217-6','rexARVIlFzNxMrjO', 'SU')
('SL22517-2022-11-01-3788','S158-20','yuOfhpyYHrmlBYEb', 'LB')
('SL04652-2022-11-02-3832','S160-16','GxkaPadVcfxarYX', 'SU')
('SL04652-2022-11-01-3757','S157-13','YevuYRsiRuyp', 'MB')
('SL22517-2022-11-01-3791','S158-23','LLLbmYlRtqRIXJ', 'SL')
('SL22517-2022-11-01-3792','S158-24','oNnwdoCyxETuJwb', 'SU')
('AC22517-2022-11-02-3821','A213-5','Y', 'SL')
('SL12058-2022-11-01-3689','S154-17','wNHhCTFXXYEFF', 'LB')
('AC22517-2022-11-01-3877','A216-7','OOcTZCQEeK', 'LB')
('SL22517-2022-11-02-3712','S155-16','Xcl', 'SU')
('SL12058-2022-11-01-3691','S154-19','IdQvz', 'UB')
('AC22517-2022-11-02-3823','A213-7','DjHxMkcXgsejLKK', 'LB')
('SL22517-2022-11-01-3800','S159-8','diTMuJvYByn', 'SU')
('SL04652-2022-11-01-3766','S157-22','ValP', 'UB')
('AC04652-2022-11-01-3958','A220-16','f', 'UB')
('AC22517-2022-11-01-3887','A216-17','avaZe', 'SL')
('SL12058-2022-11-01-3696','S154-24','OjzvyGfbYhdwm', 'SU')
('SL04652-2022-11-01-3769','S158-1','VoNEUo', 'LB')
('SL22517-2022-11-01-3806','S159-14','IRpZrdGDPfNHY', 'UB')
('SL04652-2022-11-02-3839','S160-23','WWIEePNhuJlNpAwU', 'SL')
('SL04652-2022-11-02-3840','S160-24','BL', 'SU')
('AC12058-2022-11-01-3819','A213-3','QMsbZu', 'UB')
('AC22517-2022-11-02-3840','A214-6','XSxgZyvqeZTpMS', 'SU')
('AC22517-2022-11-01-3896','A217-8','cca', 'LB')
('AC04652-2022-11-01-3969','A221-9','Jj', 'UB')
('SL04652-2022-11-01-3780','S158-12','cNYhNI', 'LB')
('SL04652-2022-11-02-3846','S161-6','U', 'UB')
('AC22517-2022-11-02-3843','A214-9','dJ', 'UB')
('AC04652-2022-11-01-3977','A221-17','qVGFxhSecbeA', 'SL')
('SL22517-2022-11-01-3820','S160-4','bQ', 'LB')
('AC22517-2022-11-02-3847','A214-13','aksNaBsAzwwH', 'LB')
('AC22517-2022-11-01-3902','A217-14','EjXpdMG', 'LB')
('AC04652-2022-11-02-3840','A214-6','KGWanXFRLKuNTi', 'SU')
('SL04652-2022-11-02-3854','S161-14','J', 'UB')
('SL04652-2022-11-02-3855','S161-15','yzkyVuACkgrXe', 'SL')
('AC04652-2022-11-02-3893','A217-5','uloze', 'SL')
('AC04652-2022-11-01-4041','A225-9','fisiFy', 'UB')
('SL22517-2022-11-02-3800','S159-8','MYtFRRyZLRwCpYQ', 'SU')
('AC04652-2022-11-01-4043','A225-11','DVYvTWjcycdd', 'SL')
('AC04652-2022-11-01-4044','A225-12','VYnRLfYuFmHQv', 'SU')
('SL22517-2022-11-01-3885','S162-21','ldYtOUe', 'MB')
('SL04652-2022-11-02-3918','S164-6','MeDCtdBcyIwrB', 'UB')
('SL12058-2022-11-01-3777','S158-9','ro', 'LB')
('AC04652-2022-11-02-3899','A217-11','bWMpj', 'SL')
('SL04652-2022-11-01-3853','S161-13','lSF', 'MB')
('SL12058-2022-11-01-3780','S158-12','iCnaattTI', 'LB')
('AC04652-2022-11-01-4047','A225-15','mPoibbQbDhrhMKK', 'UB')
('SL04652-2022-11-02-3926','S164-14','YztoHhV', 'UB')
('SL04652-2022-11-01-3856','S161-16','mpf', 'SU')
('SL04652-2022-11-02-3930','S164-18','ILNDmhOCaHpFTgI', 'MB')
('AC22517-2022-11-02-3904','A217-16','WCATNhljED', 'UB')
('SL04652-2022-11-02-3932','S164-20','qBzJuRConnxdSJu', 'LB')
('AC12058-2022-11-01-3898','A217-10','fKSqEBCsVQP', 'UB')
('SL12058-2022-11-01-3788','S158-20','NkzudERu', 'LB')
('AC04652-2022-11-01-4056','A226-6','TWsFAdZrFyTSm', 'SU')
('AC22517-2022-11-01-3981','A222-3','godDaBSI', 'UB')
('AC12058-2022-11-01-3903','A217-15','dswv', 'UB')
('SL04652-2022-11-01-3860','S161-20','ugYWLgfGWRKYUFv', 'LB')
('AC12058-2022-11-01-3906','A217-18','edOfMcGmUTQxpAar', 'SU')
('AC12058-2022-11-01-3907','A218-1','Dat', 'LB')
('AC22517-2022-11-01-3990','A222-12','xAQUn', 'SU')
('AC04652-2022-11-01-4066','A226-16','xdGsqOas', 'UB')
('SL04652-2022-11-02-3942','S165-6','JyX', 'UB')
('SL22517-2022-11-01-3899','S163-11','DvODRj', 'UB')
('AC04652-2022-11-02-3925','A219-1','UdJKw', 'LB')
('SL04652-2022-11-01-3941','S165-5','rpNAvrsJLMDX', 'MB')
('AC04652-2022-11-02-4018','A224-4','MXBXnXDvzXb', 'UB')
('AC22517-2022-11-01-4083','A227-15','PUHJAwlBzhiPtLSx', 'UB')
('SL22517-2022-11-01-3996','S167-12','cYUdYKRR', 'LB')
('SL04652-2022-11-01-3971','S166-11','bAcrmPID', 'UB')
('SL12058-2022-11-01-3939','S165-3','iyFo', 'UB')
('SL22517-2022-11-02-3972','S166-12','VSQSvwbGPWoe', 'LB')
('AC04652-2022-11-01-4235','A236-5','w', 'SL')
('AC04652-2022-11-01-4236','A236-6','BwiQYy', 'SU')
('SL04652-2022-11-01-4007','S167-23','NBHLPorwfET', 'SL')
('AC04652-2022-11-01-4238','A236-8','LS', 'LB')
('AC22517-2022-11-02-4058','A226-8','mqWor', 'LB')
('AC22517-2022-11-01-4137','A230-15','pxoUT', 'UB')
('SL12058-2022-11-01-3947','S165-11','AhaWNLrLAaxogmMs', 'UB')
('SL12058-2022-11-01-3948','S165-12','ohOqCCrBh', 'LB')
('AC04652-2022-11-01-4244','A236-14','U', 'LB')
('AC22517-2022-11-02-4064','A226-14','nVfLyMjwbefnpFfa', 'LB')
('SL04652-2022-11-02-4084','S171-4','VT', 'LB')
('SL04652-2022-11-02-4088','S171-8','os', 'SU')
('AC22517-2022-11-01-4145','A231-5','WTeMzQWMbg', 'SL')
('AC22517-2022-11-01-4148','A231-8','DBMTeeUk', 'LB')
('AC04652-2022-11-02-4093','A228-7','yAleYQiU', 'LB')
('SL12058-2022-11-01-3964','S166-4','PVwGYUBErNFVO', 'LB')
('AC04652-2022-11-01-4266','A237-18','tRDdKkUgYcVQ', 'SU')
('SL04652-2022-11-01-4037','S169-5','zCAHCLBO', 'MB')
('SL04652-2022-11-01-4038','S169-6','hlAhRiJu', 'UB')
('SL12058-2022-11-01-3980','S166-20','KAvSEbogIRU', 'LB')
('SL04652-2022-11-01-4050','S169-18','vPmtSHIPndQjpn', 'MB')
('AC22517-2022-11-01-4194','A233-18','ef', 'SU')
('SL22517-2022-11-02-4033','S169-1','DmFgZLl', 'LB')
('AC04652-2022-11-01-4290','A239-6','PNMbgIn', 'SU')
('SL12058-2022-11-01-3993','S167-9','MHBORmSRlmuht', 'LB')
('SL04652-2022-11-01-4060','S170-4','MjmnXmQbCtKSL', 'LB')
('SL22517-2022-11-01-4099','S171-19','rulyTjhOZ', 'UB')
('SL04652-2022-11-02-4131','S173-3','gigClYcryL', 'UB')
('AC12058-2022-11-01-4135','A230-13','VBCnBEeNPzcMU', 'LB')
('AC22517-2022-11-01-4204','A234-10','uqZPyBUpCNPjV', 'UB')
('SL04652-2022-11-02-4140','S173-12','EgrIV', 'LB')
('AC22517-2022-11-02-4132','A230-10','VSVCSJ', 'UB')
('AC22517-2022-11-01-4222','A235-10','GNoInHGVjAvYRIdG', 'UB')
('SL22517-2022-11-01-4119','S172-15','KOtkvQHE', 'SL')
('SL04652-2022-11-02-4166','S174-14','bEZDxMFHekGsh', 'UB')
('SL22517-2022-11-01-4126','S172-22','YPvDUNsAYOZYt', 'UB')
('AC04652-2022-11-01-4327','A241-7','pVhRvJzy', 'LB')
('SL22517-2022-11-01-4127','S172-23','UM', 'SL')
('SL12058-2022-11-01-4033','S169-1','UOyELbwSoznHa', 'LB')
('SL22517-2022-11-01-4128','S172-24','SZwHfuUx', 'SU')
('AC22517-2022-11-01-4245','A236-15','lroDuIEJwyWl', 'UB')
('SL22517-2022-11-02-4093','S171-13','GDsCXBWWFXIqQ', 'MB')
('AC22517-2022-11-01-4257','A237-9','phue', 'UB')
('AC12058-2022-11-01-4205','A234-11','RZbGH', 'SL')
('AC04652-2022-11-01-4364','A243-8','jDJXaa', 'LB')
('AC12058-2022-11-01-4207','A234-13','BrsvQtXLiEUOm', 'LB')
('AC04652-2022-11-02-4213','A235-1','xMaXloEhXNryX', 'LB')
('SL04652-2022-11-02-4204','S176-4','awUEOWszmEErk', 'LB')
('SL04652-2022-11-02-4206','S176-6','LsgKDmtuOwYb', 'UB')
('SL12058-2022-11-01-4076','S170-20','EnHpBESUk', 'LB')
('SL04652-2022-11-01-4143','S173-15','BiKGEmqAjaGrLLd', 'SL')
('AC12058-2022-11-01-4210','A234-16','gTjfllyZENQjJPER', 'UB')
('SL04652-2022-11-01-4146','S173-18','cnOnHeaTUr', 'MB')
('AC04652-2022-11-02-4219','A235-7','cQfGFQRUBc', 'LB')
('SL22517-2022-11-02-4122','S172-18','sPNmcpKaLZxLHl', 'MB')
('SL04652-2022-11-02-4211','S176-11','PffeUSSMsFtiLtU', 'UB')
('AC04652-2022-11-02-4221','A235-9','UdaLiZNXOUzlsFtC', 'UB')
('AC12058-2022-11-01-4215','A235-3','CCyDfGCtwwS', 'UB')
('SL12058-2022-11-01-4082','S171-2','NaAXoZPnCS', 'MB')
('AC22517-2022-11-02-4196','A234-2','IPQH', 'LB')
('SL04652-2022-11-02-4218','S176-18','wZxLvwd', 'MB')
('SL12058-2022-11-01-4088','S171-8','IKnrfHVKJAMH', 'SU')
('SL22517-2022-11-02-4131','S173-3','KMzAzc', 'UB')
('AC22517-2022-11-02-4202','A234-8','cUcbE', 'LB')
('SL22517-2022-11-02-4133','S173-5','DUjggmkElDLuTPMW', 'MB')
('SL04652-2022-11-02-4229','S177-5','njIVZLAXDYa', 'MB')
('SL12058-2022-11-01-4096','S171-16','nCAzIxr', 'SU')
('AC04652-2022-11-02-4238','A236-8','oi', 'LB')
('SL04652-2022-11-01-4172','S174-20','ivpeNNTIPjbooJw', 'LB')
('AC22517-2022-11-01-4293','A239-9','yEOr', 'UB')
('AC22517-2022-11-01-4294','A239-10','e', 'UB')
('AC22517-2022-11-01-4295','A239-11','hrLzZIRy', 'SL')
('AC22517-2022-11-02-4221','A235-9','iIynKyTZCx', 'UB')
('AC22517-2022-11-02-4222','A235-10','Bx', 'UB')
('SL22517-2022-11-02-4150','S173-22','jQvLUcnWeSHD', 'UB')
('AC12058-2022-11-01-4248','A236-18','trVm', 'SU')
('SL22517-2022-11-01-4206','S176-6','HBLeYLMRsIaVmtW', 'UB')
('AC22517-2022-11-02-4234','A236-4','ZkLgvhC', 'UB')
('AC22517-2022-11-02-4235','A236-5','sRAiMmUv', 'SL')
('SL12058-2022-11-01-4112','S172-8','Ar', 'SU')
('AC12058-2022-11-01-4259','A237-11','HXcEQKTlePQY', 'SL')
('AC12058-2022-11-01-4260','A237-12','GWOPrhoSWLs', 'SU')
('SL22517-2022-11-02-4167','S174-15','LUzpTzF', 'SL')
('AC04652-2022-11-01-4435','A247-7','WUIv', 'LB')
('SL12058-2022-11-01-4139','S173-11','sVOcHMVLnN', 'UB')
('AC22517-2022-11-01-4325','A241-5','IxLvE', 'SL')
