('SL04652-2022-11-01-11','S1-11','bdPIlrsePUx', 'UB')
('AC22517-2022-11-01-4092','A228-6','aynjs', 'SU')
('SL04652-2022-11-01-4276','S179-4','e', 'LB')
('SL04652-2022-11-01-4277','S179-5','C', 'MB')
('SL04652-2022-11-02-4176','S174-24','DwdfwZBIZwfePhnB', 'SU')
('AC22517-2022-11-01-4140','A230-18','qxQvjjz', 'SU')
('AC04652-2022-11-01-4334','A241-14','ThQaiFKCXhudn', 'LB')
('SL22517-2022-11-02-4389','S183-21','VHpQCGcMJFn', 'MB')
('AC04652-2022-11-02-4250','A237-2','tmCHJXbsJgV', 'LB')
('SL04652-2022-11-01-4350','S182-6','JSbPqhBV', 'UB')
('SL22517-2022-11-01-4363','S182-19','keDvMGcLMv', 'UB')
('SL04652-2022-11-02-4271','S178-23','vacsrQKE', 'SL')
('SL22517-2022-11-02-4442','S186-2','DrmR', 'MB')
('AC12058-2022-11-01-4354','A242-16','XnqmEvpOjqjfTump', 'UB')
('AC04652-2022-11-01-4394','A245-2','xVtxomKlZey', 'LB')
('SL04652-2022-11-02-4281','S179-9','gwgYyysSIgMDWH', 'LB')
('AC04652-2022-11-02-4307','A240-5','WhTVnZi', 'SL')
('SL04652-2022-11-02-4283','S179-11','RSX', 'UB')
('AC22517-2022-11-01-4203','A234-9','FMLR', 'UB')
('AC22517-2022-11-02-4438','A247-10','Hk', 'UB')
('AC04652-2022-11-01-4422','A246-12','GhRhJtWSNHTPB', 'SU')
('AC12058-2022-11-01-4375','A244-1','WC', 'LB')
('AC04652-2022-11-01-4426','A246-16','m', 'UB')
('SL04652-2022-11-02-4310','S180-14','SR', 'UB')
('AC22517-2022-11-02-4453','A248-7','qKVXA', 'LB')
('AC22517-2022-11-01-4217','A235-5','oCmuVaeQgR', 'SL')
('SL12058-2022-11-01-4381','S183-13','TofjSEvMXCnIrEwS', 'MB')
('SL12058-2022-11-01-4382','S183-14','gQXSg', 'UB')
('SL12058-2022-11-01-4383','S183-15','aJM', 'SL')
('AC04652-2022-11-02-4333','A241-13','nQoxdxFARxaLH', 'LB')
('SL12058-2022-11-01-4384','S183-16','qfKCXnyDfGO', 'SU')
('SL04652-2022-11-01-4390','S183-22','AShzAt', 'UB')
('SL12058-2022-11-01-4386','S183-18','in', 'MB')
('SL22517-2022-11-02-4477','S187-13','vmadvFqFpVvWDw', 'MB')
('AC04652-2022-11-01-4441','A247-13','KqzThsZGOOZ', 'LB')
('SL04652-2022-11-02-4314','S180-18','vbmlReKRA', 'MB')
('AC04652-2022-11-02-4342','A242-4','EEnLACaPt', 'UB')
('SL22517-2022-11-02-4484','S187-20','mQeynN', 'LB')
('AC22517-2022-11-02-4460','A248-14','EDIEpKJoMYszkikL', 'LB')
('AC12058-2022-11-01-4388','A244-14','WWk', 'LB')
('SL12058-2022-11-01-4388','S183-20','Yn', 'LB')
('SL22517-2022-11-01-4394','S184-2','L', 'MB')
('SL22517-2022-11-02-4489','S188-1','yRnawgJXuT', 'LB')
('SL04652-2022-11-01-4397','S184-5','iJAlxd', 'MB')
('SL22517-2022-11-01-4398','S184-6','wFBHoLTePEk', 'UB')
('AC12058-2022-11-01-4394','A245-2','NdnGYRs', 'LB')
('AC22517-2022-11-02-4472','A249-8','IHJhYoy', 'LB')
('SL22517-2022-11-01-4412','S184-20','audkKYCpoX', 'LB')
('SL04652-2022-11-02-4331','S181-11','jgWKaLrlQW', 'UB')
('AC22517-2022-11-02-4477','A249-13','CwePHwlbpZlBWzz', 'LB')
('SL22517-2022-11-02-4500','S188-12','ZMuFtztDd', 'LB')
('SL22517-2022-11-02-4501','S188-13','YtrFWlUUCIe', 'MB')
('SL22517-2022-11-02-4502','S188-14','sbQVczfVzjrDkZ', 'UB')
('AC12058-2022-11-01-4405','A245-13','eaIht', 'LB')
('SL04652-2022-11-01-4410','S184-18','b', 'MB')
('SL12058-2022-11-01-4453','S186-13','yWDUUUgxpuB', 'MB')
('SL04652-2022-11-01-4463','S186-23','KEeah', 'SL')
('SL04652-2022-11-01-4464','S186-24','SWOtgkHJKSXzFv', 'SU')
('SL22517-2022-11-01-4484','S187-20','xkLVmWTNNdI', 'LB')
('SL04652-2022-11-02-4394','S184-2','kvt', 'MB')
('AC12058-2022-11-01-4461','A248-15','ggDJzmMSyTAL', 'UB')
('AC04652-2022-11-01-4518','A251-18','mqwmOXeyWqK', 'SU')
('SL04652-2022-11-01-4473','S187-9','ctasLB', 'LB')
('AC12058-2022-11-01-4467','A249-3','khufdcdtBOmKbf', 'UB')
('SL22517-2022-11-02-4567','S191-7','TCArJ', 'SL')
('AC04652-2022-11-02-4420','A246-10','coMlG', 'UB')
('SL22517-2022-11-02-4569','S191-9','BNMuGdw', 'LB')
('AC12058-2022-11-01-4471','A249-7','mgez', 'LB')
('AC04652-2022-11-01-4527','A252-9','aECcPX', 'UB')
('SL22517-2022-11-02-4571','S191-11','uMzK', 'UB')
('AC04652-2022-11-01-4529','A252-11','WAC', 'SL')
('SL22517-2022-11-01-4502','S188-14','emlva', 'UB')
('AC22517-2022-11-02-4543','A253-7','gWMswrhE', 'LB')
('SL04652-2022-11-01-4481','S187-17','RaowmAXSjxMHvo', 'LB')
('AC12058-2022-11-01-4479','A249-15','InYLsDFtLsu', 'UB')
('AC12058-2022-11-01-4481','A249-17','lFeeLqdFUeZClH', 'SL')
('AC04652-2022-11-01-4533','A252-15','sHpZYtj', 'UB')
('AC04652-2022-11-01-4534','A252-16','LUHjK', 'UB')
('AC22517-2022-11-02-4545','A253-9','XcdMAwayAXt', 'UB')
('SL04652-2022-11-01-4485','S187-21','elAAeCvIGLMgn', 'MB')
('SL04652-2022-11-01-4486','S187-22','tUnLgRQxmSEj', 'UB')
('SL22517-2022-11-01-4509','S188-21','eKwDwOXQxJ', 'MB')
('SL04652-2022-11-01-4498','S188-10','SeCLgVRadrpzlSg', 'MB')
('AC04652-2022-11-01-4545','A253-9','JNCmysgv', 'UB')
('SL22517-2022-11-01-4520','S189-8','cNLJdyCoRsYOJij', 'SU')
('SL22517-2022-11-01-4524','S189-12','vE', 'LB')
('AC04652-2022-11-01-4550','A253-14','LSQCDJpAzcJDuSE', 'LB')
('SL22517-2022-11-02-4595','S192-11','hzyET', 'UB')
('AC04652-2022-11-01-4553','A253-17','N', 'SL')
('SL04652-2022-11-01-4505','S188-17','er', 'LB')
('SL12058-2022-11-01-4490','S188-2','FyDxHdVmS', 'MB')
('AC04652-2022-11-02-4450','A248-4','DViuQqVkhaq', 'UB')
('SL22517-2022-11-01-4531','S189-19','IuTdSWVco', 'UB')
('SL04652-2022-11-02-4435','S185-19','M', 'UB')
('SL04652-2022-11-01-4516','S189-4','XBuiUXttHWA', 'LB')
('SL22517-2022-11-02-4606','S192-22','MA', 'UB')
('SL04652-2022-11-02-4439','S185-23','uuOQdDZxPMKqUQ', 'SL')
('AC22517-2022-11-01-4358','A243-2','kkBRCnyJWz', 'LB')
('AC12058-2022-11-01-4512','A251-12','s', 'SU')
('SL04652-2022-11-01-4523','S189-11','H', 'UB')
('AC22517-2022-11-02-4568','A254-14','H', 'LB')
('SL22517-2022-11-02-4614','S193-6','jcdguIkCZW', 'UB')
('SL12058-2022-11-01-4505','S188-17','AaxcNww', 'LB')
('AC04652-2022-11-02-4472','A249-8','hcwTLSsxRsx', 'LB')
('AC22517-2022-11-01-4367','A243-11','ZUuYqYUpg', 'SL')
('AC04652-2022-11-01-4572','A254-18','BXlozRjKUwznDpZV', 'SU')
('SL12058-2022-11-01-4509','S188-21','Eu', 'MB')
('AC04652-2022-11-02-4476','A249-12','pwQSnJwKTB', 'SU')
('SL22517-2022-11-02-4618','S193-10','qNgPS', 'MB')
('SL22517-2022-11-02-4621','S193-13','FmFvGskIwRg', 'MB')
('SL04652-2022-11-01-4534','S189-22','gXxoTkaQnAPNE', 'UB')
('SL04652-2022-11-01-4540','S190-4','ffSm', 'LB')
('AC22517-2022-11-01-4380','A244-6','yMHyyw', 'SU')
('SL22517-2022-11-01-4558','S190-22','gmXWoEJaniJrat', 'UB')
('SL22517-2022-11-01-4563','S191-3','YbxAgBjclWBWYO', 'UB')
('AC04652-2022-11-01-4589','A255-17','iXln', 'SL')
('SL04652-2022-11-01-4552','S190-16','doKWYuaJxdo', 'SU')
('SL04652-2022-11-02-4467','S187-3','vIrFwdQHqsBhTSir', 'UB')
('SL04652-2022-11-01-4554','S190-18','BKbNSLhdf', 'MB')
('SL04652-2022-11-02-4470','S187-6','BYhmkrwGfyezBT', 'UB')
('AC04652-2022-11-01-4596','A256-6','mgBsj', 'SU')
('SL04652-2022-11-02-4471','S187-7','jQXjYaCAAFwULyT', 'SL')
('AC22517-2022-11-01-4389','A244-15','bbwsYbzB', 'UB')
('SL22517-2022-11-01-4570','S191-10','RdVHE', 'MB')
('SL04652-2022-11-02-4474','S187-10','dUyFDKWHgFSd', 'MB')
('SL04652-2022-11-02-4478','S187-14','LXMJIdTPGiWAha', 'UB')
('SL22517-2022-11-02-4646','S194-14','CcTh', 'UB')
('AC04652-2022-11-01-4609','A257-1','evM', 'LB')
('AC04652-2022-11-01-4610','A257-2','zZOZDuMxFdPVALS', 'LB')
('SL04652-2022-11-02-4490','S188-2','SEspp', 'MB')
('SL04652-2022-11-02-4491','S188-3','fovLJ', 'UB')
('AC22517-2022-11-01-4402','A245-10','mUlvtYlpw', 'UB')
('SL04652-2022-11-01-4571','S191-11','QfSDOwiyt', 'UB')
('AC04652-2022-11-01-4613','A257-5','ZlFfFsAEtcsRDa', 'SL')
('AC04652-2022-11-02-4518','A251-18','PCmJabJhMARobOb', 'SU')
('SL04652-2022-11-01-4580','S191-20','ylRSlzbZiXWW', 'LB')
('AC22517-2022-11-01-4409','A245-17','ipeKYRiNikfyMIv', 'SL')
('AC22517-2022-11-01-4410','A245-18','QQmuQYNRoXl', 'SU')
('AC04652-2022-11-02-4525','A252-7','RWnUgFEhOhbCF', 'LB')
('SL12058-2022-11-01-4556','S190-20','qAOrjfuYO', 'LB')
('AC04652-2022-11-02-4527','A252-9','xC', 'UB')
('SL22517-2022-11-01-4596','S192-12','YkiQSIlI', 'LB')
('AC04652-2022-11-01-4623','A257-15','jwbNImxYtHW', 'UB')
('SL12058-2022-11-01-4557','S190-21','iu', 'MB')
('SL22517-2022-11-02-4663','S195-7','MjXjLlfbeeA', 'SL')
('AC22517-2022-11-02-4635','A258-9','khGGTs', 'UB')
('AC12058-2022-11-01-4580','A255-8','PVTST', 'LB')
('AC04652-2022-11-02-4531','A252-13','RoimaJxdRfvQZKpg', 'LB')
('SL12058-2022-11-01-4563','S191-3','cQEyv', 'UB')
('AC22517-2022-11-01-4417','A246-7','hSoAlch', 'LB')
('AC12058-2022-11-01-4584','A255-12','jWxIwICgvKaxaSrn', 'SU')
('SL04652-2022-11-01-4598','S192-14','VigwlRTBQ', 'UB')
('SL12058-2022-11-01-4570','S191-10','VjqqtDOYbgB', 'MB')
('SL22517-2022-11-01-4607','S192-23','wksFNJQePZFHEPgv', 'SL')
('SL12058-2022-11-01-4572','S191-12','UvYKhoXCGBlehyZ', 'LB')
('SL04652-2022-11-01-4609','S193-1','ScNXlvEjQXFGsR', 'LB')
('AC12058-2022-11-01-4601','A256-11','VyQmI', 'SL')
('SL04652-2022-11-01-4636','S194-4','jHM', 'LB')
('SL22517-2022-11-01-4674','S195-18','QsdmcnTiJYLEjy', 'MB')
('AC22517-2022-11-02-4781','A266-11','lXBqRKdLrK', 'SL')
('SL04652-2022-11-01-4718','S197-14','RpjyPSUZLLARQ', 'UB')
('SL22517-2022-11-01-4714','S197-10','dcWgV', 'MB')
('AC22517-2022-11-02-4785','A266-15','znuMoxPDiE', 'UB')
('SL22517-2022-11-01-4715','S197-11','xBTVUoKFw', 'UB')
('AC12058-2022-11-01-4726','A263-10','ihmWUr', 'UB')
('SL12058-2022-11-01-4711','S197-7','UdKA', 'SL')
('AC12058-2022-11-01-4732','A263-16','Qrh', 'UB')
('SL12058-2022-11-01-4715','S197-11','TxKNGxjoj', 'UB')
('SL22517-2022-11-01-4721','S197-17','vHYszErbnMxwGFP', 'LB')
('SL04652-2022-11-02-4661','S195-5','yowensFwX', 'MB')
('AC22517-2022-11-01-4562','A254-8','RafKnNpBiycmISx', 'LB')
('SL22517-2022-11-02-4805','S201-5','MhjDXGQ', 'MB')
('SL04652-2022-11-01-4735','S198-7','sTIJje', 'SL')
('AC04652-2022-11-02-4668','A260-6','XjIEvnsx', 'SU')
('SL04652-2022-11-02-4667','S195-11','g', 'UB')
('AC04652-2022-11-01-4780','A266-10','UbGXFmVOb', 'UB')
('SL22517-2022-11-01-4731','S198-3','UEEoUOjFjXIdFL', 'UB')
('AC04652-2022-11-01-4781','A266-11','cTecQTmwsFLJZ', 'SL')
('SL22517-2022-11-01-4733','S198-5','aTFoiQrCTL', 'MB')
('AC12058-2022-11-01-4746','A264-12','EhFdOKQBVVetFv', 'SU')
('SL04652-2022-11-02-4676','S195-20','KUVriYsX', 'LB')
('AC04652-2022-11-01-4786','A266-16','nHMnXXAgCcQk', 'UB')
('SL12058-2022-11-01-4731','S198-3','YpEaRsMMUnJLwYH', 'UB')
('SL12058-2022-11-01-4732','S198-4','AHeVCjg', 'LB')
('AC22517-2022-11-01-4574','A255-2','L', 'LB')
('SL22517-2022-11-02-4809','S201-9','DjNrdNV', 'LB')
('AC22517-2022-11-02-4816','A268-10','PfmYTK', 'UB')
('SL04652-2022-11-01-4753','S199-1','LlqjznitkFOtWVB', 'LB')
('SL22517-2022-11-01-4738','S198-10','fUOyMDWUvRvTkl', 'MB')
('SL04652-2022-11-02-4689','S196-9','mFCJx', 'LB')
('AC22517-2022-11-01-4578','A255-6','DteUpezaDmFpOa', 'SU')
('AC22517-2022-11-01-4579','A255-7','NTclTWy', 'LB')
('SL22517-2022-11-01-4740','S198-12','v', 'LB')
('SL04652-2022-11-02-4693','S196-13','czDZoSc', 'MB')
('AC04652-2022-11-02-4677','A260-15','jqedaqsXyCVnGF', 'UB')
('SL04652-2022-11-01-4759','S199-7','tKOVrT', 'SL')
('AC12058-2022-11-01-4760','A265-8','oaunJuIgEGRpIf', 'LB')
('AC04652-2022-11-01-4798','A267-10','yqMbMl', 'UB')
('AC22517-2022-11-01-4588','A255-16','uO', 'UB')
('AC04652-2022-11-01-4800','A267-12','Q', 'SU')
('AC04652-2022-11-01-4801','A267-13','IIjfDTpkM', 'LB')
('AC04652-2022-11-01-4802','A267-14','fzn', 'LB')
('AC04652-2022-11-02-4683','A261-3','EqNep', 'UB')
('SL04652-2022-11-01-4764','S199-12','ioDD', 'LB')
('SL04652-2022-11-01-4765','S199-13','tTQWFBzYNEeI', 'MB')
('SL22517-2022-11-01-4748','S198-20','rBGLpvOiCmdFOb', 'LB')
('SL22517-2022-11-02-4824','S201-24','rRPfrVVnjqKQ', 'SU')
('SL04652-2022-11-01-4766','S199-14','WFTRPca', 'UB')
('AC22517-2022-11-02-4831','A269-7','CxpfjSeUtsvDGbw', 'LB')
('AC04652-2022-11-01-4805','A267-17','VxMR', 'SL')
('SL22517-2022-11-02-4825','S202-1','UqB', 'LB')
('SL22517-2022-11-02-4826','S202-2','zEJMsbOhQCqer', 'MB')
('AC22517-2022-11-02-4833','A269-9','eJQk', 'UB')
('AC04652-2022-11-01-4807','A268-1','eBsltECvTeOKWKeH', 'LB')
('AC22517-2022-11-01-4595','A256-5','pzefcuwGFHfT', 'SL')
('AC12058-2022-11-01-4768','A265-16','aMMoSJX', 'UB')
('AC04652-2022-11-02-4686','A261-6','Gfcgasp', 'SU')
('AC04652-2022-11-02-4687','A261-7','xXkwmrFpYSKdBNa', 'LB')
('AC22517-2022-11-02-4838','A269-14','USDlJ', 'LB')
('SL22517-2022-11-02-4831','S202-7','qnSNoM', 'SL')
('AC22517-2022-11-01-4601','A256-11','adomqDUyntBndJ', 'SL')
('SL22517-2022-11-01-4761','S199-9','ViUFTlgfJ', 'LB')
('SL22517-2022-11-02-4832','S202-8','UiARkSz', 'SU')
('SL04652-2022-11-01-4772','S199-20','U', 'LB')
('AC04652-2022-11-02-4693','A261-13','nqDSDyAnIsiPscA', 'LB')
('SL22517-2022-11-02-4835','S202-11','fVPCW', 'UB')
('SL12058-2022-11-01-4762','S199-10','A', 'MB')
('AC22517-2022-11-02-4846','A270-4','uZF', 'UB')
('AC04652-2022-11-02-4704','A262-6','uqpeoybVJTLr', 'SU')
('SL04652-2022-11-02-4718','S197-14','CyOmBFhmyCqy', 'UB')
('AC04652-2022-11-01-4831','A269-7','kXrMxukzhJvvHgG', 'LB')
('SL04652-2022-11-01-4784','S200-8','LFac', 'SU')
('SL04652-2022-11-01-4785','S200-9','zctCzUbDW', 'LB')
('SL12058-2022-11-01-4771','S199-19','R', 'UB')
('AC04652-2022-11-02-4714','A262-16','AlFlBOD', 'UB')
('AC12058-2022-11-01-4789','A267-1','YernkisYMgmEb', 'LB')
('AC22517-2022-11-01-4623','A257-15','lAQqgn', 'UB')
('SL22517-2022-11-02-4858','S203-10','wFgdyFl', 'MB')
('SL04652-2022-11-01-4794','S200-18','qYSRkZ', 'MB')
('SL22517-2022-11-01-4777','S200-1','pfDleL', 'LB')
('SL22517-2022-11-02-4896','S204-24','dHPg', 'SU')
('SL22517-2022-11-01-4812','S201-12','FLr', 'LB')
('SL04652-2022-11-02-4772','S199-20','eDeesMHhhZYt', 'LB')
('AC22517-2022-11-01-4670','A260-8','UYnFxfNoi', 'LB')
('SL12058-2022-11-01-4815','S201-15','GeTdINHFD', 'SL')
('SL22517-2022-11-01-4817','S201-17','jsmAciqpM', 'LB')
('SL22517-2022-11-01-4821','S201-21','IbyTBcSdoMKinKIM', 'MB')
('SL04652-2022-11-01-4841','S202-17','UomLsQMKovki', 'LB')
('SL04652-2022-11-02-4779','S200-3','QJ', 'UB')
('SL22517-2022-11-01-4829','S202-5','d', 'MB')
('AC22517-2022-11-01-4685','A261-5','GSxb', 'SL')
('AC04652-2022-11-02-4778','A266-8','DXfgdpPJBIviXrH', 'LB')
('SL12058-2022-11-01-4826','S202-2','joOjmAs', 'MB')
('SL22517-2022-11-01-4836','S202-12','DP', 'LB')
('AC12058-2022-11-01-4850','A270-8','eoIraMRucLRESdU', 'LB')
('SL22517-2022-11-02-4912','S205-16','qYmCkFXDn', 'SU')
('AC04652-2022-11-01-4887','A272-9','SijuLWeynizgBVT', 'UB')
('AC22517-2022-11-02-4913','A273-17','sUWQTOQmQ', 'SL')
('AC22517-2022-11-01-4690','A261-10','JLEpUGQpzXmzSsDB', 'UB')
('AC22517-2022-11-01-4691','A261-11','bpfyretpID', 'SL')
('AC04652-2022-11-02-4782','A266-12','WYIXQTQIfIniZIPz', 'SU')
('SL22517-2022-11-01-4842','S202-18','hPWI', 'MB')
('SL04652-2022-11-01-4857','S203-9','WaBNnX', 'LB')
('SL04652-2022-11-01-4858','S203-10','MdutgjbaUlWfe', 'MB')
('SL04652-2022-11-01-4860','S203-12','MPVXZJLJqp', 'LB')
('SL04652-2022-11-02-4798','S200-22','UojeAf', 'UB')
('AC04652-2022-11-02-4787','A266-17','pxoSkadeP', 'SL')
('SL22517-2022-11-02-4922','S206-2','NXKaoxdqCZyu', 'MB')
('AC22517-2022-11-01-4700','A262-2','CVksNIZoIDazVD', 'LB')
('AC12058-2022-11-01-4863','A271-3','FIG', 'UB')
('SL04652-2022-11-02-4801','S201-1','WfTrZFvVqehnU', 'LB')
('AC22517-2022-11-02-4934','A275-2','JcKwHCXHmGSnkTub', 'LB')
('AC12058-2022-11-01-4870','A271-10','UFLjlj', 'UB')
('SL22517-2022-11-02-4935','S206-15','fqOoGtXFyDkkxnjc', 'SL')
('SL22517-2022-11-02-4937','S206-17','MuihDGV', 'LB')
('AC04652-2022-11-02-4802','A267-14','zjbdBFvpC', 'LB')
('AC22517-2022-11-01-4709','A262-11','mSSAxddeqJ', 'SL')
('AC04652-2022-11-01-4898','A273-2','paiePGj', 'LB')
('SL04652-2022-11-01-4883','S204-11','chyhWUncVYGGEPvH', 'UB')
('SL22517-2022-11-01-4861','S203-13','okWkkbZYA', 'MB')
('SL04652-2022-11-01-4889','S204-17','VnCf', 'LB')
('AC22517-2022-11-01-4721','A263-5','VbTe', 'SL')
('SL04652-2022-11-01-4923','S206-3','MRnWDbOeGxnjK', 'UB')
('AC22517-2022-11-02-4997','A278-11','NwuOXinAFpT', 'SL')
('AC22517-2022-11-01-4760','A265-8','M', 'LB')
('SL22517-2022-11-01-4902','S205-6','FTrxTLn', 'UB')
('AC22517-2022-11-01-4763','A265-11','F', 'SL')
('AC04652-2022-11-01-4937','A275-5','bcEEymfBfppY', 'SL')
('AC12058-2022-11-01-4919','A274-5','DahMgPPILKk', 'SL')
('SL22517-2022-11-02-5004','S209-12','ARLOEjuJGqskZB', 'LB')
('AC04652-2022-11-02-4869','A271-9','Ntg', 'UB')
('SL12058-2022-11-01-4895','S204-23','Ae', 'SL')
('AC22517-2022-11-01-4782','A266-12','YnYFnw', 'SU')
('SL04652-2022-11-02-4891','S204-19','LMnivSV', 'UB')
('AC12058-2022-11-01-4939','A275-7','sdwvscPRZJrKNbA', 'LB')
('AC04652-2022-11-01-4967','A276-17','xCTbV', 'SL')
('SL22517-2022-11-02-5016','S209-24','WUJZkreAsRZx', 'SU')
('AC04652-2022-11-01-4970','A277-2','LNO', 'LB')
('AC22517-2022-11-02-5024','A280-2','cD', 'LB')
('SL04652-2022-11-01-4977','S208-9','kNXntoFvrqDSbZ', 'LB')
('AC04652-2022-11-01-4974','A277-6','rHWMea', 'SU')
('AC22517-2022-11-02-5030','A280-8','QpHmsOujcSUHE', 'LB')
('AC12058-2022-11-01-4952','A276-2','XpM', 'LB')
('SL22517-2022-11-02-5026','S210-10','dub', 'MB')
('SL04652-2022-11-01-4983','S208-15','iQEhjjdNbRDM', 'SL')
('AC04652-2022-11-01-4979','A277-11','uPqfuABMcsXQ', 'SL')
('SL04652-2022-11-02-4915','S205-19','jGqq', 'UB')
('AC22517-2022-11-01-4800','A267-12','cmGDiP', 'SU')
('AC22517-2022-11-01-4801','A267-13','mdkK', 'LB')
('SL12058-2022-11-01-4925','S206-5','UGFoN', 'MB')
('AC12058-2022-11-01-4967','A276-17','Sl', 'SL')
('AC22517-2022-11-01-4809','A268-3','Gzx', 'UB')
('SL12058-2022-11-01-4934','S206-14','jufyuSKgJSTFn', 'UB')
('AC04652-2022-11-02-4916','A274-2','bNNYTMjI', 'LB')
('AC22517-2022-11-01-4811','A268-5','NBBVib', 'SL')
('SL12058-2022-11-01-4936','S206-16','Dqnwu', 'SU')
('SL04652-2022-11-01-4998','S209-6','VFlYr', 'UB')
('SL04652-2022-11-01-4999','S209-7','qjqIwPkrlRU', 'SL')
('AC04652-2022-11-02-4919','A274-5','SXzaNEAGI', 'SL')
('SL22517-2022-11-02-5047','S211-7','Z', 'SL')
('SL04652-2022-11-02-4931','S206-11','Tm', 'UB')
('SL04652-2022-11-02-4932','S206-12','H', 'LB')
('AC04652-2022-11-02-4923','A274-9','aKl', 'UB')
('SL12058-2022-11-01-4941','S206-21','FF', 'MB')
('SL22517-2022-11-02-5055','S211-15','RlHpvyzBAzYZiPYi', 'SL')
('SL22517-2022-11-01-4971','S208-3','NHHbbRx', 'UB')
('SL12058-2022-11-01-4984','S208-16','RYbYcC', 'SU')
('AC04652-2022-11-02-5030','A280-8','PwcZqVtDrILYBN', 'LB')
('AC22517-2022-11-01-4924','A274-10','uXonTXW', 'UB')
('AC04652-2022-11-01-5095','A284-1','CwXqdoF', 'LB')
('AC12058-2022-11-01-5086','A283-10','kbdx', 'UB')
('SL12058-2022-11-01-5047','S211-7','ZRS', 'SL')
('SL04652-2022-11-02-5048','S211-8','hKTjYLtHZqAqh', 'SU')
('AC04652-2022-11-01-5100','A284-6','bbJqYkX', 'SU')
('AC22517-2022-11-01-4937','A275-5','unUWFEu', 'SL')
('AC04652-2022-11-01-5102','A284-8','OqNHPyAmEmD', 'LB')
('SL22517-2022-11-02-5162','S216-2','fpriRgcJ', 'MB')
('AC22517-2022-11-01-4942','A275-10','o', 'UB')
('AC04652-2022-11-01-5108','A284-14','UzTpvR', 'LB')
('SL04652-2022-11-01-5132','S214-20','iFbgHoZHsYXPORy', 'LB')
('AC04652-2022-11-01-5111','A284-17','O', 'SL')
('AC04652-2022-11-02-5053','A281-13','ezHNaLgwoz', 'LB')
('AC12058-2022-11-01-5110','A284-16','xuH', 'UB')
('SL04652-2022-11-02-5069','S212-5','PzzMrgDBcyNa', 'MB')
('SL22517-2022-11-01-5099','S213-11','UsiUKfgtolAnUZQX', 'UB')
('SL04652-2022-11-01-5155','S215-19','CmbdSSvsklYgT', 'UB')
('SL04652-2022-11-02-5074','S212-10','PnItizejcEXTzQI', 'MB')
('AC04652-2022-11-01-5127','A285-15','ucMCHub', 'UB')
('AC04652-2022-11-01-5129','A285-17','yLixemAo', 'SL')
('SL12058-2022-11-01-5088','S212-24','EvWVefh', 'SU')
('AC22517-2022-11-02-5185','A289-1','pXSPrYvc', 'LB')
('SL12058-2022-11-01-5089','S213-1','BNjOc', 'LB')
('AC04652-2022-11-02-5075','A282-17','QkAVyqR', 'SL')
('SL22517-2022-11-02-5194','S217-10','znzUhwKPOXaKljD', 'MB')
('SL22517-2022-11-01-5114','S214-2','vxMd', 'MB')
('AC04652-2022-11-02-5081','A283-5','lhppaq', 'SL')
('SL22517-2022-11-02-5200','S217-16','pbQgbmGGaoRToX', 'SU')
('SL22517-2022-11-01-5118','S214-6','iIMTuQZrKt', 'UB')
('AC12058-2022-11-01-5141','A286-11','BgeYPHZt', 'SL')
('SL12058-2022-11-01-5101','S213-13','yYEqwXifoxwy', 'MB')
('AC04652-2022-11-02-5089','A283-13','dEefOqRSn', 'LB')
('SL04652-2022-11-02-5097','S213-9','U', 'LB')
('AC04652-2022-11-02-5094','A283-18','MHD', 'SU')
('SL22517-2022-11-02-5211','S218-3','RinJgehJOe', 'UB')
('SL12058-2022-11-01-5113','S214-1','ZmHin', 'LB')
('SL12058-2022-11-01-5114','S214-2','zvAZvBvhhuB', 'MB')
('SL04652-2022-11-02-5105','S213-17','Z', 'LB')
('SL22517-2022-11-02-5221','S218-13','YxnzItgHvbfOITD', 'MB')
('SL04652-2022-11-01-5188','S217-4','tcNkpiPAusSzBp', 'LB')
('SL04652-2022-11-01-5189','S217-5','Jk', 'MB')
('AC04652-2022-11-01-5162','A287-14','AMUJkLXS', 'LB')
('AC12058-2022-11-01-5171','A288-5','LFMYfrlvmddw', 'SL')
('SL04652-2022-11-01-5200','S217-16','nh', 'SU')
('AC12058-2022-11-01-5179','A288-13','sGDUGJIQdumKWYHk', 'LB')
('AC22517-2022-11-01-5025','A280-3','SrUciceFlyqtD', 'UB')
('AC22517-2022-11-01-5038','A280-16','nKpbyDOSeh', 'UB')
('SL04652-2022-11-02-5149','S215-13','Q', 'MB')
('AC22517-2022-11-02-5247','A292-9','JzJpPgnrkqd', 'UB')
('AC04652-2022-11-02-5138','A286-8','imoXNoB', 'LB')
('AC12058-2022-11-01-5203','A290-1','hRNeAnRnQIciHC', 'LB')
('SL22517-2022-11-02-5271','S220-15','UBcOHIefKqaQqcVm', 'SL')
('AC22517-2022-11-01-5052','A281-12','OVRSR', 'SU')
('AC22517-2022-11-02-5261','A293-5','LoQdkNWqnPRHNLB', 'SL')
('SL04652-2022-11-01-5229','S218-21','mCPlaE', 'MB')
('SL04652-2022-11-02-5168','S216-8','KoRxxJDCqKV', 'SU')
('AC22517-2022-11-02-5264','A293-8','KkDoYDKqEVj', 'LB')
('SL04652-2022-11-01-5231','S218-23','SQuILx', 'SL')
('SL04652-2022-11-02-5174','S216-14','bZXJFNSReiibFnL', 'UB')
