('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('SL22517-2022-11-01-5512','S230-16','D', 'SU')
('SL12058-2022-11-01-5511','S230-15','jydCvgSEKtVdXH', 'SL')
('AC12058-2022-11-01-5514','A307-6','eFf', 'SU')
('AC04652-2022-11-01-5554','A309-10','BawfvnmyryAbbIm', 'UB')
('AC22517-2022-11-01-5421','A302-3','tZn', 'UB')
('SL04652-2022-11-01-5559','S232-15','bZ', 'SL')
('AC12058-2022-11-01-5545','A309-1','mXUabiISIqWdEdW', 'LB')
('SL04652-2022-11-01-5561','S232-17','IcbLjE', 'LB')
('SL12058-2022-11-01-5535','S231-15','KqXENFpcGRPaVMS', 'SL')
('AC22517-2022-11-01-5433','A302-15','vau', 'UB')
('SL04652-2022-11-01-5567','S232-23','RGKtbdsrk', 'SL')
('AC04652-2022-11-02-5464','A304-10','JhrscZNePgAbPdHW', 'UB')
('SL12058-2022-11-01-5542','S231-22','JTmGxoolQE', 'UB')
('SL22517-2022-11-02-5618','S235-2','uYDNlEnkojP', 'MB')
('AC22517-2022-11-02-5652','A314-18','XmTzJDMRs', 'SU')
('SL22517-2022-11-02-5622','S235-6','rfWkmzJeOkJVjUPk', 'UB')
('AC22517-2022-11-02-5654','A315-2','kw', 'LB')
('SL22517-2022-11-01-5548','S232-4','pHlGlkohPRcs', 'LB')
('AC04652-2022-11-01-5590','A311-10','tCoQfA', 'UB')
('AC22517-2022-11-01-5439','A303-3','CvzucGnEzWPzJJ', 'UB')
('AC22517-2022-11-01-5440','A303-4','hhwLsIJZ', 'UB')
('AC22517-2022-11-01-5467','A304-13','VziFgGZzvTJQt', 'LB')
('AC22517-2022-11-02-5681','A316-11','eAnNFimrQ', 'SL')
('AC04652-2022-11-02-5498','A306-8','FosBNLCVasRe', 'LB')
('AC04652-2022-11-01-5618','A313-2','HXpdGAxZ', 'LB')
('AC04652-2022-11-01-5620','A313-4','YarpAX', 'UB')
('AC12058-2022-11-01-5590','A311-10','grYBWOa', 'UB')
('AC22517-2022-11-02-5687','A316-17','AOOvJ', 'SL')
('SL04652-2022-11-02-5602','S234-10','lpflIdFMy', 'MB')
('SL12058-2022-11-01-5612','S234-20','trhN', 'LB')
('AC04652-2022-11-01-5657','A315-5','ZdGtOgYSAtSxmXFg', 'SL')
('AC04652-2022-11-02-5535','A308-9','OOHwXCfkhp', 'UB')
('SL22517-2022-11-01-5616','S234-24','XAEzomftqPRgUo', 'SU')
('AC12058-2022-11-01-5638','A314-4','gfGSLvaAqZhWuVYl', 'UB')
('SL04652-2022-11-02-5610','S234-18','uSPeSwV', 'MB')
('AC12058-2022-11-01-5639','A314-5','CxZX', 'SL')
('AC22517-2022-11-01-5513','A307-5','ZVWXaDddGlD', 'SL')
('AC04652-2022-11-02-5545','A309-1','MtkrYs', 'LB')
('AC12058-2022-11-01-5650','A314-16','rEQhmGf', 'UB')
('SL22517-2022-11-01-5623','S235-7','GTFfyBUgMjQ', 'SL')
('AC04652-2022-11-02-5551','A309-7','iStOQgNXXI', 'LB')
('SL22517-2022-11-01-5658','S236-18','NgXVPJ', 'MB')
('AC22517-2022-11-02-5779','A322-1','FNHOYCOXjyvFqD', 'LB')
('AC22517-2022-11-02-5780','A322-2','hWmHlFUwibBbMVGq', 'LB')
('SL22517-2022-11-02-5739','S240-3','J', 'UB')
('SL22517-2022-11-01-5661','S236-21','rXldRTV', 'MB')
('SL04652-2022-11-01-5684','S237-20','KboNtDjfbFyRqk', 'LB')
('AC22517-2022-11-01-5565','A310-3','ymKmGRC', 'UB')
('AC04652-2022-11-01-5719','A318-13','MZEBfLLV', 'LB')
('SL22517-2022-11-02-5775','S241-15','loDASIB', 'SL')
('AC22517-2022-11-01-5599','A312-1','YbBPwzKRRofiSXMg', 'LB')
('SL12058-2022-11-01-5694','S238-6','RURSnoAZGproGx', 'UB')
('SL04652-2022-11-01-5722','S239-10','nqfOSChhdWvzOXdZ', 'MB')
('SL04652-2022-11-02-5693','S238-5','vHetaHiXJ', 'MB')
('AC12058-2022-11-01-5732','A319-8','VAZFHGj', 'LB')
('AC22517-2022-11-02-5819','A324-5','fXeN', 'SL')
('SL22517-2022-11-02-5781','S241-21','GNfanIhJwPDWH', 'MB')
('AC22517-2022-11-02-5821','A324-7','z', 'LB')
('SL12058-2022-11-01-5697','S238-9','aSCT', 'LB')
('SL04652-2022-11-01-5731','S239-19','bJCRuLzKm', 'UB')
('SL22517-2022-11-01-5702','S238-14','bWiFdswCRf', 'UB')
('SL22517-2022-11-02-5786','S242-2','cWCeuSBUTkvGt', 'MB')
('SL04652-2022-11-02-5702','S238-14','NcNiem', 'UB')
('SL12058-2022-11-01-5704','S238-16','WfmNMSqSenAupv', 'SU')
('SL04652-2022-11-02-5705','S238-17','UvTPGdThqMlWFYJl', 'LB')
('AC04652-2022-11-01-5768','A321-8','Lg', 'LB')
('AC12058-2022-11-01-5755','A320-13','bmvLPS', 'LB')
('SL12058-2022-11-01-5708','S238-20','pLSyvb', 'LB')
('AC04652-2022-11-01-5771','A321-11','drztgoov', 'SL')
('AC12058-2022-11-01-5758','A320-16','IsyWYWRarv', 'UB')
('AC04652-2022-11-01-5773','A321-13','lYgOTFA', 'LB')
('SL12058-2022-11-01-5716','S239-4','wdYPLYrln', 'LB')
('AC22517-2022-11-02-5836','A325-4','FzO', 'UB')
('SL04652-2022-11-01-5751','S240-15','joSdhiJnBtgd', 'SL')
('SL22517-2022-11-02-5800','S242-16','JlboBua', 'SU')
('AC22517-2022-11-02-5838','A325-6','luvmEa', 'SU')
('AC12058-2022-11-01-5765','A321-5','Y', 'SL')
('SL04652-2022-11-01-5758','S240-22','fpbRNBimKxMyeNb', 'UB')
('AC12058-2022-11-01-5769','A321-9','bhWvRuwsSnV', 'UB')
('AC12058-2022-11-01-5770','A321-10','zKVrxtlDAg', 'UB')
('AC04652-2022-11-02-5665','A315-13','iuEPakEDeuWjfVM', 'LB')
('SL04652-2022-11-02-5726','S239-14','svuuzJxHP', 'UB')
('SL04652-2022-11-01-5768','S241-8','FkkGMFOYXArgWK', 'SU')
('SL22517-2022-11-01-5731','S239-19','zdrxUUrH', 'UB')
('SL04652-2022-11-01-5770','S241-10','FRWwxlYCenBnKaG', 'MB')
('SL22517-2022-11-01-5733','S239-21','LTdWrElWCErlzB', 'MB')
('SL22517-2022-11-02-5815','S243-7','xdMwQmQqHScsm', 'SL')
('AC22517-2022-11-02-5848','A325-16','kphzbP', 'UB')
('SL22517-2022-11-01-5735','S239-23','yhfjwVIc', 'SL')
('AC22517-2022-11-01-5642','A314-8','DLaDAZiQnhsjxna', 'LB')
('AC22517-2022-11-02-5849','A325-17','HGFMkKvOqGA', 'SL')
('AC22517-2022-11-01-5646','A314-12','tq', 'SU')
('SL04652-2022-11-01-5773','S241-13','kVTDMuLijJW', 'MB')
('AC22517-2022-11-01-5648','A314-14','GTjoGaD', 'LB')
('SL12058-2022-11-01-5731','S239-19','RrEyYcc', 'UB')
('SL22517-2022-11-02-5820','S243-12','KtjZ', 'LB')
('SL04652-2022-11-02-5743','S240-7','XFijPqHNIPmYxi', 'SL')
('SL04652-2022-11-01-5795','S242-11','zWF', 'UB')
('SL12058-2022-11-01-5749','S240-13','nKhlMA', 'MB')
('SL22517-2022-11-02-5838','S244-6','LbnlYGqrpWZHI', 'UB')
('AC04652-2022-11-02-5743','A320-1','zCQvBlQUwtMsFGa', 'LB')
('SL12058-2022-11-01-5792','S242-8','WWBlDwFAzL', 'SU')
('AC04652-2022-11-02-5744','A320-2','s', 'LB')
('AC22517-2022-11-02-5910','A329-6','JQ', 'SU')
('AC22517-2022-11-02-5911','A329-7','pGfJutTglTUryq', 'LB')
('AC04652-2022-11-02-5752','A320-10','RGigWvsdW', 'UB')
('AC22517-2022-11-01-5717','A318-11','qINTIEg', 'SL')
('AC12058-2022-11-01-5852','A326-2','avQVzuxpn', 'LB')
('AC04652-2022-11-02-5755','A320-13','alTWBVhXTPWvU', 'LB')
('AC04652-2022-11-02-5756','A320-14','cBvrodcLhYaWyj', 'LB')
('SL12058-2022-11-01-5808','S242-24','ysazxHEQ', 'SU')
('AC04652-2022-11-01-5878','A327-10','nY', 'UB')
('AC22517-2022-11-01-5724','A318-18','sGOERTwGDFbFWE', 'SU')
('SL04652-2022-11-01-5835','S244-3','VaItaPmd', 'UB')
('AC04652-2022-11-02-5769','A321-9','MtaGcYJGwrmI', 'UB')
('AC04652-2022-11-01-5882','A327-14','CbNwKYdOaOZ', 'LB')
('SL04652-2022-11-01-5840','S244-8','kPQGKq', 'SU')
('AC04652-2022-11-01-5886','A327-18','gsJldwUgaGJmZFLU', 'SU')
('SL04652-2022-11-01-5841','S244-9','Ko', 'LB')
('SL04652-2022-11-02-5819','S243-11','o', 'UB')
('SL22517-2022-11-01-5822','S243-14','eCNHOmqaOeMQIl', 'UB')
('AC22517-2022-11-01-5740','A319-16','VIEXUufmndRzxCU', 'UB')
('AC04652-2022-11-01-5888','A328-2','dx', 'LB')
('AC22517-2022-11-02-5944','A331-4','CFhbLSeQ', 'UB')
('SL12058-2022-11-01-5820','S243-12','u', 'LB')
('SL22517-2022-11-01-5825','S243-17','qhQipcSsaRZnsI', 'LB')
('SL04652-2022-11-01-5844','S244-12','znQvndSmgovqvWg', 'LB')
('SL04652-2022-11-01-5845','S244-13','emyN', 'MB')
('AC12058-2022-11-01-5872','A327-4','Q', 'UB')
('AC04652-2022-11-01-5895','A328-9','snhOQLdloeE', 'UB')
('AC04652-2022-11-01-5896','A328-10','WHUNRHoTqaMbevEK', 'UB')
('SL12058-2022-11-01-5827','S243-19','c', 'UB')
('SL22517-2022-11-02-5923','S247-19','KuABlzCNKxmAapz', 'UB')
('AC22517-2022-11-02-5962','A332-4','mDSRQtBQ', 'UB')
('SL12058-2022-11-01-5837','S244-5','OKRSDkYP', 'MB')
('SL12058-2022-11-01-5840','S244-8','qgJYfePBSpPSSS', 'SU')
('SL04652-2022-11-02-5844','S244-12','QqcQjyzHOP', 'LB')
('AC12058-2022-11-01-5896','A328-10','xFGDRQPqc', 'UB')
('SL22517-2022-11-01-5839','S244-7','JxdHeixUneTKT', 'SL')
('AC22517-2022-11-02-5970','A332-12','bcgrkeiPPQLJonii', 'SU')
('AC22517-2022-11-02-5971','A332-13','x', 'LB')
('SL04652-2022-11-01-5867','S245-11','rtbnDIJkt', 'UB')
('AC04652-2022-11-01-5910','A329-6','ZNPMWGuVV', 'SU')
('AC22517-2022-11-02-5975','A332-17','oLoxyjnZvvM', 'SL')
('SL12058-2022-11-01-5845','S244-13','uU', 'MB')
('SL22517-2022-11-01-5841','S244-9','dSAHhd', 'LB')
('AC12058-2022-11-01-5903','A328-17','qYQHLxngwUlLH', 'SL')
('SL04652-2022-11-01-5869','S245-13','nmGphtKbkLC', 'MB')
('AC22517-2022-11-01-5775','A321-15','SvPGotqSTzSFuWUF', 'UB')
('AC22517-2022-11-02-5984','A333-8','JVTDHHWbf', 'LB')
('SL22517-2022-11-01-5848','S244-16','yCaFnnnlU', 'SU')
('AC22517-2022-11-01-5779','A322-1','CyTjOpFAEey', 'LB')
('SL04652-2022-11-02-5861','S245-5','lXnsVBWjD', 'MB')
('SL12058-2022-11-01-5857','S245-1','Unma', 'LB')
('AC22517-2022-11-01-5786','A322-8','tcfUIPvF', 'LB')
('SL22517-2022-11-01-5859','S245-3','P', 'UB')
('AC22517-2022-11-02-5993','A333-17','Jf', 'SL')
('SL04652-2022-11-01-5881','S246-1','iq', 'LB')
('SL22517-2022-11-02-5958','S249-6','EFwPjJY', 'UB')
('AC22517-2022-11-02-5996','A334-2','yyBiyAWOZxCHWBtS', 'LB')
('AC22517-2022-11-01-5792','A322-14','i', 'LB')
('AC22517-2022-11-02-6001','A334-7','qR', 'LB')
('AC04652-2022-11-02-5828','A324-14','LyOote', 'LB')
('SL12058-2022-11-01-5868','S245-12','WXWhhbaPzRF', 'LB')
('SL12058-2022-11-01-5869','S245-13','giRHNvMG', 'MB')
('SL22517-2022-11-01-5873','S245-17','sbRxncMavDeEgr', 'LB')
('AC04652-2022-11-01-5946','A331-6','cDeY', 'SU')
('AC12058-2022-11-01-5935','A330-13','gDCcSVVVKHocnIxo', 'LB')
('SL04652-2022-11-02-5889','S246-9','qhiBxnP', 'LB')
('AC22517-2022-11-01-5805','A323-9','JL', 'UB')
('AC22517-2022-11-01-5811','A323-15','ndICycUzPmaWRbWU', 'UB')
('SL12058-2022-11-01-5885','S246-5','ERQZLsCxCm', 'MB')
('AC04652-2022-11-01-5957','A331-17','Ebcprz', 'SL')
('AC04652-2022-11-01-5958','A331-18','XuKkccnQ', 'SU')
('AC22517-2022-11-02-6015','A335-3','SmIGMZtblJE', 'UB')
('SL22517-2022-11-01-5884','S246-4','HAUKEvTEYlK', 'LB')
('AC22517-2022-11-02-6017','A335-5','LOmOWtoBc', 'SL')
('AC22517-2022-11-02-6018','A335-6','a', 'SU')
('SL22517-2022-11-01-5888','S246-8','Rs', 'SU')
('AC04652-2022-11-01-5967','A332-9','UIaBvTM', 'UB')
('SL12058-2022-11-01-5894','S246-14','N', 'UB')
('SL04652-2022-11-02-5901','S246-21','uaZLHgnCOdsaLMm', 'MB')
('AC04652-2022-11-02-5855','A326-5','N', 'SL')
('AC22517-2022-11-01-5823','A324-9','dSuXZQXodEKo', 'UB')
('SL04652-2022-11-01-5917','S247-13','gPxIJgC', 'MB')
('SL04652-2022-11-02-5904','S246-24','hpkMVNr', 'SU')
('AC04652-2022-11-01-5978','A333-2','skqvsnbT', 'LB')
('SL04652-2022-11-02-5905','S247-1','UAubBsYvs', 'LB')
('AC04652-2022-11-01-5979','A333-3','aod', 'UB')
('SL04652-2022-11-02-5908','S247-4','jKxSzsEF', 'LB')
('AC04652-2022-11-02-5861','A326-11','PYIKgyqjGbOj', 'SL')
('SL22517-2022-11-01-5898','S246-18','ZeDrYqAmB', 'MB')
('AC04652-2022-11-01-5983','A333-7','DQEUJBhuvjf', 'LB')
('SL12058-2022-11-01-5901','S246-21','EXRtwsLwbWUbR', 'MB')
('AC22517-2022-11-01-5826','A324-12','hTRKp', 'SU')
('SL12058-2022-11-01-5902','S246-22','OWLyEzumd', 'UB')
('AC04652-2022-11-01-5986','A333-10','NnanSnducBLbJbdG', 'UB')
('AC22517-2022-11-01-5829','A324-15','aRJX', 'UB')
('SL04652-2022-11-02-5915','S247-11','M', 'UB')
('SL04652-2022-11-02-5916','S247-12','ZyFhJLFxtaWAgo', 'LB')
('SL22517-2022-11-02-6016','S251-16','kxiIjYJ', 'SU')
('SL12058-2022-11-01-5907','S247-3','HDWkSfzFoIFChOO', 'UB')
('SL12058-2022-11-01-5908','S247-4','EhboP', 'LB')
('AC22517-2022-11-02-6037','A336-7','EMvAdnFnMYttkf', 'LB')
('AC04652-2022-11-02-5871','A327-3','DEtJGbuSRiym', 'UB')
('AC04652-2022-11-01-5993','A333-17','DMzOwFLHALiTz', 'SL')
('AC12058-2022-11-01-5967','A332-9','cHEPpE', 'UB')
('SL04652-2022-11-01-5926','S247-22','PPIqIEz', 'UB')
('AC04652-2022-11-02-5874','A327-6','tiPoYoRuPmXGSWF', 'SU')
('AC22517-2022-11-02-6040','A336-10','M', 'UB')
('AC04652-2022-11-02-5875','A327-7','kiwYoiUFzouYHAl', 'LB')
('SL22517-2022-11-02-6022','S251-22','uYsI', 'UB')
('SL22517-2022-11-02-6023','S251-23','nR', 'SL')
('AC04652-2022-11-02-5877','A327-9','WFQ', 'UB')
('SL04652-2022-11-02-5928','S247-24','IaLjR', 'SU')
('AC12058-2022-11-01-5975','A332-17','qsglByhgFKEXCtcI', 'SL')
('AC12058-2022-11-01-5977','A333-1','Yre', 'LB')
('AC22517-2022-11-02-6045','A336-15','nqHCriDSzoz', 'UB')
('SL12058-2022-11-01-5916','S247-12','tVbRl', 'LB')
('AC04652-2022-11-02-5883','A327-15','COuDjtnb', 'UB')
('SL22517-2022-11-02-6033','S252-9','AKNL', 'LB')
('AC22517-2022-11-01-5852','A326-2','rSju', 'LB')
('AC22517-2022-11-02-6054','A337-6','UvqGEK', 'SU')
('SL04652-2022-11-01-5941','S248-13','RaGtyRVCily', 'MB')
('AC04652-2022-11-01-6013','A335-1','b', 'LB')
('SL22517-2022-11-02-6039','S252-15','JkVCZaDLb', 'SL')
('AC04652-2022-11-01-6017','A335-5','PBUH', 'SL')
('SL04652-2022-11-01-5949','S248-21','giuGFPBosrtsBAW', 'MB')
('AC22517-2022-11-01-5885','A327-17','yqGD', 'SL')
('AC22517-2022-11-02-6084','A338-18','aohOjDUKFEPMYNK', 'SU')
('AC04652-2022-11-01-6046','A336-16','IUquBwc', 'UB')
('AC22517-2022-11-02-6087','A339-3','yeEzBNUdBHFirvz', 'UB')
('AC22517-2022-11-02-6114','A340-12','lNZL', 'SU')
('SL04652-2022-11-02-5996','S250-20','CewszhFpqzntMY', 'LB')
('SL04652-2022-11-02-5997','S250-21','jzTTXdxxEuPBnS', 'MB')
('AC04652-2022-11-02-5942','A331-2','Vt', 'LB')
('SL04652-2022-11-01-5995','S250-19','KYyRpMX', 'UB')
('AC04652-2022-11-02-5945','A331-5','HlfgHsjODYFmImPk', 'SL')
('AC22517-2022-11-02-6118','A340-16','sPiTIwgGyLRfdrd', 'UB')
('SL22517-2022-11-01-5980','S250-4','OCOoNPmx', 'LB')
('AC04652-2022-11-02-5948','A331-8','fCuPfbxZDNZW', 'LB')
('AC22517-2022-11-02-6120','A340-18','vkNTVzhnUQJ', 'SU')
('AC22517-2022-11-01-5930','A330-8','ITKhN', 'LB')
('AC04652-2022-11-02-5957','A331-17','Q', 'SL')
('SL12058-2022-11-01-6000','S250-24','HhHPqQprdZEmEe', 'SU')
('AC04652-2022-11-01-6091','A339-7','VgdXh', 'LB')
('AC12058-2022-11-01-6059','A337-11','JRjilnKa', 'SL')
('SL22517-2022-11-01-5992','S250-16','kW', 'SU')
('AC22517-2022-11-02-6138','A341-18','sGVlBYoTgYS', 'SU')
('AC04652-2022-11-02-5979','A333-3','CrdgPIfodoawg', 'UB')
('SL04652-2022-11-02-6027','S252-3','QtCvGHRSnp', 'UB')
('SL22517-2022-11-01-6002','S251-2','NDLn', 'MB')
('SL04652-2022-11-02-6030','S252-6','UzvkNRHhq', 'UB')
('AC22517-2022-11-02-6146','A342-8','CtTXbzWuFdqIScN', 'LB')
('SL22517-2022-11-01-6003','S251-3','PMlAcjsPjPmBKOqy', 'UB')
('AC04652-2022-11-02-5983','A333-7','sdrpJD', 'LB')
('SL04652-2022-11-01-6019','S251-19','ACx', 'UB')
('AC22517-2022-11-01-6010','A334-16','nKTRGJNwbjv', 'UB')
('AC22517-2022-11-01-6012','A334-18','nl', 'SU')
('SL22517-2022-11-02-6179','S258-11','BQq', 'UB')
('SL12058-2022-11-01-6073','S254-1','JIObLx', 'LB')
('AC04652-2022-11-02-6060','A337-12','RWxeA', 'SU')
('AC22517-2022-11-02-6208','A345-16','qxxLCDDjt', 'UB')
('AC04652-2022-11-01-6158','A343-2','l', 'LB')
('AC04652-2022-11-02-6066','A337-18','WIQGTVKVnIszY', 'SU')
('AC12058-2022-11-01-6128','A341-8','anVLnMFFEiJE', 'LB')
('SL04652-2022-11-02-6108','S255-12','EfzvuPJ', 'LB')
('AC22517-2022-11-01-6019','A335-7','whyPuPE', 'LB')
('AC04652-2022-11-02-6070','A338-4','z', 'UB')
('SL22517-2022-11-02-6191','S258-23','rnXyBhEtomDtZMvm', 'SL')
('SL04652-2022-11-02-6110','S255-14','JuTzAYYx', 'UB')
('SL22517-2022-11-02-6192','S258-24','yaRMFVL', 'SU')
('SL12058-2022-11-01-6080','S254-8','IVZWgSMqQEc', 'SU')
('AC22517-2022-11-01-6022','A335-10','KplwVlJzq', 'UB')
('SL12058-2022-11-01-6081','S254-9','IxgScPYmurMunUVR', 'LB')
('AC12058-2022-11-01-6134','A341-14','yxLolluQ', 'LB')
('SL22517-2022-11-01-6089','S254-17','UsghT', 'LB')
('AC04652-2022-11-01-6169','A343-13','KcXrHVjoFaWDnI', 'LB')
('SL22517-2022-11-01-6092','S254-20','gBcmBHu', 'LB')
('AC12058-2022-11-01-6136','A341-16','nEikfwRBHnO', 'UB')
('AC12058-2022-11-01-6137','A341-17','ZsneYTAyhHkS', 'SL')
('SL12058-2022-11-01-6089','S254-17','wgmQzXEYEm', 'LB')
('SL12058-2022-11-01-6090','S254-18','uFufhZxhwPBRc', 'MB')
('AC22517-2022-11-01-6030','A335-18','fkNIldoOgl', 'SU')
('AC12058-2022-11-01-6140','A342-2','VGfpivR', 'LB')
('SL22517-2022-11-02-6203','S259-11','tCxtUsu', 'UB')
('SL22517-2022-11-02-6204','S259-12','VFNzDgb', 'LB')
('SL04652-2022-11-01-6113','S255-17','uHR', 'LB')
('AC12058-2022-11-01-6145','A342-7','BcoSCWpanHVyvdh', 'LB')
('SL04652-2022-11-02-6124','S256-4','z', 'LB')
('AC22517-2022-11-01-6036','A336-6','Ymwdj', 'SU')
('SL04652-2022-11-02-6130','S256-10','ehcCArmshRCVUtcm', 'MB')
('SL04652-2022-11-01-6120','S255-24','Op', 'SU')
('SL12058-2022-11-01-6103','S255-7','JkcpdbkJgfRYBkX', 'SL')
('SL04652-2022-11-02-6134','S256-14','ytxZT', 'UB')
('AC12058-2022-11-01-6156','A342-18','SISAu', 'SU')
('SL22517-2022-11-02-6214','S259-22','OrSfSASN', 'UB')
('SL22517-2022-11-02-6216','S259-24','KhdK', 'SU')
('AC22517-2022-11-01-6052','A337-4','Cdby', 'UB')
('SL22517-2022-11-01-6107','S255-11','rXSGUqcHOFp', 'UB')
('AC22517-2022-11-01-6054','A337-6','BAgNcI', 'SU')
('SL22517-2022-11-02-6223','S260-7','s', 'SL')
('SL22517-2022-11-02-6224','S260-8','MBWvqMJaDaGvcAUz', 'SU')
('AC22517-2022-11-01-6056','A337-8','LMfacSZx', 'LB')
('AC22517-2022-11-02-6245','A347-17','HnfAjjjZYXtRgxBb', 'SL')
('AC22517-2022-11-02-6250','A348-4','cXUFvZoLgdCN', 'UB')
('SL22517-2022-11-02-6231','S260-15','sQ', 'SL')
('AC12058-2022-11-01-6201','A345-9','SE', 'UB')
('AC22517-2022-11-02-6276','A349-12','YepOdkEcRE', 'SU')
('AC12058-2022-11-01-6203','A345-11','TQQyHUNHUpr', 'SL')
('SL04652-2022-11-01-6168','S257-24','fWPLQHWzfhy', 'SU')
('AC22517-2022-11-01-6089','A339-5','kXP', 'SL')
('SL04652-2022-11-02-6180','S258-12','UuNXZGvSd', 'LB')
('SL04652-2022-11-01-6170','S258-2','bOzTCuMDe', 'MB')
('AC04652-2022-11-02-6141','A342-3','mcuHPIQzrEBlt', 'UB')
('SL04652-2022-11-01-6217','S260-1','RCdxJgQiI', 'LB')
('SL12058-2022-11-01-6203','S259-11','htElXouGkVwDCMFN', 'UB')
('SL04652-2022-11-01-6220','S260-4','kyFVKnv', 'LB')
('AC04652-2022-11-01-6284','A350-2','s', 'LB')
('SL22517-2022-11-02-6313','S264-1','hDLZgawbybLyx', 'LB')
('SL04652-2022-11-02-6242','S261-2','kkNN', 'MB')
('SL12058-2022-11-01-6210','S259-18','ebKuPivG', 'MB')
('SL04652-2022-11-02-6244','S261-4','olboBdCaRJiHoEgp', 'LB')
('SL12058-2022-11-01-6211','S259-19','qkOAiHkHyV', 'UB')
('AC22517-2022-11-02-6340','A353-4','aup', 'UB')
('AC04652-2022-11-02-6184','A344-10','SzlvJfa', 'UB')
('SL04652-2022-11-01-6231','S260-15','BljSZPTL', 'SL')
('SL04652-2022-11-02-6250','S261-10','NFAzzunQ', 'MB')
('SL12058-2022-11-01-6215','S259-23','FHW', 'SL')
('SL04652-2022-11-01-6234','S260-18','eRCSG', 'MB')
('AC22517-2022-11-01-6135','A341-15','RNqAdwPdwckOz', 'UB')
('AC22517-2022-11-02-6346','A353-10','WjmCxtHcIAoOQwgh', 'UB')
('AC12058-2022-11-01-6279','A349-15','SDHHDkfIjaRJ', 'UB')
('SL04652-2022-11-02-6257','S261-17','pXXdznhbccq', 'LB')
('SL04652-2022-11-01-6240','S260-24','JbT', 'SU')
('AC12058-2022-11-01-6281','A349-17','cvGbNmUYR', 'SL')
('SL22517-2022-11-01-6200','S259-8','mKXgPkpIA', 'SU')
('AC12058-2022-11-01-6282','A349-18','pNENvZzbDH', 'SU')
('SL12058-2022-11-01-6221','S260-5','dLaAYCXTnl', 'MB')
('AC04652-2022-11-01-6305','A351-5','kOXXfkzFneOz', 'SL')
('AC22517-2022-11-01-6140','A342-2','dwHtHsnqVOs', 'LB')
('SL04652-2022-11-01-6245','S261-5','xvBPhtHLdPv', 'MB')
('SL22517-2022-11-02-6332','S264-20','CuEaWBUJELmjmH', 'LB')
('SL12058-2022-11-01-6226','S260-10','sGtlBJUIFain', 'MB')
('AC04652-2022-11-02-6197','A345-5','aYRQDKrzqNamAmvp', 'SL')
('SL04652-2022-11-02-6262','S261-22','GDimFfUCHahHF', 'UB')
('AC04652-2022-11-02-6199','A345-7','vQH', 'LB')
('SL04652-2022-11-01-6248','S261-8','wiayRPGWgYQbR', 'SU')
('AC12058-2022-11-01-6290','A350-8','jCtAdDXgG', 'LB')
('AC04652-2022-11-01-6310','A351-10','GhAIeSFFY', 'UB')
('AC22517-2022-11-01-6146','A342-8','WcsNAtsYLLdu', 'LB')
('SL22517-2022-11-01-6209','S259-17','OYhLil', 'LB')
('AC12058-2022-11-01-6292','A350-10','Afv', 'UB')
('SL22517-2022-11-01-6211','S259-19','dQLnp', 'UB')
('SL22517-2022-11-02-6342','S265-6','HbVWdrsHx', 'UB')
('AC22517-2022-11-02-6358','A354-4','LTCak', 'UB')
('SL04652-2022-11-02-6267','S262-3','UFZUPHCLl', 'UB')
('AC04652-2022-11-02-6209','A345-17','LAbHjjpRnpFLl', 'SL')
('SL04652-2022-11-01-6261','S261-21','llxkdv', 'MB')
('SL04652-2022-11-02-6269','S262-5','SxvSm', 'MB')
('SL22517-2022-11-02-6349','S265-13','UkSw', 'MB')
('AC04652-2022-11-02-6211','A346-1','AvuNfEUuq', 'LB')
('SL04652-2022-11-01-6264','S261-24','jhpEnXjPCSrBIrMG', 'SU')
('SL22517-2022-11-02-6350','S265-14','NnfjZpevYYI', 'UB')
('SL04652-2022-11-02-6271','S262-7','UzDVqEKT', 'SL')
('SL22517-2022-11-02-6352','S265-16','vStf', 'SU')
('AC22517-2022-11-02-6367','A354-13','jp', 'LB')
('AC04652-2022-11-02-6216','A346-6','XB', 'SU')
('AC04652-2022-11-02-6218','A346-8','ILEhpUKuxYM', 'LB')
('AC22517-2022-11-02-6370','A354-16','Iop', 'UB')
('AC22517-2022-11-01-6167','A343-11','ywfuDdBHU', 'SL')
('AC22517-2022-11-02-6372','A354-18','nMjsJhqaF', 'SU')
('SL22517-2022-11-02-6357','S265-21','rJcrRuazaQTnlR', 'MB')
('SL22517-2022-11-02-6358','S265-22','iCDrhnSnZATwNV', 'UB')
('AC04652-2022-11-02-6225','A346-15','xdWqssBFGaYOjzQ', 'UB')
('SL04652-2022-11-01-6276','S262-12','gMgOqkPy', 'LB')
('SL22517-2022-11-02-6360','S265-24','nDtbTrJIzVt', 'SU')
('AC22517-2022-11-02-6376','A355-4','URcDoWg', 'UB')
('SL12058-2022-11-01-6249','S261-9','pQQ', 'LB')
('SL12058-2022-11-01-6250','S261-10','N', 'MB')
('AC22517-2022-11-02-6379','A355-7','EuhDhcgmrkWbGL', 'LB')
('SL04652-2022-11-01-6279','S262-15','Eh', 'SL')
('SL12058-2022-11-01-6253','S261-13','js', 'MB')
('AC04652-2022-11-02-6230','A347-2','dtAwVDWRVetaGF', 'LB')
('SL12058-2022-11-01-6255','S261-15','GnthHADRQQj', 'SL')
