('SL04652-2022-11-02-5','S1-5','riHEfALcuTXYKB', 'MB')
('AC04652-2022-11-02-5584','A311-4','gJPbevULYaS', 'UB')
('AC04652-2022-11-01-5703','A317-15','GyqnoshdBeR', 'UB')
('AC22517-2022-11-02-5771','A321-11','WXpW', 'SL')
('AC22517-2022-11-02-5772','A321-12','zE', 'SU')
('SL04652-2022-11-01-5680','S237-16','VkMcZNsJZE', 'SU')
('AC22517-2022-11-02-5778','A321-18','JhCagXeWNXtQ', 'SU')
('AC04652-2022-11-01-5712','A318-6','KJ', 'SU')
('AC04652-2022-11-01-5713','A318-7','qWUZTkrLLLiSzWyt', 'LB')
('AC22517-2022-11-01-5567','A310-5','HBffsunqcKTeRtDz', 'SL')
('AC12058-2022-11-01-5695','A317-7','LwMkWkzxwdw', 'LB')
('AC22517-2022-11-02-5786','A322-8','ziKyVYUBZltWkA', 'LB')
('AC12058-2022-11-01-5696','A317-8','spQgVWgoosQivm', 'LB')
('SL12058-2022-11-01-5667','S237-3','aD', 'UB')
('SL04652-2022-11-01-5693','S238-5','RxEiuMyTYMv', 'MB')
('AC04652-2022-11-01-5728','A319-4','we', 'UB')
('SL04652-2022-11-01-5696','S238-8','lvo', 'SU')
('SL04652-2022-11-02-5673','S237-9','PuMZPr', 'LB')
('AC12058-2022-11-01-5739','A319-15','KDn', 'UB')
('SL22517-2022-11-02-5785','S242-1','ePxMO', 'LB')
('AC12058-2022-11-01-5744','A320-2','cGgScFr', 'LB')
('SL22517-2022-11-02-5789','S242-5','ldffctOB', 'MB')
('AC22517-2022-11-02-5828','A324-14','iBXfZFoxExWJL', 'LB')
('SL22517-2022-11-02-5790','S242-6','i', 'UB')
('SL22517-2022-11-02-5792','S242-8','iQJ', 'SU')
('SL22517-2022-11-01-5709','S238-21','tEO', 'MB')
('SL12058-2022-11-01-5707','S238-19','v', 'UB')
('AC22517-2022-11-01-5615','A312-17','qzcWA', 'SL')
('SL04652-2022-11-01-5745','S240-9','UcpMigkRgWUquZT', 'LB')
('SL22517-2022-11-01-5716','S239-4','ImjvWDEQgUqptD', 'LB')
('AC04652-2022-11-02-5650','A314-16','hra', 'UB')
('AC04652-2022-11-02-5652','A314-18','JKvVvn', 'SU')
('AC04652-2022-11-01-5778','A321-18','bXXE', 'SU')
('AC22517-2022-11-01-5620','A313-4','qZkoAYYYCxlahq', 'UB')
('AC12058-2022-11-01-5767','A321-7','OjhXFzbzMrDi', 'LB')
('SL04652-2022-11-01-5756','S240-20','crunUrr', 'LB')
('SL22517-2022-11-02-5803','S242-19','pbTiLwS', 'UB')
('SL22517-2022-11-02-5804','S242-20','U', 'LB')
('AC04652-2022-11-02-5660','A315-8','SrOJVykW', 'LB')
('SL04652-2022-11-01-5760','S240-24','TyCaFFLnvRiwmZ', 'SU')
('SL12058-2022-11-01-5726','S239-14','UL', 'UB')
('AC04652-2022-11-01-5787','A322-9','kba', 'UB')
('AC22517-2022-11-01-5628','A313-12','Z', 'SU')
('SL04652-2022-11-01-5763','S241-3','lGeYu', 'UB')
('AC12058-2022-11-01-5775','A321-15','trPOWAHlro', 'UB')
('SL04652-2022-11-02-5730','S239-18','TKoY', 'MB')
('AC22517-2022-11-01-5639','A314-5','iqWSRdo', 'SL')
('AC22517-2022-11-01-5640','A314-6','eBVIY', 'SU')
('SL22517-2022-11-02-5816','S243-8','eDe', 'SU')
('AC22517-2022-11-01-5643','A314-9','i', 'UB')
('SL04652-2022-11-02-5739','S240-3','ArcbktpaOSuBQGa', 'UB')
('AC12058-2022-11-01-5783','A322-5','bZTyhhn', 'SL')
('AC04652-2022-11-02-5681','A316-11','nmJVkWGSnHdMJSh', 'SL')
('SL04652-2022-11-01-5778','S241-18','JFojkgsOcxGQsjx', 'MB')
('AC04652-2022-11-02-5683','A316-13','PBqPcFC', 'LB')
('AC22517-2022-11-02-5853','A326-3','IcSD', 'UB')
('SL04652-2022-11-01-5783','S241-23','JjNSEnffCCeZ', 'SL')
('SL04652-2022-11-01-5784','S241-24','EDymgAzXvwKv', 'SU')
('AC04652-2022-11-01-5800','A323-4','GI', 'UB')
('AC22517-2022-11-02-5859','A326-9','fCTyYkXrEjD', 'UB')
('AC22517-2022-11-01-5655','A315-3','KWvqhctfmx', 'UB')
('AC12058-2022-11-01-5790','A322-12','lvRhg', 'SU')
('AC22517-2022-11-01-5657','A315-5','lQcyhpk', 'SL')
('SL12058-2022-11-01-5743','S240-7','knin', 'SL')
('SL22517-2022-11-01-5795','S242-11','mJPwYGkzVhQTtUAA', 'UB')
('SL04652-2022-11-02-5800','S242-16','PbedKV', 'SU')
('SL04652-2022-11-01-5821','S243-13','nuFnDt', 'MB')
('SL12058-2022-11-01-5788','S242-4','CcFfDbrxnJywE', 'LB')
('SL22517-2022-11-02-5870','S245-14','O', 'UB')
('AC04652-2022-11-02-5742','A319-18','JIpxrdxekB', 'SU')
('SL22517-2022-11-02-5871','S245-15','OK', 'SL')
('SL22517-2022-11-02-5872','S245-16','zsRmhFma', 'SU')
('SL22517-2022-11-02-5876','S245-20','WPsjs', 'LB')
('SL04652-2022-11-01-5828','S243-20','skoVsSDDHsSGdKDR', 'LB')
('SL12058-2022-11-01-5795','S242-11','jsdslVst', 'UB')
('AC22517-2022-11-01-5711','A318-5','nfb', 'SL')
('AC22517-2022-11-02-5913','A329-9','OcnbHZVTksJR', 'UB')
('AC22517-2022-11-01-5714','A318-8','agKzwbPpRsh', 'LB')
('AC22517-2022-11-02-5921','A329-17','YzlPAPdoVoGCbuF', 'SL')
('AC22517-2022-11-02-5923','A330-1','ifvMzEbOZvKMj', 'LB')
('AC12058-2022-11-01-5859','A326-9','acOb', 'UB')
('AC22517-2022-11-02-5926','A330-4','FAeTwnZQvqOj', 'UB')
('AC22517-2022-11-01-5726','A319-2','RuGLOTD', 'LB')
('AC12058-2022-11-01-5861','A326-11','pevXVxvxFtfeMi', 'SL')
('AC22517-2022-11-01-5728','A319-4','ZnUrkLUvzbh', 'UB')
('SL04652-2022-11-01-5836','S244-4','fmBIbeXEEPfPcukj', 'LB')
('SL04652-2022-11-02-5813','S243-5','KfsxfVoKghIn', 'MB')
('SL22517-2022-11-02-5901','S246-21','EFwZ', 'MB')
('SL22517-2022-11-01-5815','S243-7','qWCaHca', 'SL')
('SL04652-2022-11-02-5816','S243-8','PODRnId', 'SU')
('SL22517-2022-11-01-5818','S243-10','HP', 'MB')
('SL22517-2022-11-01-5819','S243-11','bSOtkTSEoKXT', 'UB')
('SL22517-2022-11-02-5906','S247-2','GuISzrtmpG', 'MB')
('SL22517-2022-11-02-5910','S247-6','emvfRtNOE', 'UB')
('AC22517-2022-11-01-5744','A320-2','xABgfMRg', 'LB')
('AC12058-2022-11-01-5867','A326-17','msLur', 'SL')
('SL04652-2022-11-01-5843','S244-11','NzTRRLzMBVJhL', 'UB')
('AC12058-2022-11-01-5868','A326-18','q', 'SU')
('SL22517-2022-11-01-5829','S243-21','xTIIGqNcl', 'MB')
('SL04652-2022-11-02-5829','S243-21','pstIvEGPU', 'MB')
('SL04652-2022-11-01-5851','S244-19','CSQHmMfAnbR', 'UB')
('SL22517-2022-11-02-5920','S247-16','zt', 'SU')
('SL12058-2022-11-01-5830','S243-22','NVaBvXrMp', 'UB')
('AC04652-2022-11-01-5901','A328-15','hDESAsvlmedrP', 'UB')
('SL04652-2022-11-01-5854','S244-22','x', 'UB')
('AC12058-2022-11-01-5885','A327-17','oPWT', 'SL')
('AC04652-2022-11-02-5787','A322-9','mOxMfSRkkyp', 'UB')
('AC12058-2022-11-01-5887','A328-1','risxwoEqHCWqH', 'LB')
('SL22517-2022-11-02-5932','S248-4','YvCRA', 'LB')
('AC22517-2022-11-02-5969','A332-11','Un', 'SL')
('SL04652-2022-11-02-5847','S244-15','YGdovJNPc', 'SL')
('AC12058-2022-11-01-5897','A328-11','FKDLJPqXjTsrxfb', 'SL')
('SL04652-2022-11-02-5851','S244-19','zCGBgfeWdkJivCNW', 'UB')
('AC12058-2022-11-01-5910','A329-6','aXvCXmxLJjah', 'SU')
('AC04652-2022-11-01-5922','A329-18','FkEhcyGVpTIYwGfR', 'SU')
('SL04652-2022-11-01-5871','S245-15','wbq', 'SL')
('SL04652-2022-11-01-5872','S245-16','aLnRNJirAEkFqsxw', 'SU')
('SL04652-2022-11-01-5873','S245-17','gxOQzw', 'LB')
('AC22517-2022-11-02-5987','A333-11','WydAgOJX', 'SL')
('SL22517-2022-11-01-5853','S244-21','Q', 'MB')
('AC04652-2022-11-01-5926','A330-4','zOZH', 'UB')
('AC04652-2022-11-01-5927','A330-5','RHEkuWNK', 'SL')
('SL04652-2022-11-02-5865','S245-9','ajDuXvXPBWI', 'LB')
('SL22517-2022-11-01-5857','S245-1','FLcUnB', 'LB')
('AC04652-2022-11-01-5929','A330-7','kaBOJamndpV', 'LB')
('SL12058-2022-11-01-5862','S245-6','hKezVVD', 'UB')
('SL04652-2022-11-01-5883','S246-3','pveaQNIDYlNNEOJV', 'UB')
('SL04652-2022-11-02-5874','S245-18','ffLHVzVZdi', 'MB')
('SL04652-2022-11-02-5875','S245-19','jUXwPXlKVOv', 'UB')
('SL22517-2022-11-01-5866','S245-10','HzpRTOA', 'MB')
('AC22517-2022-11-01-5793','A322-15','uZSli', 'UB')
('AC04652-2022-11-02-5831','A324-17','SYsgbqsLZaD', 'SL')
('AC04652-2022-11-01-5943','A331-3','f', 'UB')
('AC22517-2022-11-01-5802','A323-6','nFatjDJ', 'SU')
('AC12058-2022-11-01-5931','A330-9','mz', 'UB')
('AC04652-2022-11-02-5832','A324-18','GRoLHl', 'SU')
('SL04652-2022-11-01-5895','S246-15','eZcinOtETUvBaKjp', 'SL')
('AC04652-2022-11-01-5950','A331-10','xJwkprkyJScTe', 'UB')
('AC12058-2022-11-01-5936','A330-14','fSaRjlWrWEyIGTnF', 'LB')
('AC22517-2022-11-02-6012','A334-18','GcEzWzvrVdMcVK', 'SU')
('AC04652-2022-11-02-5837','A325-5','jtOueiuNuHAj', 'SL')
('SL22517-2022-11-01-5916','S247-12','WeyRIyhs', 'LB')
('AC04652-2022-11-01-6006','A334-12','JUqjXoUMyXHsou', 'SU')
('SL22517-2022-11-02-6034','S252-10','nwKoHbSHm', 'MB')
('SL12058-2022-11-01-5919','S247-15','GIuBKpjGQMbwj', 'SL')
('AC04652-2022-11-01-6010','A334-16','IEqiEkaMfKfYvhq', 'UB')
('AC12058-2022-11-01-5986','A333-10','gWHobNKHgB', 'UB')
('AC04652-2022-11-01-6014','A335-2','gyZgk', 'LB')
('SL22517-2022-11-01-5925','S247-21','kfugwtij', 'MB')
('AC22517-2022-11-01-5865','A326-15','GehgUfjNYRVNqp', 'UB')
('SL22517-2022-11-02-6044','S252-20','SCRhWMJK', 'LB')
('AC12058-2022-11-01-5992','A333-16','YygsjOQkYCuRvy', 'UB')
('SL12058-2022-11-01-5926','S247-22','HlGXAnkVuUcDql', 'UB')
('SL04652-2022-11-01-5953','S249-1','TfZ', 'LB')
('AC04652-2022-11-02-5901','A328-15','mBWaKTjnpciNYn', 'UB')
('AC12058-2022-11-01-6009','A334-15','JugpkCRfSAPmGGc', 'UB')
('AC22517-2022-11-01-5891','A328-5','WAY', 'SL')
('SL04652-2022-11-01-5965','S249-13','CGtOqLCUUU', 'MB')
('SL12058-2022-11-01-5945','S248-17','bZjA', 'LB')
('AC22517-2022-11-02-6088','A339-4','wy', 'UB')
('AC22517-2022-11-02-6091','A339-7','cwpafkIcqGP', 'LB')
('SL22517-2022-11-01-5957','S249-5','eNyvFpIph', 'MB')
('AC12058-2022-11-01-6019','A335-7','CjaPSmCaFbWHfLa', 'LB')
('AC22517-2022-11-01-5898','A328-12','kPsd', 'SU')
('SL22517-2022-11-02-6073','S254-1','AJhwQjsv', 'LB')
('SL22517-2022-11-02-6074','S254-2','DkmoaaVSvkzb', 'MB')
('AC04652-2022-11-02-5926','A330-4','TXs', 'UB')
('AC22517-2022-11-02-6097','A339-13','rgYWQNSIBFWXDt', 'LB')
('AC22517-2022-11-02-6098','A339-14','PTrsOLEQQCfmL', 'LB')
('SL04652-2022-11-02-5980','S250-4','COPwEP', 'LB')
('AC12058-2022-11-01-6028','A335-16','KmjSwr', 'UB')
('AC12058-2022-11-01-6029','A335-17','YpnKEQL', 'SL')
('SL22517-2022-11-02-6079','S254-7','FefdAlGvW', 'SL')
('AC22517-2022-11-01-5906','A329-2','nuCNcKtKK', 'LB')
('SL04652-2022-11-01-5981','S250-5','kmTygpKf', 'MB')
('SL12058-2022-11-01-5964','S249-12','KqBByT', 'LB')
('AC22517-2022-11-02-6105','A340-3','EUlDfLljI', 'UB')
('SL04652-2022-11-01-5984','S250-8','oKvKPFbJjcClnI', 'SU')
('SL04652-2022-11-02-5990','S250-14','bJULORYWYzYx', 'UB')
('AC22517-2022-11-01-5915','A329-11','qpYgbjSoY', 'SL')
('SL22517-2022-11-01-5969','S249-17','tlzka', 'LB')
('SL22517-2022-11-02-6083','S254-11','jzjAIOa', 'UB')
('SL04652-2022-11-01-5987','S250-11','bulEf', 'UB')
('SL12058-2022-11-01-5997','S250-21','oNHywHkMMLOe', 'MB')
('SL04652-2022-11-02-6011','S251-11','HYtNqnjLioTzPY', 'UB')
('SL04652-2022-11-02-6013','S251-13','ppoGCjDaClYghC', 'MB')
('SL22517-2022-11-02-6109','S255-13','OYLTkXBLSEstWiYB', 'MB')
('AC04652-2022-11-01-6089','A339-5','GNOSKWX', 'SL')
('SL04652-2022-11-01-6004','S251-4','yDBWXhsQBPJMyBt', 'LB')
('SL04652-2022-11-02-6024','S251-24','amtdUrggrQ', 'SU')
('SL22517-2022-11-01-5995','S250-19','IhuW', 'UB')
('AC22517-2022-11-02-6141','A342-3','hexT', 'UB')
('SL12058-2022-11-01-6020','S251-20','wFoGgcQKM', 'LB')
('SL22517-2022-11-01-6008','S251-8','Crev', 'SU')
('SL04652-2022-11-01-6024','S251-24','hVmhWFUIoxSayoH', 'SU')
('AC04652-2022-11-01-6105','A340-3','lYpXZAxvVttT', 'UB')
('SL22517-2022-11-01-6012','S251-12','UCgxDAlxMEWOwga', 'LB')
('AC22517-2022-11-02-6160','A343-4','oUGluimQp', 'UB')
('AC22517-2022-11-01-5964','A332-6','dmiLGLosXzFA', 'SU')
('SL04652-2022-11-02-6044','S252-20','EXHCUEhUYrrUwVw', 'LB')
('SL12058-2022-11-01-6029','S252-5','micaiGAsQUKwmZd', 'MB')
('AC12058-2022-11-01-6080','A338-14','k', 'LB')
('SL04652-2022-11-02-6047','S252-23','RRYPWjiDQEEFo', 'SL')
('AC22517-2022-11-02-6166','A343-10','PRwS', 'UB')
('AC04652-2022-11-02-6011','A334-17','VThadpiWOFREXSoq', 'SL')
('AC04652-2022-11-02-6020','A335-8','xPXlUrgjpjRl', 'LB')
('SL12058-2022-11-01-6051','S253-3','xqRrYGTlhgt', 'UB')
('SL04652-2022-11-02-6075','S254-3','OyyUABmy', 'UB')
('SL12058-2022-11-01-6055','S253-7','oes', 'SL')
('SL22517-2022-11-02-6150','S257-6','cEtInRVybIp', 'UB')
('AC22517-2022-11-02-6181','A344-7','aWPfdUCadlVPO', 'LB')
('AC22517-2022-11-01-5988','A333-12','Tm', 'SU')
('AC04652-2022-11-01-6133','A341-13','qN', 'LB')
('AC22517-2022-11-01-5991','A333-15','pUAxBqAJ', 'UB')
('SL04652-2022-11-01-6061','S253-13','ujyI', 'MB')
('SL04652-2022-11-02-6083','S254-11','GojHmuSdTLRbwq', 'UB')
('AC22517-2022-11-02-6186','A344-12','UrXWjNoHe', 'SU')
('SL22517-2022-11-01-6056','S253-8','ryPhjrJIFoBxfiJ', 'SU')
('AC12058-2022-11-01-6108','A340-6','zgRupAErEQlyBs', 'SU')
('SL22517-2022-11-01-6061','S253-13','SrKTyAsdA', 'MB')
('AC04652-2022-11-01-6142','A342-4','d', 'UB')
('SL22517-2022-11-02-6167','S257-23','OZOcpVxAvqpSWAy', 'SL')
('AC22517-2022-11-02-6198','A345-6','MJKPWa', 'SU')
('SL22517-2022-11-02-6170','S258-2','GGVljYH', 'MB')
('SL22517-2022-11-01-6065','S253-17','Us', 'LB')
('AC12058-2022-11-01-6112','A340-10','iVOgYzKM', 'UB')
('SL12058-2022-11-01-6067','S253-19','shNvhFsxdkzLEG', 'UB')
('AC04652-2022-11-02-6047','A336-17','IIZZXtKOk', 'SL')
('AC12058-2022-11-01-6115','A340-13','Ewl', 'LB')
('AC04652-2022-11-01-6148','A342-10','VncE', 'UB')
('SL12058-2022-11-01-6070','S253-22','ePbYDJ', 'UB')
('AC04652-2022-11-01-6150','A342-12','UJzLTdUymfqppI', 'SU')
('SL04652-2022-11-02-6099','S255-3','TI', 'UB')
('AC22517-2022-11-01-6014','A335-2','gBTKidmmAiOawb', 'LB')
('AC04652-2022-11-01-6152','A342-14','bEMhNWfza', 'LB')
('AC22517-2022-11-02-6206','A345-14','VnBvlFmuHsD', 'LB')
('AC04652-2022-11-02-6057','A337-9','XDpgz', 'UB')
('SL22517-2022-11-02-6202','S259-10','kpUfxlmJWrRII', 'MB')
('SL12058-2022-11-01-6093','S254-21','PyMzGmsFhkfzx', 'MB')
('AC22517-2022-11-02-6231','A347-3','GRULdYwn', 'UB')
('SL12058-2022-11-01-6095','S254-23','MIjrvgeGZKxV', 'SL')
('AC22517-2022-11-01-6039','A336-9','EXaKCQIiNeSBhkAh', 'UB')
('AC22517-2022-11-01-6040','A336-10','jGaIGbaDQAXXzAu', 'UB')
('SL12058-2022-11-01-6105','S255-9','fMKSkGBBVssIsLx', 'LB')
('SL12058-2022-11-01-6106','S255-10','XEhPb', 'MB')
('AC04652-2022-11-01-6177','A344-3','ZOTvubbUmWB', 'UB')
('AC22517-2022-11-01-6044','A336-14','TuIfdG', 'LB')
('AC22517-2022-11-01-6045','A336-15','KjWocCTzNS', 'UB')
('SL04652-2022-11-01-6127','S256-7','xiAxjD', 'SL')
('AC04652-2022-11-01-6180','A344-6','uKJHLAnYn', 'SU')
('SL22517-2022-11-01-6104','S255-8','LsZ', 'SU')
('AC22517-2022-11-01-6050','A337-2','hZYyU', 'LB')
('AC04652-2022-11-02-6100','A339-16','DOiqEGXvOPGLdBSi', 'UB')
('SL22517-2022-11-02-6274','S262-10','Vf', 'MB')
('SL22517-2022-11-02-6275','S262-11','EOZksE', 'UB')
('SL22517-2022-11-02-6276','S262-12','j', 'LB')
('SL12058-2022-11-01-6163','S257-19','KDOr', 'UB')
('SL04652-2022-11-01-6183','S258-15','WuH', 'SL')
('AC12058-2022-11-01-6220','A346-10','LNSTrg', 'UB')
('SL04652-2022-11-01-6185','S258-17','anXMcJMR', 'LB')
('AC04652-2022-11-02-6153','A342-15','yYvbj', 'UB')
('AC04652-2022-11-01-6242','A347-14','RrXjEtZkbVWHmFem', 'LB')
('SL22517-2022-11-02-6281','S262-17','BBTeayzukx', 'LB')
('AC04652-2022-11-02-6154','A342-16','mAlachcvhrFZkGK', 'UB')
('SL22517-2022-11-01-6158','S257-14','zmsqqgIuRHFkFNIq', 'UB')
('AC04652-2022-11-02-6155','A342-17','p', 'SL')
('SL22517-2022-11-02-6283','S262-19','FJlENxCf', 'UB')
('AC04652-2022-11-01-6247','A348-1','xyxnlNnBFqbtvR', 'LB')
('SL22517-2022-11-02-6284','S262-20','ZQjjhvo', 'LB')
('SL22517-2022-11-02-6285','S262-21','aviyouEGFc', 'MB')
('SL22517-2022-11-02-6286','S262-22','LDlLs', 'UB')
('AC12058-2022-11-01-6231','A347-3','AAGJActE', 'UB')
('SL12058-2022-11-01-6175','S258-7','ndxOnkZPurDxBnE', 'SL')
('SL04652-2022-11-01-6195','S259-3','F', 'UB')
('AC22517-2022-11-02-6302','A351-2','vLMwLIezasqXp', 'LB')
('AC12058-2022-11-01-6236','A347-8','CyKztpCwJBBRO', 'LB')
('AC12058-2022-11-01-6237','A347-9','qWGalDRPWkJTgGBD', 'UB')
('AC12058-2022-11-01-6238','A347-10','vrjI', 'UB')
('SL04652-2022-11-01-6200','S259-8','NGxuPGzxfpcjHnw', 'SU')
('SL04652-2022-11-02-6221','S260-5','KiysQGCYiGJw', 'MB')
('AC04652-2022-11-01-6261','A348-15','DyLKgVuSTr', 'UB')
('AC22517-2022-11-01-6117','A340-15','ZjWqHXbslkrTFMT', 'UB')
('SL22517-2022-11-02-6303','S263-15','SMZdEjVFWa', 'SL')
('SL04652-2022-11-02-6226','S260-10','vaAQNj', 'MB')
('SL12058-2022-11-01-6195','S259-3','hqvfWRlwAYtsT', 'UB')
('SL12058-2022-11-01-6196','S259-4','jXCKm', 'LB')
('AC22517-2022-11-02-6325','A352-7','ZBy', 'LB')
('SL04652-2022-11-01-6212','S259-20','KrFaDlIDBxTXInVS', 'LB')
('AC04652-2022-11-02-6173','A343-17','O', 'SL')
('SL22517-2022-11-02-6307','S263-19','pNcxWbbtmRSgfI', 'UB')
('AC04652-2022-11-01-6275','A349-11','CGMyLyh', 'SL')
('AC04652-2022-11-01-6276','A349-12','JMfmtZf', 'SU')
('AC22517-2022-11-02-6333','A352-15','qBnsljOZysvGohn', 'UB')
('SL12058-2022-11-01-6205','S259-13','WzrcsJubnHdOVdu', 'MB')
('SL12058-2022-11-01-6206','S259-14','y', 'UB')
('SL12058-2022-11-01-6207','S259-15','kKHqnQAavXZqEt', 'SL')
('SL04652-2022-11-01-6223','S260-7','DTp', 'SL')
('AC04652-2022-11-02-6180','A344-6','FDNqAomuAM', 'SU')
('AC04652-2022-11-01-6285','A350-3','inEGh', 'UB')
('AC22517-2022-11-01-6131','A341-11','Gx', 'SL')
('AC12058-2022-11-01-6303','A351-3','fUQCSU', 'UB')
('AC04652-2022-11-02-6223','A346-13','mbDgtIE', 'LB')
('AC04652-2022-11-02-6224','A346-14','JICFiSGZwIelh', 'LB')
('SL22517-2022-11-02-6359','S265-23','hMYDqlVBpHsuTZ', 'SL')
('AC04652-2022-11-02-6227','A346-17','Jw', 'SL')
('AC12058-2022-11-01-6305','A351-5','LMWgCYJx', 'SL')
('SL04652-2022-11-02-6283','S262-19','erYlTOiFBFpBjnAn', 'UB')
('AC04652-2022-11-01-6338','A353-2','s', 'LB')
('AC12058-2022-11-01-6307','A351-7','ulcGgvlh', 'LB')
('AC04652-2022-11-01-6341','A353-5','sliSb', 'SL')
('AC12058-2022-11-01-6311','A351-11','pgzPefzLDl', 'SL')
('AC04652-2022-11-01-6342','A353-6','XJEtjRbVyE', 'SU')
('SL04652-2022-11-02-6288','S262-24','NeTGk', 'SU')
('SL22517-2022-11-01-6225','S260-9','JgH', 'LB')
('AC22517-2022-11-01-6177','A344-3','UBwjKbciYEMx', 'UB')
('AC22517-2022-11-01-6179','A344-5','RMwmwmSrnn', 'SL')
('SL12058-2022-11-01-6260','S261-20','x', 'LB')
('SL04652-2022-11-01-6284','S262-20','gjP', 'LB')
('SL22517-2022-11-01-6232','S260-16','wHcJFRaj', 'SU')
('AC22517-2022-11-02-6389','A355-17','FQyOXwRekeLRXID', 'SL')
('AC12058-2022-11-01-6324','A352-6','nipagSFbXDsPo', 'SU')
('AC04652-2022-11-01-6354','A353-18','NwjmjkuOFFJKcxf', 'SU')
('AC12058-2022-11-01-6326','A352-8','YyxZwVzkv', 'LB')
('AC04652-2022-11-01-6356','A354-2','SgOUYdm', 'LB')
('SL12058-2022-11-01-6263','S261-23','HvGZCSlXl', 'SL')
('AC04652-2022-11-02-6247','A348-1','luaccPIQqfLq', 'LB')
('AC04652-2022-11-01-6359','A354-5','sEPKKsZzcJh', 'SL')
('AC12058-2022-11-01-6339','A353-3','wXVDXjwwWMOgHdSU', 'UB')
('AC04652-2022-11-02-6256','A348-10','Qb', 'UB')
('SL12058-2022-11-01-6275','S262-11','BCscQmVqzBt', 'UB')
('SL12058-2022-11-01-6276','S262-12','pOBe', 'LB')
('SL04652-2022-11-01-6303','S263-15','mCUipuLOHaaW', 'SL')
('AC22517-2022-11-01-6203','A345-11','NIud', 'SL')
('AC22517-2022-11-02-6401','A356-11','mRpDPvwpem', 'SL')
('SL22517-2022-11-02-6390','S267-6','MNXPoxbKiiSJCev', 'UB')
('SL04652-2022-11-02-6323','S264-11','aBmcyGP', 'UB')
('AC04652-2022-11-01-6376','A355-4','KKjoSMYmxUSa', 'UB')
('AC04652-2022-11-02-6268','A349-4','nks', 'UB')
('SL22517-2022-11-01-6256','S261-16','oKTEYvbOjUKicji', 'SU')
('SL04652-2022-11-01-6313','S264-1','ZiCWfVPqRZBGXd', 'LB')
('SL22517-2022-11-02-6395','S267-11','BsiQdTTZx', 'UB')
('AC12058-2022-11-01-6351','A353-15','qWvKJjYrVyAfUIZ', 'UB')
('SL12058-2022-11-01-6292','S263-4','mDfhsCNNeeRav', 'LB')
('SL22517-2022-11-01-6271','S262-7','whAygKCGgkNR', 'SL')
('AC22517-2022-11-01-6221','A346-11','TKlxb', 'SL')
('SL04652-2022-11-02-6343','S265-7','TrZPPCbvxCXMtHGQ', 'SL')
('SL04652-2022-11-02-6344','S265-8','vtFzpYaUVqPKYG', 'SU')
('SL04652-2022-11-01-6326','S264-14','PjwloJ', 'UB')
('AC22517-2022-11-02-6425','A357-17','Gr', 'SL')
('SL12058-2022-11-01-6307','S263-19','IHjzRGtUZ', 'UB')
('AC04652-2022-11-01-6394','A356-4','h', 'UB')
('SL22517-2022-11-01-6279','S262-15','ESjbyMlS', 'SL')
('SL22517-2022-11-01-6280','S262-16','zTRLVClMvyTvTWGp', 'SU')
('AC22517-2022-11-01-6228','A346-18','JpliWnPqZnJc', 'SU')
('SL04652-2022-11-01-6331','S264-19','PylbTHFohQIYtX', 'UB')
('AC04652-2022-11-02-6292','A350-10','bUImEdpM', 'UB')
('SL04652-2022-11-02-6355','S265-19','m', 'UB')
('SL12058-2022-11-01-6313','S264-1','siPdzGMhJFvl', 'LB')
('SL12058-2022-11-01-6314','S264-2','jeimCL', 'MB')
('SL22517-2022-11-02-6413','S268-5','KssMywY', 'MB')
('SL04652-2022-11-01-6338','S265-2','zZamAeQLBgIk', 'MB')
('AC04652-2022-11-01-6399','A356-9','nhA', 'UB')
('SL04652-2022-11-02-6362','S266-2','lctzdPjKiJqAF', 'MB')
('AC22517-2022-11-01-6236','A347-8','yVMEwpIdXwhqPOqk', 'LB')
('AC22517-2022-11-02-6429','A358-3','dEfKvsfnZNQu', 'UB')
('AC22517-2022-11-01-6238','A347-10','TEPeOCogmBsG', 'UB')
('AC12058-2022-11-01-6382','A355-10','SnORGT', 'UB')
('SL04652-2022-11-02-6366','S266-6','foeQKuMpcCVcAvS', 'UB')
('SL22517-2022-11-02-6419','S268-11','zSg', 'UB')
('AC22517-2022-11-02-6433','A358-7','hAwxARYYi', 'LB')
('AC12058-2022-11-01-6387','A355-15','qe', 'UB')
('SL12058-2022-11-01-6328','S264-16','kvPcLUI', 'SU')
('AC04652-2022-11-02-6309','A351-9','VqP', 'UB')
('SL04652-2022-11-01-6352','S265-16','xGVxvGHekvBna', 'SU')
('AC04652-2022-11-02-6312','A351-12','JD', 'SU')
('SL04652-2022-11-02-6375','S266-15','RvxcEjzjhTujRIp', 'SL')
('AC04652-2022-11-01-6410','A357-2','oAHULMe', 'LB')
('AC22517-2022-11-01-6242','A347-14','qeyPiPTTYpwzo', 'LB')
('SL22517-2022-11-01-6301','S263-13','WLFWc', 'MB')
('SL12058-2022-11-01-6335','S264-23','zjty', 'SL')
('AC04652-2022-11-02-6317','A351-17','hec', 'SL')
('AC22517-2022-11-01-6245','A347-17','SQleEJINea', 'SL')
('AC12058-2022-11-01-6432','A358-6','RtdYxVKDEfqaVBQv', 'SU')
('AC22517-2022-11-01-6280','A349-16','hfpQvmwsHeqCvbrk', 'UB')
('SL04652-2022-11-01-6407','S267-23','zrMMeyEZ', 'SL')
