('SL22517-2022-11-01-3','S1-3','aGlHy', 'UB')
('SL12058-2022-11-01-4672','S195-16','wwGQl', 'SU')
('SL22517-2022-11-01-4683','S196-3','RqPFasUmgvRqP', 'UB')
('SL04652-2022-11-02-4624','S193-16','fspaB', 'SU')
('SL12058-2022-11-01-4674','S195-18','nuABJ', 'MB')
('AC04652-2022-11-01-4734','A263-18','kSKgIgfqQFz', 'SU')
('SL22517-2022-11-01-4689','S196-9','uD', 'LB')
('SL22517-2022-11-02-4772','S199-20','kCeJbpjjEgwso', 'LB')
('SL04652-2022-11-01-4691','S196-11','iJgJRPb', 'UB')
('SL22517-2022-11-01-4696','S196-16','vVLpZMhOFOwJH', 'SU')
('AC04652-2022-11-01-4746','A264-12','wHaiDGErbClXfPa', 'SU')
('SL22517-2022-11-01-4698','S196-18','ZeRwgcasYoxqX', 'MB')
('SL04652-2022-11-02-4635','S194-3','QP', 'UB')
('AC04652-2022-11-01-4747','A264-13','ozIUQHoacBRugn', 'LB')
('AC22517-2022-11-01-4530','A252-12','OeEaGWyn', 'SU')
('AC22517-2022-11-02-4769','A265-17','zxSNIfY', 'SL')
('SL12058-2022-11-01-4694','S196-14','XCurNJBMPoPGKN', 'UB')
('SL04652-2022-11-02-4642','S194-10','GPZMbBWAk', 'MB')
('SL04652-2022-11-01-4704','S196-24','pAulNYAVgCQFYG', 'SU')
('SL04652-2022-11-01-4705','S197-1','NyhWfYcFq', 'LB')
('SL04652-2022-11-01-4706','S197-2','erHLT', 'MB')
('AC12058-2022-11-01-4709','A262-11','NlNwHKtn', 'SL')
('AC04652-2022-11-02-4643','A258-17','ry', 'SL')
('AC12058-2022-11-01-4711','A262-13','mxsgPbQertmUYzAn', 'LB')
('AC04652-2022-11-02-4647','A259-3','JoWypiQFhzPXf', 'UB')
('AC04652-2022-11-01-4762','A265-10','u', 'UB')
('SL04652-2022-11-02-4652','S194-20','dfxnKa', 'LB')
('AC04652-2022-11-02-4650','A259-6','pPKFOed', 'SU')
('AC22517-2022-11-01-4546','A253-10','zlrJjBqiRDIxRhD', 'UB')
('AC04652-2022-11-02-4652','A259-8','DZVw', 'LB')
('AC04652-2022-11-01-4765','A265-13','IMxPJ', 'LB')
('SL04652-2022-11-02-4656','S194-24','SvyztabtmKA', 'SU')
('AC04652-2022-11-01-4766','A265-14','LrhEGv', 'LB')
('AC04652-2022-11-01-4769','A265-17','cncUfebxcdu', 'SL')
('AC12058-2022-11-01-4730','A263-14','YuuwvxWcdv', 'LB')
('SL22517-2022-11-02-4800','S200-24','wGPfKwRQjybmjA', 'SU')
('AC04652-2022-11-02-4659','A259-15','yRnYgnlHIcDfUH', 'UB')
('AC12058-2022-11-01-4733','A263-17','xxTbwJ', 'SL')
('AC12058-2022-11-01-4734','A263-18','kaHYmJr', 'SU')
('AC04652-2022-11-02-4662','A259-18','kLXNbWQbPbR', 'SU')
('AC22517-2022-11-01-4557','A254-3','eBzavY', 'UB')
('SL04652-2022-11-02-4665','S195-9','XoWI', 'LB')
('SL04652-2022-11-02-4666','S195-10','NDjVd', 'MB')
('AC22517-2022-11-02-4804','A267-16','hjOjKz', 'UB')
('SL04652-2022-11-01-4738','S198-10','SSRdVu', 'MB')
('AC12058-2022-11-01-4741','A264-7','eQljmcp', 'LB')
('SL22517-2022-11-02-4806','S201-6','xFtaXJNnvHU', 'UB')
('SL04652-2022-11-02-4670','S195-14','nGpeSQDHMpRnC', 'UB')
('AC04652-2022-11-01-4783','A266-13','JnycUH', 'LB')
('AC22517-2022-11-01-4570','A254-16','haLhtenuSbzhMRE', 'UB')
('SL04652-2022-11-02-4680','S195-24','yT', 'SU')
('AC04652-2022-11-01-4789','A267-1','VtGsNzUrDyfiETPc', 'LB')
('SL04652-2022-11-02-4690','S196-10','wjKHy', 'MB')
('AC04652-2022-11-01-4792','A267-4','tDofpwvaO', 'UB')
('AC04652-2022-11-02-4679','A260-17','NQwWWGAYc', 'SL')
('SL22517-2022-11-01-4743','S198-15','u', 'SL')
('AC04652-2022-11-02-4680','A260-18','MIMjERSzZXoP', 'SU')
('AC22517-2022-11-01-4585','A255-13','UHKKtc', 'LB')
('SL22517-2022-11-02-4817','S201-17','vEnq', 'LB')
('SL04652-2022-11-01-4762','S199-10','yoaMMwJS', 'MB')
('AC04652-2022-11-01-4799','A267-11','FMzzs', 'SL')
('SL22517-2022-11-02-4819','S201-19','GkKDHjtFlFa', 'UB')
('AC12058-2022-11-01-4761','A265-9','JBQbxnWmKhTniE', 'UB')
('SL12058-2022-11-01-4743','S198-15','yPxwmzylcA', 'SL')
('SL22517-2022-11-02-4822','S201-22','mIWMev', 'UB')
('SL12058-2022-11-01-4746','S198-18','SieQIsIE', 'MB')
('AC12058-2022-11-01-4766','A265-14','Wda', 'LB')
('AC04652-2022-11-01-4804','A267-16','k', 'UB')
('SL04652-2022-11-02-4705','S197-1','Dpgq', 'LB')
('SL22517-2022-11-01-4750','S198-22','umr', 'UB')
('SL22517-2022-11-01-4751','S198-23','qPtIZsJFZBd', 'SL')
('SL22517-2022-11-01-4752','S198-24','rbP', 'SU')
('SL22517-2022-11-01-4753','S199-1','ubvBQTENa', 'LB')
('SL22517-2022-11-01-4754','S199-2','rIjgXUP', 'MB')
('SL22517-2022-11-02-4827','S202-3','EAbcvlKkYgVEMFNB', 'UB')
('AC22517-2022-11-01-4596','A256-6','FfAlIkzU', 'SU')
('AC22517-2022-11-02-4837','A269-13','Z', 'LB')
('SL22517-2022-11-01-4759','S199-7','HiserNxUxPdvPxPf', 'SL')
('SL04652-2022-11-01-4769','S199-17','SjffOZCk', 'LB')
('SL22517-2022-11-01-4760','S199-8','dPlbjpRtLKY', 'SU')
('SL12058-2022-11-01-4756','S199-4','jdanHAH', 'LB')
('SL22517-2022-11-01-4762','S199-10','XbPkvUqrb', 'MB')
('AC04652-2022-11-02-4742','A264-8','sIbdwSpdJZM', 'LB')
('AC22517-2022-11-01-4656','A259-12','svIBKvbTRlobAyLZ', 'SU')
('AC04652-2022-11-01-4867','A271-7','BjUrXwLsVIrBT', 'LB')
('SL12058-2022-11-01-4802','S201-2','nwZdP', 'MB')
('AC04652-2022-11-01-4868','A271-8','yNcFIVggSXFwj', 'LB')
('AC22517-2022-11-01-4658','A259-14','nOXrITqqUbgpUekF', 'LB')
('SL04652-2022-11-01-4828','S202-4','NFRcFBGcBRBAClP', 'LB')
('SL22517-2022-11-02-4891','S204-19','egaBPzI', 'UB')
('AC22517-2022-11-01-4662','A259-18','LlNUsxzRSePltPw', 'SU')
('AC22517-2022-11-01-4663','A260-1','GL', 'LB')
('SL12058-2022-11-01-4809','S201-9','FrzXrifmtanw', 'LB')
('SL22517-2022-11-01-4810','S201-10','BNVncVLw', 'MB')
('SL22517-2022-11-01-4811','S201-11','ghHucKSKQclw', 'UB')
('AC04652-2022-11-02-4758','A265-6','KeqBRvUmU', 'SU')
('SL22517-2022-11-02-4897','S205-1','uBGmdii', 'LB')
('SL22517-2022-11-01-4813','S201-13','otLYHfjUoeiaRAOl', 'MB')
('AC12058-2022-11-01-4834','A269-10','OaUd', 'UB')
('SL04652-2022-11-01-4834','S202-10','MpMnelMhw', 'MB')
('SL22517-2022-11-01-4815','S201-15','w', 'SL')
('AC12058-2022-11-01-4835','A269-11','JOLKfyUSpiwftV', 'SL')
('SL04652-2022-11-02-4775','S199-23','PUUAmxlWtq', 'SL')
('AC22517-2022-11-01-4676','A260-14','PJZAqiegeZZQYl', 'LB')
('SL04652-2022-11-01-4844','S202-20','iaRj', 'LB')
('SL22517-2022-11-02-4904','S205-8','OYfzzIrzrDDiGBd', 'SU')
('SL22517-2022-11-02-4905','S205-9','gm', 'LB')
('AC22517-2022-11-02-4935','A275-3','Bh', 'UB')
('SL04652-2022-11-02-4811','S201-11','eEKtNQ', 'UB')
('SL22517-2022-11-01-4858','S203-10','bwMgUtLJerX', 'MB')
('AC22517-2022-11-02-4941','A275-9','eIuvdDm', 'UB')
('AC22517-2022-11-02-4945','A275-13','u', 'LB')
('AC04652-2022-11-02-4805','A267-17','vCaBuIC', 'SL')
('AC22517-2022-11-02-4947','A275-15','NwmjmdgqIUhGV', 'UB')
('AC12058-2022-11-01-4882','A272-4','qIJoAbdoaikUZF', 'UB')
('AC04652-2022-11-01-4903','A273-7','EjhWcoaxbvTpM', 'LB')
('SL12058-2022-11-01-4846','S202-22','ibzfnmAI', 'UB')
('SL04652-2022-11-02-4822','S201-22','Ga', 'UB')
('AC22517-2022-11-01-4725','A263-9','ZtrW', 'UB')
('AC22517-2022-11-02-4953','A276-3','zJmGIJcUXyTW', 'UB')
('SL04652-2022-11-02-4825','S202-1','vrUk', 'LB')
('AC22517-2022-11-02-4956','A276-6','amYflRFu', 'SU')
('SL04652-2022-11-02-4827','S202-3','lfmXvsVzFLLpbDo', 'UB')
('AC22517-2022-11-01-4727','A263-11','fpVzeYlqo', 'SL')
('SL04652-2022-11-02-4829','S202-5','PPOOrnUnkFz', 'MB')
('SL22517-2022-11-01-4869','S203-21','BEYx', 'MB')
('SL04652-2022-11-01-4904','S205-8','elhitoleFyu', 'SU')
('SL04652-2022-11-02-4832','S202-8','Hsn', 'SU')
('SL12058-2022-11-01-4855','S203-7','duMk', 'SL')
('SL12058-2022-11-01-4856','S203-8','PgANTOxxhQzrsd', 'SU')
('AC22517-2022-11-02-4966','A276-16','ZQVDPsPF', 'UB')
('SL22517-2022-11-02-4964','S207-20','NNYFvyiIOtJ', 'LB')
('AC22517-2022-11-02-4967','A276-17','PJdLBUvARmEO', 'SL')
('AC22517-2022-11-02-4968','A276-18','BJCQukC', 'SU')
('AC22517-2022-11-02-4969','A277-1','YVpjZ', 'LB')
('AC04652-2022-11-02-4827','A269-3','RDjlk', 'UB')
('SL04652-2022-11-01-4914','S205-18','wPGVElw', 'MB')
('AC22517-2022-11-02-4979','A277-11','zpyuttqhMOjOHmF', 'SL')
('AC22517-2022-11-02-4980','A277-12','lGdf', 'SU')
('SL04652-2022-11-02-4850','S203-2','c', 'MB')
('AC04652-2022-11-02-4839','A269-15','VztJxjvSH', 'UB')
('SL22517-2022-11-01-4892','S204-20','ekwkYzr', 'LB')
('SL12058-2022-11-01-4871','S203-23','BsCTLKLbZEUWpKwQ', 'SL')
('AC12058-2022-11-01-4903','A273-7','dOJOoxwDA', 'LB')
('SL22517-2022-11-01-4895','S204-23','tdqMSAl', 'SL')
('AC04652-2022-11-02-4849','A270-7','VVFEbXA', 'LB')
('SL04652-2022-11-02-4872','S203-24','SqfkoWWnfi', 'SU')
('AC22517-2022-11-02-5010','A279-6','gnLDD', 'SU')
('AC12058-2022-11-01-4925','A274-11','WIP', 'SL')
('SL12058-2022-11-01-4898','S205-2','HlslDXmmVukfgR', 'MB')
('AC12058-2022-11-01-4932','A274-18','TFUEXRSSedMkJos', 'SU')
('AC04652-2022-11-02-4875','A271-15','lQFNfPlzba', 'UB')
('SL04652-2022-11-02-4887','S204-15','nJQfzlWWl', 'SL')
('AC04652-2022-11-02-4876','A271-16','siJQKZvBYaP', 'UB')
('SL22517-2022-11-01-4917','S205-21','WMipQPcUElqebfoZ', 'MB')
('AC04652-2022-11-01-4959','A276-9','hjQLWAykGQwh', 'UB')
('SL22517-2022-11-02-5013','S209-21','muJcNaATGo', 'MB')
('SL04652-2022-11-01-4962','S207-18','CwVzzQrYI', 'MB')
('SL12058-2022-11-01-4910','S205-14','EC', 'UB')
('AC22517-2022-11-01-4788','A266-18','DnSRIrFw', 'SU')
('AC12058-2022-11-01-4944','A275-12','verwAgcS', 'SU')
('SL12058-2022-11-01-4912','S205-16','PVQ', 'SU')
('SL22517-2022-11-01-4931','S206-11','zUGOfRBot', 'UB')
('SL22517-2022-11-01-4932','S206-12','tVbIqWQFpSEE', 'LB')
('SL22517-2022-11-01-4933','S206-13','lPCyJfPMd', 'MB')
('AC12058-2022-11-01-4982','A277-14','pOwTHwDGKXBveEYE', 'LB')
('AC22517-2022-11-01-4821','A268-15','jfes', 'UB')
('AC04652-2022-11-02-4934','A275-2','MZxOvKJIAAnlQktn', 'LB')
('AC04652-2022-11-01-5012','A279-8','edQMi', 'LB')
('SL22517-2022-11-02-5062','S211-22','zuuiS', 'UB')
('SL04652-2022-11-02-4942','S206-22','TWYSvccYMV', 'UB')
('SL22517-2022-11-01-5023','S210-7','kMALqVeI', 'SL')
('AC22517-2022-11-02-5105','A284-11','FlkPfwimLoTHLQJ', 'SL')
('AC12058-2022-11-01-5034','A280-12','drSwLbRJ', 'SU')
('AC12058-2022-11-01-5035','A280-13','fLcMKkbXyGZnf', 'LB')
('AC04652-2022-11-02-4984','A277-16','NdVEhkXzPEet', 'UB')
('AC04652-2022-11-02-4986','A277-18','zT', 'SU')
('AC04652-2022-11-01-5048','A281-8','kwaxSZ', 'LB')
('SL22517-2022-11-01-5032','S210-16','LUqvzzjW', 'SU')
('SL04652-2022-11-01-5065','S212-1','kwQUZfhsxAx', 'LB')
('SL04652-2022-11-02-4995','S209-3','cIeYPh', 'UB')
('SL22517-2022-11-02-5106','S213-18','AnJPLn', 'MB')
('AC22517-2022-11-01-4881','A272-3','TCQQJgOpBhgwOA', 'UB')
('SL04652-2022-11-02-4999','S209-7','EnKcQz', 'SL')
('AC12058-2022-11-01-5045','A281-5','hSBofnWS', 'SL')
('SL12058-2022-11-01-4999','S209-7','NJocs', 'SL')
('SL22517-2022-11-02-5110','S213-22','QKUAHHJVLeJ', 'UB')
('AC22517-2022-11-01-4884','A272-6','fnj', 'SU')
('SL04652-2022-11-01-5078','S212-14','rUcSsmNHwYF', 'UB')
('AC04652-2022-11-02-5001','A278-15','MRgeOOjPQRIHj', 'UB')
('AC04652-2022-11-01-5059','A282-1','FQkwHlJb', 'LB')
('AC04652-2022-11-01-5062','A282-4','NqQlGWszoCJZSqRC', 'UB')
('SL04652-2022-11-01-5081','S212-17','bmJAt', 'LB')
('SL22517-2022-11-01-5047','S211-7','iorxsYzApAlN', 'SL')
('SL22517-2022-11-02-5118','S214-6','ptGnptthcj', 'UB')
('AC12058-2022-11-01-5055','A281-15','SuDGmHopTACSP', 'UB')
('AC04652-2022-11-01-5064','A282-6','YnLlRtiW', 'SU')
('SL04652-2022-11-01-5084','S212-20','DXaxx', 'LB')
('SL22517-2022-11-01-5054','S211-14','qMMdc', 'UB')
('AC22517-2022-11-01-4895','A272-17','NPEsUfp', 'SL')
('SL12058-2022-11-01-5016','S209-24','scz', 'SU')
('SL04652-2022-11-02-5018','S210-2','tMEHocbF', 'MB')
('AC22517-2022-11-01-4904','A273-8','DBzvDCpBXk', 'LB')
('SL22517-2022-11-01-5070','S212-6','ipPQxkei', 'UB')
('AC22517-2022-11-01-4921','A274-7','gwDFDpSD', 'LB')
('AC04652-2022-11-01-5086','A283-10','FeZxdfLttQ', 'UB')
('SL22517-2022-11-01-5073','S212-9','bRBSK', 'LB')
('SL12058-2022-11-01-5036','S210-20','Kx', 'LB')
('SL22517-2022-11-02-5152','S215-16','OVu', 'SU')
('AC04652-2022-11-01-5089','A283-13','SdYVAwhyCeJHJd', 'LB')
('SL04652-2022-11-01-5110','S213-22','inHnOYtCgM', 'UB')
('AC04652-2022-11-02-5035','A280-13','Ztxe', 'LB')
('AC22517-2022-11-01-4928','A274-14','ezWKeCHpdj', 'LB')
('AC22517-2022-11-01-4929','A274-15','zzYNkJS', 'UB')
('AC22517-2022-11-01-4930','A274-16','ewIuzrBP', 'UB')
('SL04652-2022-11-01-5115','S214-3','dVGNopRRWQkKN', 'UB')
('SL04652-2022-11-02-5043','S211-3','uPLxUivMFYZGMXzE', 'UB')
('SL22517-2022-11-01-5080','S212-16','RLlRp', 'SU')
('AC12058-2022-11-01-5088','A283-12','oiWIYummSDPw', 'SU')
('AC04652-2022-11-02-5042','A281-2','bywZJqyYtloDMuwB', 'LB')
('AC04652-2022-11-01-5098','A284-4','oTONQLzHQsW', 'UB')
('SL12058-2022-11-01-5051','S211-11','EHmuKsxdsrB', 'UB')
('AC12058-2022-11-01-5091','A283-15','rsQcLdaqQYr', 'UB')
('SL04652-2022-11-02-5056','S211-16','QvyqyBy', 'SU')
('SL04652-2022-11-02-5057','S211-17','L', 'LB')
('SL22517-2022-11-01-5087','S212-23','O', 'SL')
('AC22517-2022-11-02-5160','A287-12','UJKcbRJzQKPusrf', 'SU')
('SL04652-2022-11-01-5139','S215-3','tiVhUbtRvqO', 'UB')
('SL22517-2022-11-02-5177','S216-17','fjeHcTCvUbhE', 'LB')
('SL12058-2022-11-01-5070','S212-6','P', 'UB')
('AC12058-2022-11-01-5111','A284-17','Eo', 'SL')
('SL22517-2022-11-02-5179','S216-19','RZxFy', 'UB')
('AC22517-2022-11-01-4964','A276-14','ZGXRcKk', 'LB')
('SL22517-2022-11-01-5102','S213-14','hxseFEPVAZWRDk', 'UB')
('AC22517-2022-11-02-5173','A288-7','MnnUAHhirIdAbZT', 'LB')
('AC04652-2022-11-01-5125','A285-13','lIu', 'LB')
('AC12058-2022-11-01-5119','A285-7','SwKLtTXMTdTgaa', 'LB')
('AC12058-2022-11-01-5120','A285-8','BBCDStzRKubVKVzT', 'LB')
('SL22517-2022-11-02-5187','S217-3','qFQkbVoH', 'UB')
('SL12058-2022-11-01-5086','S212-22','LvbatlX', 'UB')
('SL04652-2022-11-02-5077','S212-13','eRexhNazK', 'MB')
('AC22517-2022-11-02-5183','A288-17','PlubbFlvIB', 'SL')
('SL04652-2022-11-02-5078','S212-14','vlnVpEjwkOIuaB', 'UB')
('AC04652-2022-11-02-5073','A282-15','UFCJehXnAJmzCVeJ', 'UB')
('AC22517-2022-11-01-4976','A277-8','CzysWxggUR', 'LB')
('SL22517-2022-11-01-5110','S213-22','LIujYmj', 'UB')
('AC22517-2022-11-01-4978','A277-10','PN', 'UB')
('AC22517-2022-11-02-5186','A289-2','UeoGlfimIqU', 'LB')
('SL04652-2022-11-02-5084','S212-20','i', 'LB')
('AC22517-2022-11-01-4981','A277-13','pqcNprOU', 'LB')
('SL22517-2022-11-02-5195','S217-11','UXiXCmQPAFVJ', 'UB')
('SL12058-2022-11-01-5094','S213-6','geeeVOhmC', 'UB')
('AC12058-2022-11-01-5133','A286-3','BypYzfvre', 'UB')
('AC22517-2022-11-01-4989','A278-3','GnrE', 'UB')
('SL22517-2022-11-01-5121','S214-9','JBoUruvmbvt', 'LB')
('AC12058-2022-11-01-5149','A287-1','IKCIYRu', 'LB')
('SL22517-2022-11-02-5210','S218-2','BQuZkW', 'MB')
('AC22517-2022-11-02-5207','A290-5','PeYolXUZ', 'SL')
('SL04652-2022-11-02-5099','S213-11','IMU', 'UB')
('AC04652-2022-11-01-5147','A286-17','xoSpikPukPRo', 'SL')
('AC12058-2022-11-01-5156','A287-8','MSRcvWforEpVcb', 'LB')
('AC04652-2022-11-02-5097','A284-3','luKj', 'UB')
('SL04652-2022-11-01-5179','S216-19','XMGLghkohPVOzv', 'UB')
('AC04652-2022-11-01-5149','A287-1','fmIYaYrPEKxPxL', 'LB')
('SL22517-2022-11-01-5136','S214-24','xTNt', 'SU')
('AC22517-2022-11-02-5214','A290-12','CK', 'SU')
('SL22517-2022-11-01-5138','S215-2','kdJBpwOmINTqVJ', 'MB')
('SL04652-2022-11-01-5183','S216-23','zXWlPEUtkOmB', 'SL')
('AC22517-2022-11-02-5221','A291-1','ncjWHrUI', 'LB')
('SL22517-2022-11-02-5224','S218-16','MAPXXYORaMf', 'SU')
('SL22517-2022-11-01-5146','S215-10','zLBFSibfQgW', 'MB')
('SL04652-2022-11-02-5123','S214-11','PJocboPDt', 'UB')
('SL22517-2022-11-01-5155','S215-19','STKbtW', 'UB')
('AC22517-2022-11-02-5232','A291-12','aAQdjMtYDsOurPn', 'SU')
('AC12058-2022-11-01-5180','A288-14','vfaqEYrVJh', 'LB')
('SL04652-2022-11-01-5205','S217-21','H', 'MB')
('SL22517-2022-11-02-5240','S219-8','Bpls', 'SU')
('AC22517-2022-11-01-5029','A280-7','mzzLreTIvIMD', 'LB')
('SL22517-2022-11-01-5166','S216-6','tih', 'UB')
('SL04652-2022-11-01-5210','S218-2','MafYMMFOPMUDVp', 'MB')
('AC22517-2022-11-02-5241','A292-3','pyenQTo', 'UB')
('SL04652-2022-11-02-5146','S215-10','QqsVrPyUUDgIN', 'MB')
('AC22517-2022-11-01-5039','A280-17','rOyYKrbqAkhpXR', 'SL')
('SL04652-2022-11-02-5151','S215-15','FfcbjVsael', 'SL')
('AC04652-2022-11-02-5134','A286-4','SxPYyYB', 'UB')
('AC22517-2022-11-02-5255','A292-17','XdMLMK', 'SL')
('SL04652-2022-11-01-5225','S218-17','vxY', 'LB')
('SL04652-2022-11-02-5158','S215-22','jUcSWSVabj', 'UB')
('SL22517-2022-11-02-5272','S220-16','ScQmGDocqmZXKk', 'SU')
('SL12058-2022-11-01-5164','S216-4','ZxToXIOcH', 'LB')
('AC22517-2022-11-01-5058','A281-18','mTLggSgqfIjcOf', 'SU')
('AC22517-2022-11-02-5265','A293-9','flmDHoYPhkKTeMaB', 'UB')
('SL12058-2022-11-01-5167','S216-7','itIkhidOkvX', 'SL')
('SL22517-2022-11-01-5201','S217-17','WUECJmW', 'LB')
('AC12058-2022-11-01-5212','A290-10','rPhJq', 'UB')
('AC22517-2022-11-02-5270','A293-14','mcMMXJ', 'LB')
('SL22517-2022-11-02-5285','S221-5','NvaASASQMV', 'MB')
('AC22517-2022-11-02-5274','A293-18','hlKPVM', 'SU')
('AC22517-2022-11-01-5068','A282-10','pF', 'UB')
('AC22517-2022-11-02-5277','A294-3','bTUKyfMWDipZmrje', 'UB')
('SL04652-2022-11-01-5240','S219-8','TffL', 'SU')
('AC22517-2022-11-02-5281','A294-7','TJdXgoWj', 'LB')
('SL22517-2022-11-02-5294','S221-14','FbcmnEJiu', 'UB')
('SL12058-2022-11-01-5190','S217-6','HyuLiSlfJG', 'UB')
('SL04652-2022-11-02-5198','S217-14','RPzUIUTv', 'UB')
('AC04652-2022-11-01-5236','A291-16','uHJqPX', 'UB')
('SL12058-2022-11-01-5198','S217-14','WvwUnNRtjydq', 'UB')
('AC22517-2022-11-01-5090','A283-14','tJINiMoerva', 'LB')
('AC22517-2022-11-02-5296','A295-4','vtFlSQposd', 'UB')
('SL04652-2022-11-01-5256','S219-24','XWbIQlHkXwS', 'SU')
('SL22517-2022-11-02-5308','S222-4','YXRSh', 'LB')
('AC22517-2022-11-02-5299','A295-7','pjKNy', 'LB')
('AC04652-2022-11-02-5173','A288-7','BW', 'LB')
('SL04652-2022-11-01-5259','S220-3','vIN', 'UB')
('SL12058-2022-11-01-5202','S217-18','TYola', 'MB')
('AC12058-2022-11-01-5231','A291-11','UeVsBvfew', 'SL')
('SL04652-2022-11-01-5276','S220-20','eycZ', 'LB')
('AC12058-2022-11-01-5240','A292-2','oXqPJVgqacRFE', 'LB')
('AC12058-2022-11-01-5241','A292-3','jItuUYNdJ', 'UB')
('SL04652-2022-11-01-5280','S220-24','TrEohWEOmiPLJtj', 'SU')
('AC22517-2022-11-01-5110','A284-16','rhEOOq', 'UB')
('AC22517-2022-11-02-5322','A296-12','M', 'SU')
('AC22517-2022-11-02-5337','A297-9','Hy', 'UB')
('AC22517-2022-11-01-5129','A285-17','qbplneIrElOi', 'SL')
('SL22517-2022-11-02-5337','S223-9','Dyo', 'LB')
('AC22517-2022-11-01-5132','A286-2','HsDVx', 'LB')
('AC04652-2022-11-02-5198','A289-14','xSlwLO', 'LB')
('AC04652-2022-11-01-5283','A294-9','bOfgirCROF', 'UB')
('AC12058-2022-11-01-5271','A293-15','WFS', 'UB')
('AC04652-2022-11-02-5200','A289-16','E', 'UB')
('AC04652-2022-11-01-5286','A294-12','cfZiHPs', 'SU')
('AC04652-2022-11-02-5202','A289-18','NAim', 'SU')
('SL22517-2022-11-01-5258','S220-2','hyXeXCcuDh', 'MB')
('AC04652-2022-11-01-5290','A294-16','QWuKoB', 'UB')
('AC12058-2022-11-01-5277','A294-3','JrpLrEzkaOzOoX', 'UB')
('SL04652-2022-11-02-5246','S219-14','xB', 'UB')
('AC04652-2022-11-02-5207','A290-5','iBAQwgOjmvi', 'SL')
('SL22517-2022-11-01-5274','S220-18','PEYckc', 'MB')
('SL22517-2022-11-02-5352','S223-24','c', 'SU')
('AC22517-2022-11-01-5154','A287-6','clsZbucG', 'SU')
('AC12058-2022-11-01-5290','A294-16','KwUjfeKiOgkFU', 'UB')
('SL12058-2022-11-01-5271','S220-15','WfnIlXGa', 'SL')
('SL04652-2022-11-01-5311','S222-7','BMBLhNp', 'SL')
('SL04652-2022-11-02-5262','S220-6','AdVYvvOOzs', 'UB')
('SL04652-2022-11-01-5314','S222-10','vFPLPSGanWWSf', 'MB')
('SL12058-2022-11-01-5277','S220-21','dkLMmIj', 'MB')
('SL04652-2022-11-01-5319','S222-15','WejeCTXZHbziFgv', 'SL')
('SL12058-2022-11-01-5279','S220-23','HAapeVNrSlBnsEaO', 'SL')
('SL04652-2022-11-01-5321','S222-17','tqTyAE', 'LB')
('AC22517-2022-11-02-5375','A299-11','PNTBiFRhTc', 'SL')
('SL22517-2022-11-01-5287','S221-7','vRx', 'SL')
('AC04652-2022-11-02-5225','A291-5','ozsAvjnWOl', 'SL')
('AC22517-2022-11-02-5377','A299-13','GzRTiZ', 'LB')
('AC12058-2022-11-01-5304','A295-12','GbhTckJ', 'SU')
('AC04652-2022-11-01-5322','A296-12','GkIztxgqUK', 'SU')
('SL04652-2022-11-02-5283','S221-3','AdWVKDEyZ', 'UB')
('SL22517-2022-11-01-5308','S222-4','aMpHvzTqbD', 'LB')
('AC22517-2022-11-01-5187','A289-3','aabJvWwimIcu', 'UB')
('AC22517-2022-11-01-5188','A289-4','KnBKZLrbqE', 'UB')
('AC22517-2022-11-02-5397','A300-15','Cj', 'UB')
('AC04652-2022-11-02-5244','A292-6','lYWSUdwhACNyKB', 'SU')
('AC22517-2022-11-02-5399','A300-17','QhLFUVOPTGvqj', 'SL')
('AC12058-2022-11-01-5326','A296-16','luOLSiCoqQlFGQM', 'UB')
('AC22517-2022-11-02-5414','A301-14','uDGgGL', 'LB')
('SL04652-2022-11-01-5350','S223-22','cRZxQE', 'UB')
('AC22517-2022-11-02-5421','A302-3','drHIFw', 'UB')
('SL04652-2022-11-01-5352','S223-24','jrYEd', 'SU')
('SL22517-2022-11-02-5394','S225-18','eDavLGBcHAQGCS', 'MB')
('SL12058-2022-11-01-5323','S222-19','tkQDZddZQafXs', 'UB')
('AC22517-2022-11-01-5222','A291-2','KbnCWWT', 'LB')
('AC04652-2022-11-01-5373','A299-9','jYjppaJz', 'UB')
('AC22517-2022-11-01-5231','A291-11','JzgdMRfyHyAcw', 'SL')
('SL22517-2022-11-02-5403','S226-3','kFdraS', 'UB')
('SL04652-2022-11-01-5366','S224-14','VvwJpx', 'UB')
('AC04652-2022-11-01-5376','A299-12','DiwXuLqg', 'SU')
('SL22517-2022-11-02-5405','S226-5','z', 'MB')
('SL04652-2022-11-01-5368','S224-16','qzVZe', 'SU')
('SL22517-2022-11-01-5348','S223-20','VrYQjE', 'LB')
('SL22517-2022-11-02-5409','S226-9','BJrLDlByZ', 'LB')
('SL22517-2022-11-02-5410','S226-10','yWAJ', 'MB')
('SL12058-2022-11-01-5345','S223-17','FbcEkqNNlzRXCIKF', 'LB')
('AC04652-2022-11-02-5273','A293-17','OkhclumBEXTZ', 'SL')
('SL22517-2022-11-01-5355','S224-3','unjCan', 'UB')
('SL04652-2022-11-01-5376','S224-24','BkA', 'SU')
('AC22517-2022-11-01-5242','A292-4','K', 'UB')
('SL04652-2022-11-01-5378','S225-2','LLRtVFbXZ', 'MB')
('SL04652-2022-11-01-5379','S225-3','KFbIjy', 'UB')
('SL12058-2022-11-01-5352','S223-24','ewnJTRNKsKrxtAMg', 'SU')
