('AC22517-2022-11-01-1494','A83-18','efRaEXaY', 'SU')
('AC22517-2022-11-02-11470','A638-4','liXdlDctK', 'UB')
('AC04652-2022-11-01-11647','A648-1','UbWLXOtIymv', 'LB')
('SL04652-2022-11-02-11384','S475-8','KNhmocsvsNc', 'SU')
('SL04652-2022-11-02-11398','S475-22','vMsTbjEsbsqOxe', 'UB')
('SL12058-2022-11-01-11312','S472-8','CBUUhmodSQhNqzH', 'SU')
('AC22517-2022-11-02-11528','A641-8','nMUU', 'LB')
('SL22517-2022-11-02-11421','S476-21','jWAXT', 'MB')
('AC04652-2022-11-02-11544','A642-6','tFBAukZCEiY', 'SU')
('AC04652-2022-11-02-11555','A642-17','bJmMkiFrl', 'SL')
('SL04652-2022-11-02-11443','S477-19','YHidGODk', 'UB')
('AC04652-2022-11-01-11724','A652-6','DiUljpJrjgCcr', 'SU')
('AC22517-2022-11-02-11541','A642-3','ywbDQMFOlFX', 'UB')
('SL22517-2022-11-02-11442','S477-18','tmhDvMNdrNbI', 'MB')
('AC12058-2022-11-01-11563','A643-7','KrPQmNBy', 'LB')
('AC04652-2022-11-01-11728','A652-10','GpZJ', 'UB')
('AC04652-2022-11-01-11729','A652-11','QtDQLSDI', 'SL')
('SL04652-2022-11-02-11450','S478-2','ZQwcU', 'MB')
('SL04652-2022-11-02-11451','S478-3','JJvOHRDAKagGxgz', 'UB')
('AC04652-2022-11-01-11732','A652-14','h', 'LB')
('SL04652-2022-11-02-11453','S478-5','itcPJNuWIw', 'MB')
('SL22517-2022-11-02-11450','S478-2','pmTklgjtgLiiS', 'MB')
('SL22517-2022-11-01-11367','S474-15','kkDK', 'SL')
('AC04652-2022-11-02-11569','A643-13','qkqBJrwDIvr', 'LB')
('SL22517-2022-11-02-11453','S478-5','KiGZmx', 'MB')
('SL22517-2022-11-01-11370','S474-18','vXnYUxwzfOwqsbd', 'MB')
('SL04652-2022-11-02-11523','S481-3','UVoF', 'UB')
('AC04652-2022-11-01-11998','A667-10','VyAGBaaeXIsKL', 'UB')
('AC04652-2022-11-02-11806','A656-16','MgC', 'UB')
('SL22517-2022-11-01-11617','S485-1','DBCGQ', 'LB')
('SL04652-2022-11-01-11661','S486-21','HocrChFJAl', 'MB')
('SL12058-2022-11-01-11584','S483-16','EBkCgSGkVrqVsYXZ', 'SU')
('AC22517-2022-11-02-11769','A654-15','atHigsfrxGJ', 'UB')
('SL22517-2022-11-01-11664','S486-24','thcuixFeRjo', 'SU')
('AC04652-2022-11-01-12041','A669-17','QhPX', 'SL')
('AC22517-2022-11-02-11796','A656-6','vNSukmnuq', 'SU')
('AC12058-2022-11-01-11829','A658-3','fz', 'UB')
('SL22517-2022-11-02-11757','S490-21','GrZVAojOPnWUAcJv', 'MB')
('SL22517-2022-11-01-11674','S487-10','JFcMiRmXW', 'MB')
('SL04652-2022-11-01-11718','S489-6','DzUYQKxemDnOijEA', 'UB')
('SL22517-2022-11-02-11769','S491-9','AUEeYbOvFc', 'LB')
('SL12058-2022-11-01-11638','S485-22','upj', 'UB')
('SL04652-2022-11-02-11773','S491-13','Mtg', 'MB')
('SL04652-2022-11-02-11803','S492-19','iWAUjVRQXBdQ', 'UB')
('SL22517-2022-11-01-11727','S489-15','vmM', 'SL')
('SL22517-2022-11-02-11809','S493-1','WjeVjewSl', 'LB')
('AC22517-2022-11-01-11904','A662-6','FkReDRKdgaBykvv', 'SU')
('AC04652-2022-11-02-11926','A663-10','pbMGDWVEddvp', 'UB')
('SL22517-2022-11-01-11742','S490-6','gHQbWrTynBHadFhN', 'UB')
('AC12058-2022-11-01-11906','A662-8','agaKDCNNLdTfMAy', 'LB')
('SL04652-2022-11-02-11834','S494-2','EtaTNxrNJ', 'MB')
('AC22517-2022-11-01-11913','A662-15','QxCkV', 'UB')
('AC04652-2022-11-02-11933','A663-17','LLBRoZhDBHFCvwk', 'SL')
('SL22517-2022-11-02-11824','S493-16','CIRVH', 'SU')
('SL04652-2022-11-02-11839','S494-7','FsKSDRmVkLiTS', 'SL')
('AC22517-2022-11-01-11924','A663-8','zZvpD', 'LB')
('AC22517-2022-11-02-11888','A661-8','LCNLuff', 'LB')
('SL12058-2022-11-01-11706','S488-18','qDWNtjWewfG', 'MB')
('SL04652-2022-11-01-11796','S492-12','AoDDEHZQnKlHbxu', 'LB')
('SL04652-2022-11-01-11798','S492-14','RteCz', 'UB')
('SL04652-2022-11-01-11799','S492-15','TMSkvLvd', 'SL')
('AC12058-2022-11-01-11920','A663-4','QsKIRxidOD', 'UB')
('SL22517-2022-11-02-11836','S494-4','pQ', 'LB')
('AC12058-2022-11-01-11923','A663-7','gbSaTtQoWTZqz', 'LB')
('SL12058-2022-11-01-11713','S489-1','MqJOxwENKaeIWHrS', 'LB')
('AC22517-2022-11-01-11934','A663-18','JEJ', 'SU')
('SL22517-2022-11-01-11762','S491-2','zcSUt', 'MB')
('AC22517-2022-11-02-11896','A661-16','FgMhZ', 'UB')
('SL04652-2022-11-01-11804','S492-20','xvZLcqmJoThgd', 'LB')
('SL04652-2022-11-02-11854','S494-22','WHIwwxVMLPyuK', 'UB')
('SL04652-2022-11-02-11855','S494-23','GmJdm', 'SL')
('AC04652-2022-11-01-12143','A675-11','AuduYLI', 'SL')
('SL22517-2022-11-02-11848','S494-16','BBBYnoZGc', 'SU')
('AC12058-2022-11-01-11963','A665-11','xfDiiRKTomGCnu', 'SL')
('SL12058-2022-11-01-11746','S490-10','KXAWJSkBRSPCzVE', 'MB')
('AC04652-2022-11-02-12016','A668-10','pgsbB', 'UB')
('AC22517-2022-11-02-11966','A665-14','ocjVvTUfYtfvml', 'LB')
('AC04652-2022-11-01-12204','A678-18','lIKbk', 'SU')
('SL04652-2022-11-01-11860','S495-4','RtVthbvxYDxMgV', 'LB')
('SL22517-2022-11-01-11843','S494-11','JFEEpSgNR', 'UB')
('AC22517-2022-11-01-12010','A668-4','I', 'UB')
('AC22517-2022-11-02-11973','A666-3','FZmenOIQmN', 'UB')
('SL04652-2022-11-01-11870','S495-14','iXWkGA', 'UB')
('AC04652-2022-11-02-12042','A669-18','lRCuuTbEvxBBxK', 'SU')
('AC22517-2022-11-01-12041','A669-17','JHXLd', 'SL')
('AC12058-2022-11-01-12037','A669-13','MbTqhNgnCru', 'LB')
('AC04652-2022-11-01-12234','A680-12','qT', 'SU')
('SL22517-2022-11-01-11873','S495-17','inBctUESxEOgQA', 'LB')
('AC12058-2022-11-01-12042','A669-18','IpuwHqPh', 'SU')
('SL04652-2022-11-01-11906','S497-2','yotfbPLHOhvxwxsx', 'MB')
('SL22517-2022-11-02-11955','S499-3','fuHs', 'UB')
('SL22517-2022-11-01-11882','S496-2','uOrvtOT', 'MB')
('SL04652-2022-11-02-11945','S498-17','NPYBsWcvDE', 'LB')
('AC12058-2022-11-01-12064','A671-4','wFGPUvp', 'UB')
('AC12058-2022-11-01-12068','A671-8','H', 'LB')
('AC22517-2022-11-02-12044','A670-2','iN', 'LB')
('AC22517-2022-11-02-12045','A670-3','aXFnqGoAYtaUFwu', 'UB')
('AC22517-2022-11-02-12100','A673-4','UBZOiyutFRa', 'UB')
('SL12058-2022-11-01-11898','S496-18','fs', 'MB')
('AC22517-2022-11-02-12113','A673-17','MjxaY', 'SL')
('AC12058-2022-11-01-12146','A675-14','rYlwkf', 'LB')
('AC22517-2022-11-01-12137','A675-5','dZTwZdsyt', 'SL')
('SL22517-2022-11-01-11959','S499-7','yqjsOXgIKZxZjsRw', 'SL')
('SL22517-2022-11-01-11960','S499-8','OnVwRrGWabEGY', 'SU')
('AC22517-2022-11-02-12121','A674-7','kS', 'LB')
('SL04652-2022-11-01-12022','S501-22','hsmHGuaJWWI', 'UB')
('SL22517-2022-11-02-12055','S503-7','Pc', 'SL')
('AC12058-2022-11-01-12166','A676-16','ASwVxuxNleso', 'UB')
('SL22517-2022-11-01-11971','S499-19','wwwT', 'UB')
('SL04652-2022-11-01-12029','S502-5','ADshyRTmlSy', 'MB')
('AC12058-2022-11-01-12173','A677-5','gRxElqBTEek', 'SL')
('AC04652-2022-11-02-12162','A676-12','fn', 'SU')
('AC12058-2022-11-01-12179','A677-11','FBRHaqGJ', 'SL')
('SL04652-2022-11-02-12053','S503-5','WplPhxtc', 'MB')
('AC22517-2022-11-02-12143','A675-11','OaXGrEnvUnSMS', 'SL')
('SL04652-2022-11-01-12044','S502-20','wlw', 'LB')
('SL12058-2022-11-01-11933','S498-5','YkgRjZfyquZbCCF', 'MB')
('AC22517-2022-11-02-12144','A675-12','fdtrHKuMGcjNQ', 'SU')
('SL04652-2022-11-02-12058','S503-10','FBIgB', 'MB')
('SL04652-2022-11-01-12054','S503-6','yvTaO', 'UB')
('SL04652-2022-11-01-12056','S503-8','tzqsfOqyR', 'SU')
('SL04652-2022-11-01-12063','S503-15','qOeVsGPLRzX', 'SL')
('AC04652-2022-11-01-12360','A687-12','DgDoONYW', 'SU')
('AC12058-2022-11-01-12196','A678-10','VEkYxyXCXWVHzfd', 'UB')
('AC04652-2022-11-01-12361','A687-13','cnSDQzSh', 'LB')
('SL12058-2022-11-01-11948','S498-20','Zbl', 'LB')
('AC22517-2022-11-02-12187','A678-1','FvUJ', 'LB')
('AC22517-2022-11-01-12216','A679-12','vuRxdWzlQR', 'SU')
('AC04652-2022-11-02-12211','A679-7','pAwktbwTEHNcmSWc', 'LB')
('SL04652-2022-11-01-12100','S505-4','WIQaBKCiQxvDY', 'LB')
('SL22517-2022-11-01-12034','S502-10','dGpQVKcXepC', 'MB')
('SL22517-2022-11-01-12035','S502-11','POJSeeQPQp', 'UB')
('SL04652-2022-11-01-12120','S505-24','JQ', 'SU')
('SL04652-2022-11-01-12121','S506-1','ruHhBZMHCY', 'LB')
('AC04652-2022-11-02-12257','A681-17','JChNWGMfi', 'SL')
('SL22517-2022-11-01-12095','S504-23','XooFWvOYzq', 'SL')
('AC04652-2022-11-01-12462','A693-6','SMCW', 'SU')
('AC12058-2022-11-01-12297','A684-3','xdnnEFmnw', 'UB')
('SL04652-2022-11-01-12210','S509-18','vmmOrHH', 'MB')
('AC12058-2022-11-01-12370','A688-4','aYn', 'UB')
('AC04652-2022-11-01-12559','A698-13','TtqFDImAwC', 'LB')
('AC04652-2022-11-02-12359','A687-11','jkPLOnEqksl', 'SL')
('AC04652-2022-11-01-12562','A698-16','BteGXePBne', 'UB')
('AC12058-2022-11-01-12380','A688-14','NryShZPAwPzBPqdQ', 'LB')
('SL04652-2022-11-01-12236','S510-20','BHzDdXTH', 'LB')
('SL22517-2022-11-02-12260','S511-20','SeDbHvrn', 'LB')
('AC04652-2022-11-01-12565','A699-1','bEvHLNBNRPnI', 'LB')
('SL04652-2022-11-02-12262','S511-22','a', 'UB')
('AC22517-2022-11-02-12343','A686-13','Ivmr', 'LB')
('SL22517-2022-11-01-12192','S508-24','mTB', 'SU')
('SL22517-2022-11-02-12273','S512-9','Xos', 'LB')
('AC22517-2022-11-01-12391','A689-7','jKnvjby', 'LB')
('AC22517-2022-11-02-12358','A687-10','GnuKbEPwSdVfzR', 'UB')
('AC04652-2022-11-01-12579','A699-15','UcvltFRJbmmT', 'UB')
('AC04652-2022-11-01-12583','A700-1','bhZIuEIsBvEZICoP', 'LB')
('AC12058-2022-11-01-12405','A690-3','PXInudMyU', 'UB')
('SL22517-2022-11-01-12220','S510-4','CDYMPgytQxZeDAf', 'LB')
('AC22517-2022-11-02-12372','A688-6','mXoWGf', 'SU')
('SL04652-2022-11-01-12268','S512-4','OKRJTI', 'LB')
('AC04652-2022-11-02-12394','A689-10','OULMdSUCRm', 'UB')
('AC22517-2022-11-02-12374','A688-8','XcKscTGKWE', 'LB')
('AC22517-2022-11-02-12377','A688-11','BvzsEJxqAuZBFjTE', 'SL')
('AC04652-2022-11-02-12447','A692-9','Xn', 'UB')
('SL04652-2022-11-02-12350','S515-14','qDkXQnroCBlGDiKR', 'UB')
('SL22517-2022-11-01-12267','S512-3','AUlNjNiGkyu', 'UB')
('SL04652-2022-11-01-12319','S514-7','NDKbCCzypIkofT', 'SL')
('AC04652-2022-11-01-12651','A703-15','wuYHHQwnVjfkFCF', 'UB')
('SL04652-2022-11-01-12325','S514-13','tlh', 'MB')
('AC12058-2022-11-01-12477','A694-3','KgR', 'UB')
('AC22517-2022-11-01-12461','A693-5','Bd', 'SL')
('SL12058-2022-11-01-12193','S509-1','weewtJgAhvlm', 'LB')
('AC04652-2022-11-02-12455','A692-17','uJt', 'SL')
('AC22517-2022-11-02-12418','A690-16','wxiLansrSs', 'UB')
('SL22517-2022-11-01-12273','S512-9','KvLJyzhucN', 'LB')
('SL12058-2022-11-01-12196','S509-4','UlaiNsWETCG', 'LB')
('SL22517-2022-11-02-12347','S515-11','pzuC', 'UB')
('AC22517-2022-11-02-12422','A691-2','cFIh', 'LB')
('SL04652-2022-11-02-12368','S516-8','wBmH', 'SU')
('SL12058-2022-11-01-12201','S509-9','iMgtrwnUXeTtt', 'LB')
('SL22517-2022-11-02-12351','S515-15','iHCWoL', 'SL')
('SL04652-2022-11-01-12369','S516-9','BuvC', 'LB')
('AC04652-2022-11-02-12500','A695-8','vQXCOUTaOio', 'LB')
('SL04652-2022-11-02-12399','S517-15','IVMcNA', 'SL')
('AC04652-2022-11-01-12688','A705-16','eCLv', 'UB')
('SL04652-2022-11-02-12403','S517-19','LBrLAtLuhemarDqu', 'UB')
('AC22517-2022-11-01-12496','A695-4','WLnp', 'UB')
('AC22517-2022-11-02-12467','A693-11','qneOLtjUCuV', 'SL')
('SL22517-2022-11-01-12315','S514-3','TYBbM', 'UB')
('AC04652-2022-11-01-12697','A706-7','qIljKq', 'LB')
('SL12058-2022-11-01-12245','S511-5','LZCmVD', 'MB')
('AC04652-2022-11-01-12702','A706-12','HVkqIdtaYqxB', 'SU')
('AC22517-2022-11-01-12512','A696-2','oNpkafGl', 'LB')
('AC12058-2022-11-01-12528','A696-18','TTURzAlPZPUcCht', 'SU')
('SL04652-2022-11-01-12390','S517-6','istfxNnxGh', 'UB')
('AC12058-2022-11-01-12530','A697-2','rIydrfFspS', 'LB')
('AC12058-2022-11-01-12531','A697-3','WwkuBNCvoU', 'UB')
('SL22517-2022-11-02-12414','S518-6','oehzeox', 'UB')
('AC22517-2022-11-01-12528','A696-18','nppxklEDNhEdyzME', 'SU')
('AC04652-2022-11-02-12541','A697-13','zrO', 'LB')
('AC22517-2022-11-02-12493','A695-1','hBAwrAVxnTqAkrdE', 'LB')
('AC22517-2022-11-01-12537','A697-9','gpCsIANjQDgwu', 'UB')
('SL04652-2022-11-02-12439','S519-7','kMXrNjdqJlG', 'SL')
('SL22517-2022-11-01-12348','S515-12','GedDsLsZznnMRkY', 'LB')
('AC22517-2022-11-02-12502','A695-10','TGEASc', 'UB')
('SL22517-2022-11-01-12352','S515-16','jreTL', 'SU')
('AC04652-2022-11-01-12741','A708-15','snXo', 'UB')
('SL04652-2022-11-02-12450','S519-18','sxLIpyHpSMvog', 'MB')
('SL22517-2022-11-01-12359','S515-23','Mf', 'SL')
('SL22517-2022-11-02-12457','S520-1','vDw', 'LB')
('AC04652-2022-11-02-12606','A701-6','MzQrBCAa', 'SU')
('SL22517-2022-11-01-12409','S518-1','VAuQEDnkqXmsvK', 'LB')
('SL04652-2022-11-02-12500','S521-20','RNDRv', 'LB')
('AC04652-2022-11-02-12607','A701-7','IFLGvPAWZg', 'LB')
('AC22517-2022-11-01-12601','A701-1','IInCh', 'LB')
('AC04652-2022-11-01-12802','A712-4','ZgyPJIXqpWUFVt', 'UB')
('SL04652-2022-11-01-12478','S520-22','EVorpXRqjeHsPjLq', 'UB')
('AC04652-2022-11-02-12611','A701-11','mfpzN', 'SL')
('SL04652-2022-11-01-12480','S520-24','ee', 'SU')
('AC22517-2022-11-02-12562','A698-16','TbXkRQKFhCLF', 'UB')
('AC22517-2022-11-02-12565','A699-1','GFFErLdXT', 'LB')
('AC04652-2022-11-01-12806','A712-8','TbGtNYsOTcYDAyA', 'LB')
('AC12058-2022-11-01-12622','A702-4','IjhALRKjwngYznd', 'UB')
('SL22517-2022-11-01-12420','S518-12','mNjBT', 'LB')
('SL22517-2022-11-01-12423','S518-15','STXORxs', 'SL')
('SL04652-2022-11-02-12515','S522-11','QEMx', 'UB')
('SL04652-2022-11-02-12518','S522-14','cdrCgcMMokpumSW', 'UB')
('AC04652-2022-11-02-12638','A703-2','IbNG', 'LB')
('AC22517-2022-11-02-12593','A700-11','Phcf', 'SL')
('SL22517-2022-11-01-12442','S519-10','pxRh', 'MB')
('AC22517-2022-11-01-12655','A704-1','EbTyDUiMXZckxx', 'LB')
('SL04652-2022-11-01-12512','S522-8','lSKljirV', 'SU')
('AC22517-2022-11-01-12659','A704-5','ZCUyIzL', 'SL')
('AC04652-2022-11-01-12835','A714-1','hoIwMyJfXco', 'LB')
('SL04652-2022-11-02-12546','S523-18','ODcZNdQPNZOsEuH', 'MB')
('SL04652-2022-11-01-12516','S522-12','tXWKXMrznqimpMcO', 'LB')
('SL22517-2022-11-01-12459','S520-3','sVrfyYcpAvt', 'UB')
('AC04652-2022-11-02-12658','A704-4','yfdvxROwu', 'UB')
('SL04652-2022-11-02-12550','S523-22','Wmuqlkrz', 'UB')
('AC22517-2022-11-01-12674','A705-2','fLrDVy', 'LB')
('AC12058-2022-11-01-12669','A704-15','MnXlwts', 'UB')
('AC04652-2022-11-01-12847','A714-13','DOCbir', 'LB')
('AC12058-2022-11-01-12670','A704-16','toWAqpJHVkKmJT', 'UB')
('SL04652-2022-11-01-12528','S522-24','UdEAKhea', 'SU')
('AC12058-2022-11-01-12676','A705-4','SnIT', 'UB')
('AC22517-2022-11-02-12635','A702-17','KZeZhaxpralvEmA', 'SL')
('SL12058-2022-11-01-12401','S517-17','AtmRyfUXIzM', 'LB')
('SL22517-2022-11-01-12480','S520-24','cwMWJz', 'SU')
('SL12058-2022-11-01-12411','S518-3','BDAFB', 'UB')
('AC04652-2022-11-01-12865','A715-13','xayFVEi', 'LB')
('AC04652-2022-11-01-12868','A715-16','e', 'UB')
('AC12058-2022-11-01-12717','A707-9','HHfaYMSSc', 'UB')
('AC12058-2022-11-01-12723','A707-15','ebQRgggI', 'UB')
('SL04652-2022-11-01-12589','S525-13','MSfHPmqKTVN', 'MB')
('SL04652-2022-11-01-12590','S525-14','ZPhRPZrFkjz', 'UB')
('SL04652-2022-11-01-12591','S525-15','mtFCcMyHsAtWO', 'SL')
('SL04652-2022-11-02-12614','S526-14','SruHdpO', 'UB')
('SL22517-2022-11-01-12531','S523-3','sGRJgHDCOsSEF', 'UB')
('SL04652-2022-11-01-12599','S525-23','fwmrvufxvYmnZ', 'SL')
('AC22517-2022-11-02-12693','A706-3','s', 'UB')
('AC22517-2022-11-01-12752','A709-8','oZCmxtJqYxyXXf', 'LB')
('AC22517-2022-11-02-12745','A709-1','jehYUdLHlMwtEn', 'LB')
('SL22517-2022-11-02-12644','S527-20','fCKaqTom', 'LB')
('AC12058-2022-11-01-12792','A711-12','GDet', 'SU')
('AC22517-2022-11-02-12754','A709-10','eDLm', 'UB')
('SL04652-2022-11-02-12682','S529-10','EgYYevOsBxVyQRK', 'MB')
('SL12058-2022-11-01-12511','S522-7','kmijDjC', 'SL')
('AC04652-2022-11-02-12783','A711-3','hXcQHnnrkPtDyP', 'UB')
('SL04652-2022-11-02-12684','S529-12','xPqgWfS', 'LB')
('AC04652-2022-11-01-12962','A721-2','cSaeN', 'LB')
('SL04652-2022-11-02-12686','S529-14','JGTJKrpqImtx', 'UB')
('SL12058-2022-11-01-12514','S522-10','iLSuwEt', 'MB')
('AC12058-2022-11-01-12804','A712-6','Vvnqp', 'SU')
('AC04652-2022-11-01-12966','A721-6','DdyiDiRi', 'SU')
('AC04652-2022-11-02-12787','A711-7','A', 'LB')
('SL04652-2022-11-01-12657','S528-9','CNqTijuW', 'LB')
('AC04652-2022-11-01-12969','A721-9','BIORx', 'UB')
('AC04652-2022-11-02-12792','A711-12','IwOsTqGzK', 'SU')
('SL04652-2022-11-01-12661','S528-13','qjHe', 'MB')
('SL04652-2022-11-02-12693','S529-21','mhnSHbXqmU', 'MB')
('SL22517-2022-11-02-12661','S528-13','tFRzuj', 'MB')
('AC22517-2022-11-02-12774','A710-12','LsdCIcW', 'SU')
('AC12058-2022-11-01-12818','A713-2','aPy', 'LB')
('AC22517-2022-11-01-12881','A716-11','UBqxT', 'SL')
('AC04652-2022-11-02-12851','A714-17','ydaUBF', 'SL')
('SL04652-2022-11-01-12722','S531-2','ipSFxhnV', 'MB')
('SL04652-2022-11-02-12779','S533-11','vOyhxJyBfWOCxXOU', 'UB')
('SL04652-2022-11-02-12780','S533-12','jHSCNxxD', 'LB')
('SL04652-2022-11-02-12781','S533-13','RAuMzVXzfRHBNJZ', 'MB')
('AC04652-2022-11-01-13108','A729-4','CxMjmVUAuUH', 'UB')
('AC22517-2022-11-01-12999','A723-3','cPspUTnsBHw', 'UB')
('AC04652-2022-11-02-12981','A722-3','vOBMt', 'UB')
('SL22517-2022-11-02-12827','S535-11','yZoBUeNzgZKcJQvz', 'UB')
('AC12058-2022-11-01-12972','A721-12','HPbTPmDY', 'SU')
('AC04652-2022-11-02-12994','A722-16','J', 'UB')
('SL22517-2022-11-02-12844','S536-4','BEZVl', 'LB')
('AC12058-2022-11-01-12986','A722-8','PTzbRhBOoepyYm', 'LB')
('AC22517-2022-11-01-13025','A724-11','LPFVZQzy', 'SL')
('AC04652-2022-11-01-13178','A733-2','M', 'LB')
('AC22517-2022-11-02-12955','A720-13','uSTadYKyjo', 'LB')
('AC12058-2022-11-01-12992','A722-14','GBCPk', 'LB')
('SL12058-2022-11-01-12729','S531-9','NMlbFKeaNpNfFRY', 'LB')
('AC22517-2022-11-02-12963','A721-3','vBEZhExYl', 'UB')
('AC12058-2022-11-01-13004','A723-8','xdLEQJzBMOifa', 'LB')
('SL22517-2022-11-01-12799','S534-7','H', 'SL')
('SL04652-2022-11-02-12903','S538-15','xtVqODuU', 'SL')
('AC04652-2022-11-01-13195','A734-1','NQpyIYZtQBindxX', 'LB')
('SL22517-2022-11-01-12804','S534-12','vNmwnIICkSceUG', 'LB')
('SL22517-2022-11-02-12877','S537-13','iGaiaIiMBAxHSRNd', 'MB')
('SL22517-2022-11-02-12878','S537-14','BjRlqfcbv', 'UB')
('SL04652-2022-11-01-12875','S537-11','OmZRgk', 'UB')
('AC04652-2022-11-02-13034','A725-2','vobhEHn', 'LB')
('SL04652-2022-11-02-12909','S538-21','bkXEDk', 'MB')
('SL22517-2022-11-02-12882','S537-18','DfrwUGTuMDgTIuz', 'MB')
('AC12058-2022-11-01-13015','A724-1','mBSIAmF', 'LB')
('AC04652-2022-11-02-13037','A725-5','wtFhaGUxdpLPVe', 'SL')
('AC22517-2022-11-02-12985','A722-7','ZXoRi', 'LB')
('AC22517-2022-11-01-13052','A726-2','uGBFrxcSIOfoCEH', 'LB')
('AC12058-2022-11-01-13019','A724-5','unZyHEK', 'SL')
('AC12058-2022-11-01-13020','A724-6','bHhoTmvV', 'SU')
('SL12058-2022-11-01-12762','S532-18','agDvnWpyNACtd', 'MB')
('AC04652-2022-11-01-13221','A735-9','yvSG', 'UB')
('AC04652-2022-11-01-13222','A735-10','JhMpB', 'UB')
('AC04652-2022-11-01-13224','A735-12','zBwaqhiWCCbiLH', 'SU')
('AC04652-2022-11-01-13232','A736-2','PRVLeHJbxrKR', 'LB')
('AC04652-2022-11-02-13064','A726-14','qPwoKTqJVGkYv', 'LB')
('SL22517-2022-11-01-12846','S536-6','zYPWeEJMFmkuMGs', 'UB')
('SL22517-2022-11-01-12847','S536-7','fHTLkPKIiAHncAHr', 'SL')
('SL12058-2022-11-01-12784','S533-16','aTffHembzIMZ', 'SU')
('SL04652-2022-11-01-12912','S538-24','KRmNT', 'SU')
('AC22517-2022-11-01-13079','A727-11','o', 'SL')
('AC12058-2022-11-01-13049','A725-17','iaMtVdJvuqQN', 'SL')
('AC12058-2022-11-01-13050','A725-18','JHoXRr', 'SU')
('SL22517-2022-11-02-12916','S539-4','JWhEAqLPS', 'LB')
('SL22517-2022-11-01-12848','S536-8','lEmbfKqYEEwFeTf', 'SU')
('AC22517-2022-11-02-13016','A724-2','PCjbBY', 'LB')
('AC12058-2022-11-01-13053','A726-3','FUdOUkGvWEqgJIrm', 'UB')
('SL04652-2022-11-02-13019','S543-11','VVnVFDXuJbtHk', 'UB')
('SL04652-2022-11-01-13001','S542-17','NSc', 'LB')
('AC22517-2022-11-02-13085','A727-17','yyRCIkrsLwp', 'SL')
('AC12058-2022-11-01-13118','A729-14','baXGxioJAB', 'LB')
('SL22517-2022-11-01-12927','S539-15','FDyVJmWe', 'SL')
('AC04652-2022-11-01-13306','A740-4','FUQwEwXnBNnGuzfH', 'UB')
('SL04652-2022-11-01-13004','S542-20','HB', 'LB')
('SL12058-2022-11-01-12861','S536-21','mISGgnViTIX', 'MB')
('AC12058-2022-11-01-13123','A730-1','sxlGHFSamFFzjG', 'LB')
('SL04652-2022-11-02-13031','S543-23','BEsJ', 'SL')
('AC12058-2022-11-01-13127','A730-5','PWkE', 'SL')
('SL04652-2022-11-02-13032','S543-24','GyFNSNdoqLTbAI', 'SU')
('SL04652-2022-11-02-13034','S544-2','aVytGoEfuzzYBjm', 'MB')
('AC22517-2022-11-02-13094','A728-8','oLVWkcKwV', 'LB')
('AC04652-2022-11-02-13166','A732-8','bL', 'LB')
('SL22517-2022-11-02-13005','S542-21','TWsLv', 'MB')
('SL22517-2022-11-02-13006','S542-22','EFKctczlCkKxP', 'UB')
('SL12058-2022-11-01-12869','S537-5','brn', 'MB')
('AC04652-2022-11-01-13329','A741-9','BLhYQRbswMmzKt', 'UB')
('SL04652-2022-11-01-13018','S543-10','QSlKCFWwEd', 'MB')
('AC12058-2022-11-01-13139','A730-17','gfVshTzPsvacki', 'SL')
('AC04652-2022-11-02-13176','A732-18','znpSLCxXJqbJg', 'SU')
('SL22517-2022-11-01-12949','S540-13','kXftgJXTvvH', 'MB')
('SL22517-2022-11-02-13018','S543-10','lsUx', 'MB')
('AC22517-2022-11-02-13109','A729-5','JP', 'SL')
('SL04652-2022-11-01-13026','S543-18','IdYyysRS', 'MB')
('AC12058-2022-11-01-13149','A731-9','QLiJesL', 'UB')
('AC22517-2022-11-01-13188','A733-12','CwhDJnMfjEw', 'SU')
('AC04652-2022-11-01-13347','A742-9','lzgKDvlgNaxje', 'UB')
('SL22517-2022-11-01-12962','S541-2','qXONJcqhpz', 'MB')
('AC04652-2022-11-01-13359','A743-3','yYc', 'UB')
('SL04652-2022-11-01-13043','S544-11','ugx', 'UB')
('AC04652-2022-11-02-13192','A733-16','vjcJChMmDFr', 'UB')
('SL12058-2022-11-01-12891','S538-3','TgrKUzfw', 'UB')
('AC22517-2022-11-01-13201','A734-7','ohjdQqwWzodz', 'LB')
('AC04652-2022-11-01-13364','A743-8','aJYLUzjzTZJMhxyc', 'LB')
('SL04652-2022-11-01-13049','S544-17','WJyByYlRsniAE', 'LB')
('SL04652-2022-11-02-13064','S545-8','jjZ', 'SU')
('AC04652-2022-11-02-13206','A734-12','BcRFwMYX', 'SU')
('AC04652-2022-11-01-13372','A743-16','rR', 'UB')
('SL04652-2022-11-01-13058','S545-2','Qrf', 'MB')
('AC04652-2022-11-02-13209','A734-15','XioYUmC', 'UB')
('SL22517-2022-11-02-13056','S544-24','tdbEAljGXfIkJnhO', 'SU')
('AC22517-2022-11-02-13149','A731-9','o', 'UB')
('AC04652-2022-11-02-13212','A734-18','ckDXmw', 'SU')
('SL22517-2022-11-02-13067','S545-11','gblGxxvhvPwGK', 'UB')
('SL22517-2022-11-01-12997','S542-13','prG', 'MB')
('AC04652-2022-11-01-13388','A744-14','QxW', 'LB')
